review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
legal/United_States_v_Constantinescu/3,0,(A),False,,False,0,True,,a “Ponzi” scheme.,a “Ponzi” scheme.,[]
legal/United_States_v_Constantinescu/3,1,(B),False,,False,0,True,,a “short and distort” scheme.,a “short and distort” scheme.,[]
legal/United_States_v_Constantinescu/3,2,(C),False,,False,0,True,,an “insider trading” scheme.,an “insider trading” scheme.,[]
legal/United_States_v_Constantinescu/3,3,(D),False,,False,0,True,,a “spoofing” scheme.,a “spoofing” scheme.,[]
legal/United_States_v_Constantinescu/5,0,(A),False,,False,0,True,,posting false and misleading information to attract more buyers,posting false and misleading information to attract more buyers,[]
legal/United_States_v_Constantinescu/5,1,(B),False,,False,0,True,,publicly disclosing their holdings before liquidating through registered sales,publicly disclosing their holdings before liquidating through registered sales,[]
legal/United_States_v_Constantinescu/5,2,(C),False,,False,0,True,,executing wash trades to create the appearance of demand,executing wash trades to create the appearance of demand,[]
legal/United_States_v_Constantinescu/5,3,(D),False,,False,0,True,,taking a short position and profiting from the decline,taking a short position and profiting from the decline,[]
legal/United_States_v_Constantinescu/7,0,(A),False,,False,0,True,,the artificially inflated market price of the securities,the artificially inflated market price of the securities,[]
legal/United_States_v_Constantinescu/7,1,(C),False,,False,0,True,,honest services in the defendants' trading recommendations,honest services in the defendants' trading recommendations,[]
legal/United_States_v_Constantinescu/7,2,(D),False,,False,0,True,,material nonpublic information,material nonpublic information,[]
legal/United_States_v_Constantinescu/7,3,(E),False,,False,0,True,,a traditional property interest,a traditional property interest,[]
legal/United_States_v_Constantinescu/2,0,(A),False,,False,0,True,,it could not proceed absent a fiduciary or insider relationship between the defendants and their followers,it could not proceed absent a fiduciary or insider relationship between the defendants and their followers,[]
legal/United_States_v_Constantinescu/2,1,(B),False,,False,0,True,,it was based on nonactionable predictions about future stock prices rather than material misrepresentations,it was based on nonactionable predictions about future stock prices rather than material misrepresentations,[]
legal/United_States_v_Constantinescu/2,2,(D),False,,False,0,True,,it required allegations that investors actually relied on the defendants’ social-media posts and suffered losses,it required allegations that investors actually relied on the defendants’ social-media posts and suffered losses,[]
legal/United_States_v_Constantinescu/2,3,(E),False,,False,0,True,,it failed to state an offense because it alleged only deprivation of potentially valuable economic information rather than money or property,it failed to state an offense because it alleged only deprivation of potentially valuable economic information rather than money or property,[]
legal/United_States_v_Constantinescu/1,0,(A),False,,False,0,True,,concealing the defendants’ planned sales of their own shares,concealing the defendants’ planned sales of their own shares,[]
legal/United_States_v_Constantinescu/1,1,(B),False,,False,0,True,,creating the false appearance of active market liquidity,creating the false appearance of active market liquidity,[]
legal/United_States_v_Constantinescu/1,2,(C),False,,False,0,True,,facilitating insider trading on material nonpublic information,facilitating insider trading on material nonpublic information,[]
legal/United_States_v_Constantinescu/1,3,(D),False,,False,0,True,,artificially depressing the securities’ prices,artificially depressing the securities’ prices,[]
legal/United_States_v_Constantinescu/4,0,(A),False,,False,0,True,,their access to material nonpublic information,their access to material nonpublic information,[]
legal/United_States_v_Constantinescu/4,1,(B),False,,False,0,True,,the volume of genuine market demand for the stocks,the volume of genuine market demand for the stocks,[]
legal/United_States_v_Constantinescu/4,2,(C),False,,False,0,True,,the potential price of the securities,the potential price of the securities,[]
legal/United_States_v_Constantinescu/4,3,(D),False,,False,0,True,,the issuers’ underlying financial condition,the issuers’ underlying financial condition,[]
legal/United_States_v_Constantinescu/0,0,(A),False,,False,0,True,,for abuse of discretion.,for abuse of discretion.,[]
legal/United_States_v_Constantinescu/0,1,(C),False,,False,0,True,,under a substantial-evidence standard.,under a substantial-evidence standard.,[]
legal/United_States_v_Constantinescu/0,2,(D),False,,False,0,True,,for clear error.,for clear error.,[]
legal/United_States_v_Constantinescu/0,3,(E),False,,False,0,True,,for plain error.,for plain error.,[]
legal/United_States_v_Constantinescu/8,0,(B),False,,False,0,True,,their own trading activities and stock picks on social media.,their own trading activities and stock picks on social media.,[]
legal/United_States_v_Constantinescu/8,1,(C),False,,False,0,True,,sell orders for the security through their brokerage accounts.,sell orders for the security through their brokerage accounts.,[]
legal/United_States_v_Constantinescu/8,2,(D),False,,False,0,True,,material nonpublic information about the issuer in SEC filings.,material nonpublic information about the issuer in SEC filings.,[]
legal/United_States_v_Constantinescu/8,3,(E),False,,False,0,True,,coordinated purchase recommendations in private investor chat rooms.,coordinated purchase recommendations in private investor chat rooms.,[]
legal/United_States_v_Constantinescu/9,0,(A),False,,False,0,True,,whether the evidence would permit a rational jury to find guilt beyond a reasonable doubt,whether the evidence would permit a rational jury to find guilt beyond a reasonable doubt,[]
legal/United_States_v_Constantinescu/9,1,(B),False,,False,0,True,,whether the district court abused its discretion in denying the motion to dismiss,whether the district court abused its discretion in denying the motion to dismiss,[]
legal/United_States_v_Constantinescu/9,2,(C),False,,False,0,True,,whether probable cause supported the grand jury’s return of the indictment,whether probable cause supported the grand jury’s return of the indictment,[]
