probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of",RL infrastructure.,(A),"According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of
(A) RL infrastructure.
(B) reward modeling systems.
(C) supervised fine-tuning workflows.
(D) Mixture-of-Experts training pipelines.
(E) token-level importance-ratio objectives.",RL infrastructure.,reward modeling systems.,supervised fine-tuning workflows.,Mixture-of-Experts training pipelines.,token-level importance-ratio objectives.,"[""Mixture-of-Experts training pipelines."", ""token-level importance-ratio objectives."", ""reward modeling systems."", ""supervised fine-tuning workflows.""]","According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of RL infrastructure.","We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of
(A) RL infrastructure.
(B) reward modeling systems.
(C) supervised fine-tuning workflows.
(D) Mixture-of-Experts training pipelines.
(E) token-level importance-ratio objectives."
"According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the",sequence-level.,(A),"According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the
(A) sequence-level.
(B) step-level.
(C) token-level.
(D) batch-level.
(E) prompt-level.",sequence-level.,step-level.,token-level.,batch-level.,prompt-level.,"[""token-level."", ""step-level."", ""batch-level."", ""prompt-level.""]","According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the sequence-level.","Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization.",Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the
(A) sequence-level.
(B) step-level.
(C) token-level.
(D) batch-level.
(E) prompt-level."
"In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are",competition-level mathematics and programming,(A),"In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are
(A) competition-level mathematics and programming
(B) strategic game playing and long-horizon planning
(C) model collapse and training instability
(D) scientific question answering and theorem proving
(E) legal reasoning and medical diagnosis",competition-level mathematics and programming,strategic game playing and long-horizon planning,model collapse and training instability,scientific question answering and theorem proving,legal reasoning and medical diagnosis,"[""scientific question answering and theorem proving"", ""strategic game playing and long-horizon planning"", ""legal reasoning and medical diagnosis"", ""model collapse and training instability""]","In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are competition-level mathematics and programming","Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are
(A) competition-level mathematics and programming
(B) strategic game playing and long-horizon planning
(C) model collapse and training instability
(D) scientific question answering and theorem proving
(E) legal reasoning and medical diagnosis"
"According to the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts, through continued RL training, to push",the capability boundaries of language models.,(D),"According to the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts, through continued RL training, to push
(A) the stability and robustness of training dynamics.
(B) the performance ceiling on mathematics and programming tasks.
(C) the sample efficiency of reinforcement learning algorithms.
(D) the capability boundaries of language models.
(E) the scale of computational investment in RL.",the stability and robustness of training dynamics.,the performance ceiling on mathematics and programming tasks.,the sample efficiency of reinforcement learning algorithms.,the capability boundaries of language models.,the scale of computational investment in RL.,"[""the scale of computational investment in RL."", ""the performance ceiling on mathematics and programming tasks."", ""the stability and robustness of training dynamics."", ""the sample efficiency of reinforcement learning algorithms.""]","According to the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts, through continued RL training, to push the capability boundaries of language models.",This instability hinders efforts to push the capability boundaries of language models through continued RL training.,Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts, through continued RL training, to push
(A) the stability and robustness of training dynamics.
(B) the performance ceiling on mathematics and programming tasks.
(C) the sample efficiency of reinforcement learning algorithms.
(D) the capability boundaries of language models.
(E) the scale of computational investment in RL."
"According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest",Qwen3 models,(D),"According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest
(A) DeepSeek-R1 models
(B) Qwen2.5 models
(C) Mixture-of-Experts models
(D) Qwen3 models
(E) Llama 3 models",DeepSeek-R1 models,Qwen2.5 models,Mixture-of-Experts models,Qwen3 models,Llama 3 models,"[""Qwen2.5 models"", ""Llama 3 models"", ""DeepSeek-R1 models"", ""Mixture-of-Experts models""]","According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest Qwen3 models",These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.,Title/Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest
(A) DeepSeek-R1 models
(B) Qwen2.5 models
(C) Mixture-of-Experts models
(D) Qwen3 models
(E) Llama 3 models"
"According to the paper ""Group Sequence Policy Optimization"", the authors identify the foremost prerequisite for successfully scaling RL with greater computational investment as",maintaining stable and robust training dynamics,(E),"According to the paper ""Group Sequence Policy Optimization"", the authors identify the foremost prerequisite for successfully scaling RL with greater computational investment as
(A) avoiding catastrophic and irreversible model collapse
(B) improving reward model accuracy and supervision quality
(C) maximizing sample efficiency through off-policy data reuse
(D) using valid and unbiased importance sampling weights
(E) maintaining stable and robust training dynamics",avoiding catastrophic and irreversible model collapse,improving reward model accuracy and supervision quality,maximizing sample efficiency through off-policy data reuse,using valid and unbiased importance sampling weights,maintaining stable and robust training dynamics,"[""using valid and unbiased importance sampling weights"", ""avoiding catastrophic and irreversible model collapse"", ""maximizing sample efficiency through off-policy data reuse"", ""improving reward model accuracy and supervision quality""]","According to the paper ""Group Sequence Policy Optimization"", the authors identify the foremost prerequisite for successfully scaling RL with greater computational investment as maintaining stable and robust training dynamics","To successfully scale RL with greater computational investment, the foremost prerequisite is maintaining stable and robust training dynamics.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", the authors identify the foremost prerequisite for successfully scaling RL with greater computational investment as
(A) avoiding catastrophic and irreversible model collapse
(B) improving reward model accuracy and supervision quality
(C) maximizing sample efficiency through off-policy data reuse
(D) using valid and unbiased importance sampling weights
(E) maintaining stable and robust training dynamics"
"According to the paper ""Group Sequence Policy Optimization"", the authors identify that the instability of GRPO stems from the fundamental misapplication and invalidation of",importance sampling weights.,(A),"According to the paper ""Group Sequence Policy Optimization"", the authors identify that the instability of GRPO stems from the fundamental misapplication and invalidation of
(A) importance sampling weights.
(B) KL regularization terms
(C) reward normalization schemes
(D) the clipping mechanism
(E) advantage estimates",importance sampling weights.,KL regularization terms,reward normalization schemes,the clipping mechanism,advantage estimates,"[""the clipping mechanism"", ""reward normalization schemes"", ""advantage estimates"", ""KL regularization terms""]","According to the paper ""Group Sequence Policy Optimization"", the authors identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights.","In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", the authors identify that the instability of GRPO stems from the fundamental misapplication and invalidation of
(A) importance sampling weights.
(B) KL regularization terms
(C) reward normalization schemes
(D) the clipping mechanism
(E) advantage estimates"
"According to the paper ""Group Sequence Policy Optimization"", through large-scale RL, language models develop the capability to tackle sophisticated problems such as competition-level mathematics and programming by undertaking",deeper and longer reasoning processes.,(A),"According to the paper ""Group Sequence Policy Optimization"", through large-scale RL, language models develop the capability to tackle sophisticated problems such as competition-level mathematics and programming by undertaking
(A) deeper and longer reasoning processes.
(B) greater and more sustained computational investment.
(C) continued and more stable RL training.
(D) careful and extensive reward-guided exploration.
(E) iterative and tool-assisted problem-solving steps.",deeper and longer reasoning processes.,greater and more sustained computational investment.,continued and more stable RL training.,careful and extensive reward-guided exploration.,iterative and tool-assisted problem-solving steps.,"[""continued and more stable RL training."", ""greater and more sustained computational investment."", ""careful and extensive reward-guided exploration."", ""iterative and tool-assisted problem-solving steps.""]","According to the paper ""Group Sequence Policy Optimization"", through large-scale RL, language models develop the capability to tackle sophisticated problems such as competition-level mathematics and programming by undertaking deeper and longer reasoning processes.","Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", through large-scale RL, language models develop the capability to tackle sophisticated problems such as competition-level mathematics and programming by undertaking
(A) deeper and longer reasoning processes.
(B) greater and more sustained computational investment.
(C) continued and more stable RL training.
(D) careful and extensive reward-guided exploration.
(E) iterative and tool-assisted problem-solving steps."
"According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is",Reinforcement learning (RL).,(A),"According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is
(A) Reinforcement learning (RL).
(B) Direct preference optimization (DPO).
(C) Group Relative Policy Optimization (GRPO).
(D) Supervised fine-tuning (SFT).
(E) Chain-of-thought prompting.",Reinforcement learning (RL).,Direct preference optimization (DPO).,Group Relative Policy Optimization (GRPO).,Supervised fine-tuning (SFT).,Chain-of-thought prompting.,"[""Group Relative Policy Optimization (GRPO)."", ""Supervised fine-tuning (SFT)."", ""Direct preference optimization (DPO)."", ""Chain-of-thought prompting.""]","According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is Reinforcement learning (RL).","Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}.",Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is
(A) Reinforcement learning (RL).
(B) Direct preference optimization (DPO).
(C) Group Relative Policy Optimization (GRPO).
(D) Supervised fine-tuning (SFT).
(E) Chain-of-thought prompting."
"In the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts to push the capability boundaries of language models through",continued RL training,(B),"In the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts to push the capability boundaries of language models through
(A) greater computational investment
(B) continued RL training
(C) deeper and longer reasoning processes
(D) supervised instruction tuning
(E) larger-scale pretraining",greater computational investment,continued RL training,deeper and longer reasoning processes,supervised instruction tuning,larger-scale pretraining,"[""greater computational investment"", ""deeper and longer reasoning processes"", ""larger-scale pretraining"", ""supervised instruction tuning""]","In the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts to push the capability boundaries of language models through continued RL training",This instability hinders efforts to push the capability boundaries of language models through continued RL training.,Introduction,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the paper ""Group Sequence Policy Optimization"", the instability of GRPO hinders efforts to push the capability boundaries of language models through
(A) greater computational investment
(B) continued RL training
(C) deeper and longer reasoning processes
(D) supervised instruction tuning
(E) larger-scale pretraining"
