section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

",We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning., chain-of-thought,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", the authors explore generating what they describe as a series of intermediate reasoning steps to significantly improve large language models' ability to perform complex reasoning, namely chain-of-thought","In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", the authors explore generating what—described as a series of intermediate reasoning steps—to significantly improve large language models' ability to perform complex reasoning?

Answer: chain of thought",True,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", the authors explore generating what they describe as a series of intermediate reasoning steps to significantly improve large language models' ability to perform complex reasoning, namely"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

",We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning., intermediate reasoning steps,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" which describes generating a ""chain of thought"" to improve large language models' ability to perform complex reasoning, the authors define a ""chain of thought"" as a series of intermediate reasoning steps","In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", the authors describe generating a ""chain of thought"" to improve large language models' ability to perform complex reasoning. According to the paper, a ""chain of thought"" is a series of what?

Answer: intermediate reasoning steps",True,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" which describes generating a ""chain of thought"" to improve large language models' ability to perform complex reasoning, the authors define a ""chain of thought"" as a series of"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

",We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning., complex reasoning,"In the paper 'Chain-of-Thought Prompting Elicits Reasoning in Large Language Models', the authors define a chain of thought as a series of intermediate reasoning steps, and they report that generating such a chain significantly improves the models' ability to perform complex reasoning","Question: In the paper 'Chain-of-Thought Prompting Elicits Reasoning in Large Language Models', the authors define a chain of thought as a series of intermediate reasoning steps; according to the paper, generating such a chain of thought significantly improves the models' ability to perform what?

Answer: complex reasoning",True,"In the paper 'Chain-of-Thought Prompting Elicits Reasoning in Large Language Models', the authors define a chain of thought as a series of intermediate reasoning steps, and they report that generating such a chain significantly improves the models' ability to perform"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.", chain of thought prompting,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" the authors demonstrate that reasoning abilities emerge in sufficiently large language models via a simple approach that provides a few demonstrations of intermediate reasoning steps as exemplars in the prompt; this method is called chain of thought prompting","In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", the authors show that reasoning abilities emerge in sufficiently large language models via a simple method in which a few demonstrations of intermediate reasoning steps are provided as exemplars in the prompt. What is the name of this simple method?

Answer: chain of thought prompting",True,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" the authors demonstrate that reasoning abilities emerge in sufficiently large language models via a simple approach that provides a few demonstrations of intermediate reasoning steps as exemplars in the prompt; this method is called"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.", sufficiently large language models,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" the authors show that when using chain-of-thought prompting—a method that provides a few chain-of-thought demonstrations as exemplars in the prompt—reasoning abilities emerge naturally in sufficiently large language models","Question: In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", the authors show that reasoning abilities emerge naturally in what type of models when using chain-of-thought prompting, a method that provides a few chain-of-thought demonstrations as exemplars in the prompt?

Answer: sufficiently large language models",True,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" the authors show that when using chain-of-thought prompting—a method that provides a few chain-of-thought demonstrations as exemplars in the prompt—reasoning abilities emerge naturally in"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.", chain-of-thought demonstrations,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" the authors describe chain-of-thought prompting as a method in which, during prompting, a few demonstrations are provided as exemplars. These exemplars are chain-of-thought demonstrations","In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", the authors describe chain-of-thought prompting as a method in which, during prompting, a few of what are provided as exemplars?

Answer: chain of thought demonstrations",True,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" the authors describe chain-of-thought prompting as a method in which, during prompting, a few demonstrations are provided as exemplars. These exemplars are"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks.", chain-of-thought prompting,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", experiments on three large language models showed that the prompting method which improved performance across a range of arithmetic, commonsense, and symbolic reasoning tasks was chain-of-thought prompting","Question: In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", which prompting method did experiments on three large language models show to improve performance on a range of arithmetic, commonsense, and symbolic reasoning tasks?

Answer: chain of thought prompting",True,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", experiments on three large language models showed that the prompting method which improved performance across a range of arithmetic, commonsense, and symbolic reasoning tasks was"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks.", symbolic reasoning tasks,"According to the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks","Question: According to the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and which other type of reasoning tasks?

Answer: symbolic reasoning",True,"According to the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.", the PaLM 540B model,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" prompting with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier, when applied to the PaLM 540B model","In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models"", prompting which model with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier?

Answer: PaLM 540B",True,"In the paper ""Chain-of-Thought Prompting Elicits Reasoning in Large Language Models,"" prompting with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier, when applied to"
Title/Abstract,No Subsection,"\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","\title{Chain-of-Thought Prompting Elicits Reasoning in Large Language Models}

\begin{abstract}
We explore how generating a \textit{chain of thought}---a series of intermediate reasoning steps---significantly improves the ability of large language models to perform complex reasoning. In particular, we show how such reasoning abilities emerge naturally in sufficiently large language models via a simple method called \textit{chain-of-thought prompting}, where a few chain of thought demonstrations are provided as exemplars in prompting.

Experiments on three large language models show that chain-of-thought prompting improves performance on a range of arithmetic, commonsense, and symbolic reasoning tasks. The empirical gains can be striking. For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.
\end{abstract}

","For instance, prompting a PaLM 540B with just eight chain-of-thought exemplars achieves state-of-the-art accuracy on the GSM8K benchmark of math word problems, surpassing even finetuned GPT-3 with a verifier.", eight exemplars,"In the paper 'Chain-of-Thought Prompting Elicits Reasoning in Large Language Models', the authors prompted the PaLM 540B model with chain-of-thought exemplars to achieve state-of-the-art accuracy on the GSM8K math word problem benchmark, and the prompt contained eight exemplars","In the paper 'Chain-of-Thought Prompting Elicits Reasoning in Large Language Models', the authors describe prompting the PaLM 540B model with chain-of-thought exemplars to achieve state-of-the-art accuracy on the GSM8K math word problem benchmark. How many chain-of-thought exemplars did the authors include in that prompt?

Answer: eight",True,"In the paper 'Chain-of-Thought Prompting Elicits Reasoning in Large Language Models', the authors prompted the PaLM 540B model with chain-of-thought exemplars to achieve state-of-the-art accuracy on the GSM8K math word problem benchmark, and the prompt contained"
