source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,0,False,3,absolute lexical overlap still too high (new token Jaccard 0.400 > 0.250 or new LCS 4 > 6; jaccard drop 0.023),0.423077,0.400000,0.515152,0.587065,9,4,"According to the opinion in ""Santos v. Kimmel"", the court reviewed the District Court’s dismissal of Santos’s complaint de novo, and the District Court dismissed the complaint under","In ""Santos v. Kimmel"", the panel applied de novo review to the District Court’s order ending Santos’s complaint under","According to the opinion in ""Santos v. Kimmel"", the court reviewed the District Court’s dismissal of Santos’s complaint de novo, and the District Court dismissed the complaint under Rule 12(b)(6).","In ""Santos v. Kimmel"", the panel applied de novo review to the District Court’s order ending Santos’s complaint under Rule 12(b)(6)."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,1,True,1,accepted,0.230769,0.190476,0.000000,0.026882,4,3,"According to the opinion in ""Santos v. Kimmel"", the affirmative defense in a copyright action is","In the copyright context, the affirmative defense that can justify conduct that would otherwise count as infringement is","According to the opinion in ""Santos v. Kimmel"", the affirmative defense in a copyright action is fair use.","In the copyright context, the affirmative defense that can justify conduct that would otherwise count as infringement is fair use."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,2,True,1,accepted,0.184211,0.138889,0.348348,0.331081,2,2,"According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s argument that Kimmel’s false representations showed bad faith and defeated the fair use defense, the complaint portrays the defendants as being motivated by","In the opinion for ""Santos v. Kimmel"", addressing Santos’s claim that Kimmel’s deceptive statements evidenced bad faith and undercut fair use, the complaint depicts the defendants as driven by","According to the opinion in ""Santos v. Kimmel"", when discussing Santos’s argument that Kimmel’s false representations showed bad faith and defeated the fair use defense, the complaint portrays the defendants as being motivated by (sarcastic) criticism and commentary.","In the opinion for ""Santos v. Kimmel"", addressing Santos’s claim that Kimmel’s deceptive statements evidenced bad faith and undercut fair use, the complaint depicts the defendants as driven by (sarcastic) criticism and commentary."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,3,False,3,absolute lexical overlap still too high (new token Jaccard 0.333 > 0.250 or new LCS 4 > 6; jaccard drop 0.111),0.444444,0.333333,0.537313,0.489510,11,4,"According to the opinion in ""Santos v. Kimmel"", Santos appealed the District Court’s dismissal of his state law claims for","In the opinion for ""Santos v. Kimmel"", Santos likewise sought review of the District Court’s rejection of his state-law causes of action for","According to the opinion in ""Santos v. Kimmel"", Santos appealed the District Court’s dismissal of his state law claims for breach of contract, breach of implied contract, and fraudulent inducement.","In the opinion for ""Santos v. Kimmel"", Santos likewise sought review of the District Court’s rejection of his state-law causes of action for breach of contract, breach of implied contract, and fraudulent inducement."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,4,False,3,absolute lexical overlap still too high (new token Jaccard 0.314 > 0.250 or new LCS 4 > 6; jaccard drop 0.123),0.437500,0.314286,0.581470,0.516129,8,4,"According to the opinion in ""Santos v. Kimmel"", the District Court dismissed Santos’s state law claims for breach of contract and breach of implied contract on the ground that they were preempted by","In the opinion from ""Santos v. Kimmel"", the District Court threw out Santos’s first two state-law causes of action—breach of contract and breach of implied contract—because they were preempted by","According to the opinion in ""Santos v. Kimmel"", the District Court dismissed Santos’s state law claims for breach of contract and breach of implied contract on the ground that they were preempted by the Copyright Act.","In the opinion from ""Santos v. Kimmel"", the District Court threw out Santos’s first two state-law causes of action—breach of contract and breach of implied contract—because they were preempted by the Copyright Act."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,5,True,1,accepted,0.375000,0.225806,0.520000,0.389513,6,3,"According to the opinion in ""Santos v. Kimmel"", the District Court dismissed Santos’s state law claims for breach of contract and breach of implied contract on the ground that they were","In the ""Santos v. Kimmel"" opinion, the District Court rejected Santos’s breach of contract and breach of implied contract state claims because they were","According to the opinion in ""Santos v. Kimmel"", the District Court dismissed Santos’s state law claims for breach of contract and breach of implied contract on the ground that they were preempted by the Copyright Act.","In the ""Santos v. Kimmel"" opinion, the District Court rejected Santos’s breach of contract and breach of implied contract state claims because they were preempted by the Copyright Act."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,6,True,1,accepted,0.166667,0.163265,0.310263,0.284360,2,2,"According to the opinion in ""Santos v. Kimmel"", while discussing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit quoted the Illinois standard for extending a contract to noncontracting third parties as requiring an implication","According to the opinion in ""Santos v. Kimmel"", when addressing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit stated the Illinois rule for treating a contract as covering noncontracting third parties as demanding an implication","According to the opinion in ""Santos v. Kimmel"", while discussing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit quoted the Illinois standard for extending a contract to noncontracting third parties as requiring an implication so strong as to be practically an express declaration.","According to the opinion in ""Santos v. Kimmel"", when addressing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit stated the Illinois rule for treating a contract as covering noncontracting third parties as demanding an implication so strong as to be practically an express declaration."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,7,True,1,accepted,0.300000,0.142857,0.420168,0.336391,3,3,"According to the opinion in ""Santos v. Kimmel"", Santos’s implied-contract theory failed in part because he did not plausibly allege a meeting of the minds that Kimmel would agree to follow","In the ""Santos v. Kimmel"" opinion, Santos’s implied-contract claim also faltered because he did not plausibly show mutual assent that Kimmel would comply with","According to the opinion in ""Santos v. Kimmel"", Santos’s implied-contract theory failed in part because he did not plausibly allege a meeting of the minds that Kimmel would agree to follow the Terms of Service.","In the ""Santos v. Kimmel"" opinion, Santos’s implied-contract claim also faltered because he did not plausibly show mutual assent that Kimmel would comply with the Terms of Service."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,8,False,3,absolute lexical overlap still too high (new token Jaccard 0.279 > 0.250 or new LCS 14 > 6; jaccard drop 0.072),0.350877,0.278689,0.003344,0.007181,12,14,"According to the opinion in ""Santos v. Kimmel"", former Congressman George Santos appealed a final judgment from the United States District Court for the Southern District of New York, and in that judgment the district court dismissed","In the appeal styled Santos v. Kimmel, George Santos seeks review of a final decision entered by the United States District Court for the Southern District of New York (Cote, J.) that threw out","According to the opinion in ""Santos v. Kimmel"", former Congressman George Santos appealed a final judgment from the United States District Court for the Southern District of New York, and in that judgment the district court dismissed his copyright infringement and state law claims","In the appeal styled Santos v. Kimmel, George Santos seeks review of a final decision entered by the United States District Court for the Southern District of New York (Cote, J.) that threw out his copyright infringement and state law claims"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Santos_v_Kimmel/facts/probes_v14.csv,9,False,3,absolute lexical overlap still too high (new token Jaccard 0.576 > 0.250 or new LCS 15 > 6; jaccard drop -0.013),0.563636,0.576271,0.018721,0.005789,17,15,"According to the opinion in ""Santos v. Kimmel"", George Santos appealed from a final judgment of the United States District Court for the Southern District of New York dismissing his copyright infringement and state law claims against Jimmy Kimmel, ABC, and ABC’s parent company,","In Santos v. Kimmel, former Congressman George Santos sought review of a final decision entered by the United States District Court for the Southern District of New York, which threw out his copyright-infringement and state-law claims against Jimmy Kimmel, American Broadcasting Companies, Inc. (""ABC""), and ABC’s parent corporation,","According to the opinion in ""Santos v. Kimmel"", George Santos appealed from a final judgment of the United States District Court for the Southern District of New York dismissing his copyright infringement and state law claims against Jimmy Kimmel, ABC, and ABC’s parent company, The Walt Disney Company","In Santos v. Kimmel, former Congressman George Santos sought review of a final decision entered by the United States District Court for the Southern District of New York, which threw out his copyright-infringement and state-law claims against Jimmy Kimmel, American Broadcasting Companies, Inc. (""ABC""), and ABC’s parent corporation, The Walt Disney Company"
