step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,2,C,1
0,1,0.0,2,C,1
0,2,0.0,2,C,4
0,3,0.0,1,B,2
0,4,1.0,1,B,1
0,5,0.0,2,C,0
0,6,0.0,3,D,0
0,7,0.0,0,A,4
0,8,1.0,2,C,2
0,9,0.0,4,E,2
0,10,0.0,4,E,0
0,11,1.0,0,A,0
0,12,1.0,4,E,4
0,13,1.0,1,B,1
0,14,0.0,4,E,3
0,15,0.0,4,E,3
0,16,1.0,2,C,2
0,17,0.0,1,B,3
0,18,1.0,4,E,4
0,19,1.0,0,A,0
0,20,0.0,0,A,4
0,21,0.0,0,A,2
0,22,0.0,4,E,1
0,23,0.0,3,D,1
0,24,0.0,2,C,3
0,25,0.0,0,A,1
0,26,0.0,2,C,3
0,27,1.0,0,A,0
0,28,0.0,1,B,0
0,29,0.0,1,B,2
0,30,0.0,0,A,3
0,31,0.0,1,B,4
0,32,0.0,3,D,0
0,33,1.0,0,A,0
0,34,0.0,3,D,4
0,35,1.0,1,B,1
0,36,0.0,3,D,4
0,37,0.0,1,B,0
0,38,0.0,3,D,1
0,39,0.0,1,B,3
0,40,1.0,0,A,0
0,41,0.0,1,B,3
0,42,0.0,1,B,3
0,43,0.0,1,B,3
0,44,0.0,0,A,1
0,45,0.0,1,B,3
0,46,1.0,1,B,1
0,47,0.0,0,A,2
0,48,1.0,1,B,1
0,49,1.0,3,D,3
0,50,0.0,1,B,4
0,51,0.0,0,A,1
0,52,0.0,1,B,0
0,53,1.0,3,D,3
0,54,1.0,2,C,2
0,55,0.0,2,C,1
0,56,0.0,1,B,2
0,57,0.0,0,A,4
0,58,0.0,2,C,0
0,59,1.0,1,B,1
0,60,1.0,0,A,0
0,61,1.0,0,A,0
0,62,1.0,1,B,1
0,63,1.0,2,C,2
0,64,0.0,0,A,4
0,65,1.0,3,D,3
0,66,0.0,2,C,0
0,67,0.0,0,A,4
0,68,0.0,0,A,4
0,69,1.0,2,C,2
0,70,1.0,1,B,1
0,71,0.0,4,E,2
0,72,1.0,1,B,1
0,73,0.0,1,B,4
0,74,1.0,0,A,0
0,75,1.0,2,C,2
0,76,0.0,0,A,4
0,77,0.0,1,B,2
0,78,0.0,0,A,4
0,79,0.0,0,A,1
0,80,0.0,0,A,4
0,81,0.0,3,D,2
0,82,0.0,2,C,4
0,83,1.0,3,D,3
0,84,0.0,2,C,3
0,85,1.0,1,B,1
0,86,0.0,2,C,4
0,87,0.0,1,B,2
0,88,0.0,0,A,1
0,89,0.0,0,A,4
0,90,0.0,3,D,1
0,91,1.0,1,B,1
0,92,0.0,2,C,1
0,93,1.0,0,A,0
0,94,0.0,1,B,0
0,95,0.0,1,B,2
0,96,1.0,0,A,0
0,97,0.0,3,D,2
0,98,0.0,1,B,3
0,99,0.0,2,C,3
0,100,0.0,2,C,1
0,101,0.0,1,B,2
0,102,1.0,1,B,1
0,103,1.0,1,B,1
0,104,0.0,2,C,3
0,105,0.0,2,C,4
0,106,0.0,1,B,0
0,107,1.0,1,B,1
0,108,0.0,1,B,3
0,109,0.0,3,D,1
0,110,0.0,3,D,2
0,111,1.0,3,D,3
0,112,1.0,1,B,1
0,113,0.0,4,E,2
0,114,0.0,0,A,2
0,115,0.0,0,A,4
0,116,1.0,2,C,2
0,117,0.0,4,E,1
0,118,1.0,3,D,3
0,119,0.0,1,B,2
0,120,1.0,1,B,1
0,121,0.0,0,A,2
0,122,0.0,1,B,3
0,123,0.0,1,B,3
0,124,1.0,3,D,3
0,125,1.0,4,E,4
0,126,0.0,2,C,4
0,127,1.0,3,D,3
0,128,1.0,4,E,4
0,129,0.0,0,A,1
0,130,1.0,4,E,4
0,131,0.0,1,B,3
0,132,0.0,4,E,3
0,133,0.0,1,B,0
0,134,0.0,3,D,1
0,135,0.0,0,A,4
0,136,1.0,4,E,4
0,137,0.0,2,C,1
0,138,0.0,0,A,1
0,139,1.0,4,E,4
0,140,1.0,4,E,4
0,141,0.0,0,A,3
0,142,0.0,1,B,0
0,143,0.0,0,A,4
0,144,0.0,0,A,3
0,145,0.0,0,A,1
0,146,0.0,1,B,2
0,147,0.0,0,A,1
0,148,0.0,0,A,4
0,149,0.0,0,A,4
0,150,1.0,1,B,1
0,151,0.0,1,B,2
0,152,0.0,2,C,3
0,153,1.0,2,C,2
0,154,0.0,0,A,3
0,155,0.0,3,D,2
0,156,0.0,0,A,4
0,157,0.0,3,D,2
0,158,0.0,4,E,3
0,159,1.0,0,A,0
0,160,0.0,3,D,4
0,161,0.0,2,C,3
0,162,0.0,3,D,4
0,163,0.0,1,B,3
0,164,0.0,1,B,4
0,165,0.0,1,B,0
0,166,0.0,0,A,4
0,167,0.0,0,A,3
0,168,0.0,4,E,2
0,169,1.0,0,A,0
0,170,1.0,3,D,3
0,171,1.0,1,B,1
0,172,0.0,1,B,3
0,173,0.0,1,B,3
0,174,0.0,2,C,4
0,175,0.0,1,B,3
