row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,False,recall_not_composition,The source directly says GSPO weights all tokens equally and eliminates unequal token weights; this is one-sentence lookup.,,,
1,True,keep,"Correctly composes PPO value-model cost, GRPO group advantage estimation, and GSPO use of group-based advantages.",,,
2,False,recall_not_composition,The answer phrase is stated directly in the source sentence about GRPO token-level gradients being noisy and inefficient.,,,
3,True,keep,Valid inference linking GRPO long-sequence token-noise accumulation to GSPO sequence-level importance ratios as the relevant stabilizing property.,,,
4,False,recall_not_composition,The source directly states that high-variance noise accumulates over long sequences and is exacerbated by clipping.,,,
5,False,recall_not_composition,The source directly states that GSPO removes GRPO's instability factor by weighting all tokens in a response equally.,,,
6,True,keep,"Correct equation-based inference: with shared token advantages and numerically equal s_i,t and s_i, GSPO-token matches GSPO.",,,
7,False,recall_not_composition,The source directly states GSPO-token retains flexibility to adjust advantages per token.,,,
8,True,keep,Correctly combines engine precision discrepancy with sequence-level likelihood tolerance to infer that training-engine recomputation can be skipped.,,,
9,True,keep,Valid counterfactual about removing length normalization: response length would put importance ratios on different scales requiring varying clipping ranges.,,,
10,False,duplicate,Duplicates row 6 on GSPO-token and GSPO becoming numerically identical under uniform token advantages.,,,6.0
11,False,recall_not_composition,"The source directly says resuming after collapse is unavailing even with checkpoint rollback, clipping-range tuning, longer generations, or query changes.",,,
12,True,keep,"Correctly applies the paper principle that the optimization unit should match the reward unit, yielding sequence-level correction and clipping.",,,
13,True,keep,Correct mathematical derivation from the length-normalized sequence-ratio equation: constant token ratio c remains c after averaging logs. Cloze shape repaired so the probe is declarative and completes by appending the target.,"According to the paper 'Group Sequence Policy Optimization', if every token in a response has the same likelihood ratio $c$ between the new and old policy, the length-normalized sequence importance ratio $s_i(\theta)$ equals", c,
14,True,keep,Correctly combines GSPO eliminating Routing Replay with Routing Replay incurring memory and communication overhead.,,,
15,True,keep,Correctly infers that removing Routing Replay also removes its artificial capacity constraint on the MoE model.,,,
16,True,keep,Correctly combines the multi-sample requirement of importance sampling with GRPO using one sampled next token per position.,,,
17,True,keep,Correctly links GSPO dependence on stable sequence likelihood to avoiding Routing Replay despite volatile token-level likelihoods.,,,
18,False,duplicate,Weaker duplicate of row 3: both test GSPO being better suited for longer generations because GRPO accumulates token-level noise.,,,3.0
19,True,keep,"Valid counterfactual: if mini-batch reuse did not create old-policy data, the off-policy discrepancy motivating clipping would be reduced.",,,
20,True,keep,Correctly links distinct GSPO/GRPO importance-ratio definitions to incompatible clipping-range scales. Cloze shape repaired so the probe is declarative and completes by appending the target.,"According to the paper 'Group Sequence Policy Optimization', reusing GRPO's clipping range for GSPO would be mismatched because the two methods use", different importance-ratio scales,
21,True,keep,Correctly composes expert-activation volatility with Routing Replay sharing activated networks to stabilize token-level importance ratios.,,,
22,False,duplicate,Duplicates row 16 on the missing multiple-sample averaging requirement for token-level importance correction.,,,16.0
23,False,duplicate,Duplicates row 12 on sequence-level alignment between reward handling and optimization/correction.,,,12.0
24,True,keep,Correctly combines mini-batch induced off-policy learning with GSPO response-level clipping of overly off-policy responses.,,,
