step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,0,A,0
0,1,1.0,2,C,2
0,2,0.0,0,A,3
0,3,0.0,0,A,3
0,4,0.0,2,C,3
0,5,0.0,4,E,1
0,6,0.0,0,A,2
0,7,1.0,0,A,0
0,8,0.0,0,A,3
0,9,1.0,2,C,2
0,10,0.0,1,B,0
4,0,1.0,0,A,0
4,1,1.0,2,C,2
4,2,0.0,0,A,3
4,3,0.0,0,A,3
4,4,0.0,2,C,3
4,5,0.0,4,E,1
4,6,1.0,2,C,2
4,7,1.0,0,A,0
4,8,0.0,0,A,3
4,9,1.0,2,C,2
4,10,0.0,1,B,0
8,0,1.0,0,A,0
8,1,1.0,2,C,2
8,2,0.0,0,A,3
8,3,0.0,0,A,3
8,4,0.0,2,C,3
8,5,0.0,4,E,1
8,6,1.0,2,C,2
8,7,0.0,1,B,0
8,8,0.0,0,A,3
8,9,1.0,2,C,2
8,10,0.0,1,B,0
12,0,0.0,1,B,0
12,1,1.0,2,C,2
12,2,0.0,0,A,3
12,3,1.0,3,D,3
12,4,0.0,2,C,3
12,5,0.0,4,E,1
12,6,0.0,0,A,2
12,7,0.0,1,B,0
12,8,0.0,0,A,3
12,9,1.0,2,C,2
12,10,0.0,1,B,0
16,0,0.0,1,B,0
16,1,1.0,2,C,2
16,2,0.0,0,A,3
16,3,0.0,0,A,3
16,4,0.0,2,C,3
16,5,0.0,3,D,1
16,6,0.0,0,A,2
16,7,0.0,1,B,0
16,8,0.0,0,A,3
16,9,1.0,2,C,2
16,10,1.0,0,A,0
20,0,1.0,0,A,0
20,1,0.0,3,D,2
20,2,0.0,0,A,3
20,3,0.0,0,A,3
20,4,0.0,2,C,3
20,5,0.0,0,A,1
20,6,0.0,0,A,2
20,7,0.0,1,B,0
20,8,0.0,0,A,3
20,9,1.0,2,C,2
20,10,1.0,0,A,0
24,0,1.0,0,A,0
24,1,1.0,2,C,2
24,2,0.0,0,A,3
24,3,0.0,0,A,3
24,4,0.0,2,C,3
24,5,0.0,0,A,1
24,6,0.0,0,A,2
24,7,0.0,1,B,0
24,8,0.0,0,A,3
24,9,1.0,2,C,2
24,10,1.0,0,A,0
28,0,1.0,0,A,0
28,1,1.0,2,C,2
28,2,0.0,0,A,3
28,3,0.0,0,A,3
28,4,0.0,2,C,3
28,5,0.0,0,A,1
28,6,0.0,0,A,2
28,7,0.0,1,B,0
