row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,false,duplicate,"Duplicates the CMI-related brainstem unifying-explanation concept kept in row 18, with a broader and less precise target.",,,18
1,true,keep,Correctly combines preserved voluntary ventilation with failure during sleep/distraction to identify impaired automatic respiratory drive.,,,
2,false,too_minor,The inference from low oxygen saturation and symptom resolution with oxygen to hypoxia is too shallow for the composition bar.,,,
3,false,duplicate,Duplicates row 15 on acquired central hypoventilation/Ondine pattern; row 15 states the syndrome pattern more directly.,,,15
4,false,duplicate,Duplicates row 9 on normal GI/ENT work-up prompting consideration of a neurological origin.,,,9
5,false,duplicate,Duplicates row 18 on brainstem pathology secondary to CMI as the unifying diagnosis; row 18 includes the MRI confirmation as additional support.,,,18
6,false,recall_not_composition,The source directly states that disrupted signaling prevented generation of air hunger; the probe mainly asks for that stated sensation.,,,
7,false,recall_not_composition,"The discussion explicitly says the airport episode illustrates selective failure of automatic control, so the answer is a direct lookup.",,,
8,false,duplicate,Duplicates row 18 on CMI-related brainstem pathology as the explanation for hypoxic episodes.,,,18
9,true,keep,Applies the authors' diagnostic lesson to the patient's normal GI/ENT evaluations to infer a neurological origin for choking.,,,
10,true,keep,Combines repeated severe desaturations with normal exam and ABG oxygenation to infer an intermittent rather than constant hypoxia pattern.,,,
11,true,keep,Combines deferred surgery with structured monitoring and surveillance to identify the conservative management approach.,,,
12,false,recall_not_composition,"The probe asks for the name of the pending test, which is stated directly; this is method recall rather than composition.",,,
13,true,keep,Compares the typical Valsalva-precipitated Chiari headache pattern with the patient's absent Valsalva worsening.,,,
14,false,insufficient_source_support,The target generalizes from this case to a broad diagnostic lesson that the source does not explicitly establish.,,,
15,true,keep,Correctly maps preserved voluntary breathing with impaired automatic control during sleep/distraction to acquired central hypoventilation.,,,
16,false,recall_not_composition,The absent dyspnoea during severe desaturation is directly stated in the source and substantially overlaps with row 6.,,,
17,false,bad_target,The target is a vague generic category and the cloze is awkward with a colon before the completion.,,,
18,true,keep,"Combines exclusions of reflux, myasthenia gravis, and lung disease with MRI-confirmed 11 mm tonsillar descent to identify CMI-related brainstem pathology.",,,
19,true,keep,Combines deterioration contingency with the mechanism that posterior fossa decompression can restore CSF dynamics and potentially reverse respiratory symptoms.,,,
