original_row_index,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences,contextualized_question
4, the ensemble of weak learners,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if each bagged trial omits some columns or examples, what preserves FeatLLM's overall coverage of the task relationships is","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if each bagged trial omits some columns or examples, what preserves FeatLLM's overall coverage of the task relationships is the ensemble of weak learners",Synthesized Insight,"['While a single rule set might not capture the relationships of all features, the ensemble of various weak learners created across multiple trials can nullify the impact of incomplete feature/instance coverage in individual trials.', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","If each trial only sees a subset of features or instances, the paper says combining many such weak learners offsets the missing coverage in any one trial.","If each bagged trial omits some columns or examples, what preserves FeatLLM's overall coverage of the task relationships?",the ensemble of weak learners,"['While a single rule set might not capture the relationships of all features, the ensemble of various weak learners created across multiple trials can nullify the impact of incomplete feature/instance coverage in individual trials.', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","['While a single rule set might not capture the relationships of all features, the ensemble of various weak learners created across multiple trials can nullify the impact of incomplete feature/instance coverage in individual trials.', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when FeatLLM uses bagging so that each trial only sees a subset of columns or examples, what does the paper say helps maintain coverage of the task relationships across the full method?"
12, data efficiency,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', matching conventional tabular baselines with just 4 shots while they require 32 shots suggests a strength in","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', matching conventional tabular baselines with just 4 shots while they require 32 shots suggests a strength in data efficiency",Synthesized Insight,"['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']",Matching conventional baselines with one-eighth as many labels indicates that the method gets more predictive value from each labeled example.,"If FeatLLM matches conventional baselines with one-eighth as many labeled examples, what advantage does that imply?",data efficiency,"['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']","['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", if FeatLLM achieves comparable performance to conventional tabular baselines using 4 labeled examples while those baselines require 32 labeled examples, what advantage does that suggest FeatLLM has?"
23, rule importance estimation,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', as the number of labeled shots grows, accurate estimation of how important the rules are becomes feasible, making the effect of tuning significant:","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', as the number of labeled shots grows, accurate estimation of how important the rules are becomes feasible, making the effect of tuning significant: rule importance estimation",Multi-Fact Integration,"['Interestingly, the benefit of weight tuning becomes higher when the number of shots increases.', 'This indicates that when there is a large amount of data, accurate estimation of the importance of rules becomes feasible, making the effect of tuning significant.']","With more labeled examples, the model can estimate which rules matter more reliably, so tuning overtakes simple counting.","As the number of labeled shots grows, what becomes accurate enough to explain why tuning beats simply counting satisfied rules?",rule importance estimation,"['Interestingly, the benefit of weight tuning becomes higher when the number of shots increases.', 'This indicates that when there is a large amount of data, accurate estimation of the importance of rules becomes feasible, making the effect of tuning significant.']","['Interestingly, the benefit of weight tuning becomes higher when the number of shots increases.', 'This indicates that when there is a large amount of data, accurate estimation of the importance of rules becomes feasible, making the effect of tuning significant.']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", as the number of labeled shots increases, what becomes feasible enough to make tuning's effect significant and help explain why tuning outperforms simply counting satisfied rules?"
1, diversity in prediction,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', by using both higher-temperature decoding and randomized demonstration order, the ensemble is trying to increase","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', by using both higher-temperature decoding and randomized demonstration order, the ensemble is trying to increase diversity in prediction",Multi-Fact Integration,"['To introduce randomness in rule generation for ensemble, a sufficiently high temperature is set for LLM inference.', 'We also randomize the order of few-shot demonstrations based on the observation that the order can impact the query outcome of LLM~\\cite{lu2022fantastically}', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","Higher temperature and varied demonstration order both increase variation across trials, which the ensemble then exploits for robustness.",What is the ensemble trying to increase by using both higher-temperature decoding and randomized demonstration order?,diversity in prediction,"['To introduce randomness in rule generation for ensemble, a sufficiently high temperature is set for LLM inference.', 'We also randomize the order of few-shot demonstrations based on the observation that the order can impact the query outcome of LLM~\\cite{lu2022fantastically}', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","['To introduce randomness in rule generation for ensemble, a sufficiently high temperature is set for LLM inference.', 'We also randomize the order of few-shot demonstrations based on the observation that the order can impact the query outcome of LLM~\\cite{lu2022fantastically}', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", what is the ensemble trying to increase by combining higher-temperature decoding with a randomized order of few-shot demonstrations?"
6, reducing class likelihood,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', projecting the trainable weights into a positive subspace ensures that the features generated by the LLM do not have the effect of","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', projecting the trainable weights into a positive subspace ensures that the features generated by the LLM do not have the effect of reducing class likelihood",Reasoning Step,"['The set of new binary features are input to a dot product operation with non-negative trainable weights, to estimate the likelihood of each class.', 'By projecting these weights into a positive subspace, we can ensure that the features generated by the LLM do not reduce the likelihood of a class during learning.']","Non-negative weights mean any satisfied rule can only add zero or positive contribution, so it cannot push that class probability downward through the logit.",What effect of a satisfied rule is explicitly ruled out by constraining the trainable weights to be non-negative?,reducing class likelihood,"['The set of new binary features are input to a dot product operation with non-negative trainable weights, to estimate the likelihood of each class.', 'By projecting these weights into a positive subspace, we can ensure that the features generated by the LLM do not reduce the likelihood of a class during learning.']","['The set of new binary features are input to a dot product operation with non-negative trainable weights, to estimate the likelihood of each class.', 'By projecting these weights into a positive subspace, we can ensure that the features generated by the LLM do not reduce the likelihood of a class during learning.']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the model uses new binary features with trainable weights to estimate each class's likelihood. If those trainable weights are constrained to be non-negative by projecting them into a positive subspace, what undesirable effect is explicitly prevented when a generated feature is satisfied?"
2, closely related columns,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM’s robustness to unrelated columns does not prevent it from learning spurious correlations when the added columns are","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM’s robustness to unrelated columns does not prevent it from learning spurious correlations when the added columns are closely related columns",Reasoning Step,"['Compared to baselines, \\textsf{FeatLLM} showed the least performance degradation from spurious correlations.', 'Meanwhile, we also observe that \\textsf{FeatLLM} can also learn spurious correlations and misunderstand causal relationships between task and features if columns from closely related data are randomly attached']","The method is robust to unrelated added columns, but the paper explicitly says that this robustness breaks when the extra columns come from closely related data.",What kind of added columns can still cause FeatLLM to learn spurious correlations despite its robustness to unrelated columns?,closely related columns,"['Compared to baselines, \\textsf{FeatLLM} showed the least performance degradation from spurious correlations.', 'Meanwhile, we also observe that \\textsf{FeatLLM} can also learn spurious correlations and misunderstand causal relationships between task and features if columns from closely related data are randomly attached']","['Compared to baselines, \\textsf{FeatLLM} showed the least performance degradation from spurious correlations.', 'Meanwhile, we also observe that \\textsf{FeatLLM} can also learn spurious correlations and misunderstand causal relationships between task and features if columns from closely related data are randomly attached']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", what kind of added columns can still cause FeatLLM to learn spurious correlations, even though the method is robust to unrelated columns?"
19, different rule importance,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if two samples satisfy the same number of rules for a class but different rules, what can still make FeatLLM assign them different logits is","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if two samples satisfy the same number of rules for a class but different rules, what can still make FeatLLM assign them different logits is different rule importance",Reasoning Step,"['Given new binary features from rules for each class, a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.']","Counting would treat two samples with the same number of satisfied rules equally, but learned importance allows different specific rules to produce different logits.","If two samples satisfy the same number of rules for a class but different rules, what can still make FeatLLM assign them different logits?",different rule importance,"['Given new binary features from rules for each class, a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.']","['Given new binary features from rules for each class, a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", if two samples satisfy the same number of class-specific rules but not the same rules, what factor can still cause FeatLLM to assign them different logits?"
22, fine-tuning access,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM avoids the limitation of methods like TabLLM that require","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM avoids the limitation of methods like TabLLM that require fine-tuning access",Multi-Fact Integration,"['Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that recently-proposed top-performance LLMs only permit limited access via inference APIs~\\cite{anil2023palm,openai2023gpt4}.', 'Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.']","Because FeatLLM only needs API-level access while methods like TabLLM require tunable public checkpoints, FeatLLM avoids needing fine-tuning access.","What limitation of methods like TabLLM does FeatLLM avoid, allowing use of API-only models such as GPT-3.5?",fine-tuning access,"['Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that recently-proposed top-performance LLMs only permit limited access via inference APIs~\\cite{anil2023palm,openai2023gpt4}.', 'Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.']","['Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that recently-proposed top-performance LLMs only permit limited access via inference APIs~\\cite{anil2023palm,openai2023gpt4}.', 'Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", what access requirement of methods like TabLLM does FeatLLM avoid, which makes it usable with API-only models such as GPT-3.5?"
17, type mismatches,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if feature descriptions were removed from the prompt, the rule-writing problem that would become harder for the LLM to avoid would be","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if feature descriptions were removed from the prompt, the rule-writing problem that would become harder for the LLM to avoid would be type mismatches",Reasoning Step,"['Additionally, when formulating rules, we let the LLM refer to the type of each feature in the basic information description part to avoid type mismatches in rules.', 'It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.']","Since feature descriptions provide the feature information the LLM uses to avoid type mismatches, removing them would make type mismatches harder to avoid.","If feature descriptions were removed from the prompt, what rule-writing problem would become harder for the LLM to avoid?",type mismatches,"['Additionally, when formulating rules, we let the LLM refer to the type of each feature in the basic information description part to avoid type mismatches in rules.', 'It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.']","['Additionally, when formulating rules, we let the LLM refer to the type of each feature in the basic information description part to avoid type mismatches in rules.', 'It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", if feature descriptions are removed from the prompt, which rule-writing problem becomes harder for the LLM to avoid?"
11, uniform probabilities,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if a sample satisfies none of the extracted rules for any class, Eq. 1 produces","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if a sample satisfies none of the extracted rules for any class, Eq. 1 produces uniform probabilities",Reasoning Step,"[""These features are created for each class, indicating whether the sample satisfies the rules associated with that class (i.e., either '0' or '1')."", 'The probability for each class \\mathbf{p}^i is computed as follows:\n\n\\begin{align}\n\\text{logit}_k^i &= \\max(\\mathbf{w}_k, 0) \\cdot \\mathbf{z}_k^i, \\nonumber \\\\\n\\mathbf{p}^i &= \\text{Softmax}({[\\text{logit}_{1}^i, ..., \\text{logit}_{c}^i]}). \\label{eq:infer_prob}\n\\end{align}']","If every binary rule feature is 0 for every class, then every logit is 0 and the softmax assigns equal mass to all classes.","If a sample satisfies none of the extracted rules for any class, what probabilities does Eq. 1 produce across classes?",uniform probabilities,"[""These features are created for each class, indicating whether the sample satisfies the rules associated with that class (i.e., either '0' or '1')."", 'The probability for each class \\mathbf{p}^i is computed as follows:\n\n\\begin{align}\n\\text{logit}_k^i &= \\max(\\mathbf{w}_k, 0) \\cdot \\mathbf{z}_k^i, \\nonumber \\\\\n\\mathbf{p}^i &= \\text{Softmax}({[\\text{logit}_{1}^i, ..., \\text{logit}_{c}^i]}). \\label{eq:infer_prob}\n\\end{align}']","[""These features are created for each class, indicating whether the sample satisfies the rules associated with that class (i.e., either '0' or '1')."", 'The probability for each class \\mathbf{p}^i is computed as follows:\n\n\\begin{align}\n\\text{logit}_k^i &= \\max(\\mathbf{w}_k, 0) \\cdot \\mathbf{z}_k^i, \\nonumber \\\\\n\\mathbf{p}^i &= \\text{Softmax}({[\\text{logit}_{1}^i, ..., \\text{logit}_{c}^i]}). \\label{eq:infer_prob}\n\\end{align}']","According to the academic paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", if a sample does not satisfy any of the extracted class-specific rules, what does Eq. 1 assign across the classes?"
