original_row_index,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
1, the pretrained weight matrix,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', after BOFT initializes all butterfly components as identity, the effective weight matrix used in the modified forward pass at the very start of finetuning is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', after BOFT initializes all butterfly components as identity, the effective weight matrix used in the modified forward pass at the very start of finetuning is the pretrained weight matrix",Multi-Fact Integration,"['Concretely, OFT optimizes an orthogonal matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ for a pretrained linear layer $\\bm{W}^0\\in\\mathbb{R}^{d\\times n}$, and modifies the forward pass from $\\bm{z}=(\\bm{W}^0)^\\top\\bm{x}$ to $\\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}$', 'The orthogonal matrix $\\bm{R}(m,b)\\in\\mathbb{R}^{d\\times d}$ is composed of a product of multiple orthogonal butterfly components.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).']","If every butterfly component starts as identity, their product $\bm{R}$ is identity, so the effective weight in $\bm{R}\bm{W}^0$ is just the original pretrained matrix.","After BOFT initializes all butterfly components as identity, what is the effective weight matrix used in the modified forward pass at the very start of finetuning?",the pretrained weight matrix,"['Concretely, OFT optimizes an orthogonal matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ for a pretrained linear layer $\\bm{W}^0\\in\\mathbb{R}^{d\\times n}$, and modifies the forward pass from $\\bm{z}=(\\bm{W}^0)^\\top\\bm{x}$ to $\\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}$', 'The orthogonal matrix $\\bm{R}(m,b)\\in\\mathbb{R}^{d\\times d}$ is composed of a product of multiple orthogonal butterfly components.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).']","['Concretely, OFT optimizes an orthogonal matrix $\\bm{R}\\in\\mathbb{R}^{d\\times d}$ for a pretrained linear layer $\\bm{W}^0\\in\\mathbb{R}^{d\\times n}$, and modifies the forward pass from $\\bm{z}=(\\bm{W}^0)^\\top\\bm{x}$ to $\\bm{z}=(\\bm{R}\\bm{W}^0)^\\top\\bm{x}$', 'The orthogonal matrix $\\bm{R}(m,b)\\in\\mathbb{R}^{d\\times d}$ is composed of a product of multiple orthogonal butterfly components.', 'In BOFT, we initialize all the butterfly components with identity matrices (\\emph{i.e.}, the skew-symmetric matrix is initialized as zeros in Cayley transform).']"
4, BOFT,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the method that can still produce a dense orthogonal matrix even when the block size is kept smaller than $d$ is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the method that can still produce a dense orthogonal matrix even when the block size is kept smaller than $d$ is BOFT",Multi-Fact Integration,"['BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.', 'Therefore, the original OFT has to use the block size $b=d$ to generate a dense orthogonal matrix, while BOFT can use any $b$ to achieve this.']","Since original OFT needs b=d for density but BOFT can stay dense with any b, BOFT is the one that keeps small blocks without losing density.",Which method can still produce a dense orthogonal matrix even when the block size is kept smaller than d?,BOFT,"['BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.', 'Therefore, the original OFT has to use the block size $b=d$ to generate a dense orthogonal matrix, while BOFT can use any $b$ to achieve this.']","['BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.', 'Therefore, the original OFT has to use the block size $b=d$ to generate a dense orthogonal matrix, while BOFT can use any $b$ to achieve this.']"
5, butterfly structure,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the structure inspired by the Cooley-Tukey algorithm that can densely connect $d$ source nodes and $d$ receiver nodes with $\\mathcal{O}(d\log d)$ edges, thereby meeting the graph desiderata of dense connectivity and minimum free edges, is the","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the structure inspired by the Cooley-Tukey algorithm that can densely connect $d$ source nodes and $d$ receiver nodes with $\\mathcal{O}(d\log d)$ edges, thereby meeting the graph desiderata of dense connectivity and minimum free edges, is the butterfly structure",Multi-Fact Integration,"['Under the information transmission view, the general desiderata towards our goal are (i) dense connectivity: every node in the first level has at least one path to every node in the last level, and (ii) minimum free edges: the total number of edges should be as small as possible under the orthogonality constraint.', 'We draw inspiration from an interesting topology from the Cooley-Tukey algorithm, called butterfly graphs~\\cite{cooley1965algorithm}, which can densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\\mathcal{O}(d\\log d)$ edges.']","Because butterfly graphs keep full source-to-receiver connectivity while using only O(d log d) edges, they match both dense connectivity and minimal free-edge goals.",Which structure is implied to meet the paper's graph desiderata by keeping full reachability while using far fewer edges than a dense matrix?,butterfly structure,"['Under the information transmission view, the general desiderata towards our goal are (i) dense connectivity: every node in the first level has at least one path to every node in the last level, and (ii) minimum free edges: the total number of edges should be as small as possible under the orthogonality constraint.', 'We draw inspiration from an interesting topology from the Cooley-Tukey algorithm, called butterfly graphs~\\cite{cooley1965algorithm}, which can densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\\mathcal{O}(d\\log d)$ edges.']","['Under the information transmission view, the general desiderata towards our goal are (i) dense connectivity: every node in the first level has at least one path to every node in the last level, and (ii) minimum free edges: the total number of edges should be as small as possible under the orthogonality constraint.', 'We draw inspiration from an interesting topology from the Cooley-Tukey algorithm, called butterfly graphs~\\cite{cooley1965algorithm}, which can densely connect $d$ source nodes and $d$ receiver nodes efficiently with $\\mathcal{O}(d\\log d)$ edges.']"
7, from $d^2$ to $d\log d$,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when BOFT uses the butterfly matrix instead of a full dense orthogonal matrix, the parameter scaling changes with dimension $d$","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', when BOFT uses the butterfly matrix instead of a full dense orthogonal matrix, the parameter scaling changes with dimension $d$ from $d^2$ to $d\log d$",Reasoning Step,"['If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters']",Comparing the two asymptotic counts shows that butterfly BOFT reduces parameter growth from quadratic in $d$ to $d\log d$.,"When BOFT uses the butterfly matrix instead of a full dense orthogonal matrix, how does the parameter scaling change with dimension $d$?",from $d^2$ to $d\log d$,"['If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters']","['If we use the butterfly matrix, \\emph{i.e.}, $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters.', 'In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters']"
8, training stability and generalization,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', from the spectral argument, orthogonal finetuning methods like BOFT should have an advantage over LoRA in","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', from the spectral argument, orthogonal finetuning methods like BOFT should have an advantage over LoRA in training stability and generalization",Multi-Fact Integration,"['Both OFT and BOFT multiply an orthogonal matrix $\\bm{R}$ to the left and obtain the finetuned weights $\\bm{R}\\bm{U}\\bm{\\Sigma}\\bm{V}^\\top$, which does not affect the largest singular value (i.e., the spectral norm of $\\bm{W}^0$).', 'Such a preservation has been shown to greatly benefit training stability and generalization~\\cite{miyato2018spectral,yoshida2017spectral}.', 'Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix $\\bm{W}^0$.']","If BOFT preserves the spectral norm while the paper links that preservation to better stability and generalization, BOFT should inherit those advantages over LoRA.","From the paper's spectral argument, what advantage should orthogonal finetuning methods like BOFT have over LoRA?",training stability and generalization,"['Both OFT and BOFT multiply an orthogonal matrix $\\bm{R}$ to the left and obtain the finetuned weights $\\bm{R}\\bm{U}\\bm{\\Sigma}\\bm{V}^\\top$, which does not affect the largest singular value (i.e., the spectral norm of $\\bm{W}^0$).', 'Such a preservation has been shown to greatly benefit training stability and generalization~\\cite{miyato2018spectral,yoshida2017spectral}.', 'Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix $\\bm{W}^0$.']","['Both OFT and BOFT multiply an orthogonal matrix $\\bm{R}$ to the left and obtain the finetuned weights $\\bm{R}\\bm{U}\\bm{\\Sigma}\\bm{V}^\\top$, which does not affect the largest singular value (i.e., the spectral norm of $\\bm{W}^0$).', 'Such a preservation has been shown to greatly benefit training stability and generalization~\\cite{miyato2018spectral,yoshida2017spectral}.', 'Orthogonal finetuning generally yields better spectral property than LoRA, because it perfectly preserves the spectral norm of the pretrained weight matrix $\\bm{W}^0$.']"
10, index-based groups,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the questionable assumption of block-diagonal OFT avoided when BOFT uses a dense orthogonal transformation is the assumption of","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the questionable assumption of block-diagonal OFT avoided when BOFT uses a dense orthogonal transformation is the assumption of index-based groups",Synthesized Insight,"['the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (\\emph{i.e.}, a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']","Since block-diagonal OFT separates dimensions by fixed groups based on their positions, using a dense orthogonal matrix removes that index-based grouping assumption.",What questionable assumption of block-diagonal OFT is avoided when BOFT uses a dense orthogonal transformation instead?,index-based groups,"['the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (\\emph{i.e.}, a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']","['the block-diagonal structure comes at a price -- it introduces an assumption that the dimensions of a neuron (\\emph{i.e.}, a column vector of the weight matrix $\\bm{W}^0$) are divided by $r$ groups and dimensions in different groups are transformed separately using different orthogonal matrices.', 'Despite the empirical effectiveness of the block-diagonal structure, it makes no sense to divide the dimensions of a neuron into $r$ groups based on their indices, which makes dense orthogonal matrices desirable.']"
14, block-diagonal to dense,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', with block size $b$ fixed, if $m$ is increased from $1$ to $\log \frac{2d}{b}$, BOFT moves from one matrix form to another:","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', with block size $b$ fixed, if $m$ is increased from $1$ to $\log \frac{2d}{b}$, BOFT moves from one matrix form to another: block-diagonal to dense",Multi-Fact Integration,"['When $m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.']","With the same block size, increasing $m$ from 1 to $\log(2d/b)$ moves BOFT from the block-diagonal OFT case to a dense orthogonal matrix.","With block size $b$ fixed, if $m$ is increased from 1 to $\log(2d/b)$, BOFT moves from what kind of matrix to what kind of matrix?",block-diagonal to dense,"['When $m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.']","['When $m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.']"
15, block-wise permutations,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', it is enough to make only the $2b\times 2b$ blocks orthogonal when constructing larger block butterfly components because the remaining structure can be handled by","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', it is enough to make only the $2b\times 2b$ blocks orthogonal when constructing larger block butterfly components because the remaining structure can be handled by block-wise permutations",Reasoning Step,"['""To guarantee the block butterfly component $\\tilde{\\bm{B}}^b(d,2)$ to be orthogonal, we parameterize each $2b\\times 2b$ block matrix to be orthogonal.""', '""The non-zero pattern of the other butterfly components $\\tilde{\\bm{B}}^b(d,k),k>2$ are the block-wise permutation of the non-zero pattern of $\\tilde{\\bm{B}}^b(d,2)$ and therefore can be similarly turned into orthogonal matrices.""']","Because larger butterfly components only rearrange the same block pattern, making the base 2b×2b blocks orthogonal is enough to extend orthogonality to the larger components.",Why is it enough to make only the 2b×2b blocks orthogonal when constructing larger block butterfly components?,block-wise permutations,"['""To guarantee the block butterfly component $\\tilde{\\bm{B}}^b(d,2)$ to be orthogonal, we parameterize each $2b\\times 2b$ block matrix to be orthogonal.""', '""The non-zero pattern of the other butterfly components $\\tilde{\\bm{B}}^b(d,k),k>2$ are the block-wise permutation of the non-zero pattern of $\\tilde{\\bm{B}}^b(d,2)$ and therefore can be similarly turned into orthogonal matrices.""']","['""To guarantee the block butterfly component $\\tilde{\\bm{B}}^b(d,2)$ to be orthogonal, we parameterize each $2b\\times 2b$ block matrix to be orthogonal.""', '""The non-zero pattern of the other butterfly components $\\tilde{\\bm{B}}^b(d,k),k>2$ are the block-wise permutation of the non-zero pattern of $\\tilde{\\bm{B}}^b(d,2)$ and therefore can be similarly turned into orthogonal matrices.""']"
16, full rank,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a factor matrix between two adjacent levels had fewer than $d$ edges, it could fail to be","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a factor matrix between two adjacent levels had fewer than $d$ edges, it could fail to be full rank",Reasoning Step,"['for each matrix $\\bm{B}_i$ to be full-rank (a necessary condition of orthogonality), we need to have $d$ edges to form a bijection between all the nodes in the $i$-th level and all the nodes in the $(i=1)$-th level, which makes the number of edges between adjacent levels at least $d$', 'The information transmission view can help us gain a better understanding of the sparsity pattern of factorization matrices in OFT.']","Since orthogonality requires full rank and full rank requires at least d edges between adjacent levels, using fewer than d edges can break full rank.","If a factor matrix between two adjacent levels had fewer than $d$ edges, which requirement needed for orthogonality could fail?",full rank,"['for each matrix $\\bm{B}_i$ to be full-rank (a necessary condition of orthogonality), we need to have $d$ edges to form a bijection between all the nodes in the $i$-th level and all the nodes in the $(i=1)$-th level, which makes the number of edges between adjacent levels at least $d$', 'The information transmission view can help us gain a better understanding of the sparsity pattern of factorization matrices in OFT.']","['for each matrix $\\bm{B}_i$ to be full-rank (a necessary condition of orthogonality), we need to have $d$ edges to form a bijection between all the nodes in the $i$-th level and all the nodes in the $(i=1)$-th level, which makes the number of edges between adjacent levels at least $d$', 'The information transmission view can help us gain a better understanding of the sparsity pattern of factorization matrices in OFT.']"
17," smaller b, larger m","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the directional change in BOFT's settings that tends to improve parameter efficiency while keeping approximation error similar is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the directional change in BOFT's settings that tends to improve parameter efficiency while keeping approximation error similar is smaller b, larger m",Multi-Fact Integration,"['""BOFT with smaller $b$ and larger $m$ is generally more parameter-efficient.""', '""For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).""']",The example supports the stated trend that decreasing b while increasing m can retain similar error with fewer parameters.,"According to the simulation results, what directional change in BOFT's settings tends to improve parameter efficiency while keeping approximation error similar?","smaller b, larger m","['""BOFT with smaller $b$ and larger $m$ is generally more parameter-efficient.""', '""For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).""']","['""BOFT with smaller $b$ and larger $m$ is generally more parameter-efficient.""', '""For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).""']"
