row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,True,keep,Applies the graph interpretation of nonzero entries to infer that no source-to-receiver path means a zero matrix entry,,,
1,True,keep,Combines identity initialization of all butterfly components with the RW0 forward pass to infer the starting effective weight,,,
2,False,ambiguous,"Spectral norm preservation is linked to both training stability and generalization, so selecting only stability is underdetermined",,,
3,False,recall_not_composition,The source directly says the block-diagonal orthogonal matrix reduces expressiveness,,,
4,True,keep,Contrasts OFT needing b=d for density with BOFT achieving density for any b,,,
5,True,keep,Combines the graph desiderata with the Cooley-Tukey butterfly topology and O(d log d) edge count,,,
6,False,duplicate,"Same block-diagonal grouping issue as row 10, with a weaker generic target",,,10.0
7,True,keep,Compares the asymptotic parameter counts to derive the scaling change from dense OFT to butterfly BOFT,,,
8,True,keep,Combines spectral norm preservation with the cited stability/generalization benefit and the LoRA comparison,,,
9,True,keep,Applies multiplicative identity behavior to infer that replacing a selected block with identity removes its update effect,,,
10,True,keep,Identifies the index-based grouping assumption avoided by a dense orthogonal transformation Cloze shape repaired so the probe is declarative and completes by appending the target.,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the questionable assumption of block-diagonal OFT avoided when BOFT uses a dense orthogonal transformation is the assumption of", index-based groups,
11,False,duplicate,Restates the same graph-density relation as row 0 in the opposite direction with a generic target,,,0.0
12,False,duplicate,"Same multiplicative dropout mechanism as row 9, but asks for the directly stated replacement rather than the consequence",,,9.0
13,False,recall_not_composition,Computer networking is directly named in the source sentence as the inspiration discipline,,,
14,True,keep,Uses the two m settings to infer BOFT's transition from block-diagonal OFT to dense orthogonal form,,,
15,True,keep,Explains why orthogonalizing the base 2b-by-2b blocks extends through block-wise permutations,,,
16,True,keep,Combines the orthogonality full-rank condition with the d-edge bijection requirement,,,
17,True,keep,Uses the stated trend and example to identify the parameter-efficient direction in b and m,,,
18,False,duplicate,"Same expressivity-versus-regularity idea as row 23, but with a vaguer target",,,23.0
19,False,duplicate,Repeats the butterfly dense-and-parameter-efficient construction already tested more clearly by row 5,,,5.0
20,True,keep,Performs the edge-count comparison for d=4: dense trainable edges 12 versus butterfly 8 Cloze shape repaired so the probe is declarative and completes by appending the target.,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', for the $d=4$ example, the butterfly network uses fewer edges than a single dense orthogonal matrix by", 4 edges,
21,True,keep,Combines sparse-factor multiplication with the stated BOFT runtime overhead to identify the space-time tradeoff,,,
22,True,keep,Infers that moving beyond the m=1 OFT-equivalent setting requires increasing m at fixed block size,,,
23,True,keep,Correctly uses the paper's warning that expressivity alone is insufficient and that regularity must be balanced,,,
24,False,duplicate,Duplicate of row 17 and weaker because it omits the paired increase in m,,,17.0
25,False,duplicate,Duplicate of row 23; both test the expressivity-regularity condition for generalization,,,23.0
26,False,duplicate,"Same identity-initialization consequence as row 1, with a less precise target",,,1.0
27,True,keep,Combines the d-edge bijection requirement with the exclusion of those edges from the free trainable-edge count,,,
