section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization.", sequence likelihood,"In the paper ""Group Sequence Policy Optimization"", what GSPO uses to define the importance ratio, instead of token-level importance ratios used by earlier methods, is sequence likelihood","1. According to the paper ""Group Sequence Policy Optimization"", what is the GSPO importance ratio based on, unlike previous algorithms that adopt token-level importance ratios?

   **Answer:** sequence likelihood",True,"In the paper ""Group Sequence Policy Optimization"", what GSPO uses to define the importance ratio, instead of token-level importance ratios used by earlier methods, is"
Title/Abstract,No Subsection,"\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization.", sequence-level.,"In the paper ""Group Sequence Policy Optimization"", the method departs from earlier token-wise importance-ratio schemes by carrying out clipping, reward assignment, and optimization at the sequence-level.","1. **Question:** According to the paper **""Group Sequence Policy Optimization""**, unlike previous algorithms that adopt token-level importance ratios, at what level does GSPO perform clipping, rewarding, and optimization?  
   **Answer:** sequence-level",True,"In the paper ""Group Sequence Policy Optimization"", the method departs from earlier token-wise importance-ratio schemes by carrying out clipping, reward assignment, and optimization at the"
Title/Abstract,No Subsection,"\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure.", the GRPO algorithm.,"In the paper ""Group Sequence Policy Optimization"", GSPO is shown to deliver better training efficiency and results than the GRPO algorithm.","Question: According to the paper ""Group Sequence Policy Optimization"", GSPO is demonstrated to achieve superior training efficiency and performance compared to which algorithm?

Answer: the GRPO algorithm",True,"In the paper ""Group Sequence Policy Optimization"", GSPO is shown to deliver better training efficiency and results than"
Title/Abstract,No Subsection,"\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure.", Mixture-of-Experts (MoE) RL training.,"In the paper ""Group Sequence Policy Optimization"", GSPO is reported to significantly improve the stability of Mixture-of-Experts (MoE) RL training.","1. **Question:** According to the paper **""Group Sequence Policy Optimization""**, what kind of RL training does GSPO notably stabilize?  
   **Answer:** Mixture-of-Experts (MoE) RL training",True,"In the paper ""Group Sequence Policy Optimization"", GSPO is reported to significantly improve the stability of"
Title/Abstract,No Subsection,"\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure.", RL infrastructure.,"In the paper “Group Sequence Policy Optimization,” GSPO is described as having the potential to make the architecture of RL infrastructure.","1. According to the paper ""Group Sequence Policy Optimization"", what kind of infrastructure does GSPO have the potential to simplify the design of?  
   **Answer:** RL infrastructure",True,"In the paper “Group Sequence Policy Optimization,” GSPO is described as having the potential to make the architecture of"
Title/Abstract,No Subsection,"\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

",These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models., remarkable improvements,"In the paper ""Group Sequence Policy Optimization"", the authors say GSPO’s advantages helped bring about remarkable improvements","1. According to the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO have contributed to what in the latest Qwen3 models?

   Answer: remarkable improvements",True,"In the paper ""Group Sequence Policy Optimization"", the authors say GSPO’s advantages helped bring about"
Title/Abstract,No Subsection,"\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

","\title{Group Sequence Policy Optimization}

\begin{abstract}
This paper introduces Group Sequence Policy Optimization (GSPO), our stable, efficient, and performant reinforcement learning algorithm for training large language models. Unlike previous algorithms that adopt token-level importance ratios, GSPO defines the importance ratio based on sequence likelihood and performs sequence-level clipping, rewarding, and optimization. We demonstrate that GSPO achieves superior training efficiency and performance compared to the GRPO algorithm, notably stabilizes Mixture-of-Experts (MoE) RL training, and has the potential for simplifying the design of RL infrastructure. These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models.
\end{abstract}

",These merits of GSPO have contributed to the remarkable improvements in the latest Qwen3 models., Qwen3 models,"The paper ""Group Sequence Policy Optimization"" says that these strengths of GSPO have helped drive notable gains in the newest Qwen3 models","1. **Question:** According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in which latest models?  
   **Answer:** Qwen3 models",True,"The paper ""Group Sequence Policy Optimization"" says that these strengths of GSPO have helped drive notable gains in the newest"
Introduction,No Subsection,"
\label{sec:intro}

Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}. Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.

To successfully scale RL with greater computational investment, the foremost prerequisite is maintaining stable and robust training dynamics. However, current state-of-the-art RL algorithms, exemplified by GRPO \citep{grpo}, exhibit severe stability issues when training gigantic language models, often resulting in catastrophic and irreversible model collapse \citep{qwen3, minimax-m1}. This instability hinders efforts to push the capability boundaries of language models through continued RL training.

In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design. This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.

To address these core limitations, we propose \textbf{Group Sequence Policy Optimization (GSPO)}, a new RL algorithm for training large language models. The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \citep{click}, aligning with the basic principle of importance sampling. Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.

Our empirical evaluation demonstrates the significant superiority of GSPO over GRPO in training stability, efficiency, and performance. Critically, GSPO has inherently resolved the stability challenges in the RL training of large Mixture-of-Experts (MoE) models, eliminating the need for complex stabilization strategies, and shows the potential for simplifying RL infrastructure. These merits of GSPO ultimately contributed to the exceptional performance improvements in the latest Qwen3 models. We envision GSPO as a robust and scalable algorithmic foundation that will enable the continued advancement of large-scale RL training with language models.

","
\label{sec:intro}

Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}. Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.

To successfully scale RL with greater computational investment, the foremost prerequisite is maintaining stable and robust training dynamics. However, current state-of-the-art RL algorithms, exemplified by GRPO \citep{grpo}, exhibit severe stability issues when training gigantic language models, often resulting in catastrophic and irreversible model collapse \citep{qwen3, minimax-m1}. This instability hinders efforts to push the capability boundaries of language models through continued RL training.

In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design. This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.

To address these core limitations, we propose \textbf{Group Sequence Policy Optimization (GSPO)}, a new RL algorithm for training large language models. The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \citep{click}, aligning with the basic principle of importance sampling. Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.

Our empirical evaluation demonstrates the significant superiority of GSPO over GRPO in training stability, efficiency, and performance. Critically, GSPO has inherently resolved the stability challenges in the RL training of large Mixture-of-Experts (MoE) models, eliminating the need for complex stabilization strategies, and shows the potential for simplifying RL infrastructure. These merits of GSPO ultimately contributed to the exceptional performance improvements in the latest Qwen3 models. We envision GSPO as a robust and scalable algorithmic foundation that will enable the continued advancement of large-scale RL training with language models.

","Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}.", Reinforcement learning (RL).,"In ""Group Sequence Policy Optimization,"" the approach described as central to expanding language-model scale is Reinforcement learning (RL).","Question: According to the paper ""Group Sequence Policy Optimization"", what has emerged as a pivotal paradigm for scaling language models?

Answer: Reinforcement learning (RL)",True,"In ""Group Sequence Policy Optimization,"" the approach described as central to expanding language-model scale is"
Introduction,No Subsection,"
\label{sec:intro}

Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}. Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.

To successfully scale RL with greater computational investment, the foremost prerequisite is maintaining stable and robust training dynamics. However, current state-of-the-art RL algorithms, exemplified by GRPO \citep{grpo}, exhibit severe stability issues when training gigantic language models, often resulting in catastrophic and irreversible model collapse \citep{qwen3, minimax-m1}. This instability hinders efforts to push the capability boundaries of language models through continued RL training.

In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design. This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.

To address these core limitations, we propose \textbf{Group Sequence Policy Optimization (GSPO)}, a new RL algorithm for training large language models. The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \citep{click}, aligning with the basic principle of importance sampling. Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.

Our empirical evaluation demonstrates the significant superiority of GSPO over GRPO in training stability, efficiency, and performance. Critically, GSPO has inherently resolved the stability challenges in the RL training of large Mixture-of-Experts (MoE) models, eliminating the need for complex stabilization strategies, and shows the potential for simplifying RL infrastructure. These merits of GSPO ultimately contributed to the exceptional performance improvements in the latest Qwen3 models. We envision GSPO as a robust and scalable algorithmic foundation that will enable the continued advancement of large-scale RL training with language models.

","
\label{sec:intro}

Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}. Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.

To successfully scale RL with greater computational investment, the foremost prerequisite is maintaining stable and robust training dynamics. However, current state-of-the-art RL algorithms, exemplified by GRPO \citep{grpo}, exhibit severe stability issues when training gigantic language models, often resulting in catastrophic and irreversible model collapse \citep{qwen3, minimax-m1}. This instability hinders efforts to push the capability boundaries of language models through continued RL training.

In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design. This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.

To address these core limitations, we propose \textbf{Group Sequence Policy Optimization (GSPO)}, a new RL algorithm for training large language models. The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \citep{click}, aligning with the basic principle of importance sampling. Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.

Our empirical evaluation demonstrates the significant superiority of GSPO over GRPO in training stability, efficiency, and performance. Critically, GSPO has inherently resolved the stability challenges in the RL training of large Mixture-of-Experts (MoE) models, eliminating the need for complex stabilization strategies, and shows the potential for simplifying RL infrastructure. These merits of GSPO ultimately contributed to the exceptional performance improvements in the latest Qwen3 models. We envision GSPO as a robust and scalable algorithmic foundation that will enable the continued advancement of large-scale RL training with language models.

","Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.", competition-level mathematics and programming,"In ""Group Sequence Policy Optimization,"" the paper points to which kinds of demanding tasks language models can handle via large-scale RL, thanks to more extensive and deeper reasoning, as competition-level mathematics and programming","Question: In the paper ""Group Sequence Policy Optimization"", what examples of sophisticated problems can language models tackle through large-scale RL by undertaking deeper and longer reasoning processes?

Answer: competition-level mathematics and programming",True,"In ""Group Sequence Policy Optimization,"" the paper points to which kinds of demanding tasks language models can handle via large-scale RL, thanks to more extensive and deeper reasoning, as"
Introduction,No Subsection,"
\label{sec:intro}

Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}. Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.

To successfully scale RL with greater computational investment, the foremost prerequisite is maintaining stable and robust training dynamics. However, current state-of-the-art RL algorithms, exemplified by GRPO \citep{grpo}, exhibit severe stability issues when training gigantic language models, often resulting in catastrophic and irreversible model collapse \citep{qwen3, minimax-m1}. This instability hinders efforts to push the capability boundaries of language models through continued RL training.

In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design. This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.

To address these core limitations, we propose \textbf{Group Sequence Policy Optimization (GSPO)}, a new RL algorithm for training large language models. The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \citep{click}, aligning with the basic principle of importance sampling. Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.

Our empirical evaluation demonstrates the significant superiority of GSPO over GRPO in training stability, efficiency, and performance. Critically, GSPO has inherently resolved the stability challenges in the RL training of large Mixture-of-Experts (MoE) models, eliminating the need for complex stabilization strategies, and shows the potential for simplifying RL infrastructure. These merits of GSPO ultimately contributed to the exceptional performance improvements in the latest Qwen3 models. We envision GSPO as a robust and scalable algorithmic foundation that will enable the continued advancement of large-scale RL training with language models.

","
\label{sec:intro}

Reinforcement learning (RL) has emerged as a pivotal paradigm for scaling language models \citep{o1,dpsk-r1,qwq32b,qwen3}. Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.

To successfully scale RL with greater computational investment, the foremost prerequisite is maintaining stable and robust training dynamics. However, current state-of-the-art RL algorithms, exemplified by GRPO \citep{grpo}, exhibit severe stability issues when training gigantic language models, often resulting in catastrophic and irreversible model collapse \citep{qwen3, minimax-m1}. This instability hinders efforts to push the capability boundaries of language models through continued RL training.

In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design. This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.

To address these core limitations, we propose \textbf{Group Sequence Policy Optimization (GSPO)}, a new RL algorithm for training large language models. The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \citep{click}, aligning with the basic principle of importance sampling. Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.

Our empirical evaluation demonstrates the significant superiority of GSPO over GRPO in training stability, efficiency, and performance. Critically, GSPO has inherently resolved the stability challenges in the RL training of large Mixture-of-Experts (MoE) models, eliminating the need for complex stabilization strategies, and shows the potential for simplifying RL infrastructure. These merits of GSPO ultimately contributed to the exceptional performance improvements in the latest Qwen3 models. We envision GSPO as a robust and scalable algorithmic foundation that will enable the continued advancement of large-scale RL training with language models.

","Through large-scale RL, language models develop the capability to tackle sophisticated problems, such as competition-level mathematics and programming, by undertaking deeper and longer reasoning processes.", deeper and longer reasoning processes.,"In ""Group Sequence Policy Optimization,"" the authors note that with RL scaled up substantially, language models gain the ability to address difficult tasks like competition-level math and coding by carrying out deeper and longer reasoning processes.","Q: According to the paper ""Group Sequence Policy Optimization"", through large-scale RL, language models develop the capability to tackle sophisticated problems such as competition-level mathematics and programming by undertaking what kind of processes?  
A: deeper and longer reasoning processes",True,"In ""Group Sequence Policy Optimization,"" the authors note that with RL scaled up substantially, language models gain the ability to address difficult tasks like competition-level math and coding by carrying out"
