step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,0,A,4
0,1,0.0,3,D,0
0,2,1.0,3,D,3
0,3,0.0,2,C,1
0,4,0.0,4,E,1
0,5,0.0,3,D,2
0,6,0.0,0,A,2
0,7,0.0,4,E,3
0,8,0.0,2,C,1
0,9,1.0,1,B,1
0,10,0.0,1,B,2
0,11,0.0,4,E,0
4,0,0.0,0,A,4
4,1,0.0,4,E,0
4,2,1.0,3,D,3
4,3,0.0,2,C,1
4,4,0.0,4,E,1
4,5,0.0,3,D,2
4,6,0.0,0,A,2
4,7,0.0,4,E,3
4,8,0.0,2,C,1
4,9,1.0,1,B,1
4,10,0.0,1,B,2
4,11,0.0,4,E,0
8,0,0.0,0,A,4
8,1,0.0,3,D,0
8,2,1.0,3,D,3
8,3,0.0,0,A,1
8,4,0.0,2,C,1
8,5,0.0,3,D,2
8,6,0.0,0,A,2
8,7,0.0,4,E,3
8,8,0.0,2,C,1
8,9,1.0,1,B,1
8,10,0.0,1,B,2
8,11,0.0,4,E,0
12,0,1.0,4,E,4
12,1,0.0,3,D,0
12,2,1.0,3,D,3
12,3,0.0,2,C,1
12,4,0.0,2,C,1
12,5,0.0,3,D,2
12,6,0.0,0,A,2
12,7,0.0,4,E,3
12,8,0.0,2,C,1
12,9,1.0,1,B,1
12,10,0.0,1,B,2
12,11,0.0,4,E,0
16,0,1.0,4,E,4
16,1,0.0,3,D,0
16,2,1.0,3,D,3
16,3,0.0,2,C,1
16,4,0.0,2,C,1
16,5,0.0,3,D,2
16,6,0.0,0,A,2
16,7,0.0,4,E,3
16,8,0.0,2,C,1
16,9,1.0,1,B,1
16,10,0.0,1,B,2
16,11,0.0,4,E,0
20,0,1.0,4,E,4
20,1,0.0,3,D,0
20,2,1.0,3,D,3
20,3,0.0,2,C,1
20,4,0.0,2,C,1
20,5,0.0,3,D,2
20,6,0.0,0,A,2
20,7,0.0,4,E,3
20,8,0.0,2,C,1
20,9,1.0,1,B,1
20,10,0.0,1,B,2
20,11,0.0,4,E,0
24,0,1.0,4,E,4
24,1,0.0,3,D,0
24,2,1.0,3,D,3
24,3,0.0,2,C,1
24,4,0.0,2,C,1
24,5,0.0,3,D,2
24,6,0.0,0,A,2
24,7,0.0,4,E,3
24,8,0.0,2,C,1
24,9,1.0,1,B,1
24,10,0.0,1,B,2
24,11,0.0,4,E,0
28,0,1.0,4,E,4
28,1,0.0,3,D,0
28,2,1.0,3,D,3
28,3,0.0,2,C,1
28,4,0.0,2,C,1
28,5,0.0,3,D,2
28,6,0.0,0,A,2
28,7,0.0,4,E,3
28,8,0.0,2,C,1
28,9,1.0,1,B,1
28,10,0.0,1,B,2
28,11,0.0,4,E,0
32,0,1.0,4,E,4
32,1,0.0,3,D,0
32,2,1.0,3,D,3
32,3,0.0,3,D,1
32,4,0.0,2,C,1
32,5,0.0,3,D,2
32,6,0.0,0,A,2
32,7,0.0,4,E,3
32,8,0.0,2,C,1
32,9,1.0,1,B,1
32,10,0.0,1,B,2
32,11,0.0,4,E,0
36,0,1.0,4,E,4
36,1,0.0,3,D,0
36,2,1.0,3,D,3
