source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,0,True,1,accepted,0.460000,0.233333,0.162963,0.144144,6,3,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man who underwent cardiac surgery with heparin anticoagulation and whose platelet count fell to 50×10^9/L on postoperative day 5 had brain imaging that showed","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an older male patient received heparin during cardiac surgery; afterward, his platelets declined progressively and were 50×10^9/L by POD5, leading to HIT antibody testing; brain imaging demonstrated","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man who underwent cardiac surgery with heparin anticoagulation and whose platelet count fell to 50×10^9/L on postoperative day 5 had brain imaging that showed parietal stroke.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an older male patient received heparin during cardiac surgery; afterward, his platelets declined progressively and were 50×10^9/L by POD5, leading to HIT antibody testing; brain imaging demonstrated parietal stroke."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,1,True,1,accepted,0.283019,0.232143,0.069930,0.090909,5,5,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", heparin-induced thrombocytopenia (HIT) is described as having a strong association with thrombosis after cardiac surgery, with a reported relative risk for thrombosis of","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", HIT is characterized after cardiac surgery as being linked very strongly to thrombosis, with a stated relative risk for thrombosis of","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", heparin-induced thrombocytopenia (HIT) is described as having a strong association with thrombosis after cardiac surgery, with a reported relative risk for thrombosis of ~15","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", HIT is characterized after cardiac surgery as being linked very strongly to thrombosis, with a stated relative risk for thrombosis of ~15"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,2,True,1,accepted,0.181818,0.142857,0.267191,0.339468,3,3,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", laboratory testing of the patient’s autoimmune HIT showed an atypical platelet activation pattern, with strong serotonin release at multiple heparin concentrations and only partial inhibition by a platelet monoclonal antibody, documenting partial resistance to","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s autoimmune HIT workup showed an unusual serologic pattern, with marked serotonin release across several heparin concentrations and only incomplete suppression by a platelet monoclonal antibody, indicating partial resistance to","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", laboratory testing of the patient’s autoimmune HIT showed an atypical platelet activation pattern, with strong serotonin release at multiple heparin concentrations and only partial inhibition by a platelet monoclonal antibody, documenting partial resistance to Fc receptor blockade.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s autoimmune HIT workup showed an unusual serologic pattern, with marked serotonin release across several heparin concentrations and only incomplete suppression by a platelet monoclonal antibody, indicating partial resistance to Fc receptor blockade."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,3,True,1,accepted,0.351351,0.243243,0.452174,0.470270,7,3,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the explanation identified for the patient's unusually early onset of autoimmune heparin-induced thrombocytopenia (aHIT) in the early postoperative period after cardiac surgery was","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the reason given for the patient’s atypically early aHIT in the immediate postoperative period was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the explanation identified for the patient's unusually early onset of autoimmune heparin-induced thrombocytopenia (aHIT) in the early postoperative period after cardiac surgery was preoperative exposure to UFH.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the reason given for the patient’s atypically early aHIT in the immediate postoperative period was preoperative exposure to UFH."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,4,True,1,accepted,0.258065,0.121212,0.340984,0.248227,2,1,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient underwent heart surgery using cardiopulmonary bypass (CPB), and anticoagulation during the operation was achieved with","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the operation used cardiopulmonary bypass (CPB), and heparinization for the procedure was accomplished with","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient underwent heart surgery using cardiopulmonary bypass (CPB), and anticoagulation during the operation was achieved with 45 000 U of UFH.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the operation used cardiopulmonary bypass (CPB), and heparinization for the procedure was accomplished with 45 000 U of UFH."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,5,True,1,accepted,0.216216,0.189189,0.291209,0.290503,3,3,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the peripheral blood film reviewed on postoperative day 7 (POD7) showed the presence of","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", examination of the peripheral blood film on postoperative day 7 (POD7) identified","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the peripheral blood film reviewed on postoperative day 7 (POD7) showed the presence of thrombocytopenia.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", examination of the peripheral blood film on postoperative day 7 (POD7) identified thrombocytopenia."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,6,True,1,accepted,0.239130,0.140000,0.417582,0.349558,4,3,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man developed postoperative thrombocytopenia and thrombotic stroke, and HIT was considered the most probable diagnosis, with the likely trigger for this diagnosis being","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an older man had thrombocytopenia after surgery and a thrombotic stroke, and clinicians regarded HIT as the likeliest diagnosis, with the suspected precipitating exposure being","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man developed postoperative thrombocytopenia and thrombotic stroke, and HIT was considered the most probable diagnosis, with the likely trigger for this diagnosis being UFH administered at preoperative heart catheterisation.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an older man had thrombocytopenia after surgery and a thrombotic stroke, and clinicians regarded HIT as the likeliest diagnosis, with the suspected precipitating exposure being UFH administered at preoperative heart catheterisation."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,7,True,1,accepted,0.250000,0.153846,0.049149,0.050881,5,2,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after stopping prophylactic fondaparinux in the setting of the patient's thrombotic stroke and unusually severe thrombocytopenia, the treating haematologist preferred","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", once prophylactic fondaparinux had been discontinued because of the patient's thrombotic stroke and marked thrombocytopenia, the haematologist chose","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after stopping prophylactic fondaparinux in the setting of the patient's thrombotic stroke and unusually severe thrombocytopenia, the treating haematologist preferred argatroban","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", once prophylactic fondaparinux had been discontinued because of the patient's thrombotic stroke and marked thrombocytopenia, the haematologist chose argatroban"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,8,False,3,absolute lexical overlap still too high (new token Jaccard 0.270 > 0.250 or new LCS 4 > 6; jaccard drop 0.025),0.295082,0.269841,0.126183,0.079208,3,4,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient received high-dose intravenous immunoglobulin following a postoperative platelet nadir of 13×10⁹/L on POD7, the interim peak platelet count reached by POD14 was","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", high-dose intravenous Ig produced only a slight platelet rebound after the postoperative low of 13×10⁹/L on POD7, and by POD14 the interim maximum was","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient received high-dose intravenous immunoglobulin following a postoperative platelet nadir of 13×10⁹/L on POD7, the interim peak platelet count reached by POD14 was 54×109/L","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", high-dose intravenous Ig produced only a slight platelet rebound after the postoperative low of 13×10⁹/L on POD7, and by POD14 the interim maximum was 54×109/L"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/facts/probes_v14.csv,9,True,3,accepted,0.311111,0.217391,0.170115,0.172249,5,3,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the elderly man's platelet count on postoperative day 5 (POD5) was","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the platelet count for the older male patient on POD5 was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the elderly man's platelet count on postoperative day 5 (POD5) was 50×109/L","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the platelet count for the older male patient on POD5 was 50×109/L"
