row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
1,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
2,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
3,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
4,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
5,False,insufficient_source_support,"The two examples support lower precision and memory efficiency, but not the generalized target ""more parameters at lower precision""; one example is a smaller 7B model.",,,
6,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
7,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found. Cloze shape repaired so the probe is declarative and completes by appending the target.","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', after double quantization, the overhead from quantization constants is closer to", one eighth of a bit,
8,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
9,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
10,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
11,False,duplicate,Duplicates row 2 on adapter finetuning recovering quantization-related performance loss; row 2 is more precise about the learned component.,,,2.0
12,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
13,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
14,False,bad_target,The probe is already a complete sentence and appending the target produces a malformed cloze rather than a natural completion.,,,
15,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
16,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
17,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
18,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
19,False,duplicate,Duplicates row 17 on exact zero representation/no quantization error for padding; row 17 is the clearer cloze.,,,17.0
20,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
21,False,bad_target,"Appending the target after ""at 33B and 65B scales"" makes the cloze ungrammatical and obscures the comparison.",,,
22,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found. Cloze shape repaired so the probe is declarative and completes by appending the target.","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the training characteristic that could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark is", multilingual training,
23,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
24,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
25,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
26,False,duplicate,Duplicates row 6 on NF4 being matched to normally distributed pretrained weights; row 6 preserves the causal property more clearly.,,,6.0
27,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
28,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
29,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
30,False,duplicate,Duplicates row 0 on data quality mattering more than dataset size for chatbot finetuning; row 0 is more concrete.,,,0.0
31,False,recall_not_composition,The answer is directly stated by the source sentence that Double Quantization reduces the footprint of quantization constants.,,,
32,False,bad_target,The probe is phrased as a question and appends the answer after a question mark rather than forming a cloze fact.,,,
33,False,bad_target,"The target ""the lost performance"" is vague and the probe already embeds the full recovery claim, so the completion is not a useful cloze.",,,
34,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
35,False,too_minor,The faithful-instruction-following example is a local qualitative anecdote and the answer is nearly copied from the source sentence.,,,
36,True,keep,"Correct, document-grounded composition probe with concise target and no stronger duplicate found.",,,
37,False,duplicate,"Duplicates the paged-optimizer long-sequence spike mechanism already covered more clearly by rows 9, 10, and 12.",,,9.0
38,False,duplicate,Duplicates row 20 on benchmark performance tracking finetuning-data similarity; row 20 asks for the derived performance pattern.,,,20.0
