probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,inference_type,source_fact(s),source_facts,text_sentences,derivation,question,answer
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to match full finetuning performance without materially increasing training memory, the LoRA adapters should be placed in",all linear layers,(E),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to match full finetuning performance without materially increasing training memory, the LoRA adapters should be placed in
(A) the attention projection layers only
(B) just the query and value projection matrices
(C) the embedding layers and LM head
(D) the feed-forward network layers only
(E) all linear layers",the attention projection layers only,just the query and value projection matrices,the embedding layers and LM head,the feed-forward network layers only,all linear layers,"[""the attention projection layers only"", ""the feed-forward network layers only"", ""just the query and value projection matrices"", ""the embedding layers and LM head""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to match full finetuning performance without materially increasing training memory, the LoRA adapters should be placed in all linear layers",,,Multi-Fact Integration,"['""aggressively reducing the amount of LoRA parameter yields only minor memory benefits. This means we can use more adapters without significantly increasing the overall training memory footprint""', '""LoRA on all linear transformer block layers are required to match full finetuning performance.""']","['""aggressively reducing the amount of LoRA parameter yields only minor memory benefits. This means we can use more adapters without significantly increasing the overall training memory footprint""', '""LoRA on all linear transformer block layers are required to match full finetuning performance.""']","['""aggressively reducing the amount of LoRA parameter yields only minor memory benefits. This means we can use more adapters without significantly increasing the overall training memory footprint""', '""LoRA on all linear transformer block layers are required to match full finetuning performance.""']","If using more adapters barely changes memory and matching full finetuning requires LoRA on all linear layers, then the preferred placement is all linear layers.","If you want to match full finetuning performance without materially increasing training memory, where should the LoRA adapters be placed?",all linear layers
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is",double quantization,(C),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is
(A) a 64-parameter blockwise quantization scheme
(B) Int4 quantization
(C) double quantization
(D) NF4 quantization
(E) FP4 quantization",a 64-parameter blockwise quantization scheme,Int4 quantization,double quantization,NF4 quantization,FP4 quantization,"[""NF4 quantization"", ""FP4 quantization"", ""Int4 quantization"", ""a 64-parameter blockwise quantization scheme""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is double quantization",,,Synthesized Insight,"['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","Since it cuts the storage cost of quantization constants and does so without degrading performance, the method that fits the memory-saving goal is double quantization.","If you want to shrink the storage cost of quantization constants without hurting quality, what method follows from these results?",double quantization
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the learned component that recovers the performance lost from 4-bit quantization is",LoRA adapters,(C),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the learned component that recovers the performance lost from 4-bit quantization is
(A) the frozen 4-bit base model weights
(B) NF4 quantization scales
(C) LoRA adapters
(D) paged optimizer states
(E) double-quantized quantization constants",the frozen 4-bit base model weights,NF4 quantization scales,LoRA adapters,paged optimizer states,double-quantized quantization constants,"[""the frozen 4-bit base model weights"", ""NF4 quantization scales"", ""double-quantized quantization constants"", ""paged optimizer states""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the learned component that recovers the performance lost from 4-bit quantization is LoRA adapters",,,Synthesized Insight,"['""We dequantize the storage data type to the computation data type to perform the forward and backward pass, but we only compute weight gradients for the LoRA parameters""', '""This suggests that the performance lost due to the imprecise quantization can be fully recovered through adapter finetuning after quantization.""']","['""We dequantize the storage data type to the computation data type to perform the forward and backward pass, but we only compute weight gradients for the LoRA parameters""', '""This suggests that the performance lost due to the imprecise quantization can be fully recovered through adapter finetuning after quantization.""']","['""We dequantize the storage data type to the computation data type to perform the forward and backward pass, but we only compute weight gradients for the LoRA parameters""', '""This suggests that the performance lost due to the imprecise quantization can be fully recovered through adapter finetuning after quantization.""']","Since only LoRA parameters are updated and adapter finetuning recovers the lost quantized performance, the adapters are the component that compensates for quantization error.","In QLoRA, what learned component recovers the performance lost from 4-bit quantization?",LoRA adapters
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for",system-level ranking,(E),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for
(A) example-level labeling
(B) majority-vote annotation
(C) individual-example ranking
(D) pairwise response evaluation
(E) system-level ranking",example-level labeling,majority-vote annotation,individual-example ranking,pairwise response evaluation,system-level ranking,"[""example-level labeling"", ""individual-example ranking"", ""majority-vote annotation"", ""pairwise response evaluation""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for system-level ranking",,,Synthesized Insight,"['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","Since agreement is notably stronger for overall rankings than for single examples, GPT-4 is more suitable for system-level comparisons than example-level labels.","Given weaker agreement on individual examples but moderate agreement on overall model ordering, what kind of comparison is GPT-4 better suited for?",system-level ranking
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4 is a particularly well-matched 4-bit format because pretrained weights follow a",zero-centered normal distribution,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4 is a particularly well-matched 4-bit format because pretrained weights follow a
(A) strictly positive log-normal distribution
(B) zero-centered uniform distribution
(C) heavy-tailed distribution concentrated near zero
(D) zero-centered normal distribution
(E) distribution with equal expected numbers of values in each quantization bin",strictly positive log-normal distribution,zero-centered uniform distribution,heavy-tailed distribution concentrated near zero,zero-centered normal distribution,distribution with equal expected numbers of values in each quantization bin,"[""zero-centered uniform distribution"", ""distribution with equal expected numbers of values in each quantization bin"", ""heavy-tailed distribution concentrated near zero"", ""strictly positive log-normal distribution""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4 is a particularly well-matched 4-bit format because pretrained weights follow a zero-centered normal distribution",,,Synthesized Insight,"['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix~\\ref{app:normality}),', 'We term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix~\\ref{app:normality}),', 'We term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix~\\ref{app:normality}),', 'We term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","If pretrained weights are usually zero-centered normal and NF4 is optimal for that distribution, then NF4 is naturally well matched to pretrained weights.",What property of pretrained weights makes NF4 a particularly well-matched 4-bit format?,zero-centered normal distribution
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4's discrete zeropoint gives a concrete benefit for padding tokens and other zero-valued elements:",no quantization error,(A),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4's discrete zeropoint gives a concrete benefit for padding tokens and other zero-valued elements:
(A) no quantization error
(B) reduced memory overhead for padding tokens
(C) use of all 2^k quantization levels
(D) lower dequantization latency for padded sequences
(E) better preservation of extreme outlier weights",no quantization error,reduced memory overhead for padding tokens,use of all 2^k quantization levels,lower dequantization latency for padded sequences,better preservation of extreme outlier weights,"[""reduced memory overhead for padding tokens"", ""better preservation of extreme outlier weights"", ""use of all 2^k quantization levels"", ""lower dequantization latency for padded sequences""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4's discrete zeropoint gives a concrete benefit for padding tokens and other zero-valued elements: no quantization error",,,Reasoning Step,"['A problem for a symmetric k-bit quantization is that this approach does not have an exact representation of zero, which is an important property to quantize padding and other zero-valued elements with no error.', 'To ensure a discrete zeropoint of $0$ and to use all $2^k$ bits for a k-bit datatype, we create an asymmetric data type']","['A problem for a symmetric k-bit quantization is that this approach does not have an exact representation of zero, which is an important property to quantize padding and other zero-valued elements with no error.', 'To ensure a discrete zeropoint of $0$ and to use all $2^k$ bits for a k-bit datatype, we create an asymmetric data type']","['A problem for a symmetric k-bit quantization is that this approach does not have an exact representation of zero, which is an important property to quantize padding and other zero-valued elements with no error.', 'To ensure a discrete zeropoint of $0$ and to use all $2^k$ bits for a k-bit datatype, we create an asymmetric data type']","Because symmetric quantization cannot represent zero exactly, giving NF4 a discrete zero point allows padding and other zero values to be represented without error.",What concrete benefit does NF4's discrete zeropoint give for padding tokens and other zero-valued elements?,no quantization error
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if training computes in BF16 but only updates adapter gradients, the parameters that can stay frozen in 4-bit storage throughout finetuning are",pretrained model weights,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if training computes in BF16 but only updates adapter gradients, the parameters that can stay frozen in 4-bit storage throughout finetuning are
(A) dequantized BF16 copies of the quantized weight tensors
(B) layer normalization and bias parameters
(C) adapter weights
(D) pretrained model weights
(E) optimizer states for the adapters",dequantized BF16 copies of the quantized weight tensors,layer normalization and bias parameters,adapter weights,pretrained model weights,optimizer states for the adapters,"[""adapter weights"", ""dequantized BF16 copies of the quantized weight tensors"", ""optimizer states for the adapters"", ""layer normalization and bias parameters""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if training computes in BF16 but only updates adapter gradients, the parameters that can stay frozen in 4-bit storage throughout finetuning are pretrained model weights",,,Multi-Fact Integration,"['In practice, this means whenever a \\textsc{QLoRA} weight tensor is used, we dequantize the tensor to BFloat16, and then perform a matrix multiplication in 16-bit.', 'For parameter updates only the gradient with respect to the error for the adapters weights $\\frac{\\partial E}{\\partial \\mathbf{L}_i}$ are needed, and not for 4-bit weights $\\frac{\\partial E}{\\partial \\mathbf{W}}$.']","['In practice, this means whenever a \\textsc{QLoRA} weight tensor is used, we dequantize the tensor to BFloat16, and then perform a matrix multiplication in 16-bit.', 'For parameter updates only the gradient with respect to the error for the adapters weights $\\frac{\\partial E}{\\partial \\mathbf{L}_i}$ are needed, and not for 4-bit weights $\\frac{\\partial E}{\\partial \\mathbf{W}}$.']","['In practice, this means whenever a \\textsc{QLoRA} weight tensor is used, we dequantize the tensor to BFloat16, and then perform a matrix multiplication in 16-bit.', 'For parameter updates only the gradient with respect to the error for the adapters weights $\\frac{\\partial E}{\\partial \\mathbf{L}_i}$ are needed, and not for 4-bit weights $\\frac{\\partial E}{\\partial \\mathbf{W}}$.']","Since computation uses dequantized BF16 but gradients are only needed for adapter weights, the original pretrained weights do not need to be updated and can remain in 4-bit storage.","If training computes in BF16 but only updates adapter gradients, which parameters can stay frozen in 4-bit storage throughout finetuning?",pretrained model weights
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if the goal is to match 16-bit LoRA rather than trail it by about 1 point, the 4-bit format that should be chosen is",NF4,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if the goal is to match 16-bit LoRA rather than trail it by about 1 point, the 4-bit format that should be chosen is
(A) FP4
(B) FP4 with double quantization
(C) the 4-bit brain floating-point format
(D) NF4
(E) a standard uniform 4-bit quantization format",FP4,FP4 with double quantization,the 4-bit brain floating-point format,NF4,a standard uniform 4-bit quantization format,"[""FP4"", ""FP4 with double quantization"", ""the 4-bit brain floating-point format"", ""a standard uniform 4-bit quantization format""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if the goal is to match 16-bit LoRA rather than trail it by about 1 point, the 4-bit format that should be chosen is NF4",,,Multi-Fact Integration,"['Results are shown in Table~\\ref{tbl:llama-datatype} where we see that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance.', 'In addition, we also note that \\textsc{QLoRA} with FP4 lags behind the 16-bit brain float LoRA baseline by about 1 percentage point.']","['Results are shown in Table~\\ref{tbl:llama-datatype} where we see that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance.', 'In addition, we also note that \\textsc{QLoRA} with FP4 lags behind the 16-bit brain float LoRA baseline by about 1 percentage point.']","['Results are shown in Table~\\ref{tbl:llama-datatype} where we see that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance.', 'In addition, we also note that \\textsc{QLoRA} with FP4 lags behind the 16-bit brain float LoRA baseline by about 1 percentage point.']","Because NF4 fully recovers the 16-bit baseline while FP4 still trails it, NF4 is the format needed to match 16-bit LoRA.","If the goal is to match 16-bit LoRA rather than trail it by about 1 point, which 4-bit format should be chosen?",NF4
"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', during a long-sequence memory spike, what is moved off the GPU so training can continue without an out-of-memory error is the following:",optimizer states,(A),"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', during a long-sequence memory spike, what is moved off the GPU so training can continue without an out-of-memory error is the following:
(A) optimizer states
(B) the LoRA adapter weights
(C) activation tensors
(D) the frozen 4-bit model weights
(E) gradient tensors",optimizer states,the LoRA adapter weights,activation tensors,the frozen 4-bit model weights,gradient tensors,"[""activation tensors"", ""the frozen 4-bit model weights"", ""gradient tensors"", ""the LoRA adapter weights""]","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', during a long-sequence memory spike, what is moved off the GPU so training can continue without an out-of-memory error is the following: optimizer states",,,Multi-Fact Integration,"['""Paged Optimizers use the NVIDIA unified memory feature wich does automatic page-to-page transfers between the CPU and GPU for error-free GPU processing in the scenario where the GPU occasionally runs out-of-memory.""', '""We use this feature to allocate paged memory for the optimizer states which are then automatically evicted to CPU RAM when the GPU runs out-of-memory""']","['""Paged Optimizers use the NVIDIA unified memory feature wich does automatic page-to-page transfers between the CPU and GPU for error-free GPU processing in the scenario where the GPU occasionally runs out-of-memory.""', '""We use this feature to allocate paged memory for the optimizer states which are then automatically evicted to CPU RAM when the GPU runs out-of-memory""']","['""Paged Optimizers use the NVIDIA unified memory feature wich does automatic page-to-page transfers between the CPU and GPU for error-free GPU processing in the scenario where the GPU occasionally runs out-of-memory.""', '""We use this feature to allocate paged memory for the optimizer states which are then automatically evicted to CPU RAM when the GPU runs out-of-memory""']","The unified-memory paging is specifically applied to optimizer states, so those states are what move to CPU RAM during memory spikes.","During a long-sequence memory spike, what is moved off the GPU so training can continue without an out-of-memory error?",optimizer states
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is",showing its work,(B),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is
(A) keeping its reasoning to a single short line
(B) showing its work
(C) relying on intuition for simple problems
(D) giving only the final answer
(E) answering without breaking the problem down step-by-step",keeping its reasoning to a single short line,showing its work,relying on intuition for simple problems,giving only the final answer,answering without breaking the problem down step-by-step,"[""giving only the final answer"", ""keeping its reasoning to a single short line"", ""answering without breaking the problem down step-by-step"", ""relying on intuition for simple problems""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is showing its work",,,Reasoning Step,"['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","Because accuracy is better when the model shows its work and worse when it does not break problems down step-by-step, that format improves its math reliability.",What response pattern tends to make Guanaco's math answers more reliable?,showing its work
