review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
arxiv/1_58/0,0,(A),False,,False,0,True,,QLoRA,QLoRA,[]
arxiv/1_58/0,1,(B),False,,False,0,True,,SmoothQuant,SmoothQuant,[]
arxiv/1_58/0,2,(C),False,,False,0,True,,GPTQ,GPTQ,[]
arxiv/1_58/0,3,(D),False,,False,0,True,,AWQ,AWQ,[]
arxiv/1_58/3,0,(A),False,,False,0,True,,enlarging SRAM capacity,enlarging SRAM capacity,[]
arxiv/1_58/3,1,(B),False,,False,0,True,,the original 1-bit BitNet,the original 1-bit BitNet,[]
arxiv/1_58/3,2,(C),False,,False,0,True,,quantization-aware training,quantization-aware training,[]
arxiv/1_58/3,3,(D),False,,False,0,True,,knowledge distillation,knowledge distillation,[]
arxiv/1_58/6,0,(A),False,,False,0,True,,full-precision values such as FP16 or BF16.,full-precision values such as FP16 or BF16.,[]
arxiv/1_58/6,1,(B),False,,False,0,True,,"8-bit integer values in the range \{-128, \ldots, 127\}.","8-bit integer values in the range \{-128, \ldots, 127\}.",[]
arxiv/1_58/6,2,(C),False,,False,0,True,,"ternary \{0, 1, 2\}.","ternary \{0, 1, 2\}.",[]
arxiv/1_58/6,3,(D),False,,False,0,True,,"binary \{-1, 1\}.","binary \{-1, 1\}.",[]
arxiv/1_58/1,0,(A),False,,False,0,True,,energy consumption,energy consumption,[]
arxiv/1_58/1,1,(C),False,,False,0,True,,parameter precision,parameter precision,[]
arxiv/1_58/1,2,(D),False,,False,0,True,,context length,context length,[]
arxiv/1_58/1,3,(E),False,,False,0,True,,compute budget,compute budget,[]
arxiv/1_58/5,0,(A),False,,False,0,True,,"1-bit Transformer LLM with ternary {-1, 0, 1} weights.","1-bit Transformer LLM with ternary {-1, 0, 1} weights.",[]
arxiv/1_58/5,1,(C),False,,False,0,True,,Mixture-of-Experts Transformer LLM with the same model size and training tokens.,Mixture-of-Experts Transformer LLM with the same model size and training tokens.,[]
arxiv/1_58/5,2,(D),False,,False,0,True,,INT8-quantized Transformer LLM with the same model size and training tokens.,INT8-quantized Transformer LLM with the same model size and training tokens.,[]
arxiv/1_58/5,3,(E),False,,False,0,True,,binary-weight BitNet-style Transformer LLM with the same model size and training tokens.,binary-weight BitNet-style Transformer LLM with the same model size and training tokens.,[]
arxiv/1_58/7,0,(A),False,,False,0,True,,\textbf{\text{LLaMA 2 7B}},\textbf{\text{LLaMA 2 7B}},[]
