step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,4,E,4
0,1,0.0,0,A,1
0,2,1.0,1,B,1
0,3,1.0,3,D,3
0,4,1.0,0,A,0
0,5,0.0,1,B,2
0,6,0.0,1,B,3
0,7,0.0,0,A,4
4,0,1.0,4,E,4
4,1,0.0,0,A,1
4,2,1.0,1,B,1
4,3,1.0,3,D,3
4,4,1.0,0,A,0
4,5,0.0,1,B,2
4,6,0.0,1,B,3
4,7,0.0,0,A,4
8,0,1.0,4,E,4
8,1,0.0,0,A,1
8,2,1.0,1,B,1
8,3,1.0,3,D,3
8,4,1.0,0,A,0
8,5,0.0,1,B,2
8,6,0.0,1,B,3
8,7,0.0,0,A,4
12,0,1.0,4,E,4
12,1,0.0,0,A,1
12,2,1.0,1,B,1
12,3,1.0,3,D,3
12,4,1.0,0,A,0
12,5,0.0,1,B,2
12,6,0.0,2,C,3
12,7,0.0,0,A,4
16,0,1.0,4,E,4
16,1,0.0,0,A,1
16,2,1.0,1,B,1
16,3,1.0,3,D,3
16,4,1.0,0,A,0
16,5,0.0,1,B,2
16,6,0.0,2,C,3
16,7,0.0,0,A,4
20,0,1.0,4,E,4
20,1,0.0,0,A,1
20,2,1.0,1,B,1
20,3,1.0,3,D,3
20,4,1.0,0,A,0
20,5,0.0,0,A,2
20,6,0.0,2,C,3
20,7,0.0,0,A,4
24,0,1.0,4,E,4
24,1,0.0,0,A,1
24,2,1.0,1,B,1
24,3,1.0,3,D,3
24,4,1.0,0,A,0
24,5,0.0,0,A,2
24,6,0.0,2,C,3
24,7,0.0,0,A,4
28,0,1.0,4,E,4
28,1,0.0,0,A,1
28,2,1.0,1,B,1
28,3,1.0,3,D,3
28,4,1.0,0,A,0
28,5,0.0,0,A,2
28,6,0.0,2,C,3
28,7,0.0,0,A,4
32,0,1.0,4,E,4
32,1,0.0,0,A,1
32,2,1.0,1,B,1
32,3,1.0,3,D,3
32,4,1.0,0,A,0
32,5,0.0,0,A,2
32,6,0.0,2,C,3
32,7,0.0,0,A,4
36,0,1.0,4,E,4
36,1,0.0,0,A,1
36,2,1.0,1,B,1
36,3,1.0,3,D,3
36,4,1.0,0,A,0
36,5,0.0,1,B,2
36,6,0.0,2,C,3
36,7,0.0,0,A,4
40,0,1.0,4,E,4
40,1,0.0,0,A,1
40,2,1.0,1,B,1
40,3,1.0,3,D,3
40,4,1.0,0,A,0
40,5,0.0,1,B,2
40,6,0.0,2,C,3
40,7,0.0,0,A,4
44,0,1.0,4,E,4
44,1,0.0,0,A,1
44,2,1.0,1,B,1
44,3,1.0,3,D,3
44,4,1.0,0,A,0
44,5,0.0,1,B,2
44,6,0.0,2,C,3
44,7,0.0,0,A,4
48,0,1.0,4,E,4
48,1,0.0,0,A,1
48,2,1.0,1,B,1
48,3,1.0,3,D,3
48,4,1.0,0,A,0
48,5,0.0,1,B,2
48,6,0.0,2,C,3
48,7,0.0,0,A,4
52,0,1.0,4,E,4
52,1,0.0,0,A,1
52,2,1.0,1,B,1
52,3,1.0,3,D,3
52,4,1.0,0,A,0
52,5,0.0,1,B,2
52,6,0.0,2,C,3
52,7,0.0,0,A,4
56,0,1.0,4,E,4
56,1,0.0,0,A,1
56,2,1.0,1,B,1
56,3,1.0,3,D,3
56,4,1.0,0,A,0
56,5,0.0,1,B,2
56,6,0.0,2,C,3
56,7,0.0,0,A,4
60,0,1.0,4,E,4
60,1,0.0,0,A,1
60,2,1.0,1,B,1
60,3,1.0,3,D,3
60,4,1.0,0,A,0
60,5,0.0,1,B,2
60,6,0.0,2,C,3
60,7,0.0,0,A,4
64,0,1.0,4,E,4
64,1,0.0,0,A,1
64,2,1.0,1,B,1
64,3,1.0,3,D,3
64,4,1.0,0,A,0
64,5,0.0,1,B,2
64,6,1.0,3,D,3
64,7,0.0,0,A,4
68,0,1.0,4,E,4
68,1,0.0,0,A,1
68,2,1.0,1,B,1
68,3,1.0,3,D,3
68,4,1.0,0,A,0
68,5,0.0,1,B,2
68,6,1.0,3,D,3
68,7,0.0,0,A,4
72,0,1.0,4,E,4
72,1,0.0,0,A,1
72,2,1.0,1,B,1
72,3,1.0,3,D,3
72,4,1.0,0,A,0
72,5,0.0,1,B,2
72,6,1.0,3,D,3
72,7,0.0,0,A,4
76,0,1.0,4,E,4
76,1,0.0,0,A,1
76,2,1.0,1,B,1
76,3,1.0,3,D,3
76,4,1.0,0,A,0
76,5,0.0,1,B,2
76,6,1.0,3,D,3
76,7,0.0,0,A,4
80,0,1.0,4,E,4
80,1,0.0,0,A,1
80,2,1.0,1,B,1
80,3,1.0,3,D,3
80,4,1.0,0,A,0
80,5,0.0,1,B,2
80,6,1.0,3,D,3
80,7,0.0,0,A,4
84,0,1.0,4,E,4
84,1,0.0,0,A,1
84,2,1.0,1,B,1
84,3,1.0,3,D,3
84,4,1.0,0,A,0
84,5,0.0,1,B,2
84,6,1.0,3,D,3
84,7,0.0,0,A,4
88,0,1.0,4,E,4
88,1,0.0,0,A,1
88,2,1.0,1,B,1
88,3,1.0,3,D,3
88,4,1.0,0,A,0
88,5,0.0,1,B,2
88,6,1.0,3,D,3
88,7,0.0,0,A,4
92,0,1.0,4,E,4
92,1,0.0,0,A,1
92,2,1.0,1,B,1
92,3,1.0,3,D,3
92,4,1.0,0,A,0
92,5,0.0,1,B,2
92,6,1.0,3,D,3
92,7,0.0,0,A,4
96,0,1.0,4,E,4
96,1,0.0,0,A,1
96,2,1.0,1,B,1
96,3,1.0,3,D,3
96,4,1.0,0,A,0
96,5,0.0,1,B,2
96,6,1.0,3,D,3
96,7,0.0,0,A,4
100,0,1.0,4,E,4
100,1,0.0,0,A,1
100,2,1.0,1,B,1
100,3,1.0,3,D,3
100,4,1.0,0,A,0
100,5,0.0,1,B,2
100,6,1.0,3,D,3
100,7,0.0,0,A,4
