step,probe_index,mcqa_accuracy
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,1.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,1.0
0,9,0.0
0,10,0.0
0,11,1.0
0,12,1.0
0,13,1.0
0,14,0.0
0,15,0.0
0,16,1.0
0,17,0.0
0,18,1.0
0,19,1.0
0,20,0.0
0,21,0.0
0,22,0.0
0,23,0.0
0,24,0.0
0,25,0.0
0,26,0.0
0,27,1.0
0,28,0.0
0,29,0.0
0,30,0.0
0,31,0.0
0,32,0.0
0,33,1.0
0,34,0.0
0,35,1.0
0,36,0.0
0,37,0.0
0,38,0.0
0,39,0.0
0,40,1.0
0,41,0.0
0,42,0.0
0,43,0.0
0,44,0.0
0,45,0.0
0,46,1.0
0,47,1.0
0,48,1.0
0,49,1.0
0,50,0.0
0,51,0.0
0,52,0.0
0,53,1.0
0,54,1.0
0,55,0.0
0,56,0.0
0,57,0.0
0,58,0.0
0,59,1.0
0,60,1.0
0,61,1.0
0,62,1.0
0,63,1.0
0,64,0.0
0,65,1.0
0,66,0.0
0,67,0.0
0,68,0.0
0,69,1.0
0,70,1.0
0,71,0.0
0,72,1.0
0,73,0.0
0,74,1.0
0,75,1.0
0,76,0.0
0,77,0.0
0,78,0.0
0,79,0.0
0,80,0.0
0,81,0.0
0,82,0.0
0,83,1.0
0,84,0.0
0,85,1.0
0,86,0.0
0,87,0.0
0,88,0.0
0,89,0.0
0,90,0.0
0,91,1.0
0,92,0.0
0,93,1.0
0,94,0.0
0,95,0.0
0,96,1.0
0,97,0.0
0,98,0.0
0,99,0.0
0,100,0.0
0,101,0.0
0,102,1.0
0,103,1.0
0,104,0.0
0,105,0.0
0,106,0.0
0,107,1.0
0,108,0.0
0,109,0.0
0,110,0.0
0,111,1.0
0,112,1.0
0,113,0.0
0,114,0.0
0,115,0.0
0,116,1.0
0,117,0.0
0,118,1.0
0,119,0.0
0,120,1.0
0,121,0.0
0,122,0.0
0,123,0.0
0,124,1.0
0,125,1.0
0,126,0.0
0,127,1.0
0,128,1.0
0,129,0.0
0,130,1.0
0,131,0.0
0,132,0.0
0,133,0.0
0,134,0.0
0,135,0.0
0,136,1.0
0,137,0.0
0,138,0.0
0,139,1.0
0,140,1.0
0,141,0.0
0,142,0.0
0,143,0.0
0,144,0.0
0,145,0.0
0,146,0.0
0,147,0.0
0,148,0.0
0,149,0.0
0,150,1.0
0,151,0.0
0,152,0.0
0,153,1.0
0,154,0.0
0,155,0.0
0,156,0.0
0,157,0.0
0,158,0.0
0,159,1.0
0,160,0.0
0,161,0.0
0,162,0.0
0,163,0.0
0,164,0.0
0,165,0.0
0,166,0.0
0,167,0.0
0,168,0.0
0,169,1.0
0,170,1.0
0,171,1.0
0,172,0.0
0,173,0.0
0,174,0.0
0,175,0.0
0,176,0.0
0,177,1.0
0,178,0.0
0,179,1.0
0,180,1.0
0,181,0.0
0,182,0.0
0,183,1.0
0,184,0.0
0,185,0.0
0,186,0.0
0,187,0.0
0,188,0.0
0,189,0.0
0,190,1.0
0,191,0.0
0,192,0.0
0,193,0.0
0,194,0.0
0,195,1.0
0,196,0.0
0,197,0.0
0,198,0.0
0,199,0.0
0,200,1.0
0,201,1.0
0,202,1.0
0,203,1.0
0,204,0.0
0,205,1.0
0,206,0.0
0,207,0.0
0,208,0.0
0,209,0.0
0,210,1.0
0,211,1.0
4,0,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,1.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,1.0
4,9,0.0
4,10,0.0
4,11,1.0
4,12,1.0
4,13,1.0
4,14,0.0
4,15,0.0
4,16,1.0
4,17,0.0
4,18,1.0
4,19,1.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,1.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,1.0
4,34,0.0
4,35,1.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,1.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,1.0
4,47,0.0
4,48,1.0
4,49,1.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,1.0
4,54,1.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,1.0
4,60,1.0
4,61,1.0
4,62,1.0
4,63,1.0
4,64,0.0
4,65,1.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,1.0
4,70,1.0
4,71,0.0
4,72,1.0
4,73,0.0
4,74,1.0
4,75,1.0
4,76,0.0
4,77,0.0
4,78,0.0
4,79,0.0
4,80,0.0
4,81,0.0
4,82,0.0
4,83,1.0
4,84,0.0
4,85,1.0
4,86,0.0
4,87,0.0
4,88,0.0
4,89,0.0
4,90,0.0
4,91,1.0
4,92,0.0
4,93,1.0
4,94,0.0
4,95,0.0
4,96,1.0
4,97,0.0
4,98,0.0
4,99,0.0
4,100,0.0
4,101,0.0
4,102,1.0
4,103,1.0
4,104,0.0
4,105,0.0
4,106,0.0
4,107,1.0
4,108,0.0
4,109,0.0
4,110,0.0
4,111,1.0
4,112,1.0
4,113,0.0
4,114,0.0
4,115,0.0
4,116,1.0
4,117,0.0
4,118,1.0
4,119,0.0
4,120,1.0
4,121,0.0
4,122,0.0
4,123,0.0
4,124,1.0
4,125,1.0
4,126,0.0
4,127,1.0
4,128,1.0
4,129,0.0
4,130,1.0
4,131,0.0
4,132,0.0
4,133,0.0
4,134,0.0
4,135,0.0
4,136,1.0
4,137,0.0
4,138,0.0
4,139,1.0
4,140,1.0
4,141,0.0
4,142,0.0
4,143,1.0
4,144,0.0
4,145,0.0
4,146,0.0
4,147,0.0
4,148,0.0
4,149,0.0
4,150,1.0
4,151,0.0
4,152,0.0
4,153,1.0
4,154,0.0
4,155,0.0
4,156,0.0
4,157,0.0
4,158,0.0
4,159,1.0
4,160,0.0
4,161,0.0
4,162,0.0
4,163,0.0
4,164,0.0
4,165,0.0
4,166,0.0
4,167,0.0
4,168,0.0
4,169,1.0
4,170,1.0
4,171,1.0
4,172,0.0
4,173,0.0
4,174,0.0
4,175,0.0
4,176,0.0
4,177,1.0
4,178,0.0
4,179,1.0
4,180,1.0
4,181,0.0
4,182,0.0
4,183,1.0
4,184,0.0
4,185,0.0
4,186,0.0
4,187,0.0
4,188,0.0
4,189,0.0
4,190,1.0
4,191,0.0
4,192,0.0
4,193,0.0
4,194,0.0
4,195,1.0
4,196,0.0
4,197,0.0
4,198,0.0
4,199,0.0
4,200,1.0
4,201,1.0
4,202,1.0
4,203,1.0
4,204,0.0
4,205,0.0
4,206,0.0
4,207,0.0
4,208,0.0
4,209,0.0
4,210,1.0
4,211,1.0
8,0,0.0
8,1,0.0
8,2,0.0
8,3,0.0
8,4,1.0
8,5,1.0
8,6,0.0
8,7,0.0
8,8,1.0
8,9,0.0
8,10,0.0
8,11,1.0
8,12,1.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,1.0
8,17,0.0
8,18,1.0
8,19,1.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,1.0
8,26,0.0
8,27,1.0
8,28,0.0
8,29,0.0
8,30,0.0
8,31,0.0
8,32,0.0
8,33,1.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,1.0
8,47,1.0
8,48,1.0
8,49,1.0
8,50,0.0
8,51,0.0
8,52,0.0
