step,loss,chunked_perplexity
1,2.2463,9.452696077292789
2,2.1936,8.967437851635442
3,2.2436,9.427208221972647
4,2.3077,10.051280104742755
5,2.2922,9.896686458955315
6,2.1919,8.95220615789564
7,2.2061,9.08023433409589
8,2.2474,9.463099763956434
9,2.245,9.440415556460355
10,2.2209,9.215621193749486
11,2.2833,9.80899674751095
12,2.2671,9.65137121427581
13,2.2282,9.283141377288162
14,2.1677,8.738163135358285
15,2.1606,8.676341902175519
16,2.1538,8.61754292035083
17,2.1738,8.791628835080001
18,1.9031,6.706652873995454
19,2.1963,8.991682649583373
20,2.1613,8.682417467706895
21,2.2123,9.136706670309945
22,2.2179,9.188015759024402
23,2.2008,9.032236399008278
24,2.0911,8.093813464153467
25,2.0711,7.933545219555581
26,2.2432,9.42343809275997
27,1.8474,6.3433054694151245
28,2.1573,8.647757164655895
29,2.0884,8.071989643216488
30,2.1799,8.845421672325067
31,2.1858,8.897763917980425
32,2.1628,8.695450866513795
33,2.0637,7.875053670578277
34,2.1444,8.536917549811673
35,2.2146,9.157745280779178
36,2.4288,11.345259596630173
37,2.1105,8.252366436470995
38,2.2358,9.353962029350308
39,2.1598,8.669403604342955
40,2.0858,8.05102972983893
41,2.0586,7.834993138047451
42,2.068,7.908989310698875
43,2.2523,9.509582743094052
44,2.111,8.256493651406982
45,3.4306,30.895174294234273
46,2.1278,8.396374453507272
47,2.1145,8.28544200926171
48,2.2492,9.480148682955448
49,2.0714,7.935925640166688
50,2.1017,8.180064208224115
51,2.1698,8.75653255908669
52,2.1126,8.269714615199794
53,2.0959,8.132757158876874
54,1.3092,3.703209958899821
55,2.1079,8.230938152576497
56,2.248,9.468779327513491
57,2.0763,7.974907102390573
58,2.1678,8.739036995364096
59,2.0856,8.049419684902823
60,2.1423,8.519008833690448
61,2.1317,8.429184251395423
62,2.0116,7.475268213218107
63,1.9542,7.058270148333669
64,2.1385,8.486698029530986
65,2.0937,8.114884759974673
66,2.1411,8.508792154323638
67,2.1285,8.402253973216542
68,2.0308,7.6201800650245
69,2.179,8.837464374141273
70,2.068,7.908989310698875
71,2.173,8.784598344583095
72,2.0041,7.419413418916705
73,2.1761,8.811872853097167
74,2.0679,7.908198451311432
75,2.1774,8.823335737066419
76,2.13,8.41486681144013
77,2.0481,7.753156106390495
78,2.1347,8.454509773438536
79,2.1059,8.214492727178552
80,2.1119,8.263927840576564
81,1.8911,6.626653992779078
82,2.1473,8.561710543170742
83,2.0719,7.939894595142826
84,2.1458,8.54887760446619
85,2.1422,8.518156975400702
86,2.0965,8.137638277361312
87,2.1682,8.742533309378425
88,2.0757,7.970123593325364
89,2.1015,8.178428358972848
90,1.9723,7.187188025258424
