row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,drop,title_leakage,Required paper-title framing would reveal the target because the answer is the paper title plus acronym., Group Sequence Policy Optimization (GSPO),,"According to the paper, the authors introduce a stable, efficient, and performant reinforcement learning algorithm for training large language models,",,"According to the paper, the authors introduce a stable, efficient, and performant reinforcement learning algorithm for training large language models, Group Sequence Policy Optimization (GSPO)",
2,keep,,No v13 issue found; retained target is source-supported and source-validated., sequence likelihood, sequence likelihood,"According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, the GSPO importance ratio is based on","According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, the GSPO importance ratio is based on","According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, the GSPO importance ratio is based on sequence likelihood","According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, the GSPO importance ratio is based on sequence likelihood"
3,keep,,No v13 issue found; retained target is source-supported and source-validated., sequence-level., sequence-level.,"According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the","According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the","According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the sequence-level.","According to the paper ""Group Sequence Policy Optimization"", unlike previous algorithms that adopt token-level importance ratios, GSPO performs clipping, rewarding, and optimization at the sequence-level."
4,keep,,No v13 issue found; retained target is source-supported and source-validated., the GRPO algorithm., the GRPO algorithm.,"According to the paper ""Group Sequence Policy Optimization"", GSPO is demonstrated to achieve superior training efficiency and performance compared to","According to the paper ""Group Sequence Policy Optimization"", GSPO is demonstrated to achieve superior training efficiency and performance compared to","According to the paper ""Group Sequence Policy Optimization"", GSPO is demonstrated to achieve superior training efficiency and performance compared to the GRPO algorithm.","According to the paper ""Group Sequence Policy Optimization"", GSPO is demonstrated to achieve superior training efficiency and performance compared to the GRPO algorithm."
5,keep,,No v13 issue found; retained target is source-supported and source-validated., Mixture-of-Experts (MoE) RL training., Mixture-of-Experts (MoE) RL training.,"According to the paper ""Group Sequence Policy Optimization"", GSPO notably stabilizes","According to the paper ""Group Sequence Policy Optimization"", GSPO notably stabilizes","According to the paper ""Group Sequence Policy Optimization"", GSPO notably stabilizes Mixture-of-Experts (MoE) RL training.","According to the paper ""Group Sequence Policy Optimization"", GSPO notably stabilizes Mixture-of-Experts (MoE) RL training."
6,keep,,No v13 issue found; retained target is source-supported and source-validated., RL infrastructure., RL infrastructure.,"According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of","According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of","According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of RL infrastructure.","According to the paper ""Group Sequence Policy Optimization"", GSPO has the potential to simplify the design of RL infrastructure."
7,keep,,No v13 issue found; retained target is source-supported and source-validated., remarkable improvements, remarkable improvements,"According to the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO have contributed to","According to the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO have contributed to","According to the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO have contributed to remarkable improvements","According to the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO have contributed to remarkable improvements"
8,keep,,No v13 issue found; retained target is source-supported and source-validated., Qwen3 models, Qwen3 models,"According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest","According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest","According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest Qwen3 models","According to the paper ""Group Sequence Policy Optimization"", the authors state that these merits of GSPO have contributed to remarkable improvements in the latest Qwen3 models"
9,keep,,No v13 issue found; retained target is source-supported and source-validated., Reinforcement learning (RL)., Reinforcement learning (RL).,"According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is","According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is","According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is Reinforcement learning (RL).","According to the paper ""Group Sequence Policy Optimization"", a pivotal paradigm for scaling language models is Reinforcement learning (RL)."
10,keep,,No v13 issue found; retained target is source-supported and source-validated., competition-level mathematics and programming, competition-level mathematics and programming,"In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are","In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are","In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are competition-level mathematics and programming","In the paper ""Group Sequence Policy Optimization"", the examples of sophisticated problems that language models can tackle through large-scale RL by undertaking deeper and longer reasoning processes are competition-level mathematics and programming"
