step,loss,chunked_perplexity
1,2.2331,9.328740396397688
2,2.1704,8.761788055113284
3,2.2769,9.746419628703482
4,2.2463,9.452696077292789
5,2.2196,9.203648670024164
6,2.1692,8.75128021541191
7,2.3582,10.57190488687098
8,2.2681,9.661027412784657
9,2.2036,9.057562100361269
10,2.2128,9.141276165923808
11,2.2204,9.211014534913296
12,2.221,9.216542801948506
13,2.1049,8.206282340328999
14,2.2212,9.21838629485204
15,2.1994,9.019600115512036
16,2.2715,9.693930810066572
17,2.2598,9.58117274058003
18,2.1412,8.509643076084451
19,2.1535,8.614958045225384
20,2.1207,8.336971325534103
21,2.1622,8.690235160862054
22,2.2386,9.380189824810643
23,2.1186,8.319482055910893
24,2.1515,8.597745347570152
25,2.1974,9.001578942461123
26,2.106,8.215314217525101
27,2.163,8.697190130607709
28,2.1707,8.764416985849714
29,2.1231,8.357004086412717
30,2.0337,7.642310661067476
31,2.1815,8.859585675181421
32,2.2029,9.051224025476033
33,2.1227,8.353661953249347
34,2.0103,7.465556678406258
35,2.0673,7.903454955431714
36,2.155,8.62789017896875
37,2.2368,9.363320669920059
38,2.0943,8.119755151802094
39,2.153,8.61065164289307
40,2.2164,9.174244066737273
41,2.2065,9.08386715434514
42,2.0809,8.011676179101894
43,2.1252,8.374572235094004
44,2.0191,7.531543493327523
45,2.1097,8.245767183375017
46,2.1304,8.418233431443817
47,2.1312,8.424970712742173
48,2.1625,8.692842622510005
49,2.0645,7.881356234204053
50,2.0588,7.83656029338537
51,2.1462,8.552297839509382
52,2.1891,8.927175040571445
53,2.2078,9.095683860840825
54,2.1316,8.428341375114801
55,2.061,7.85381970442166
56,2.039,7.682922433703272
57,2.0571,7.823249458302128
58,2.1148,8.287928014746663
59,2.1747,8.799544862709675
60,2.0744,7.959769164491031
61,2.108,8.231761287547819
62,2.0,7.38905609893065
63,2.1994,9.019600115512036
64,2.1871,8.909338532943435
65,2.1182,8.31615492855836
66,2.1,8.166169912567652
67,2.1001,8.166986570391117
68,2.1017,8.180064208224115
69,2.0952,8.127066220926325
70,2.1377,8.479911386126677
71,2.0722,7.94227692085236
72,2.1871,8.909338532943435
73,2.1535,8.614958045225384
74,2.0688,7.915319033699048
75,2.1109,8.255668043322933
76,2.0555,7.810742267589613
77,2.1012,8.17597519845763
78,2.0753,7.966936181412915
79,2.1178,8.312829131790634
80,2.235,9.346481852196632
