step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,0,A,3
0,1,1.0,4,E,4
0,2,1.0,1,B,1
0,3,0.0,1,B,3
0,4,0.0,2,C,3
0,5,0.0,0,A,3
0,6,0.0,2,C,1
4,0,0.0,0,A,3
4,1,1.0,4,E,4
4,2,1.0,1,B,1
4,3,0.0,1,B,3
4,4,0.0,2,C,3
4,5,0.0,0,A,3
4,6,0.0,2,C,1
8,0,0.0,0,A,3
8,1,0.0,2,C,4
8,2,1.0,1,B,1
8,3,0.0,1,B,3
8,4,0.0,2,C,3
8,5,0.0,0,A,3
8,6,0.0,2,C,1
12,0,0.0,0,A,3
12,1,0.0,2,C,4
12,2,1.0,1,B,1
12,3,0.0,1,B,3
12,4,0.0,2,C,3
12,5,0.0,0,A,3
12,6,0.0,2,C,1
16,0,0.0,0,A,3
16,1,1.0,4,E,4
16,2,1.0,1,B,1
16,3,1.0,3,D,3
16,4,0.0,2,C,3
16,5,0.0,0,A,3
16,6,0.0,2,C,1
20,0,0.0,0,A,3
20,1,1.0,4,E,4
20,2,1.0,1,B,1
20,3,1.0,3,D,3
20,4,0.0,2,C,3
20,5,0.0,0,A,3
20,6,1.0,1,B,1
24,0,0.0,0,A,3
24,1,1.0,4,E,4
24,2,1.0,1,B,1
24,3,1.0,3,D,3
24,4,0.0,2,C,3
24,5,0.0,0,A,3
24,6,1.0,1,B,1
28,0,0.0,0,A,3
28,1,1.0,4,E,4
28,2,1.0,1,B,1
28,3,1.0,3,D,3
28,4,0.0,2,C,3
28,5,0.0,0,A,3
28,6,1.0,1,B,1
32,0,0.0,0,A,3
32,1,1.0,4,E,4
32,2,1.0,1,B,1
32,3,1.0,3,D,3
32,4,0.0,2,C,3
32,5,0.0,0,A,3
32,6,1.0,1,B,1
36,0,0.0,0,A,3
36,1,1.0,4,E,4
36,2,1.0,1,B,1
36,3,1.0,3,D,3
36,4,0.0,2,C,3
36,5,0.0,0,A,3
36,6,1.0,1,B,1
40,0,0.0,0,A,3
40,1,1.0,4,E,4
40,2,1.0,1,B,1
40,3,1.0,3,D,3
40,4,0.0,2,C,3
40,5,0.0,0,A,3
40,6,1.0,1,B,1
44,0,0.0,0,A,3
44,1,1.0,4,E,4
44,2,1.0,1,B,1
44,3,1.0,3,D,3
44,4,0.0,2,C,3
44,5,0.0,0,A,3
44,6,1.0,1,B,1
48,0,0.0,0,A,3
48,1,1.0,4,E,4
48,2,1.0,1,B,1
48,3,1.0,3,D,3
48,4,0.0,2,C,3
48,5,0.0,0,A,3
48,6,1.0,1,B,1
52,0,0.0,0,A,3
52,1,1.0,4,E,4
52,2,1.0,1,B,1
52,3,1.0,3,D,3
52,4,0.0,2,C,3
52,5,0.0,0,A,3
52,6,1.0,1,B,1
56,0,0.0,0,A,3
56,1,1.0,4,E,4
56,2,1.0,1,B,1
56,3,1.0,3,D,3
56,4,0.0,2,C,3
56,5,0.0,0,A,3
56,6,1.0,1,B,1
60,0,0.0,0,A,3
60,1,1.0,4,E,4
60,2,1.0,1,B,1
60,3,1.0,3,D,3
60,4,0.0,2,C,3
60,5,0.0,0,A,3
60,6,1.0,1,B,1
64,0,0.0,0,A,3
64,1,1.0,4,E,4
64,2,1.0,1,B,1
64,3,1.0,3,D,3
64,4,0.0,2,C,3
64,5,0.0,0,A,3
64,6,1.0,1,B,1
68,0,0.0,0,A,3
68,1,1.0,4,E,4
68,2,1.0,1,B,1
68,3,1.0,3,D,3
68,4,0.0,2,C,3
68,5,0.0,0,A,3
68,6,1.0,1,B,1
72,0,0.0,0,A,3
72,1,1.0,4,E,4
72,2,1.0,1,B,1
72,3,1.0,3,D,3
72,4,0.0,2,C,3
72,5,0.0,0,A,3
72,6,1.0,1,B,1
76,0,0.0,0,A,3
76,1,1.0,4,E,4
76,2,1.0,1,B,1
76,3,1.0,3,D,3
76,4,0.0,2,C,3
76,5,0.0,0,A,3
76,6,1.0,1,B,1
80,0,0.0,0,A,3
80,1,1.0,4,E,4
80,2,1.0,1,B,1
80,3,1.0,3,D,3
80,4,0.0,2,C,3
80,5,0.0,0,A,3
80,6,1.0,1,B,1
84,0,0.0,0,A,3
84,1,1.0,4,E,4
84,2,1.0,1,B,1
84,3,1.0,3,D,3
84,4,0.0,2,C,3
84,5,0.0,0,A,3
84,6,1.0,1,B,1
88,0,0.0,0,A,3
88,1,1.0,4,E,4
88,2,1.0,1,B,1
88,3,1.0,3,D,3
88,4,0.0,2,C,3
88,5,0.0,0,A,3
88,6,1.0,1,B,1
92,0,0.0,0,A,3
92,1,1.0,4,E,4
92,2,1.0,1,B,1
92,3,1.0,3,D,3
92,4,0.0,2,C,3
92,5,0.0,0,A,3
92,6,1.0,1,B,1
96,0,0.0,0,A,3
96,1,1.0,4,E,4
96,2,1.0,1,B,1
96,3,1.0,3,D,3
96,4,0.0,2,C,3
96,5,0.0,0,A,3
96,6,1.0,1,B,1
100,0,0.0,0,A,3
100,1,1.0,4,E,4
100,2,1.0,1,B,1
100,3,1.0,3,D,3
100,4,0.0,2,C,3
100,5,0.0,0,A,3
100,6,1.0,1,B,1
