step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,0,A,3
0,1,0.0,0,A,4
0,2,0.0,0,A,3
0,3,0.0,1,B,3
0,4,0.0,4,E,2
0,5,0.0,2,C,0
0,6,0.0,4,E,1
0,7,0.0,2,C,3
4,0,0.0,0,A,3
4,1,0.0,0,A,4
4,2,0.0,0,A,3
4,3,0.0,1,B,3
4,4,0.0,4,E,2
4,5,0.0,2,C,0
4,6,0.0,4,E,1
4,7,0.0,2,C,3
8,0,0.0,0,A,3
8,1,0.0,0,A,4
8,2,0.0,0,A,3
8,3,0.0,1,B,3
8,4,0.0,4,E,2
8,5,0.0,2,C,0
8,6,0.0,4,E,1
8,7,0.0,2,C,3
12,0,0.0,0,A,3
12,1,0.0,0,A,4
12,2,0.0,0,A,3
12,3,0.0,1,B,3
12,4,0.0,4,E,2
12,5,0.0,2,C,0
12,6,0.0,4,E,1
12,7,0.0,2,C,3
16,0,0.0,0,A,3
16,1,0.0,0,A,4
16,2,0.0,0,A,3
16,3,0.0,1,B,3
16,4,1.0,2,C,2
16,5,1.0,0,A,0
16,6,0.0,4,E,1
16,7,0.0,0,A,3
20,0,0.0,0,A,3
20,1,0.0,0,A,4
20,2,0.0,0,A,3
20,3,0.0,1,B,3
20,4,1.0,2,C,2
20,5,1.0,0,A,0
20,6,0.0,3,D,1
20,7,0.0,0,A,3
24,0,0.0,0,A,3
24,1,0.0,0,A,4
24,2,0.0,0,A,3
24,3,0.0,1,B,3
24,4,0.0,4,E,2
24,5,1.0,0,A,0
24,6,0.0,3,D,1
24,7,0.0,0,A,3
28,0,0.0,0,A,3
28,1,0.0,0,A,4
28,2,0.0,0,A,3
28,3,0.0,1,B,3
28,4,0.0,4,E,2
28,5,1.0,0,A,0
28,6,0.0,3,D,1
28,7,0.0,0,A,3
32,0,0.0,0,A,3
32,1,0.0,0,A,4
32,2,0.0,0,A,3
32,3,0.0,1,B,3
32,4,0.0,4,E,2
32,5,1.0,0,A,0
32,6,0.0,3,D,1
32,7,0.0,0,A,3
36,0,0.0,0,A,3
36,1,0.0,0,A,4
36,2,0.0,0,A,3
36,3,0.0,1,B,3
36,4,0.0,4,E,2
36,5,1.0,0,A,0
36,6,0.0,3,D,1
36,7,0.0,0,A,3
40,0,0.0,0,A,3
40,1,0.0,0,A,4
40,2,0.0,0,A,3
40,3,0.0,1,B,3
40,4,0.0,4,E,2
40,5,1.0,0,A,0
40,6,0.0,3,D,1
40,7,0.0,0,A,3
44,0,0.0,0,A,3
44,1,0.0,0,A,4
44,2,0.0,0,A,3
44,3,0.0,1,B,3
44,4,0.0,4,E,2
44,5,0.0,1,B,0
44,6,0.0,3,D,1
44,7,0.0,0,A,3
48,0,0.0,0,A,3
48,1,0.0,0,A,4
48,2,0.0,0,A,3
48,3,0.0,1,B,3
48,4,0.0,4,E,2
48,5,1.0,0,A,0
48,6,0.0,3,D,1
48,7,0.0,0,A,3
52,0,0.0,0,A,3
52,1,0.0,0,A,4
52,2,0.0,0,A,3
52,3,0.0,1,B,3
52,4,0.0,4,E,2
52,5,1.0,0,A,0
52,6,0.0,3,D,1
52,7,0.0,0,A,3
56,0,0.0,0,A,3
56,1,0.0,0,A,4
56,2,0.0,0,A,3
56,3,0.0,1,B,3
56,4,0.0,4,E,2
56,5,0.0,1,B,0
56,6,0.0,3,D,1
56,7,0.0,0,A,3
60,0,0.0,0,A,3
60,1,0.0,0,A,4
60,2,0.0,0,A,3
60,3,0.0,1,B,3
60,4,0.0,4,E,2
60,5,0.0,1,B,0
