step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,2,C,4
0,1,0.0,4,E,2
4,0,0.0,2,C,4
4,1,0.0,4,E,2
8,0,0.0,2,C,4
8,1,0.0,4,E,2
12,0,0.0,3,D,4
12,1,0.0,3,D,2
16,0,0.0,3,D,4
16,1,0.0,3,D,2
20,0,0.0,3,D,4
20,1,0.0,3,D,2
24,0,0.0,3,D,4
24,1,0.0,3,D,2
28,0,1.0,4,E,4
28,1,0.0,3,D,2
32,0,1.0,4,E,4
32,1,0.0,0,A,2
36,0,1.0,4,E,4
36,1,0.0,0,A,2
40,0,1.0,4,E,4
40,1,0.0,0,A,2
44,0,1.0,4,E,4
44,1,0.0,0,A,2
48,0,1.0,4,E,4
48,1,0.0,0,A,2
52,0,1.0,4,E,4
52,1,0.0,0,A,2
56,0,1.0,4,E,4
56,1,0.0,0,A,2
60,0,1.0,4,E,4
60,1,0.0,0,A,2
64,0,1.0,4,E,4
64,1,0.0,0,A,2
68,0,1.0,4,E,4
68,1,0.0,0,A,2
72,0,1.0,4,E,4
72,1,0.0,0,A,2
76,0,1.0,4,E,4
76,1,0.0,0,A,2
80,0,1.0,4,E,4
80,1,0.0,0,A,2
84,0,1.0,4,E,4
84,1,0.0,0,A,2
88,0,1.0,4,E,4
88,1,0.0,0,A,2
92,0,1.0,4,E,4
92,1,0.0,0,A,2
96,0,1.0,4,E,4
96,1,0.0,0,A,2
100,0,1.0,4,E,4
100,1,0.0,0,A,2
