row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,true,keep,Correct and grounded; combines negative serologies with absent connective-tissue clinical features to identify connective tissue disease as a less-supported competing explanation.,,,
1,false,recall_not_composition,The target phrase is stated directly in the 10-month follow-up sentence; premorbid independence does not materially change the answer.,,,
2,false,bad_target,"The inference is broadly plausible, but ""transient abnormalities"" is a vague generated abstraction rather than a precise clinical target used by the report.",,,
3,true,keep,"Correct and compositional; brief immunosuppression, withdrawal, and no further IVIG align with drug-induced rather than idiopathic IMNM as described by the report.",,,
4,false,duplicate,Weaker duplicate of row 9; it tests the same negative-antibody-plus-biopsy concept but row 9 adds the report framework of seronegative IMNM.,,,9
5,false,recall_not_composition,Directly restates the source sentence that no pre-semaglutide CK meant smouldering autoimmune IMNM could not be definitively excluded.,,,
6,true,keep,"Correct counterfactual consequence; the report says rechallenge was unethical given a severe semaglutide-associated adverse reaction, supporting concern for a repeat severe reaction.",,,
7,true,keep,Correct and compositional; applies the statin IMNM analogy to persistent CK rise after drug cessation and CK improvement after immunosuppression.,,,
8,false,incorrect,"The probe misstates timing and treatment: she received an initial IVIG course during hospitalisation, with no additional IVIG beyond/outside that course.",,,
9,true,keep,"Correct and compositional; combines seronegative IMNM background, negative myositis panel, and biopsy-confirmed IMNM.",,,
10,true,keep,Correct counterfactual; a documented normal pre-semaglutide CK would weaken the alternative of pre-existing smouldering autoimmune IMNM.,,,
