row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,true,keep,Combines the refugee-status burden with multiple unproved asylum elements.,,,
1,true,keep,Applies the higher withholding standard after asylum failure.,,,
2,true,keep,Uses the rule that past persecution triggers a presumption and the finding that no past persecution was shown.,,,
3,true,keep,Counterfactually applies the rebuttal rule to the relocation finding.,,,
4,true,keep,Combines searches and seizures with the alignment/futility theory to infer futility was not shown.,,,
5,false,duplicate,Same credited-testimony-but-missing-asylum-elements point as row 6; row 6 ties it to the refugee-status burden.,,,6
6,true,keep,"Combines the credibility finding, missing elements, and refugee-status burden.",,,
7,true,keep,Combines threat timing and accusation content to infer the predominant motive.,,,
8,true,keep,Applies substantial-evidence deference and the asylum finding to the petition disposition.,,,
9,true,keep,Combines the notice/opportunity rule with the minimal-reporting record.,,,
10,false,incorrect,"The probe wrongly attributes the alignment claim to Don Rafa rather than Petitioners, and the concept duplicates row 4.",,,4
11,true,keep,Uses safe stay elsewhere and neighborhood-only threat to infer localized danger.,,,
12,true,keep,Cloze repaired; the original completion ended at the standard name without expressing the consequence.,"According to the opinion 'Jimenez v. Bondi', under the review principle governing the BIA's findings, the court did not choose Petitioners' competing motive theory over the BIA's because the substantial-evidence standard", barred reweighing,
