probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"According to the opinion in ""Jimenez v. Bondi"", in the property dispute involving a woman from San Bernardo and her tenant, the property had previously belonged to the tenant, who was the client’s ex-husband. What was the property transferred to the client as part of?",a divorce settlement.,(D),"According to the opinion in ""Jimenez v. Bondi"", in the property dispute involving a woman from San Bernardo and her tenant, the property had previously belonged to the tenant, who was the client’s ex-husband. What was the property transferred to the client as part of?
(A) a foreclosure sale.
(B) a bankruptcy proceeding.
(C) a probate distribution.
(D) a divorce settlement.
(E) a formal eviction process.",a foreclosure sale.,a bankruptcy proceeding.,a probate distribution.,a divorce settlement.,a formal eviction process.,"[""a foreclosure sale."", ""a bankruptcy proceeding."", ""a probate distribution."", ""a formal eviction process.""]","According to the opinion in ""Jimenez v. Bondi,"" the property had previously belonged to the tenant, the client’s ex-husband, and it was transferred to the client as part of a divorce settlement.","Although the ex-husband previously owned the property, it was transferred to the client as part of a divorce settlement.",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Jimenez v. Bondi"", in the property dispute involving a woman from San Bernardo and her tenant, the property had previously belonged to the tenant, who was the client’s ex-husband. What was the property transferred to the client as part of?
(A) a foreclosure sale.
(B) a bankruptcy proceeding.
(C) a probate distribution.
(D) a divorce settlement.
(E) a formal eviction process."
"In the case ""Jimenez v. Bondi,"" the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications. What forms of relief were included in the applications whose denial they challenge on appeal?",asylum and withholding of removal.,(C),"In the case ""Jimenez v. Bondi,"" the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications. What forms of relief were included in the applications whose denial they challenge on appeal?
(A) temporary protected status and deferred action.
(B) refugee status and humanitarian parole.
(C) asylum and withholding of removal.
(D) adjustment of status and voluntary departure.
(E) protection under the Convention Against Torture and cancellation of removal.",temporary protected status and deferred action.,refugee status and humanitarian parole.,asylum and withholding of removal.,adjustment of status and voluntary departure.,protection under the Convention Against Torture and cancellation of removal.,"[""temporary protected status and deferred action."", ""refugee status and humanitarian parole."", ""adjustment of status and voluntary departure."", ""protection under the Convention Against Torture and cancellation of removal.""]","In the case ""Jimenez v. Bondi,"" the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications for asylum and withholding of removal.",Petitioners only appeal whether the BIA erred in denying their applications for asylum and withholding of removal.,Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Jimenez v. Bondi,"" the petitioners appealed from a decision of the Board of Immigration Appeals after the immigration judge denied their applications. What forms of relief were included in the applications whose denial they challenge on appeal?
(A) temporary protected status and deferred action.
(B) refugee status and humanitarian parole.
(C) asylum and withholding of removal.
(D) adjustment of status and voluntary departure.
(E) protection under the Convention Against Torture and cancellation of removal."
"In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons. Where are they from?","Bogota, Colombia.",(E),"In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons. Where are they from?
(A) Medellin, Colombia.
(B) Cali, Colombia.
(C) the United States.
(D) Caracas, Venezuela.
(E) Bogota, Colombia.","Medellin, Colombia.","Cali, Colombia.",the United States.,"Caracas, Venezuela.","Bogota, Colombia.","[""Medellin, Colombia."", ""Cali, Colombia."", ""the United States."", ""Caracas, Venezuela.""]","In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons as being from Bogota, Colombia.","Wilson Leonardo Canon Jimenez and his wife, Angelica Parada Duarte, and their two minor sons are from Bogota, Colombia.",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Jimenez v. Bondi,"" the opinion’s factual background describes Wilson Leonardo Canon Jimenez, his wife Angelica Parada Duarte, and their two minor sons. Where are they from?
(A) Medellin, Colombia.
(B) Cali, Colombia.
(C) the United States.
(D) Caracas, Venezuela.
(E) Bogota, Colombia."
"In the case ""Jimenez v. Bondi"", Jimenez discovered that the tenant he was negotiating with was Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” a leader of a group of narco-trafficking guerrillas. According to the opinion, that group was politically aligned with which current president of Colombia?",Gustavo Petro.,(A),"In the case ""Jimenez v. Bondi"", Jimenez discovered that the tenant he was negotiating with was Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” a leader of a group of narco-trafficking guerrillas. According to the opinion, that group was politically aligned with which current president of Colombia?
(A) Gustavo Petro.
(B) Iván Duque Márquez
(C) Juan Manuel Santos
(D) Nicolás Maduro
(E) Álvaro Uribe Vélez",Gustavo Petro.,Iván Duque Márquez,Juan Manuel Santos,Nicolás Maduro,Álvaro Uribe Vélez,"[""Iván Duque Márquez"", ""Juan Manuel Santos"", ""Nicolás Maduro"", ""Álvaro Uribe Vélez""]","In the case ""Jimenez v. Bondi,"" the opinion stated that the group of narco-trafficking guerrillas led by Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” and discovered during Jimenez’s tenant negotiations was politically aligned with Gustavo Petro.","Jimenez also discovered the tenant was Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” a leader of a group of narco-trafficking guerrillas politically aligned with the current president of Colombia, Gustavo Petro.",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Jimenez v. Bondi"", Jimenez discovered that the tenant he was negotiating with was Rafael Augusto Montanez Lancheros, also known as “Don Rafa,” a leader of a group of narco-trafficking guerrillas. According to the opinion, that group was politically aligned with which current president of Colombia?
(A) Gustavo Petro.
(B) Iván Duque Márquez
(C) Juan Manuel Santos
(D) Nicolás Maduro
(E) Álvaro Uribe Vélez"
"According to the opinion in ""Jimenez v. Bondi"", when Jimenez saw a man as his younger son was leaving school, whose shoulder did the man put his arm around?",his younger son’s shoulder,(B),"According to the opinion in ""Jimenez v. Bondi"", when Jimenez saw a man as his younger son was leaving school, whose shoulder did the man put his arm around?
(A) the school security guard’s shoulder
(B) his younger son’s shoulder
(C) his wife’s shoulder
(D) his younger son’s waist
(E) his older son’s shoulder",the school security guard’s shoulder,his younger son’s shoulder,his wife’s shoulder,his younger son’s waist,his older son’s shoulder,"[""the school security guard’s shoulder"", ""his wife’s shoulder"", ""his younger son’s waist"", ""his older son’s shoulder""]","According to the opinion in ""Jimenez v. Bondi,"" when Jimenez saw a man as his younger son was leaving school, the man put his arm around his younger son’s shoulder","And days later, Jimenez witnessed a man put his arm around his younger son’s shoulder as the son exited his school.",I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Jimenez v. Bondi"", when Jimenez saw a man as his younger son was leaving school, whose shoulder did the man put his arm around?
(A) the school security guard’s shoulder
(B) his younger son’s shoulder
(C) his wife’s shoulder
(D) his younger son’s waist
(E) his older son’s shoulder"
"In the case ""Jimenez v. Bondi"", the opinion states that the BIA did not err in finding the threats were predominantly motivated by Jimenez’s professional and personal involvement with Don Rafa rather than by what protected ground?",Petitioners’ political opinion.,(B),"In the case ""Jimenez v. Bondi"", the opinion states that the BIA did not err in finding the threats were predominantly motivated by Jimenez’s professional and personal involvement with Don Rafa rather than by what protected ground?
(A) Petitioners’ religious affiliation.
(B) Petitioners’ political opinion.
(C) Petitioners’ continued political activities.
(D) Petitioners’ membership in a particular social group.
(E) Petitioners’ nationality.",Petitioners’ religious affiliation.,Petitioners’ political opinion.,Petitioners’ continued political activities.,Petitioners’ membership in a particular social group.,Petitioners’ nationality.,"[""Petitioners’ religious affiliation."", ""Petitioners’ continued political activities."", ""Petitioners’ membership in a particular social group."", ""Petitioners’ nationality.""]","In the case ""Jimenez v. Bondi,"" the opinion states that the BIA did not err in finding the threats were predominantly motivated by Jimenez’s professional and personal involvement with Don Rafa rather than by Petitioners’ political opinion.","Based on these facts, the BIA did not err in finding that the predominant motive behind the threats was due to Jimenez’s professional and personal involvement with Don Rafa rather than Petitioners’ political opinion.",II. Discussion,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Jimenez v. Bondi"", the opinion states that the BIA did not err in finding the threats were predominantly motivated by Jimenez’s professional and personal involvement with Don Rafa rather than by what protected ground?
(A) Petitioners’ religious affiliation.
(B) Petitioners’ political opinion.
(C) Petitioners’ continued political activities.
(D) Petitioners’ membership in a particular social group.
(E) Petitioners’ nationality."
"According to the opinion in ""Jimenez v. Bondi"", a woman from San Bernardo asked Jimenez for help with a property dispute. What did she ask him to speak with the tenant about after saying she had not received rent for over a year?",restitution and leaving the property.,(E),"According to the opinion in ""Jimenez v. Bondi"", a woman from San Bernardo asked Jimenez for help with a property dispute. What did she ask him to speak with the tenant about after saying she had not received rent for over a year?
(A) property taxes and transferring title to the property.
(B) reporting the matter as extortion and cooperating with prosecutors.
(C) mediation before the housing authority and a formal eviction hearing.
(D) reduced rent and remaining on the property.
(E) restitution and leaving the property.",property taxes and transferring title to the property.,reporting the matter as extortion and cooperating with prosecutors.,mediation before the housing authority and a formal eviction hearing.,reduced rent and remaining on the property.,restitution and leaving the property.,"[""property taxes and transferring title to the property."", ""reporting the matter as extortion and cooperating with prosecutors."", ""mediation before the housing authority and a formal eviction hearing."", ""reduced rent and remaining on the property.""]","According to the opinion in ""Jimenez v. Bondi,"" after a woman from San Bernardo told Jimenez she had not received rent for over a year, she asked him to speak with the tenant about restitution and leaving the property.",She explained that she had not received rent from the tenant occupying her property for over a year and asked Jimenez to speak with him about restitution and leaving the property.,I. Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Jimenez v. Bondi"", a woman from San Bernardo asked Jimenez for help with a property dispute. What did she ask him to speak with the tenant about after saying she had not received rent for over a year?
(A) property taxes and transferring title to the property.
(B) reporting the matter as extortion and cooperating with prosecutors.
(C) mediation before the housing authority and a formal eviction hearing.
(D) reduced rent and remaining on the property.
(E) restitution and leaving the property."
"In the case ""Jimenez v. Bondi"", what did the petitioners argue about protection by the Colombian government as part of their claimed fear of future persecution?",the Colombian government was unable or unwilling to protect them,(B),"In the case ""Jimenez v. Bondi"", what did the petitioners argue about protection by the Colombian government as part of their claimed fear of future persecution?
(A) general country conditions in Colombia created a presumption that they would face torture upon return
(B) the Colombian government was unable or unwilling to protect them
(C) their political opinion was the predominant motive behind the threats against them
(D) Jimenez’s professional and personal involvement with Don Rafa placed them in a protected particular social group
(E) the later threats against their employees independently established past persecution as a matter of law",general country conditions in Colombia created a presumption that they would face torture upon return,the Colombian government was unable or unwilling to protect them,their political opinion was the predominant motive behind the threats against them,Jimenez’s professional and personal involvement with Don Rafa placed them in a protected particular social group,the later threats against their employees independently established past persecution as a matter of law,"[""general country conditions in Colombia created a presumption that they would face torture upon return"", ""their political opinion was the predominant motive behind the threats against them"", ""Jimenez’s professional and personal involvement with Don Rafa placed them in a protected particular social group"", ""the later threats against their employees independently established past persecution as a matter of law""]","In the case ""Jimenez v. Bondi,"" the petitioners argued that even if they could not establish past persecution, they had a well-founded fear of future persecution because the Colombian government is unable or unwilling to protect them.","Petitioners argue that even if they cannot establish past persecution, 4 they have a well-founded fear of future persecution, in part because the Colombian government is unable or unwilling to protect them.",II. Discussion,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Jimenez v. Bondi"", what did the petitioners argue about protection by the Colombian government as part of their claimed fear of future persecution?
(A) general country conditions in Colombia created a presumption that they would face torture upon return
(B) the Colombian government was unable or unwilling to protect them
(C) their political opinion was the predominant motive behind the threats against them
(D) Jimenez’s professional and personal involvement with Don Rafa placed them in a protected particular social group
(E) the later threats against their employees independently established past persecution as a matter of law"
"In the case ""Jimenez v. Bondi,"" the petitioners, natives and citizens of Colombia, sought asylum, withholding of removal, and protection under the Convention Against Torture. Who denied their applications before the Board of Immigration Appeals affirmed?",the immigration judge.,(C),"In the case ""Jimenez v. Bondi,"" the petitioners, natives and citizens of Colombia, sought asylum, withholding of removal, and protection under the Convention Against Torture. Who denied their applications before the Board of Immigration Appeals affirmed?
(A) the Board of Immigration Appeals.
(B) the Attorney General.
(C) the immigration judge.
(D) the Department of Homeland Security.
(E) an asylum officer with U.S. Citizenship and Immigration Services.",the Board of Immigration Appeals.,the Attorney General.,the immigration judge.,the Department of Homeland Security.,an asylum officer with U.S. Citizenship and Immigration Services.,"[""the Board of Immigration Appeals."", ""the Attorney General."", ""the Department of Homeland Security."", ""an asylum officer with U.S. Citizenship and Immigration Services.""]","According to the opinion in ""Jimenez v. Bondi,"" before the Board of Immigration Appeals affirmed, the adjudicator who denied the petitioners’ applications for asylum, withholding of removal, and protection under the Convention Against Torture was the immigration judge.","The immigration judge denied their applications, and the Board of Immigration Appeals affirmed.",Header,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case ""Jimenez v. Bondi,"" the petitioners, natives and citizens of Colombia, sought asylum, withholding of removal, and protection under the Convention Against Torture. Who denied their applications before the Board of Immigration Appeals affirmed?
(A) the Board of Immigration Appeals.
(B) the Attorney General.
(C) the immigration judge.
(D) the Department of Homeland Security.
(E) an asylum officer with U.S. Citizenship and Immigration Services."
"According to the opinion in ""Jimenez v. Bondi"", Petitioners failed to demonstrate a well-founded fear of persecution under asylum standards. As a result, they necessarily failed to meet the higher standard for what form of relief?",withholding of removal.,(A),"According to the opinion in ""Jimenez v. Bondi"", Petitioners failed to demonstrate a well-founded fear of persecution under asylum standards. As a result, they necessarily failed to meet the higher standard for what form of relief?
(A) withholding of removal.
(B) cancellation of removal.
(C) voluntary departure.
(D) relief under the Convention Against Torture.
(E) adjustment of status.",withholding of removal.,cancellation of removal.,voluntary departure.,relief under the Convention Against Torture.,adjustment of status.,"[""cancellation of removal."", ""voluntary departure."", ""relief under the Convention Against Torture."", ""adjustment of status.""]","According to the opinion in ""Jimenez v. Bondi,"" because Petitioners failed to demonstrate a well-founded fear of persecution under asylum standards, they necessarily failed to meet the higher standard for withholding of removal.","And because Petitioners fail to demonstrate a well-founded fear of persecution under asylum standards, they necessarily fail to meet the higher standard for withholding of removal.",III. Conclusion,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the opinion in ""Jimenez v. Bondi"", Petitioners failed to demonstrate a well-founded fear of persecution under asylum standards. As a result, they necessarily failed to meet the higher standard for what form of relief?
(A) withholding of removal.
(B) cancellation of removal.
(C) voluntary departure.
(D) relief under the Convention Against Torture.
(E) adjustment of status."
