row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", law enforcement purposes., law enforcement purposes.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" records must be compiled to qualify for Freedom of Information Act Exemption 7(A) for","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", records must be compiled to qualify for Freedom of Information Act Exemption 7(A) for","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" records must be compiled to qualify for Freedom of Information Act Exemption 7(A) for law enforcement purposes.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", records must be compiled to qualify for Freedom of Information Act Exemption 7(A) for law enforcement purposes."
2,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", Record/Information Dissemination Section (RIDS)., Record/Information Dissemination Section (RIDS).,"In Foad Farahi v. Federal Bureau of Investigation, after the FBI moved for summary judgment following its review of records responsive to Farahi’s FOIA request, David Hardy submitted a declaration in support of that motion, and he was the Section Chief of","In the case ""Foad Farahi v. Federal Bureau of Investigation"", after the FBI moved for summary judgment following its review of records responsive to Farahi’s FOIA request, David Hardy submitted a declaration in support of that motion, and he was the Section Chief of","In Foad Farahi v. Federal Bureau of Investigation, after the FBI moved for summary judgment following its review of records responsive to Farahi’s FOIA request, David Hardy submitted a declaration in support of that motion, and he was the Section Chief of Record/Information Dissemination Section (RIDS).","In the case ""Foad Farahi v. Federal Bureau of Investigation"", after the FBI moved for summary judgment following its review of records responsive to Farahi’s FOIA request, David Hardy submitted a declaration in support of that motion, and he was the Section Chief of Record/Information Dissemination Section (RIDS)."
3,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", law enforcement purposes., law enforcement purposes.,"In the case ""Foad Farahi v. Federal Bureau of Investigation,"" to carry its burden in this FOIA case, the FBI must show that the withheld records were compiled for","In the case ""Foad Farahi v. Federal Bureau of Investigation"", to carry its burden in this FOIA case, the FBI must show that the withheld records were compiled for","In the case ""Foad Farahi v. Federal Bureau of Investigation,"" to carry its burden in this FOIA case, the FBI must show that the withheld records were compiled for law enforcement purposes.","In the case ""Foad Farahi v. Federal Bureau of Investigation"", to carry its burden in this FOIA case, the FBI must show that the withheld records were compiled for law enforcement purposes."
4,keep,,Retained as source-supported and not subject to a hard-drop criterion., enforcement proceedings., enforcement proceedings.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", to carry its burden under FOIA, the FBI had to show that disclosure of the withheld records could reasonably be expected to interfere with","In the case ""Foad Farahi v. Federal Bureau of Investigation"", to carry its burden under FOIA, the FBI had to show that disclosure of the withheld records could reasonably be expected to interfere with","In the case ""Foad Farahi v. Federal Bureau of Investigation"", to carry its burden under FOIA, the FBI had to show that disclosure of the withheld records could reasonably be expected to interfere with enforcement proceedings.","In the case ""Foad Farahi v. Federal Bureau of Investigation"", to carry its burden under FOIA, the FBI had to show that disclosure of the withheld records could reasonably be expected to interfere with enforcement proceedings."
5,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", counterterrorism investigations., counterterrorism investigations.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" the Court noted that it has deferred to the executive in FOIA cases involving national security concerns. In the Exemption 7(A) cases it specifically referenced, the requested records related to","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the Court noted that it has deferred to the executive in FOIA cases involving national security concerns. In the Exemption 7(A) cases it specifically referenced, the requested records related to","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" the Court noted that it has deferred to the executive in FOIA cases involving national security concerns. In the Exemption 7(A) cases it specifically referenced, the requested records related to counterterrorism investigations.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the Court noted that it has deferred to the executive in FOIA cases involving national security concerns. In the Exemption 7(A) cases it specifically referenced, the requested records related to counterterrorism investigations."
6,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", a fair measure of deference., a fair measure of deference.,"In Foad Farahi v. Federal Bureau of Investigation, the opinion’s FOIA Exemption 7(A) analysis states that, because the FBI is a law-enforcement agency, its determination on whether the exemption applies only to records compiled for law enforcement purposes is entitled to","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion’s FOIA Exemption 7(A) analysis states that, because the FBI is a law-enforcement agency, its determination on whether the exemption applies only to records compiled for law enforcement purposes is entitled to","In Foad Farahi v. Federal Bureau of Investigation, the opinion’s FOIA Exemption 7(A) analysis states that, because the FBI is a law-enforcement agency, its determination on whether the exemption applies only to records compiled for law enforcement purposes is entitled to a fair measure of deference.","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion’s FOIA Exemption 7(A) analysis states that, because the FBI is a law-enforcement agency, its determination on whether the exemption applies only to records compiled for law enforcement purposes is entitled to a fair measure of deference."
7,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", a possible security risk or violation of federal law., a possible security risk or violation of federal law.,"In Foad Farahi v. Federal Bureau of Investigation, the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to","In Foad Farahi v. Federal Bureau of Investigation, the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to a possible security risk or violation of federal law.","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion explains that, according to the quoted standard from Campbell, the required connection must link an individual or incident to a possible security risk or violation of federal law."
8,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", the FBI., the FBI.,"According to the opinion, when the court addressed whether Farahi’s file was compiled for law-enforcement purposes under FOIA Exemption 7(A), it held that the party that had carried its burden on that point was","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when the court addressed whether Farahi’s file was compiled for law-enforcement purposes under FOIA Exemption 7(A), it held that the party that had carried its burden on that point was","According to the opinion, when the court addressed whether Farahi’s file was compiled for law-enforcement purposes under FOIA Exemption 7(A), it held that the party that had carried its burden on that point was the FBI.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when the court addressed whether Farahi’s file was compiled for law-enforcement purposes under FOIA Exemption 7(A), it held that the party that had carried its burden on that point was the FBI."
9,repair,source_framing_issue|poor_wording,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.",pending or reasonably anticipated., pending or reasonably anticipated.,"In Foad Farahi v. Federal Bureau of Investigation, Farahi argued that the passage of time cast doubt on whether the enforcement proceedings remained","In the case ""Foad Farahi v. Federal Bureau of Investigation"", Farahi argued that the passage of time cast doubt on whether the enforcement proceedings remained","In Foad Farahi v. Federal Bureau of Investigation, Farahi argued that the passage of time cast doubt on whether the enforcement proceedings remained pending or reasonably anticipated.","In the case ""Foad Farahi v. Federal Bureau of Investigation"", Farahi argued that the passage of time cast doubt on whether the enforcement proceedings remained pending or reasonably anticipated."
10,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", the Holy Land Foundation and the Global Relief Foundation., the Holy Land Foundation and the Global Relief Foundation.,"According to the opinion in Farahi v. Federal Bureau of Investigation, the FBI publicly alleged in Farahi's immigration proceedings that he supported charities that financed terrorism, and the charities identified were","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the FBI publicly alleged in Farahi's immigration proceedings that he supported charities that financed terrorism, and the charities identified were","According to the opinion in Farahi v. Federal Bureau of Investigation, the FBI publicly alleged in Farahi's immigration proceedings that he supported charities that financed terrorism, and the charities identified were the Holy Land Foundation and the Global Relief Foundation.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", the FBI publicly alleged in Farahi's immigration proceedings that he supported charities that financed terrorism, and the charities identified were the Holy Land Foundation and the Global Relief Foundation."
11,repair,source_framing_issue|poor_wording,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.",the FBI., the FBI.,"In Foad Farahi v. Federal Bureau of Investigation, when Farahi challenged the government's category-by-category explanation for withholding documents, the opinion stated that the categories he failed to explain were overbroad had been identified by","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when Farahi challenged the government's category-by-category explanation for withholding documents, the opinion stated that the various categories he failed to specifically explain were overbroad had been identified by","In Foad Farahi v. Federal Bureau of Investigation, when Farahi challenged the government's category-by-category explanation for withholding documents, the opinion stated that the categories he failed to explain were overbroad had been identified by the FBI.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", when Farahi challenged the government's category-by-category explanation for withholding documents, the opinion stated that the various categories he failed to specifically explain were overbroad had been identified by the FBI."
12,repair,source_framing_issue|poor_wording,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", its segregability analysis., its segregability analysis.,"In Foad Farahi v. Federal Bureau of Investigation, after the district court held that the FBI had met its burden on segregability under FOIA, Farahi argued that Bender’s ex parte declaration was overly relied on in","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", after the district court held that the FBI had met its burden on segregability under FOIA, Farahi complained that the district court relied too much on Bender’s ex parte declaration in","In Foad Farahi v. Federal Bureau of Investigation, after the district court held that the FBI had met its burden on segregability under FOIA, Farahi argued that Bender’s ex parte declaration was overly relied on in its segregability analysis.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", after the district court held that the FBI had met its burden on segregability under FOIA, Farahi complained that the district court relied too much on Bender’s ex parte declaration in its segregability analysis."
13,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", potentially stale declarations that it had submitted, potentially stale declarations that it had submitted,"In Foad Farahi v. Federal Bureau of Investigation, decided by the United States Court of Appeals for the District of Columbia Circuit, before concluding that releasing the requested FBI records could interfere with pending or reasonably anticipated enforcement proceedings, the court required the FBI to update","In the case ""Foad Farahi v. Federal Bureau of Investigation"", decided by the United States Court of Appeals for the District of Columbia Circuit, before concluding that releasing the requested FBI records could interfere with pending or reasonably anticipated enforcement proceedings, the court required the FBI to update","In Foad Farahi v. Federal Bureau of Investigation, decided by the United States Court of Appeals for the District of Columbia Circuit, before concluding that releasing the requested FBI records could interfere with pending or reasonably anticipated enforcement proceedings, the court required the FBI to update potentially stale declarations that it had submitted.","In the case ""Foad Farahi v. Federal Bureau of Investigation"", decided by the United States Court of Appeals for the District of Columbia Circuit, before concluding that releasing the requested FBI records could interfere with pending or reasonably anticipated enforcement proceedings, the court required the FBI to update potentially stale declarations that it had submitted"
14,repair,source_framing_issue,"Repaired conservatively to satisfy v13 case/opinion framing, leakage, wording, fact-concatenation, or target-source requirements while preserving the source-backed fact.", pending or reasonably anticipated, pending or reasonably anticipated,"In Foad Farahi v. Federal Bureau of Investigation, decided by the United States Court of Appeals for the District of Columbia Circuit, the court required the FBI to update potentially stale declarations it had submitted in response to a FOIA request for Farahi's FBI file and concluded that releasing the requested records could interfere with enforcement proceedings that were","In the case ""Foad Farahi v. Federal Bureau of Investigation"", decided by the United States Court of Appeals for the District of Columbia Circuit, the court required the FBI to update potentially stale declarations it had submitted in response to a FOIA request for Farahi's FBI file and concluded that releasing the requested records could interfere with enforcement proceedings that were","In Foad Farahi v. Federal Bureau of Investigation, decided by the United States Court of Appeals for the District of Columbia Circuit, the court required the FBI to update potentially stale declarations it had submitted in response to a FOIA request for Farahi's FBI file and concluded that releasing the requested records could interfere with enforcement proceedings that were pending or reasonably anticipated.","In the case ""Foad Farahi v. Federal Bureau of Investigation"", decided by the United States Court of Appeals for the District of Columbia Circuit, the court required the FBI to update potentially stale declarations it had submitted in response to a FOIA request for Farahi's FBI file and concluded that releasing the requested records could interfere with enforcement proceedings that were pending or reasonably anticipated"
