row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,true,keep,"Synthesizes complete anuria, later adequate urine output, and persistently reduced kidney function as partial renal recovery.",,,
1,false,ambiguous,Normal flow cytometry and cancelled marrow biopsy do not uniquely identify acute leukaemia rather than the broader haematologic differential without extra assumptions.,,,
2,true,keep,Combines absence of pathogenic complement variants with the conditional plan to reassess stopping eculizumab if renal function stabilises.,,,
3,true,keep,Requires integrating smear and biopsy evidence for TMA with exclusion of TTP and STEC-HUS to support CM-HUS.,,,
4,true,keep,"Combines steroid non-response, negative repeat DAT, persistent thrombocytopaenia, and schistocytes to favor MAHA/TMA over autoimmune haemolysis.",,,
5,false,recall_not_composition,The admission picture being interpreted as DIC secondary to bacteraemia and early sepsis is stated directly.,,,
6,false,recall_not_composition,The source directly says absence of prodromal enteric illness and negative microbiological testing argue against STEC-HUS.,,,
7,false,recall_not_composition,The source directly states complement blockade is continued due to disease severity.,,,
8,false,recall_not_composition,The same sentence directly says PLASMIC 4/7 and ADAMTS13 43.5 percent made TTP unlikely.,,,
9,false,recall_not_composition,The biopsy sentence directly states the lesion was consistent with TMA.,,,
10,false,recall_not_composition,The report directly attributes the reduced alternative pathway activity to treatment effects.,,,
11,false,recall_not_composition,Coverage of Capnocytophaga by piperacillin/tazobactam is stated directly.,,,
12,false,recall_not_composition,The report directly states CM-HUS may be obscured during the early sepsis and DIC phase.,,,
13,false,recall_not_composition,The absence of primary glomerulopathy is stated directly in the immunofluorescence and electron microscopy description.,,,
14,false,recall_not_composition,The ADAMTS13 result directly rules out TTP in the source sentence.,,,
15,false,recall_not_composition,The source directly states pathogenic complement gene abnormalities would favour longer term therapy.,,,
16,true,keep,Contrasts transient stabilisation after PEX with sustained haematological and renal recovery only after complement blockade.,,,
17,false,recall_not_composition,The source directly says normal C3 and C4 do not exclude CM-HUS.,,,
18,false,duplicate,"Weaker duplicate of row 4 because it uses the same DAT, steroid failure, schistocyte, and TMA evidence but targets a narrower restatement.",,,4
19,true,keep,Combines the infection risk of terminal complement blockade during bacteraemia with the timing after negative cultures.,,,
20,false,duplicate,Weaker duplicate of row 3 because both target CM-HUS as the supported diagnosis; row 3 uses a broader diagnostic-exclusion chain.,,,3
