step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,2,C,3
0,1,1.0,0,A,0
0,2,0.0,0,A,1
4,0,0.0,2,C,3
4,1,1.0,0,A,0
4,2,0.0,0,A,1
8,0,0.0,1,B,3
8,1,1.0,0,A,0
8,2,0.0,0,A,1
12,0,0.0,1,B,3
12,1,1.0,0,A,0
12,2,0.0,0,A,1
16,0,0.0,1,B,3
16,1,1.0,0,A,0
16,2,0.0,0,A,1
20,0,0.0,1,B,3
20,1,1.0,0,A,0
20,2,0.0,0,A,1
24,0,0.0,1,B,3
24,1,1.0,0,A,0
24,2,0.0,0,A,1
28,0,0.0,1,B,3
28,1,1.0,0,A,0
28,2,0.0,0,A,1
32,0,0.0,1,B,3
32,1,1.0,0,A,0
32,2,0.0,0,A,1
36,0,0.0,1,B,3
36,1,1.0,0,A,0
36,2,0.0,0,A,1
40,0,0.0,1,B,3
40,1,1.0,0,A,0
40,2,0.0,0,A,1
44,0,0.0,1,B,3
44,1,1.0,0,A,0
44,2,0.0,0,A,1
48,0,0.0,1,B,3
48,1,1.0,0,A,0
48,2,0.0,0,A,1
52,0,0.0,1,B,3
52,1,1.0,0,A,0
52,2,0.0,0,A,1
56,0,0.0,1,B,3
56,1,1.0,0,A,0
56,2,0.0,0,A,1
60,0,0.0,1,B,3
60,1,1.0,0,A,0
60,2,0.0,0,A,1
64,0,0.0,1,B,3
64,1,1.0,0,A,0
64,2,0.0,0,A,1
68,0,0.0,1,B,3
68,1,1.0,0,A,0
68,2,0.0,0,A,1
72,0,0.0,1,B,3
72,1,1.0,0,A,0
72,2,0.0,0,A,1
76,0,0.0,1,B,3
76,1,1.0,0,A,0
76,2,0.0,0,A,1
80,0,0.0,1,B,3
80,1,1.0,0,A,0
80,2,0.0,0,A,1
84,0,0.0,1,B,3
84,1,1.0,0,A,0
84,2,0.0,0,A,1
88,0,0.0,1,B,3
88,1,1.0,0,A,0
88,2,0.0,0,A,1
92,0,0.0,1,B,3
92,1,1.0,0,A,0
92,2,0.0,0,A,1
96,0,0.0,1,B,3
96,1,1.0,0,A,0
96,2,0.0,0,A,1
100,0,0.0,1,B,3
100,1,1.0,0,A,0
100,2,0.0,0,A,1
