row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,drop,title_leakage,"Required paper title contains the answer span ""Byte Latent Transformer"", so source framing would leak the target.", Byte Latent Transformer.,,"According to the paper, the name of the new byte-level LLM architecture introduced by the authors is",,"According to the paper, the name of the new byte-level LLM architecture introduced by the authors is Byte Latent Transformer.",
2,repair,source_framing_issue,Normalized arxiv paper framing to include the exact paper title at the start., tokenization-based LLM performance, tokenization-based LLM performance,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the new byte-level architecture introduced in the abstract matches at scale for the first time","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the new byte-level architecture introduced in the abstract matches at scale for the first time","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the new byte-level architecture introduced in the abstract matches at scale for the first time tokenization-based LLM performance","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the new byte-level architecture introduced in the abstract matches at scale for the first time tokenization-based LLM performance"
3,keep,,"Retained: source-framed, answerable, source-supported, and target is meaningful.", inference efficiency and robustness, inference efficiency and robustness,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves inference efficiency and robustness","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves inference efficiency and robustness"
4,keep,,"Retained: source-framed, answerable, source-supported, and target is meaningful.", dynamically sized patches, dynamically sized patches,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation,","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation,","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation, dynamically sized patches","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation, dynamically sized patches"
5,keep,,"Retained: source-framed, answerable, source-supported, and target is meaningful.", dynamically sized patches., dynamically sized patches.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely dynamically sized patches.","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely dynamically sized patches."
6,keep,,"Retained: source-framed, answerable, source-supported, and target is meaningful.", the entropy of the next byte, the entropy of the next byte,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on the entropy of the next byte","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on the entropy of the next byte"
7,keep,,"Retained: source-framed, answerable, source-supported, and target is meaningful.", increased data complexity., increased data complexity.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is increased data complexity.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is increased data complexity."
8,keep,,"Retained: source-framed, answerable, source-supported, and target is meaningful.", flop controlled scaling study, flop controlled scaling study,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a flop controlled scaling study","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a flop controlled scaling study"
9,repair,source_framing_issue,Normalized arxiv paper framing to include the exact paper title at the start., 8B parameters., 8B parameters.,"In the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the first flop controlled scaling study the byte-level models reach up to","In the first flop controlled scaling study described by the authors of ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" the byte-level models reach up to 8B parameters.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the first flop controlled scaling study the byte-level models reach up to 8B parameters."
10,keep,,"Retained: source-framed, answerable, source-supported, and target is meaningful.", 4T training bytes., 4T training bytes.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to 4T training bytes.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to 4T training bytes."
