step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,0,A,0
0,1,0.0,0,A,2
0,2,1.0,0,A,0
0,3,1.0,2,C,2
0,4,1.0,1,B,1
0,5,0.0,1,B,0
0,6,1.0,4,E,4
0,7,1.0,2,C,2
0,8,0.0,1,B,0
0,9,1.0,4,E,4
0,10,1.0,1,B,1
0,11,1.0,2,C,2
0,12,1.0,3,D,3
4,0,1.0,0,A,0
4,1,0.0,0,A,2
4,2,1.0,0,A,0
4,3,1.0,2,C,2
4,4,1.0,1,B,1
4,5,0.0,1,B,0
4,6,1.0,4,E,4
4,7,1.0,2,C,2
4,8,0.0,1,B,0
4,9,1.0,4,E,4
4,10,1.0,1,B,1
4,11,1.0,2,C,2
4,12,1.0,3,D,3
8,0,1.0,0,A,0
8,1,0.0,0,A,2
8,2,1.0,0,A,0
8,3,1.0,2,C,2
8,4,1.0,1,B,1
8,5,0.0,1,B,0
8,6,1.0,4,E,4
8,7,1.0,2,C,2
8,8,0.0,1,B,0
8,9,0.0,0,A,4
8,10,1.0,1,B,1
8,11,1.0,2,C,2
8,12,1.0,3,D,3
12,0,1.0,0,A,0
12,1,0.0,0,A,2
12,2,1.0,0,A,0
12,3,1.0,2,C,2
12,4,1.0,1,B,1
12,5,0.0,1,B,0
12,6,1.0,4,E,4
12,7,1.0,2,C,2
12,8,0.0,1,B,0
12,9,0.0,0,A,4
12,10,1.0,1,B,1
12,11,1.0,2,C,2
12,12,1.0,3,D,3
16,0,1.0,0,A,0
16,1,0.0,3,D,2
16,2,1.0,0,A,0
16,3,1.0,2,C,2
16,4,1.0,1,B,1
16,5,1.0,0,A,0
16,6,1.0,4,E,4
16,7,1.0,2,C,2
16,8,0.0,1,B,0
16,9,0.0,0,A,4
16,10,1.0,1,B,1
16,11,1.0,2,C,2
16,12,1.0,3,D,3
20,0,1.0,0,A,0
20,1,0.0,3,D,2
20,2,1.0,0,A,0
20,3,1.0,2,C,2
20,4,1.0,1,B,1
20,5,1.0,0,A,0
20,6,1.0,4,E,4
20,7,1.0,2,C,2
20,8,0.0,1,B,0
20,9,0.0,0,A,4
20,10,1.0,1,B,1
20,11,1.0,2,C,2
20,12,1.0,3,D,3
24,0,1.0,0,A,0
24,1,0.0,3,D,2
24,2,1.0,0,A,0
24,3,1.0,2,C,2
24,4,1.0,1,B,1
24,5,1.0,0,A,0
24,6,1.0,4,E,4
24,7,1.0,2,C,2
24,8,0.0,1,B,0
24,9,0.0,0,A,4
24,10,1.0,1,B,1
