step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,0.0,2,C,3
0,1,0.0,0,A,3
0,2,1.0,4,E,4
0,3,0.0,1,B,0
0,4,1.0,1,B,1
0,5,0.0,0,A,3
0,6,0.0,0,A,1
0,7,1.0,0,A,0
4,0,0.0,2,C,3
4,1,0.0,0,A,3
4,2,1.0,4,E,4
4,3,0.0,1,B,0
4,4,1.0,1,B,1
4,5,0.0,0,A,3
4,6,0.0,3,D,1
4,7,1.0,0,A,0
8,0,0.0,2,C,3
8,1,0.0,0,A,3
8,2,1.0,4,E,4
8,3,0.0,1,B,0
8,4,1.0,1,B,1
8,5,0.0,0,A,3
8,6,0.0,3,D,1
8,7,1.0,0,A,0
12,0,0.0,2,C,3
12,1,0.0,0,A,3
12,2,0.0,2,C,4
12,3,1.0,0,A,0
12,4,0.0,2,C,1
12,5,0.0,0,A,3
12,6,0.0,3,D,1
12,7,1.0,0,A,0
16,0,0.0,2,C,3
16,1,0.0,0,A,3
16,2,0.0,2,C,4
16,3,1.0,0,A,0
16,4,0.0,3,D,1
16,5,0.0,0,A,3
16,6,0.0,2,C,1
16,7,1.0,0,A,0
20,0,0.0,2,C,3
20,1,0.0,0,A,3
20,2,0.0,2,C,4
20,3,1.0,0,A,0
20,4,0.0,0,A,1
20,5,0.0,0,A,3
20,6,0.0,0,A,1
20,7,1.0,0,A,0
24,0,0.0,2,C,3
24,1,0.0,0,A,3
24,2,0.0,2,C,4
24,3,0.0,4,E,0
24,4,0.0,0,A,1
24,5,0.0,0,A,3
24,6,0.0,0,A,1
24,7,1.0,0,A,0
28,0,0.0,2,C,3
28,1,0.0,0,A,3
28,2,0.0,3,D,4
28,3,1.0,0,A,0
28,4,0.0,0,A,1
28,5,0.0,0,A,3
28,6,0.0,0,A,1
28,7,1.0,0,A,0
32,0,0.0,1,B,3
32,1,0.0,0,A,3
32,2,0.0,3,D,4
32,3,0.0,3,D,0
32,4,0.0,0,A,1
32,5,0.0,0,A,3
32,6,0.0,0,A,1
32,7,1.0,0,A,0
36,0,0.0,1,B,3
36,1,0.0,0,A,3
36,2,0.0,3,D,4
36,3,1.0,0,A,0
36,4,0.0,0,A,1
36,5,0.0,0,A,3
36,6,0.0,0,A,1
36,7,1.0,0,A,0
40,0,0.0,1,B,3
40,1,0.0,0,A,3
40,2,0.0,3,D,4
40,3,0.0,3,D,0
40,4,0.0,0,A,1
40,5,0.0,0,A,3
40,6,0.0,0,A,1
40,7,1.0,0,A,0
44,0,0.0,1,B,3
44,1,0.0,0,A,3
44,2,0.0,3,D,4
44,3,0.0,3,D,0
44,4,0.0,0,A,1
44,5,0.0,0,A,3
44,6,0.0,0,A,1
44,7,1.0,0,A,0
48,0,0.0,1,B,3
48,1,0.0,0,A,3
48,2,0.0,3,D,4
48,3,0.0,3,D,0
48,4,0.0,0,A,1
48,5,0.0,0,A,3
48,6,0.0,3,D,1
48,7,1.0,0,A,0
52,0,0.0,1,B,3
52,1,0.0,0,A,3
52,2,0.0,3,D,4
52,3,0.0,3,D,0
52,4,0.0,0,A,1
52,5,0.0,0,A,3
52,6,0.0,3,D,1
52,7,1.0,0,A,0
56,0,0.0,1,B,3
56,1,0.0,0,A,3
56,2,0.0,3,D,4
56,3,0.0,3,D,0
56,4,0.0,0,A,1
56,5,0.0,0,A,3
56,6,0.0,3,D,1
56,7,1.0,0,A,0
