source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,0,True,1,accepted,0.386364,0.187500,0.580822,0.391960,9,5,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the name of the 1-bit LLM variant introduced by the authors in which every single parameter of the LLM is ternary $\{-1, 0, 1\}$ is",The paper introduces a 1-bit LLM variant called,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the name of the 1-bit LLM variant introduced by the authors in which every single parameter of the LLM is ternary $\{-1, 0, 1\}$ is \textbf{\text{BitNet b1.58}}",The paper introduces a 1-bit LLM variant called \textbf{\text{BitNet b1.58}}
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,1,True,1,accepted,0.363636,0.244898,0.495677,0.464286,9,4,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the 1-bit LLM variant BitNet b1.58, the value set used for every single parameter, or weight, of the LLM is","The paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" describes the 1-bit LLM variant BitNet b1.58 as one where each parameter, i.e., each weight, can take values from","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the 1-bit LLM variant BitNet b1.58, the value set used for every single parameter, or weight, of the LLM is ternary \{-1, 0, 1\}.","The paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" describes the 1-bit LLM variant BitNet b1.58 as one where each parameter, i.e., each weight, can take values from ternary \{-1, 0, 1\}."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v14_low_overlap_strict.audit.csv,0.181818,0.133333,0.207059,0.058427,5,2,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in terms of perplexity and end-task performance, BitNet b1.58 matches a","As stated in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", with respect to perplexity and downstream task performance, BitNet b1.58 is equivalent to a","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in terms of perplexity and end-task performance, BitNet b1.58 matches a full-precision (i.e., FP16 or BF16) Transformer LLM.","As stated in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", with respect to perplexity and downstream task performance, BitNet b1.58 is equivalent to a full-precision (i.e., FP16 or BF16) Transformer LLM."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,3,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v14_low_overlap_strict.audit.csv,0.298246,0.213115,0.044266,0.049587,5,3,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 matches the full-precision Transformer LLM in terms of perplexity and end-task performance when they have the same model size and","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 is said to achieve the same perplexity and downstream-task results as a full-precision Transformer LLM of equal model size and","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 matches the full-precision Transformer LLM in terms of perplexity and end-task performance when they have the same model size and training tokens","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 is said to achieve the same perplexity and downstream-task results as a full-precision Transformer LLM of equal model size and training tokens"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,4,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v14_low_overlap_strict.audit.csv,0.339286,0.218750,0.171657,0.033457,13,3,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 is significantly more cost-effective than the full-precision Transformer LLM with the same model size and training tokens in terms of","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 is described as matching the full-precision Transformer LLM of the same size and trained on the same number of tokens for perplexity and downstream performance, while using far less","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 is significantly more cost-effective than the full-precision Transformer LLM with the same model size and training tokens in terms of latency, memory, throughput, and energy consumption.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet b1.58 is described as matching the full-precision Transformer LLM of the same size and trained on the same number of tokens for perplexity and downstream performance, while using far less latency, memory, throughput, and energy consumption."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,5,False,3,absolute lexical overlap still too high (new token Jaccard 0.306 > 0.250 or new LCS 3 > 6; jaccard drop 0.315),0.620690,0.305556,0.592334,0.323529,9,3,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in recent years, the field of AI has seen rapid growth in the size and capabilities of","As the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" notes, AI has lately experienced a sharp expansion in both scale and abilities of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in recent years, the field of AI has seen rapid growth in the size and capabilities of Large Language Models (LLMs).","As the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" notes, AI has lately experienced a sharp expansion in both scale and abilities of Large Language Models (LLMs)."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,6,True,2,accepted,0.400000,0.236842,0.361290,0.345277,5,5,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in recent years, the aspect of Large Language Models (LLMs) that has seen rapid growth along with their size is","As described in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", over the past few years, what has expanded quickly alongside the scale of Large Language Models (LLMs) is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in recent years, the aspect of Large Language Models (LLMs) that has seen rapid growth along with their size is capabilities.","As described in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", over the past few years, what has expanded quickly alongside the scale of Large Language Models (LLMs) is capabilities."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v14_low_overlap_strict.audit.csv,0.183673,0.094340,0.042553,0.043796,5,2,"According to the authors of ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" large language models have demonstrated remarkable performance on","As the authors of ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" note, large language models have shown impressive results across","According to the authors of ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" large language models have demonstrated remarkable performance on natural language processing tasks.","As the authors of ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" note, large language models have shown impressive results across natural language processing tasks."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,8,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v14_low_overlap_strict.audit.csv,0.229167,0.115385,0.018957,0.019512,4,1,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the increasing size of large language models has posed challenges for","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the growing scale of large language models has made it difficult to","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the increasing size of large language models has posed challenges for deployment.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the growing scale of large language models has made it difficult to deployment."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v13.csv,9,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/1_58/facts/probes_v14_low_overlap_strict.audit.csv,0.245283,0.120690,0.159509,0.025641,4,2,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the factor identified as causing concerns about the environmental and economic impact of the increasing size of large language models is","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the issue singled out as driving worries about the environmental and financial consequences of ever-larger language models is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the factor identified as causing concerns about the environmental and economic impact of the increasing size of large language models is high energy consumption.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the issue singled out as driving worries about the environmental and financial consequences of ever-larger language models is high energy consumption."
