section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

",Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature., its complex and structured nature.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", this kind of reasoning is described as especially difficult for language models owing to its complex and structured nature.","1. **According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", why does mathematical reasoning pose a significant challenge for language models?**  
   **Answer:** its complex and structured nature",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", this kind of reasoning is described as especially difficult for language models owing to"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

",Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature., Mathematical reasoning.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", what is described as especially difficult for language models because of its intricate, highly ordered character is Mathematical reasoning.","1. According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", what poses a significant challenge for language models because of its complex and structured nature?

**Answer:** Mathematical reasoning",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", what is described as especially difficult for language models because of its intricate, highly ordered character is"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data.", DeepSeek-Coder-Base-v1.5 7B,"In the paper titled ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B is obtained by further pre-training the model initialized from DeepSeek-Coder-Base-v1.5 7B","**Question:** According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", which base model does DeepSeekMath~7B continue pre-training from using 120B math-related tokens sourced from Common Crawl, together with natural language and code data?

**Answer:** DeepSeek-Coder-Base-v1.5 7B",True,"In the paper titled ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B is obtained by further pre-training the model initialized from"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data.", 120B math-related tokens.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B is obtained by further pre-training DeepSeek-Coder-Base-v1.5 7B using 120B math-related tokens.","**Question:** According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", how many math-related tokens sourced from Common Crawl are used to continue pre-training DeepSeek-Coder-Base-v1.5 7B in DeepSeekMath~7B, along with natural language and code data?

**Answer:** 120B math-related tokens",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B is obtained by further pre-training DeepSeek-Coder-Base-v1.5 7B using"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data.", Common Crawl,The paper “DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models” says that DeepSeekMath~7B is further pre-trained with 120B math-related tokens drawn from Common Crawl,"1. According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that DeepSeekMath~7B continues pre-training with 120B math-related tokens sourced from what data source, together with natural language and code data?

**Answer:** Common Crawl",True,The paper “DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models” says that DeepSeekMath~7B is further pre-trained with 120B math-related tokens drawn from
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.", 51.7\%.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B reached the competition-level MATH benchmark score of 51.7\%.","1. **Question:** According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", what score did DeepSeekMath~7B achieve on the competition-level MATH benchmark without relying on external toolkits or voting techniques?  
   **Answer:** 51.7\%",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B reached the competition-level MATH benchmark score of"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.", Gemini-Ultra and GPT-4,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B reported 51.7\% on the MATH benchmark at the competition level while not using outside toolkits or voting methods, putting it near the performance of Gemini-Ultra and GPT-4","1. According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B achieved 51.7\% on the competition-level MATH benchmark without relying on external toolkits or voting techniques. Which models' performance level was it approaching?

   **Answer:** Gemini-Ultra and GPT-4",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath~7B reported 51.7\% on the MATH benchmark at the competition level while not using outside toolkits or voting methods, putting it near the performance of"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline.", publicly available web data.,"In ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,"" the authors identify as one of the two main ingredients behind DeepSeekMath’s mathematical reasoning ability the kind of data they obtain via a carefully designed selection pipeline is publicly available web data.","1. According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", what kind of data do the authors harness through a meticulously engineered data selection pipeline as one of the two key factors behind DeepSeekMath’s mathematical reasoning capability?

   **Answer:** publicly available web data",True,"In ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,"" the authors identify as one of the two main ingredients behind DeepSeekMath’s mathematical reasoning ability the kind of data they obtain via a carefully designed selection pipeline is"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline.", a meticulously engineered data selection pipeline.,"In ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", one of the two main drivers of DeepSeekMath’s mathematical reasoning ability is described as the use of publicly accessible web data via a meticulously engineered data selection pipeline.","1. According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", through what do the authors harness the significant potential of publicly available web data as one of the two key factors behind DeepSeekMath’s mathematical reasoning capability?

   **Answer:** a meticulously engineered data selection pipeline",True,"In ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", one of the two main drivers of DeepSeekMath’s mathematical reasoning ability is described as the use of publicly accessible web data via"
Title/Abstract,No Subsection,"\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","\title{DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models}

\begin{abstract}
Mathematical reasoning poses a significant challenge for language models due to its complex and structured nature. In this paper, we introduce DeepSeekMath~7B, which continues pre-training DeepSeek-Coder-Base-v1.5 7B  with 120B math-related tokens sourced from Common Crawl, together with natural language and code data. DeepSeekMath~7B has achieved an impressive score of 51.7\% on the competition-level MATH benchmark without relying on external toolkits and voting techniques, approaching the performance level of Gemini-Ultra and GPT-4.  Self-consistency over 64 samples from DeepSeekMath~7B achieves 60.9\% on MATH. The mathematical reasoning capability of DeepSeekMath~is attributed to two key factors: First, we harness the significant potential of publicly available web data through a meticulously engineered data selection pipeline. Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.
\end{abstract}

","Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.", Group Relative Policy Optimization (GRPO).,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors present the PPO-based variant designed to improve mathematical reasoning and reduce PPO’s memory footprint, Group Relative Policy Optimization (GRPO).","**Question:** According to the paper *""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models""*, what variant of Proximal Policy Optimization (PPO) do the authors introduce to enhance mathematical reasoning abilities while also optimizing PPO’s memory usage?

**Answer:** Group Relative Policy Optimization (GRPO)",True,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors present the PPO-based variant designed to improve mathematical reasoning and reduce PPO’s memory footprint,"
