source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,0,False,3,absolute lexical overlap still too high (new token Jaccard 0.444 > 0.250 or new LCS 7 > 6; jaccard drop 0.116),0.560000,0.444444,0.759582,0.729167,10,7,"In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on","As described in ""Pacito v. Trump,"" the opinion states that President Trump signed the executive order titled ""Realigning the United States Refugee Admissions Program"" on","In the case ""Pacito v. Trump,"" according to the opinion, President Trump issued the executive order entitled ""Realigning the United States Refugee Admissions Program"" on January 20, 2025.","As described in ""Pacito v. Trump,"" the opinion states that President Trump signed the executive order titled ""Realigning the United States Refugee Admissions Program"" on January 20, 2025."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,1,True,3,accepted,0.439024,0.234043,0.504950,0.171875,11,4,"In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding for the U.S. Refugee Admissions Program (USRAP) and purportedly relied on the executive order titled","In Pacito v. Trump, the opinion recounts that the Department of State halted every source of support for the USRAP on January 24, 2025, saying it was acting under an executive order called","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding for the U.S. Refugee Admissions Program (USRAP) and purportedly relied on the executive order titled Reevaluating and Realigning United States Foreign Aid.","In Pacito v. Trump, the opinion recounts that the Department of State halted every source of support for the USRAP on January 24, 2025, saying it was acting under an executive order called Reevaluating and Realigning United States Foreign Aid."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,2,True,1,accepted,0.263158,0.177778,0.425770,0.350685,6,4,"In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for","In Pacito v. Trump, the opinion explains that on January 24, 2025, the Department of State halted all funding for the U.S. Refugee Admissions Program while it was under further review, which also covered domestic resettlement services for","In Pacito v. Trump, the opinion states that on January 24, 2025, the Department of State suspended all funding of the U.S. Refugee Admissions Program pending further review, including funding for domestic resettlement services for refugees admitted to the United States.","In Pacito v. Trump, the opinion explains that on January 24, 2025, the Department of State halted all funding for the U.S. Refugee Admissions Program while it was under further review, which also covered domestic resettlement services for refugees admitted to the United States."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,3,True,1,accepted,0.204082,0.106383,0.052817,0.008439,2,4,"In Pacito v. Trump, the plaintiffs included three organizations involved in refugee processing and resettlement, and according to the opinion those organizational plaintiffs had","In Pacito v. Trump, the plaintiff group also included three organizations that had","In Pacito v. Trump, the plaintiffs included three organizations involved in refugee processing and resettlement, and according to the opinion those organizational plaintiffs had cooperative agreements.","In Pacito v. Trump, the plaintiff group also included three organizations that had cooperative agreements."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,4,False,3,absolute lexical overlap still too high (new token Jaccard 0.323 > 0.250 or new LCS 3 > 6; jaccard drop -0.117),0.205128,0.322581,0.433071,0.650407,4,3,"According to the opinion in ""Pacito v. Trump,"" the court stated that it was vacating its stay of March 25, which had later been amended on","In the meantime, the court lifted its administrative stay entered on July 18 and also its stay from March 25, later modified on","According to the opinion in ""Pacito v. Trump,"" the court stated that it was vacating its stay of March 25, which had later been amended on April 21 and May 9.","In the meantime, the court lifted its administrative stay entered on July 18 and also its stay from March 25, later modified on April 21 and May 9."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,5,False,3,absolute lexical overlap still too high (new token Jaccard 0.523 > 0.250 or new LCS 8 > 6; jaccard drop -0.097),0.425532,0.425532,0.361323,0.361323,8,8,"According to the opinion in ""Pacito v. Trump,"" statutory refugee resettlement, or “reception and placement,” services under 8 U.S.C. § 1522(b)(1)(A)(ii) may be provided through","According to the opinion in ""Pacito v. Trump,"" statutory refugee resettlement, or “reception and placement,” services under 8 U.S.C. § 1522(b)(1)(A)(ii) may be provided through","According to the opinion in ""Pacito v. Trump,"" statutory refugee resettlement, or “reception and placement,” services under 8 U.S.C. § 1522(b)(1)(A)(ii) may be provided through public or private nonprofit agencies.","According to the opinion in ""Pacito v. Trump,"" statutory refugee resettlement, or “reception and placement,” services under 8 U.S.C. § 1522(b)(1)(A)(ii) may be provided through public or private nonprofit agencies."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,6,True,1,accepted,0.071429,0.048780,0.260163,0.219512,2,2,"In Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether","In Judge Lee’s separate opinion in Pacito v. Trump, after addressing 8 U.S.C. § 1522(d)(2)(B), the opinion remarked that the record leaves unresolved whether","In Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether there are any unaccompanied refugee children at issue here.","In Judge Lee’s separate opinion in Pacito v. Trump, after addressing 8 U.S.C. § 1522(d)(2)(B), the opinion remarked that the record leaves unresolved whether there are any unaccompanied refugee children at issue here."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,7,True,1,accepted,0.277778,0.222222,0.375796,0.434783,5,3,"According to Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" after stating that the refugee assistance programs’ metes and bounds are up to executive discretion, he characterizes them as","In Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" he says the scope and limits of the refugee assistance programs are left to executive discretion and describes them as","According to Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" after stating that the refugee assistance programs’ metes and bounds are up to executive discretion, he characterizes them as hardly a congressional mandate.","In Judge Lee’s concurring-in-part and dissenting-in-part opinion in ""Pacito v. Trump,"" he says the scope and limits of the refugee assistance programs are left to executive discretion and describes them as hardly a congressional mandate."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,8,True,1,accepted,0.090909,0.085714,0.297872,0.390041,1,1,"In Pacito v. Trump, according to the Ninth Circuit’s September 12, 2025 panel order issued after expedited oral argument, the Order constituted","In Pacito v. Trump, the Ninth Circuit panel’s September 12, 2025 order entered after expedited oral argument provided that the Order would amount to","In Pacito v. Trump, according to the Ninth Circuit’s September 12, 2025 panel order issued after expedited oral argument, the Order constituted a stay pending appeal","In Pacito v. Trump, the Ninth Circuit panel’s September 12, 2025 order entered after expedited oral argument provided that the Order would amount to a stay pending appeal"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/legal/Pacito_v_Trump/facts/probes_v14.csv,9,False,3,absolute lexical overlap still too high (new token Jaccard 0.320 > 0.250 or new LCS 3 > 6; jaccard drop 0.158),0.478261,0.320000,0.378378,0.429224,4,3,"In Pacito v. Trump, the executive order that President Trump issued on January 20, 2025 was entitled","In Pacito v. Trump, the January 20, 2025 executive order signed by President Trump bore the title","In Pacito v. Trump, the executive order that President Trump issued on January 20, 2025 was entitled “Realigning the United States Refugee Admissions Program.”","In Pacito v. Trump, the January 20, 2025 executive order signed by President Trump bore the title “Realigning the United States Refugee Admissions Program.”"
