step,loss,chunked_perplexity
1,2.0766921043395996,7.978034711207749
2,2.143221378326416,8.526861680958445
3,2.1124773025512695,8.26870000456112
4,2.2239041328430176,9.243347770353877
5,2.082925796508789,8.027922655206257
6,1.9814481735229492,7.253239332217179
7,1.9839415550231934,7.271346990253551
8,1.934274673461914,6.919023683398649
9,1.9637157917022705,7.125755757105526
10,1.949534296989441,7.02541506169283
11,1.956435203552246,7.074064464021326
12,2.0191593170166016,7.531990255268115
13,1.9466087818145752,7.004892138019792
14,1.9581973552703857,7.08654102844205
15,1.9065568447113037,6.729876849224679
16,1.8923211097717285,6.634750807267066
17,1.9324709177017212,6.906554703452697
18,1.8801473379135132,6.554470513060488
19,1.9350050687789917,6.9240791519162705
20,1.9132424592971802,6.775020951932738
21,1.8727571964263916,6.506210592057502
22,1.931745171546936,6.901544116360936
23,1.8924024105072021,6.635290239315196
24,1.890716552734375,6.624113507527492
25,1.9800890684127808,7.243388113512732
