row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", 4-month course., 4-month course.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s developed progressive dysphagia, dysphonia, proximal muscle weakness, and creatine kinase elevation over a","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s developed progressive dysphagia, dysphonia, proximal muscle weakness, and creatine kinase elevation over a","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s developed progressive dysphagia, dysphonia, proximal muscle weakness, and creatine kinase elevation over a 4-month course.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s developed progressive dysphagia, dysphonia, proximal muscle weakness, and creatine kinase elevation over a 4-month course."
2,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", intravenous immunoglobulin (IVIG)., intravenous immunoglobulin (IVIG).,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient’s work-up showed necrotising myopathy with inflammatory infiltrate on biopsy, and she improved with immunosuppression; besides corticosteroids, she responded to","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient’s work-up showed necrotising myopathy with inflammatory infiltrate on biopsy, and she improved with immunosuppression; besides corticosteroids, she responded to","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient’s work-up showed necrotising myopathy with inflammatory infiltrate on biopsy, and she improved with immunosuppression; besides corticosteroids, she responded to intravenous immunoglobulin (IVIG).","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient’s work-up showed necrotising myopathy with inflammatory infiltrate on biopsy, and she improved with immunosuppression; besides corticosteroids, she responded to intravenous immunoglobulin (IVIG)."
3,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", glucagon-like peptide-1 (GLP-1) receptor agonists., glucagon-like peptide-1 (GLP-1) receptor agonists.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s gradually improved after treatment and returned to her baseline functional status while off immunosuppression for several months, during which she continued to avoid","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s gradually improved after treatment and returned to her baseline functional status while off immunosuppression for several months, during which she continued to avoid","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s gradually improved after treatment and returned to her baseline functional status while off immunosuppression for several months, during which she continued to avoid glucagon-like peptide-1 (GLP-1) receptor agonists.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s gradually improved after treatment and returned to her baseline functional status while off immunosuppression for several months, during which she continued to avoid glucagon-like peptide-1 (GLP-1) receptor agonists."
4,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", type 2 diabetes., type 2 diabetes.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that glucagon-like peptide-1 (GLP-1) receptor agonists are commonly used for metabolic diseases and diabetes management, including","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that glucagon-like peptide-1 (GLP-1) receptor agonists are commonly used for metabolic diseases and diabetes management, including","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that glucagon-like peptide-1 (GLP-1) receptor agonists are commonly used for metabolic diseases and diabetes management, including type 2 diabetes.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that glucagon-like peptide-1 (GLP-1) receptor agonists are commonly used for metabolic diseases and diabetes management, including type 2 diabetes."
5,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", GLP-1 receptor agonist., GLP-1 receptor agonist.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a recent case report mentioned in the background described rhabdomyolysis with necrotising features associated with tirzepatide as a","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a recent case report mentioned in the background described rhabdomyolysis with necrotising features associated with tirzepatide as a","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a recent case report mentioned in the background described rhabdomyolysis with necrotising features associated with tirzepatide as a GLP-1 receptor agonist.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a recent case report mentioned in the background described rhabdomyolysis with necrotising features associated with tirzepatide as a GLP-1 receptor agonist."
6,repair,target_source_repair|poor_wording,Original target combined two source clauses and did not occur as a source span; repaired to the exact source-backed CK-elevation span and removed awkward pronoun wording.," creatine kinase (CK) elevation, before they began improving after drug discontinuation.", creatine kinase (CK) elevation in the thousands.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings on active treatment developed worsening laboratory abnormalities while receiving treatment, including","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings while on active treatment developed","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings on active treatment developed worsening laboratory abnormalities while receiving treatment, including creatine kinase (CK) elevation, before they began improving after drug discontinuation.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings while on active treatment developed creatine kinase (CK) elevation in the thousands."
7,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", IMNM., IMNM.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with IMNM.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with IMNM."
8,repair,poor_wording,Probe mislabeled background material as discussion; repaired the section cue while preserving the same source-backed fact., immunosuppression., immunosuppression.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the discussion notes that some patients had persistent myopathy and creatine kinase elevation despite stopping statins, and that their subsequent improvement was suggestive of an autoimmune myopathy following","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that some patients had persistent myopathy and creatine kinase elevation despite stopping statins, and that their subsequent improvement was suggestive of an autoimmune myopathy following","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the discussion notes that some patients had persistent myopathy and creatine kinase elevation despite stopping statins, and that their subsequent improvement was suggestive of an autoimmune myopathy following immunosuppression.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that some patients had persistent myopathy and creatine kinase elevation despite stopping statins, and that their subsequent improvement was suggestive of an autoimmune myopathy following immunosuppression."
9,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", dysphagia and dysphonia., dysphagia and dysphonia.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s presented with progressive proximal muscle weakness and had","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s presented with progressive proximal muscle weakness and had","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s presented with progressive proximal muscle weakness and had dysphagia and dysphonia.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s presented with progressive proximal muscle weakness and had dysphagia and dysphonia."
10,keep,,"Meets v13 criteria; target is meaningful, source-framed, source-supported, and source-valid.", in good health, in good health,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient was previously functioning independently in her daily activities and was","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient was previously functioning independently in her daily activities and was","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient was previously functioning independently in her daily activities and was in good health","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient was previously functioning independently in her daily activities and was in good health"
