source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,0,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v14_low_overlap_strict.audit.csv,0.333333,0.195652,0.551181,0.374359,12,2,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s developed progressive dysphagia, dysphonia, proximal muscle weakness, and creatine kinase elevation over a","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a woman in her 60s was noted to have worsening swallowing difficulty, voice change, proximal weakness, and an elevated creatine kinase level throughout a","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s developed progressive dysphagia, dysphonia, proximal muscle weakness, and creatine kinase elevation over a 4-month course.","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a woman in her 60s was noted to have worsening swallowing difficulty, voice change, proximal weakness, and an elevated creatine kinase level throughout a 4-month course."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,1,False,3,absolute lexical overlap still too high (new token Jaccard 0.256 > 0.250 or new LCS 8 > 6; jaccard drop 0.129),0.384615,0.255814,0.024490,0.099404,9,8,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient’s work-up showed necrotising myopathy with inflammatory infiltrate on biopsy, and she improved with immunosuppression; besides corticosteroids, she responded to","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the diagnostic evaluation pointed to necrotising myopathy with inflammatory infiltrate on biopsy, and immunosuppressive treatment led to improvement; in addition to corticosteroids, she was given","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient’s work-up showed necrotising myopathy with inflammatory infiltrate on biopsy, and she improved with immunosuppression; besides corticosteroids, she responded to intravenous immunoglobulin (IVIG).","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the diagnostic evaluation pointed to necrotising myopathy with inflammatory infiltrate on biopsy, and immunosuppressive treatment led to improvement; in addition to corticosteroids, she was given intravenous immunoglobulin (IVIG)."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v14_low_overlap_strict.audit.csv,0.340000,0.148148,0.034417,0.029661,12,2,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s gradually improved after treatment and returned to her baseline functional status while off immunosuppression for several months, during which she continued to avoid","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the woman in her 60s steadily recovered and regained her prior level of function after several months without immunosuppression, while continuing to avoid","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s gradually improved after treatment and returned to her baseline functional status while off immunosuppression for several months, during which she continued to avoid glucagon-like peptide-1 (GLP-1) receptor agonists.","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the woman in her 60s steadily recovered and regained her prior level of function after several months without immunosuppression, while continuing to avoid glucagon-like peptide-1 (GLP-1) receptor agonists."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,3,False,3,absolute lexical overlap still too high (new token Jaccard 0.213 > 0.250 or new LCS 8 > 6; jaccard drop 0.136),0.348837,0.212766,0.567308,0.486216,8,8,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that glucagon-like peptide-1 (GLP-1) receptor agonists are commonly used for metabolic diseases and diabetes management, including","As noted in the background of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", glucagon-like peptide-1 (GLP-1) receptor agonists are now widely prescribed for treating metabolic disorders such as","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that glucagon-like peptide-1 (GLP-1) receptor agonists are commonly used for metabolic diseases and diabetes management, including type 2 diabetes.","As noted in the background of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", glucagon-like peptide-1 (GLP-1) receptor agonists are now widely prescribed for treating metabolic disorders such as type 2 diabetes."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,4,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v14_low_overlap_strict.audit.csv,0.333333,0.179487,0.525253,0.318766,8,2,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a recent case report mentioned in the background described rhabdomyolysis with necrotising features associated with tirzepatide as a","In the background of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", another published report was cited in which tirzepatide was linked to rhabdomyolysis showing necrotising changes as a","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a recent case report mentioned in the background described rhabdomyolysis with necrotising features associated with tirzepatide as a GLP-1 receptor agonist.","In the background of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", another published report was cited in which tirzepatide was linked to rhabdomyolysis showing necrotising changes as a GLP-1 receptor agonist."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,5,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v14_low_overlap_strict.audit.csv,0.217391,0.119048,0.030635,0.064343,3,2,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings while on active treatment developed","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings while on active treatment developed creatine kinase (CK) elevation in the thousands.","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had creatine kinase (CK) elevation in the thousands."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,6,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v14_low_overlap_strict.audit.csv,0.500000,0.102564,0.663415,0.355556,14,2,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", these two autoantibodies are noted as being strongly linked with","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with IMNM.","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", these two autoantibodies are noted as being strongly linked with IMNM."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,7,True,1,accepted,0.188679,0.129630,0.204842,0.023529,5,3,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that some patients had persistent myopathy and creatine kinase elevation despite stopping statins, and that their subsequent improvement was suggestive of an autoimmune myopathy following","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background describes patients whose muscle weakness and creatine kinase remained elevated after statin withdrawal, and whose later recovery pointed to an autoimmune myopathy responsive to","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that some patients had persistent myopathy and creatine kinase elevation despite stopping statins, and that their subsequent improvement was suggestive of an autoimmune myopathy following immunosuppression.","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background describes patients whose muscle weakness and creatine kinase remained elevated after statin withdrawal, and whose later recovery pointed to an autoimmune myopathy responsive to immunosuppression."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,8,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v14_low_overlap_strict.audit.csv,0.302326,0.232558,0.309735,0.243792,6,4,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s presented with progressive proximal muscle weakness and had","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the presentation of a woman in her 60s included progressive proximal muscle weakness and","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s presented with progressive proximal muscle weakness and had dysphagia and dysphonia.","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the presentation of a woman in her 60s included progressive proximal muscle weakness and dysphagia and dysphonia."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/facts/probes_v13.csv,9,True,1,accepted,0.205128,0.111111,0.287263,0.271540,2,1,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient was previously functioning independently in her daily activities and was","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient had been healthy and able to manage her everyday activities without assistance and was","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient was previously functioning independently in her daily activities and was in good health","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", before the onset of her progressive muscle weakness, dysphagia, and dysphonia, the patient had been healthy and able to manage her everyday activities without assistance and was in good health"
