review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/1,0,(A),False,,False,0,True,,2 years.,2 years.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/1,1,(C),False,,False,0,True,,3–4 years.,3–4 years.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/1,2,(D),False,,False,0,True,,7 years.,7 years.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/1,3,(E),False,,False,0,True,,10 years.,10 years.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/3,0,(A),False,,False,0,True,,Postural changes.,Postural changes.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/3,1,(B),False,,False,0,True,,Photic stimulation.,Photic stimulation.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/3,2,(C),False,,False,0,True,,Neck extension.,Neck extension.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/3,3,(E),False,,False,0,True,,Concurrent syringomyelia.,Concurrent syringomyelia.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/4,0,(A),False,,False,0,True,,were consistently accompanied by loud snoring and daytime somnolence.,were consistently accompanied by loud snoring and daytime somnolence.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/4,1,(B),False,,False,0,True,,were triggered mainly by solid foods rather than liquids.,were triggered mainly by solid foods rather than liquids.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/4,2,(C),False,,False,0,True,,usually required the Heimlich maneuver to relieve the obstruction.,usually required the Heimlich maneuver to relieve the obstruction.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/4,3,(D),False,,False,0,True,,often progressed to aspiration pneumonia requiring hospitalization.,often progressed to aspiration pneumonia requiring hospitalization.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/0,0,(A),False,,False,0,True,,a craniovertebral junction defect that invariably warrants surgical decompression once identified.,a craniovertebral junction defect that invariably warrants surgical decompression once identified.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/0,1,(C),False,,False,0,True,,a uniform structural abnormality caused by a congenitally small posterior fossa.,a uniform structural abnormality caused by a congenitally small posterior fossa.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/0,2,(D),False,,False,0,True,,a progressive neurodegenerative disorder affecting the cerebellum and brainstem.,a progressive neurodegenerative disorder affecting the cerebellum and brainstem.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/0,3,(E),False,,False,0,True,,an incidental MRI finding that is clinically irrelevant in nearly all affected adults.,an incidental MRI finding that is clinically irrelevant in nearly all affected adults.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/2,0,(A),False,,False,0,True,,acquired craniovertebral junction abnormalities,acquired craniovertebral junction abnormalities,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/2,1,(B),False,,False,0,True,,complex neurodevelopmental anomalies,complex neurodevelopmental anomalies,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/2,2,(C),False,,False,0,True,,posterior fossa crowding syndromes,posterior fossa crowding syndromes,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/2,3,(E),False,,False,0,True,,radiographic tonsillar descent,radiographic tonsillar descent,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/7,0,(B),False,,False,0,True,,a small circumscribed area over the occipital scalp.,a small circumscribed area over the occipital scalp.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/7,1,(C),False,,False,0,True,,a tight band-like area across the forehead.,a tight band-like area across the forehead.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/7,2,(D),False,,False,0,True,,the upper cervical region radiating into the shoulders.,the upper cervical region radiating into the shoulders.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/7,3,(E),False,,False,0,True,,the unilateral temporal region behind one eye.,the unilateral temporal region behind one eye.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/5,0,(A),False,,False,0,True,,recurrent nocturnal seizures on electroencephalography.,recurrent nocturnal seizures on electroencephalography.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/5,1,(C),False,,False,0,True,,cerebrospinal fluid outflow obstruction and syringomyelia.,cerebrospinal fluid outflow obstruction and syringomyelia.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/5,2,(D),False,,False,0,True,,evidence of brainstem compression on magnetic resonance imaging.,evidence of brainstem compression on magnetic resonance imaging.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/5,3,(E),False,,False,0,True,,PHOX2B mutations consistent with congenital central hypoventilation syndrome.,PHOX2B mutations consistent with congenital central hypoventilation syndrome.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/8,0,(A),False,,False,0,True,,intermittent nocturnal and mealtime choking episodes.,intermittent nocturnal and mealtime choking episodes.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/8,1,(B),False,,False,0,True,,persistent posterior neck and shoulder pain.,persistent posterior neck and shoulder pain.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/8,2,(D),False,,False,0,True,,episodic migraine with visual aura.,episodic migraine with visual aura.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/8,3,(E),False,,False,0,True,,progressive solid-food and liquid dysphagia.,progressive solid-food and liquid dysphagia.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/11,0,(A),False,,False,0,True,,98% on room air.,98% on room air.,[]
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/11,1,(B),False,,False,0,True,,92% on room air.,92% on room air.,[]
