original_row_index,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences,contextualized_question
1, hyperspherical energy,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT should retain pretrained semantic generation ability during finetuning because it preserves the pairwise neuron relationship on the unit hypersphere, called","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT should retain pretrained semantic generation ability during finetuning because it preserves the pairwise neuron relationship on the unit hypersphere, called hyperspherical energy",Synthesized Insight,"['OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.']","Since preserving hyperspherical energy is stated to be crucial for semantic generation ability and OFT preserves it, that preserved quantity is the reason OFT should better retain pretrained semantics.",What preserved quantity is the paper's main reason that OFT should retain pretrained semantic generation ability during finetuning?,hyperspherical energy,"['OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.']","['OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.', 'We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what quantity does OFT preserve that the paper says is crucial for retaining pretrained semantic generation ability during finetuning?"
18, constrained deviation from the pretrained model,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', COFT yields even better finetuning stability than OFT due to its explicit","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', COFT yields even better finetuning stability than OFT due to its explicit constrained deviation from the pretrained model",Multi-Fact Integration,"['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']",The paper attributes COFT's extra stability specifically to the added explicit limit on how far the finetuned model may move from the pretrained one.,What extra ingredient gives COFT better finetuning stability than OFT?,constrained deviation from the pretrained model,"['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']","['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what additional constraint is cited as the reason COFT has better finetuning stability than OFT?"
13, the pretrained model,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if COFT sets its deviation budget to \(\epsilon=0\), it reduces to","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if COFT sets its deviation budget to \(\epsilon=0\), it reduces to the pretrained model",Reasoning Step,"['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","If $\epsilon=0$, the deviation constraint forces $\bm{R}=\bm{I}$, so the forward pass uses $\bm{W}^0$ exactly and COFT reduces to the original pretrained model.","If COFT sets its deviation budget to $\epsilon=0$, what model does it reduce to?",the pretrained model,"['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", if COFT sets its deviation budget to $\epsilon=0$, what does it reduce to?"
3, avoid destroying pretrained structure,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', for finetuning diffusion models, preserving hyperspherical energy is safer than minimizing it because it helps","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', for finetuning diffusion models, preserving hyperspherical energy is safer than minimizing it because it helps avoid destroying pretrained structure",Synthesized Insight,"['""In contrast, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.""', '""In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.""']","If minimizing hyperspherical energy can destroy original semantics, then preserving it is safer because it protects the pretrained structure.","For finetuning diffusion models, why is preserving hyperspherical energy safer than minimizing it?",avoid destroying pretrained structure,"['""In contrast, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.""', '""In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.""']","['""In contrast, OFT aims to preserve the same hyperspherical energy as the pretrained model so that the intrinsic pretrained structure will not be destroyed by finetuning.""', '""In the case of finetuning diffusion models, minimizing hyperspherical energy could destroy the original semantic structures.""']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", why is preserving hyperspherical energy considered safer than minimizing it when finetuning diffusion models?"
16, depth-wise convolution kernels,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT uses as many blocks as the number of input channels in a convolution layer, its transform resembles","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT uses as many blocks as the number of input channels in a convolution layer, its transform resembles depth-wise convolution kernels",Reasoning Step,"['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","Matching the number of blocks to the number of input channels isolates each channel's transform, which the paper likens to depth-wise convolution kernels.","If OFT uses as many blocks as input channels in a convolution layer, what kind of convolution behavior does its transform resemble?",depth-wise convolution kernels,"['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when OFT uses as many blocks as there are input channels in a convolution layer, what type of convolution behavior is its transform said to resemble?"
14, a rotation or reflection,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves zero hyperspherical-energy difference from the pretrained layer by making a layer’s weights undergo","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves zero hyperspherical-energy difference from the pretrained layer by making a layer’s weights undergo a rotation or reflection",Reasoning Step,"['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']",The paper states that zero hyperspherical-energy difference is attained exactly when the finetuned weights are related to pretrained weights by an orthogonal rotation or reflection.,What kind of change to a layer's weights lets OFT achieve zero hyperspherical-energy difference from the pretrained layer?,a rotation or reflection,"['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']","['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", what relationship between a layer’s weights and the pretrained layer’s weights allows OFT to achieve zero hyperspherical-energy difference?"
17, magnitudes are normalized out,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', Re-scaled OFT can learn per-neuron scaling without altering the hyperspherical-energy property because","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', Re-scaled OFT can learn per-neuron scaling without altering the hyperspherical-energy property because magnitudes are normalized out",Reasoning Step,"['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","Because hyperspherical energy depends on normalized neurons, changing only magnitudes through a diagonal scaling does not alter it.",Why can re-scaled OFT learn per-neuron scaling without altering the hyperspherical-energy property?,magnitudes are normalized out,"['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", why does the re-scaled version of OFT allow a separate magnitude scaling factor for each neuron without changing the hyperspherical-energy property?"
8, OFT and COFT,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if a user cannot carefully tune the iteration count and may run many iterations, the safer choices are","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if a user cannot carefully tune the iteration count and may run many iterations, the safer choices are OFT and COFT",Synthesized Insight,"['After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.', 'We note that the insensitivity to the number of finetuning iteration is quite important, since it can effectively alleviate the trouble of tuning the iteration number for different subjects. For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.']","Since DreamBooth and LoRA degrade at high iteration counts while OFT variants stay stable and are described as insensitive to iteration number, the safer methods under uncertain large iteration counts are OFT and COFT.","If a user cannot carefully tune iteration count and may run many iterations, which methods are the safer choices?",OFT and COFT,"['After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.', 'We note that the insensitivity to the number of finetuning iteration is quite important, since it can effectively alleviate the trouble of tuning the iteration number for different subjects. For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.']","['After 2000 iterations, DreamBooth starts to generate collapsed images, and LoRA fails to generate yellow shirt (and instead generates yellow fur). In contrast, both OFT and COFT are still able to achieve stable and consistent control over the generated image.', 'We note that the insensitivity to the number of finetuning iteration is quite important, since it can effectively alleviate the trouble of tuning the iteration number for different subjects. For both OFT and COFT, we can directly set a relatively large iteration number without carefully tuning it.']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", which methods are described as the safer choices when a user cannot carefully tune the finetuning iteration count and may end up running many iterations?"
27, hyperspherical energy,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, the quantity that would still be guaranteed to stay preserved is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, the quantity that would still be guaranteed to stay preserved is hyperspherical energy",Multi-Fact Integration,"['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","If multiple task matrices are multiplied and the result is still orthogonal, then applying that shared orthogonal transform still preserves all pairwise hyperspherical similarities, so their sum is preserved too.","If orthogonal matrices learned from several OFT finetuning tasks are multiplied together before being applied to a layer, what quantity would still be guaranteed to stay preserved?",hyperspherical energy,"['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","['Hyperspherical energy is defined as the sum of hyperspherical similarity (e.g., cosine similarity) between all pairwise neurons in the same layer', 'the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.', 'OFT has unique potential in compositionality, in the sense that the orthogonal matrices produced by multiple OFT finetuning tasks can be multiplied together and remains an orthogonal matrix.']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", if the orthogonal matrices learned from several OFT finetuning tasks are multiplied together and the resulting matrix is applied to a layer, which layer-level quantity is still guaranteed to be preserved?"
22, trainable parameters,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee is","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee is trainable parameters",Reasoning Step,"['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","Increasing $r$ lowers the stated $\mathcal{O}(d^2/r)$ cost, while orthogonality—and thus the preservation guarantee—still holds.","If the block count $r$ is increased in OFT's block-diagonal parameterization, what decreases without sacrificing the preservation guarantee?",trainable parameters,"['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","['For an $r$-block diagonal orthogonal matrix, the number of parameter is $d(d/r-1)/2$, resulting in a complexity of $\\mathcal{O}(d^2/r)$.', 'Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.']","According to the academic paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", if the block count $r$ is increased in OFT's block-diagonal orthogonal parameterization, what quantity decreases while the orthogonality-based preservation guarantee still holds?"
