section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Abstract,No Subsection,"Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly.", hepatosplenomegaly.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had worsening fatigue and widespread weakness, and on examination she had multiple abnormal findings, among them hepatosplenomegaly.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with progressive fatigue and generalised weakness, and her examination showed several abnormalities. What enlargement of abdominal organs was found on examination?",True,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had worsening fatigue and widespread weakness, and on examination she had multiple abnormal findings, among them"
Abstract,No Subsection,"Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis.", severe vitamin B12 deficiency.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of worsening fatigue and generalized weakness, together with features of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, underwent testing that revealed pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was severe vitamin B12 deficiency.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness, along with signs of premature ageing, anaemia, neuropathy, and hepatosplenomegaly. Her investigations showed pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis. What vitamin deficiency was identified on those investigations?",True,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of worsening fatigue and generalized weakness, together with features of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, underwent testing that revealed pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was"
Abstract,No Subsection,"Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder.", a genetic disorder.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", once the nutritional deficits had been addressed, the ongoing cytopenia together with premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis prompted concern for a genetic disorder.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the patient’s nutritional deficiencies were corrected, but she still had cytopenia, premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis. What type of disorder was suspected from this constellation of findings?",True,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", once the nutritional deficits had been addressed, the ongoing cytopenia together with premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis prompted concern for"
Abstract,No Subsection,"Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance.", Variant of Uncertain Significance.,"In the report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", an exome-based clinical analysis in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis found a single-copy PARN missense change (c.613T>C; p.Cys205Arg), and it was designated as Variant of Uncertain Significance.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg). How was this variant classified?",True,"In the report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", an exome-based clinical analysis in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis found a single-copy PARN missense change (c.613T>C; p.Cys205Arg), and it was designated as"
Abstract,No Subsection,"Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Summary: A woman in her late 20s presented with a 5-year history of progressive fatigue and generalised weakness. Examination revealed signs of premature ageing, anaemia, neuropathy and hepatosplenomegaly. Investigations showed pancytopenia, dimorphic anaemia, severe vitamin B12 deficiency, hepatic fibrosis and pulmonary fibrosis. Despite correction of nutritional deficiencies, the constellation of cytopenia, premature greying, osteoporosis, hepatic and pulmonary fibrosis raised suspicion of a genetic disorder. Clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), classified as a Variant of Uncertain Significance. Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4. The clinical–genetic correlation in this case supported a diagnosis of a telomere biology disorder (TBD). This case highlights the importance of considering TBDs in young adults with unexplained multisystem disease, even when classical mucocutaneous features are absent. Early recognition is crucial for guiding genetic counselling, surveillance and consideration of bone marrow transplantation in progressive cases.
","Germline pathogenic variants in PARN have been associated with dyskeratosis congenita, autosomal recessive 6 (DKCB6) and with telomere-related pulmonary fibrosis and/or bone marrow failure 4.", telomere-related pulmonary fibrosis and/or bone marrow failure 4.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", pathogenic germline changes in PARN are noted for their association with dyskeratosis congenita, autosomal recessive 6 (DKCB6), and also with telomere-related pulmonary fibrosis and/or bone marrow failure 4.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", germline pathogenic variants in PARN have been linked to dyskeratosis congenita, autosomal recessive 6 (DKCB6). Besides DKCB6, what other disorder has been associated with these PARN variants?",True,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", pathogenic germline changes in PARN are noted for their association with dyskeratosis congenita, autosomal recessive 6 (DKCB6), and also with"
Background,No Subsection,"Telomere biology disorders (TBDs) are rare premature-ageing syndromes caused by Mendelian defects in telomere-related genes that lead to abnormally short or dysfunctional telomeres. Actively dividing cells, such as bone marrow, skin, mucosa, hair and hepatocytes, are predominantly affected cell groups. TBD includes numerous clinical phenotypes, with dyskeratosis congenita (DC) being the prototype disease. Other entities include Hoyeraal-Hreidarsson (HH) syndrome, Revesz syndrome and Coats plus syndrome.

Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).

We describe a woman in her late 20s with prolonged fatigue and multisystem involvement who was ultimately diagnosed with a TBD.
","Telomere biology disorders (TBDs) are rare premature-ageing syndromes caused by Mendelian defects in telomere-related genes that lead to abnormally short or dysfunctional telomeres. Actively dividing cells, such as bone marrow, skin, mucosa, hair and hepatocytes, are predominantly affected cell groups. TBD includes numerous clinical phenotypes, with dyskeratosis congenita (DC) being the prototype disease. Other entities include Hoyeraal-Hreidarsson (HH) syndrome, Revesz syndrome and Coats plus syndrome.

Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).

We describe a woman in her late 20s with prolonged fatigue and multisystem involvement who was ultimately diagnosed with a TBD.
",Telomere biology disorders (TBDs) are rare premature-ageing syndromes caused by Mendelian defects in telomere-related genes that lead to abnormally short or dysfunctional telomeres., abnormally short or dysfunctional telomeres.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", telomere biology disorders (TBDs) are described as resulting from inherited changes in telomere-associated genes that produce abnormally short or dysfunctional telomeres.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", what do Mendelian defects in telomere-related genes lead to in telomere biology disorders (TBDs)?",True,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", telomere biology disorders (TBDs) are described as resulting from inherited changes in telomere-associated genes that produce"
Background,No Subsection,"Telomere biology disorders (TBDs) are rare premature-ageing syndromes caused by Mendelian defects in telomere-related genes that lead to abnormally short or dysfunctional telomeres. Actively dividing cells, such as bone marrow, skin, mucosa, hair and hepatocytes, are predominantly affected cell groups. TBD includes numerous clinical phenotypes, with dyskeratosis congenita (DC) being the prototype disease. Other entities include Hoyeraal-Hreidarsson (HH) syndrome, Revesz syndrome and Coats plus syndrome.

Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).

We describe a woman in her late 20s with prolonged fatigue and multisystem involvement who was ultimately diagnosed with a TBD.
","Telomere biology disorders (TBDs) are rare premature-ageing syndromes caused by Mendelian defects in telomere-related genes that lead to abnormally short or dysfunctional telomeres. Actively dividing cells, such as bone marrow, skin, mucosa, hair and hepatocytes, are predominantly affected cell groups. TBD includes numerous clinical phenotypes, with dyskeratosis congenita (DC) being the prototype disease. Other entities include Hoyeraal-Hreidarsson (HH) syndrome, Revesz syndrome and Coats plus syndrome.

Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).

We describe a woman in her late 20s with prolonged fatigue and multisystem involvement who was ultimately diagnosed with a TBD.
","Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).", autosomal recessive dyskeratosis congenita (DKCB6),"In the background of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", PARN changes are described as having a characteristic pattern, with the biallelic form leading to autosomal recessive dyskeratosis congenita (DKCB6)","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section explains that PARN variants have a distinct phenotype. In that description, what condition is caused by biallelic PARN variants?",True,"In the background of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", PARN changes are described as having a characteristic pattern, with the biallelic form leading to"
Background,No Subsection,"Telomere biology disorders (TBDs) are rare premature-ageing syndromes caused by Mendelian defects in telomere-related genes that lead to abnormally short or dysfunctional telomeres. Actively dividing cells, such as bone marrow, skin, mucosa, hair and hepatocytes, are predominantly affected cell groups. TBD includes numerous clinical phenotypes, with dyskeratosis congenita (DC) being the prototype disease. Other entities include Hoyeraal-Hreidarsson (HH) syndrome, Revesz syndrome and Coats plus syndrome.

Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).

We describe a woman in her late 20s with prolonged fatigue and multisystem involvement who was ultimately diagnosed with a TBD.
","Telomere biology disorders (TBDs) are rare premature-ageing syndromes caused by Mendelian defects in telomere-related genes that lead to abnormally short or dysfunctional telomeres. Actively dividing cells, such as bone marrow, skin, mucosa, hair and hepatocytes, are predominantly affected cell groups. TBD includes numerous clinical phenotypes, with dyskeratosis congenita (DC) being the prototype disease. Other entities include Hoyeraal-Hreidarsson (HH) syndrome, Revesz syndrome and Coats plus syndrome.

Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).

We describe a woman in her late 20s with prolonged fatigue and multisystem involvement who was ultimately diagnosed with a TBD.
","Among the various mutations identified in this group of disorders, PARN variants demonstrate a distinct phenotype, with biallelic variants causing autosomal recessive dyskeratosis congenita (DKCB6), while monoallelic variants more often underlie telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4).", telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4),"In the background discussion of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors indicate that monoallelic PARN variants are most commonly associated with telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4)","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section notes that PARN variants have a distinct phenotype. In that context, monoallelic PARN variants more often underlie what disorder spectrum?",True,"In the background discussion of the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors indicate that monoallelic PARN variants are most commonly associated with"
Case presentation,No Subsection,"A woman in her late 20s presented to our tertiary care centre with a 5-year history of progressively worsening generalised weakness and early fatigability. Over the years, her functional capacity declined, reducing her ability to perform daily activities compared with her peers. In the last 3 months, the weakness has worsened to the point of impairing self-care and requiring assistance. She also reported exertional dyspnoea, intermittent chest discomfort, weight loss and anorexia.

On examination, she was haemodynamically stable. Notable findings included pallor, icterus, premature greying of hair, knuckle hyperpigmentation and a bald tongue with atrophy of lingual papillae.

Musculoskeletal examination revealed thoracic scoliosis and bilateral thenar atrophy. Abdominal examination showed hepatomegaly (5 cm below the right costal margin, span 18 cm). Respiratory examination revealed reduced breath sounds in the bilateral infra-scapular regions. Cardiovascular examination was unremarkable.
","A woman in her late 20s presented to our tertiary care centre with a 5-year history of progressively worsening generalised weakness and early fatigability. Over the years, her functional capacity declined, reducing her ability to perform daily activities compared with her peers. In the last 3 months, the weakness has worsened to the point of impairing self-care and requiring assistance. She also reported exertional dyspnoea, intermittent chest discomfort, weight loss and anorexia.

On examination, she was haemodynamically stable. Notable findings included pallor, icterus, premature greying of hair, knuckle hyperpigmentation and a bald tongue with atrophy of lingual papillae.

Musculoskeletal examination revealed thoracic scoliosis and bilateral thenar atrophy. Abdominal examination showed hepatomegaly (5 cm below the right costal margin, span 18 cm). Respiratory examination revealed reduced breath sounds in the bilateral infra-scapular regions. Cardiovascular examination was unremarkable.
",A woman in her late 20s presented to our tertiary care centre with a 5-year history of progressively worsening generalised weakness and early fatigability., early fatigability.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s arrived at a tertiary care centre following five years of steadily increasing generalized weakness plus early fatigability.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented to a tertiary care centre after a 5-year history of progressively worsening generalised weakness. What symptom accompanied the weakness at presentation?",True,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s arrived at a tertiary care centre following five years of steadily increasing generalized weakness plus"
Case presentation,No Subsection,"A woman in her late 20s presented to our tertiary care centre with a 5-year history of progressively worsening generalised weakness and early fatigability. Over the years, her functional capacity declined, reducing her ability to perform daily activities compared with her peers. In the last 3 months, the weakness has worsened to the point of impairing self-care and requiring assistance. She also reported exertional dyspnoea, intermittent chest discomfort, weight loss and anorexia.

On examination, she was haemodynamically stable. Notable findings included pallor, icterus, premature greying of hair, knuckle hyperpigmentation and a bald tongue with atrophy of lingual papillae.

Musculoskeletal examination revealed thoracic scoliosis and bilateral thenar atrophy. Abdominal examination showed hepatomegaly (5 cm below the right costal margin, span 18 cm). Respiratory examination revealed reduced breath sounds in the bilateral infra-scapular regions. Cardiovascular examination was unremarkable.
","A woman in her late 20s presented to our tertiary care centre with a 5-year history of progressively worsening generalised weakness and early fatigability. Over the years, her functional capacity declined, reducing her ability to perform daily activities compared with her peers. In the last 3 months, the weakness has worsened to the point of impairing self-care and requiring assistance. She also reported exertional dyspnoea, intermittent chest discomfort, weight loss and anorexia.

On examination, she was haemodynamically stable. Notable findings included pallor, icterus, premature greying of hair, knuckle hyperpigmentation and a bald tongue with atrophy of lingual papillae.

Musculoskeletal examination revealed thoracic scoliosis and bilateral thenar atrophy. Abdominal examination showed hepatomegaly (5 cm below the right costal margin, span 18 cm). Respiratory examination revealed reduced breath sounds in the bilateral infra-scapular regions. Cardiovascular examination was unremarkable.
","Over the years, her functional capacity declined, reducing her ability to perform daily activities compared with her peers.", her peers.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and over time she became less able to carry out everyday tasks than her peers.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity. Compared with whom was her ability to perform daily activities reduced?",True,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and over time she became less able to carry out everyday tasks than"
