row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", a failure to pay the premiums, a failure to pay the premiums,"In Williams v. GoAuto Insurance Company, each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon","According to the opinion in ""Williams v. GoAuto Insurance"", each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon","In Williams v. GoAuto Insurance Company, each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon a failure to pay the premiums","According to the opinion in ""Williams v. GoAuto Insurance"", each financing agreement between the insureds and American Premium Assistance Company, LLC (APAC) gave APAC a power of attorney to cancel the insurance policies upon a failure to pay the premiums"
2,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", the United States District Court for the Middle District of Louisiana., the United States District Court for the Middle District of Louisiana.,"In Williams v. GoAuto Insurance Company, a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to","According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to","In Williams v. GoAuto Insurance Company, a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the Middle District of Louisiana.","According to the opinion in ""Williams v. GoAuto Insurance"", a class action alleging improper cancellation of insurance policies was removed from Louisiana state court to the United States District Court for the Middle District of Louisiana."
3,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", Louisiana law., Louisiana law.,"According to the opinion in ""Williams v. GoAuto Insurance Company,"" after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy","According to the opinion in ""Williams v. GoAuto Insurance"", after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy","According to the opinion in ""Williams v. GoAuto Insurance Company,"" after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy Louisiana law.","According to the opinion in ""Williams v. GoAuto Insurance"", after removal from Louisiana state court and the parties' cross-motions for summary judgment in federal district court, GoAuto’s procedure for cancelling the financed insurance policies had to satisfy Louisiana law."
4,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", complied with state law., complied with state law.,"In Williams v. GoAuto Insurance Company, after the plaintiffs challenged GoAuto’s policy-cancellation procedures in the United States District Court for the Middle District of Louisiana, the district court granted GoAuto’s motion for summary judgment and held that those procedures","According to the opinion in ""Williams v. GoAuto Insurance"", after the plaintiffs challenged GoAuto’s policy-cancellation procedures in the United States District Court for the Middle District of Louisiana, the district court granted GoAuto’s motion for summary judgment and held that those procedures","In Williams v. GoAuto Insurance Company, after the plaintiffs challenged GoAuto’s policy-cancellation procedures in the United States District Court for the Middle District of Louisiana, the district court granted GoAuto’s motion for summary judgment and held that those procedures complied with state law.","According to the opinion in ""Williams v. GoAuto Insurance"", after the plaintiffs challenged GoAuto’s policy-cancellation procedures in the United States District Court for the Middle District of Louisiana, the district court granted GoAuto’s motion for summary judgment and held that those procedures complied with state law."
5,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", an APAC employee., an APAC employee.,"In Williams v. GoAuto Insurance Company, after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by","According to the opinion in ""Williams v. GoAuto Insurance"", after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by","In Williams v. GoAuto Insurance Company, after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by an APAC employee.","According to the opinion in ""Williams v. GoAuto Insurance"", after a financed insurance policy is canceled under GoAuto’s and APAC’s cancellation procedures, the printed cancellation documents later in the morning receive a signature stamp affixed by an APAC employee."
6,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", a filing cabinet shared by GoAuto and APAC., a filing cabinet shared by GoAuto and APAC.,"According to the opinion in ""Williams v. GoAuto Insurance Company"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to","According to the opinion in ""Williams v. GoAuto Insurance"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to","According to the opinion in ""Williams v. GoAuto Insurance Company"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to a filing cabinet shared by GoAuto and APAC.","According to the opinion in ""Williams v. GoAuto Insurance"", prior to 2017, after the cancellation documents were printed, an APAC employee would physically take them to a filing cabinet shared by GoAuto and APAC."
7,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", an APAC employee., an APAC employee.,"In Williams v. GoAuto Insurance Company, describing APAC and GoAuto’s cancellation procedure before 2017, the opinion states that the documents were physically taken to the filing cabinet shared by GoAuto and APAC by","According to the opinion in ""Williams v. GoAuto Insurance"", describing APAC and GoAuto’s cancellation procedure before 2017, the opinion states that the documents were physically taken to the filing cabinet shared by GoAuto and APAC by","In Williams v. GoAuto Insurance Company, describing APAC and GoAuto’s cancellation procedure before 2017, the opinion states that the documents were physically taken to the filing cabinet shared by GoAuto and APAC by an APAC employee.","According to the opinion in ""Williams v. GoAuto Insurance"", describing APAC and GoAuto’s cancellation procedure before 2017, the opinion states that the documents were physically taken to the filing cabinet shared by GoAuto and APAC by an APAC employee."
8,repair,source_framing_issue,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target.", canceled automatically., canceled automatically.,"In Williams v. GoAuto Insurance Company, the Plaintiffs’ argument about APAC’s certification and the timing of its signature was that, before any signature appears on APAC’s certification, the policy is","According to the opinion in ""Williams v. GoAuto Insurance"", the Plaintiffs’ argument about APAC’s certification and the timing of its signature was that, before any signature appears on APAC’s certification, the policy is","In Williams v. GoAuto Insurance Company, the Plaintiffs’ argument about APAC’s certification and the timing of its signature was that, before any signature appears on APAC’s certification, the policy is canceled automatically.","According to the opinion in ""Williams v. GoAuto Insurance"", the Plaintiffs’ argument about APAC’s certification and the timing of its signature was that, before any signature appears on APAC’s certification, the policy is canceled automatically."
9,repair,source_framing_issue|poor_wording,Normalized the legal opinion title and rewrote a colon-before-answer cloze so the answer is the identified Benitez defect without leaking it., the absence of a signature, the absence of a signature,"In Williams v. GoAuto Insurance Company, the court discussed the Louisiana Fifth Circuit case Benitez v. Elsayed and explained that the court did not hold that this defect would, by itself, disqualify the cancellation if the other elements were present:","According to the opinion in ""Williams v. GoAuto Insurance"", when discussing Benitez v. Elsayed, the court explained that the defect that would not by itself disqualify cancellation if the other elements were present was","In Williams v. GoAuto Insurance Company, the court discussed the Louisiana Fifth Circuit case Benitez v. Elsayed and explained that the court did not hold that this defect would, by itself, disqualify the cancellation if the other elements were present: the absence of a signature","According to the opinion in ""Williams v. GoAuto Insurance"", when discussing Benitez v. Elsayed, the court explained that the defect that would not by itself disqualify cancellation if the other elements were present was the absence of a signature"
10,repair,source_framing_issue|poor_wording,"Normalized legal source framing to the source title ""Williams v. GoAuto Insurance"" while preserving the source-supported cloze and target. Added a leading target space so fact equals a grammatical probe-target concatenation.",a signature., a signature.,"In Williams v. GoAuto Insurance Company, the court concluded that Louisiana law does not require the notice sent by the premium finance company to the insurer to include","According to the opinion in ""Williams v. GoAuto Insurance"", the court concluded that Louisiana law does not require the notice sent by the premium finance company to the insurer to include","In Williams v. GoAuto Insurance Company, the court concluded that Louisiana law does not require a signature on the notice sent by the premium finance company to the insurer.","According to the opinion in ""Williams v. GoAuto Insurance"", the court concluded that Louisiana law does not require the notice sent by the premium finance company to the insurer to include a signature."
