section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Abstract,No Subsection,"Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
","Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
","A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia.", oral aphthae.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the man in his 60s who presented with fever, headache, mucocutaneous lesions, and hyponatraemia, the oral mucosal lesion noted among the mucocutaneous findings was oral aphthae.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the man in his 60s who presented with fever, headache, mucocutaneous lesions, and hyponatraemia, what oral mucosal lesion was noted among the mucocutaneous findings?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the man in his 60s who presented with fever, headache, mucocutaneous lesions, and hyponatraemia, the oral mucosal lesion noted among the mucocutaneous findings was"
Abstract,No Subsection,"Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
","Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
","A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia.", hyponatraemia.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", a man in his 60s who presented with fever, headache, and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, and genital ulcers had hyponatraemia.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", a man in his 60s presented with fever, headache, and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, and genital ulcers. What electrolyte abnormality was present at presentation?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", a man in his 60s who presented with fever, headache, and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, and genital ulcers had"
Abstract,No Subsection,"Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
","Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
","Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants.", corticosteroids or other immunosuppressants.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after colchicine monotherapy resolved the man in his 60s' mucocutaneous symptoms, neurological manifestations, and hyponatraemia, the treatments not needed were corticosteroids or other immunosuppressants.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after colchicine monotherapy resolved the man in his 60s’ mucocutaneous symptoms, neurological manifestations, and hyponatraemia, what additional treatments were not needed?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after colchicine monotherapy resolved the man in his 60s' mucocutaneous symptoms, neurological manifestations, and hyponatraemia, the treatments not needed were"
Abstract,No Subsection,"Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
","Summary: We report a rare case of acute neurological Behçet’s disease (neuro-BD) diagnosed concurrently with systemic Behçet’s disease (BD), classified as definite BD, and complicated by syndrome of inappropriate antidiuretic hormone secretion (SIADH). A man in his 60s presented with fever, headache and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, genital ulcers and hyponatraemia. He was diagnosed with BD based on mucocutaneous findings. Brain MRI showed no abnormalities, and cerebrospinal fluid analysis revealed aseptic meningitis, supporting the diagnosis of acute neuro-BD. Laboratory tests confirmed the diagnostic criteria for SIADH. Colchicine monotherapy led to a resolution of the patient’s mucocutaneous symptoms, neurological manifestations and hyponatraemia, without the need for corticosteroids or other immunosuppressants. This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.
",This case suggests a possible association between acute neuro-BD and SIADH and underscores the importance of recognising concurrent neurological and endocrine manifestations in patients with newly diagnosed BD., patients with newly diagnosed BD.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", it is important to recognise concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in which patients is it important to recognise concurrent neurological and endocrine manifestations?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", it is important to recognise concurrent neurological and endocrine manifestations in"
Background,No Subsection,"Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions. Neurological involvement, referred to as neuro-Behçet’s disease (neuro-BD), occurs in approximately 10%–20% of patients and typically develops several years after the initial diagnosis. Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem. Although delayed onset is more common, BD and neuro-BD are rarely diagnosed concurrently. In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.

The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications. Given the inflammatory nature of acute neuro-BD, affected patients may be at risk for developing SIADH. Although SIADH has been reported in association with BD patients receiving treatments such as cyclophosphamide, its occurrence in the absence of pharmacological triggers, and caused solely by CNS inflammation related to acute neuro-BD, remains unclear.

We report a rare case in which BD and acute neuro-BD were diagnosed concurrently, complicated by SIADH. This case highlights the importance of considering SIADH as a potential manifestation of acute neuro-BD, particularly in patients presenting with non-specific CNS symptoms and hyponatraemia.
","Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions. Neurological involvement, referred to as neuro-Behçet’s disease (neuro-BD), occurs in approximately 10%–20% of patients and typically develops several years after the initial diagnosis. Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem. Although delayed onset is more common, BD and neuro-BD are rarely diagnosed concurrently. In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.

The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications. Given the inflammatory nature of acute neuro-BD, affected patients may be at risk for developing SIADH. Although SIADH has been reported in association with BD patients receiving treatments such as cyclophosphamide, its occurrence in the absence of pharmacological triggers, and caused solely by CNS inflammation related to acute neuro-BD, remains unclear.

We report a rare case in which BD and acute neuro-BD were diagnosed concurrently, complicated by SIADH. This case highlights the importance of considering SIADH as a potential manifestation of acute neuro-BD, particularly in patients presenting with non-specific CNS symptoms and hyponatraemia.
","Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions.", uveitis.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", one of the characteristic eye manifestations of Behçet’s disease mentioned in the background description is uveitis.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", which eye manifestation is mentioned as one of the characteristic features of Behçet’s disease in the background description?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", one of the characteristic eye manifestations of Behçet’s disease mentioned in the background description is"
Background,No Subsection,"Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions. Neurological involvement, referred to as neuro-Behçet’s disease (neuro-BD), occurs in approximately 10%–20% of patients and typically develops several years after the initial diagnosis. Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem. Although delayed onset is more common, BD and neuro-BD are rarely diagnosed concurrently. In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.

The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications. Given the inflammatory nature of acute neuro-BD, affected patients may be at risk for developing SIADH. Although SIADH has been reported in association with BD patients receiving treatments such as cyclophosphamide, its occurrence in the absence of pharmacological triggers, and caused solely by CNS inflammation related to acute neuro-BD, remains unclear.

We report a rare case in which BD and acute neuro-BD were diagnosed concurrently, complicated by SIADH. This case highlights the importance of considering SIADH as a potential manifestation of acute neuro-BD, particularly in patients presenting with non-specific CNS symptoms and hyponatraemia.
","Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions. Neurological involvement, referred to as neuro-Behçet’s disease (neuro-BD), occurs in approximately 10%–20% of patients and typically develops several years after the initial diagnosis. Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem. Although delayed onset is more common, BD and neuro-BD are rarely diagnosed concurrently. In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.

The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications. Given the inflammatory nature of acute neuro-BD, affected patients may be at risk for developing SIADH. Although SIADH has been reported in association with BD patients receiving treatments such as cyclophosphamide, its occurrence in the absence of pharmacological triggers, and caused solely by CNS inflammation related to acute neuro-BD, remains unclear.

We report a rare case in which BD and acute neuro-BD were diagnosed concurrently, complicated by SIADH. This case highlights the importance of considering SIADH as a potential manifestation of acute neuro-BD, particularly in patients presenting with non-specific CNS symptoms and hyponatraemia.
","In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.", focal deficits.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when clinicians assess patients with Behçet’s disease for possible neurological involvement alongside mucocutaneous features, the neurological symptoms they should look for include focal deficits.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when clinicians assess patients with Behçet’s disease for possible neurological involvement alongside mucocutaneous features, what type of deficits are included among the neurological symptoms they should look for?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when clinicians assess patients with Behçet’s disease for possible neurological involvement alongside mucocutaneous features, the neurological symptoms they should look for include"
Background,No Subsection,"Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions. Neurological involvement, referred to as neuro-Behçet’s disease (neuro-BD), occurs in approximately 10%–20% of patients and typically develops several years after the initial diagnosis. Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem. Although delayed onset is more common, BD and neuro-BD are rarely diagnosed concurrently. In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.

The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications. Given the inflammatory nature of acute neuro-BD, affected patients may be at risk for developing SIADH. Although SIADH has been reported in association with BD patients receiving treatments such as cyclophosphamide, its occurrence in the absence of pharmacological triggers, and caused solely by CNS inflammation related to acute neuro-BD, remains unclear.

We report a rare case in which BD and acute neuro-BD were diagnosed concurrently, complicated by SIADH. This case highlights the importance of considering SIADH as a potential manifestation of acute neuro-BD, particularly in patients presenting with non-specific CNS symptoms and hyponatraemia.
","Behçet’s disease (BD) is a chronic, multisystem inflammatory disorder characterised by recurrent oral and genital ulcers, uveitis and skin lesions. Neurological involvement, referred to as neuro-Behçet’s disease (neuro-BD), occurs in approximately 10%–20% of patients and typically develops several years after the initial diagnosis. Acute neuro-BD usually presents with meningoencephalitis and parenchymal brain lesions, which commonly involve the brainstem. Although delayed onset is more common, BD and neuro-BD are rarely diagnosed concurrently. In such cases, clinicians should assess both mucocutaneous features and neurological symptoms, including headaches, behavioural changes, psychiatric symptoms and focal deficits.

The syndrome of inappropriate antidiuretic hormone secretion (SIADH) is a well-known cause of hyponatraemia and is often the result of central nervous system (CNS) inflammation, malignancy or certain medications. Given the inflammatory nature of acute neuro-BD, affected patients may be at risk for developing SIADH. Although SIADH has been reported in association with BD patients receiving treatments such as cyclophosphamide, its occurrence in the absence of pharmacological triggers, and caused solely by CNS inflammation related to acute neuro-BD, remains unclear.

We report a rare case in which BD and acute neuro-BD were diagnosed concurrently, complicated by SIADH. This case highlights the importance of considering SIADH as a potential manifestation of acute neuro-BD, particularly in patients presenting with non-specific CNS symptoms and hyponatraemia.
","This case highlights the importance of considering SIADH as a potential manifestation of acute neuro-BD, particularly in patients presenting with non-specific CNS symptoms and hyponatraemia.", hyponatraemia.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in a patient with acute neuro-BD presenting with non-specific central nervous system symptoms, the electrolyte abnormality specifically mentioned as accompanying those symptoms was hyponatraemia.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in a patient with acute neuro-BD presenting with non-specific central nervous system symptoms, what electrolyte abnormality is specifically mentioned as accompanying those symptoms?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in a patient with acute neuro-BD presenting with non-specific central nervous system symptoms, the electrolyte abnormality specifically mentioned as accompanying those symptoms was"
Case presentation,No Subsection,"An Asian man in his 60s presented to the emergency department with a 3 day history of fever, headache, general malaise, loss of appetite, persistent hiccups and arthralgia affecting the shoulders and ankles. He also reported oral aphthae.

His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits. His family history was unremarkable, with no relatives affected by BD. He occasionally consumed alcohol, did not smoke, had not travelled recently and had not been exposed to animals or unwell individuals. He worked in the metalworking industry and had not engaged in recent sexual activity.

On examination, he was alert but appeared fatigued. His vital signs were: a temperature of 38.1°C, blood pressure of 135/73 mm Hg, a heart rate of 119 beats per minute (regular), a respiratory rate of 19 breaths per minute and an oxygen saturation of 96% on room air. Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C). Cardiopulmonary and abdominal examination findings were unremarkable. Manual muscle testing revealed no muscle weakness in the upper or lower extremities. There was no peripheral oedema, and his volume status was clinically assessed as euvolemic. He was admitted for further evaluation.
","An Asian man in his 60s presented to the emergency department with a 3 day history of fever, headache, general malaise, loss of appetite, persistent hiccups and arthralgia affecting the shoulders and ankles. He also reported oral aphthae.

His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits. His family history was unremarkable, with no relatives affected by BD. He occasionally consumed alcohol, did not smoke, had not travelled recently and had not been exposed to animals or unwell individuals. He worked in the metalworking industry and had not engaged in recent sexual activity.

On examination, he was alert but appeared fatigued. His vital signs were: a temperature of 38.1°C, blood pressure of 135/73 mm Hg, a heart rate of 119 beats per minute (regular), a respiratory rate of 19 breaths per minute and an oxygen saturation of 96% on room air. Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C). Cardiopulmonary and abdominal examination findings were unremarkable. Manual muscle testing revealed no muscle weakness in the upper or lower extremities. There was no peripheral oedema, and his volume status was clinically assessed as euvolemic. He was admitted for further evaluation.
","An Asian man in his 60s presented to the emergency department with a 3 day history of fever, headache, general malaise, loss of appetite, persistent hiccups and arthralgia affecting the shoulders and ankles.", the shoulders and ankles.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", an Asian man in his 60s presented to the emergency department after 3 days of fever, headache, general malaise, loss of appetite, persistent hiccups, and arthralgia affecting the shoulders and ankles.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", an Asian man in his 60s presented to the emergency department after 3 days of fever, headache, general malaise, loss of appetite, persistent hiccups, and arthralgia. Which joints were affected by his arthralgia?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", an Asian man in his 60s presented to the emergency department after 3 days of fever, headache, general malaise, loss of appetite, persistent hiccups, and arthralgia affecting"
Case presentation,No Subsection,"An Asian man in his 60s presented to the emergency department with a 3 day history of fever, headache, general malaise, loss of appetite, persistent hiccups and arthralgia affecting the shoulders and ankles. He also reported oral aphthae.

His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits. His family history was unremarkable, with no relatives affected by BD. He occasionally consumed alcohol, did not smoke, had not travelled recently and had not been exposed to animals or unwell individuals. He worked in the metalworking industry and had not engaged in recent sexual activity.

On examination, he was alert but appeared fatigued. His vital signs were: a temperature of 38.1°C, blood pressure of 135/73 mm Hg, a heart rate of 119 beats per minute (regular), a respiratory rate of 19 breaths per minute and an oxygen saturation of 96% on room air. Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C). Cardiopulmonary and abdominal examination findings were unremarkable. Manual muscle testing revealed no muscle weakness in the upper or lower extremities. There was no peripheral oedema, and his volume status was clinically assessed as euvolemic. He was admitted for further evaluation.
","An Asian man in his 60s presented to the emergency department with a 3 day history of fever, headache, general malaise, loss of appetite, persistent hiccups and arthralgia affecting the shoulders and ankles. He also reported oral aphthae.

His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits. His family history was unremarkable, with no relatives affected by BD. He occasionally consumed alcohol, did not smoke, had not travelled recently and had not been exposed to animals or unwell individuals. He worked in the metalworking industry and had not engaged in recent sexual activity.

On examination, he was alert but appeared fatigued. His vital signs were: a temperature of 38.1°C, blood pressure of 135/73 mm Hg, a heart rate of 119 beats per minute (regular), a respiratory rate of 19 breaths per minute and an oxygen saturation of 96% on room air. Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C). Cardiopulmonary and abdominal examination findings were unremarkable. Manual muscle testing revealed no muscle weakness in the upper or lower extremities. There was no peripheral oedema, and his volume status was clinically assessed as euvolemic. He was admitted for further evaluation.
","His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits.", limited awareness of his condition,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the man in his 60s was not receiving treatment for his type 2 diabetes mellitus because of limited awareness of his condition","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", why was the man in his 60s not receiving treatment for his type 2 diabetes mellitus?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the man in his 60s was not receiving treatment for his type 2 diabetes mellitus because of"
Case presentation,No Subsection,"An Asian man in his 60s presented to the emergency department with a 3 day history of fever, headache, general malaise, loss of appetite, persistent hiccups and arthralgia affecting the shoulders and ankles. He also reported oral aphthae.

His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits. His family history was unremarkable, with no relatives affected by BD. He occasionally consumed alcohol, did not smoke, had not travelled recently and had not been exposed to animals or unwell individuals. He worked in the metalworking industry and had not engaged in recent sexual activity.

On examination, he was alert but appeared fatigued. His vital signs were: a temperature of 38.1°C, blood pressure of 135/73 mm Hg, a heart rate of 119 beats per minute (regular), a respiratory rate of 19 breaths per minute and an oxygen saturation of 96% on room air. Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C). Cardiopulmonary and abdominal examination findings were unremarkable. Manual muscle testing revealed no muscle weakness in the upper or lower extremities. There was no peripheral oedema, and his volume status was clinically assessed as euvolemic. He was admitted for further evaluation.
","An Asian man in his 60s presented to the emergency department with a 3 day history of fever, headache, general malaise, loss of appetite, persistent hiccups and arthralgia affecting the shoulders and ankles. He also reported oral aphthae.

His medical history included type 2 diabetes mellitus, for which he was not receiving treatment because he had limited awareness of his condition and did not maintain appropriate dietary or physical activity habits. His family history was unremarkable, with no relatives affected by BD. He occasionally consumed alcohol, did not smoke, had not travelled recently and had not been exposed to animals or unwell individuals. He worked in the metalworking industry and had not engaged in recent sexual activity.

On examination, he was alert but appeared fatigued. His vital signs were: a temperature of 38.1°C, blood pressure of 135/73 mm Hg, a heart rate of 119 beats per minute (regular), a respiratory rate of 19 breaths per minute and an oxygen saturation of 96% on room air. Physical examination revealed oral aphthae and folliculitis-like rashes on the face and trunk (figure 1A, B and C). Cardiopulmonary and abdominal examination findings were unremarkable. Manual muscle testing revealed no muscle weakness in the upper or lower extremities. There was no peripheral oedema, and his volume status was clinically assessed as euvolemic. He was admitted for further evaluation.
","There was no peripheral oedema, and his volume status was clinically assessed as euvolemic.", euvolemic.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined after presenting with fever, headache, oral aphthae, and folliculitis-like rashes, his clinically assessed volume status, given that he had no peripheral oedema, was euvolemic.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined after presenting with fever, headache, oral aphthae, and folliculitis-like rashes, what was his clinically assessed volume status, given that he had no peripheral oedema?",True,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined after presenting with fever, headache, oral aphthae, and folliculitis-like rashes, his clinically assessed volume status, given that he had no peripheral oedema, was"
