source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,0,True,3,accepted,0.297872,0.132075,0.376368,0.294253,4,1,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the man in his 60s who presented with fever, headache, mucocutaneous lesions, and hyponatraemia, the oral mucosal lesion noted among the mucocutaneous findings was","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the 60-something male had fever and headache together with mucocutaneous changes and low sodium, and the mouth ulcer described among those findings was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the man in his 60s who presented with fever, headache, mucocutaneous lesions, and hyponatraemia, the oral mucosal lesion noted among the mucocutaneous findings was oral aphthae.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the 60-something male had fever and headache together with mucocutaneous changes and low sodium, and the mouth ulcer described among those findings was oral aphthae."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,1,False,3,absolute lexical overlap still too high (new token Jaccard 0.292 > 0.250 or new LCS 4 > 6; jaccard drop 0.185),0.476190,0.291667,0.624434,0.517544,13,4,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", a man in his 60s who presented with fever, headache, and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, and genital ulcers had","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", a male patient in his sixties came in with fever and headache, along with mucocutaneous findings such as oral aphthae, folliculitis-like eruptions, and genital ulcers, and had","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", a man in his 60s who presented with fever, headache, and mucocutaneous lesions including oral aphthae, folliculitis-like rashes, and genital ulcers had hyponatraemia.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", a male patient in his sixties came in with fever and headache, along with mucocutaneous findings such as oral aphthae, folliculitis-like eruptions, and genital ulcers, and had hyponatraemia."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,2,True,1,accepted,0.276596,0.234043,0.484725,0.472050,6,6,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after colchicine monotherapy resolved the man in his 60s' mucocutaneous symptoms, neurological manifestations, and hyponatraemia, the treatments not needed were","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", once colchicine alone cleared the man in his 60s' mucocutaneous symptoms, neurological manifestations, and hyponatraemia, the therapies that were unnecessary were","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after colchicine monotherapy resolved the man in his 60s' mucocutaneous symptoms, neurological manifestations, and hyponatraemia, the treatments not needed were corticosteroids or other immunosuppressants.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", once colchicine alone cleared the man in his 60s' mucocutaneous symptoms, neurological manifestations, and hyponatraemia, the therapies that were unnecessary were corticosteroids or other immunosuppressants."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,3,True,1,accepted,0.250000,0.200000,0.027586,0.037471,6,3,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", it is important to recognise concurrent neurological and endocrine manifestations in","The case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"" highlights the need to identify neurological and endocrine findings occurring together in","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", it is important to recognise concurrent neurological and endocrine manifestations in patients with newly diagnosed BD.","The case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"" highlights the need to identify neurological and endocrine findings occurring together in patients with newly diagnosed BD."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,4,True,1,accepted,0.162791,0.175000,0.312020,0.225989,4,4,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", one of the characteristic eye manifestations of Behçet’s disease mentioned in the background description is","In the background of the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", Behçet’s disease is described as including the eye involvement","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", one of the characteristic eye manifestations of Behçet’s disease mentioned in the background description is uveitis.","In the background of the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", Behçet’s disease is described as including the eye involvement uveitis."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,5,True,1,accepted,0.269231,0.180000,0.385069,0.377528,4,3,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in a patient with acute neuro-BD presenting with non-specific central nervous system symptoms, the electrolyte abnormality specifically mentioned as accompanying those symptoms was","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when acute neuro-BD was accompanied by vague CNS complaints, the electrolyte disturbance specifically noted alongside them was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in a patient with acute neuro-BD presenting with non-specific central nervous system symptoms, the electrolyte abnormality specifically mentioned as accompanying those symptoms was hyponatraemia.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when acute neuro-BD was accompanied by vague CNS complaints, the electrolyte disturbance specifically noted alongside them was hyponatraemia."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,6,True,1,accepted,0.076923,0.080000,0.294840,0.369458,3,3,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the sarcoidosis workup in this patient with acute neurological Behçet’s disease, his angiotensin-converting enzyme level was","In the sarcoidosis evaluation described in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", this patient with acute neurological Behçet’s disease had an angiotensin-converting enzyme level of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the sarcoidosis workup in this patient with acute neurological Behçet’s disease, his angiotensin-converting enzyme level was 11.4 U/L","In the sarcoidosis evaluation described in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", this patient with acute neurological Behçet’s disease had an angiotensin-converting enzyme level of 11.4 U/L"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,7,True,1,accepted,0.227273,0.173913,0.351706,0.372603,6,3,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", once the painful scrotal ulcer appeared on day 5, oral aphthae together with folliculitis-like rashes pointed toward","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested a systemic form of BD.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", once the painful scrotal ulcer appeared on day 5, oral aphthae together with folliculitis-like rashes pointed toward a systemic form of BD."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,8,True,2,accepted,0.155172,0.160714,0.247148,0.331984,3,2,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of the man in his 60s with fever, headache, hyponatraemia, and later cerebrospinal fluid lymphocytic pleocytosis, the cerebrospinal fluid microbiological finding that helped rule out bacterial meningitis was","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", bacterial meningitis remained in the differential, but it was excluded because the CSF did not show neutrophil predominance and instead had only a modest lymphocyte increase; the microbiological result was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of the man in his 60s with fever, headache, hyponatraemia, and later cerebrospinal fluid lymphocytic pleocytosis, the cerebrospinal fluid microbiological finding that helped rule out bacterial meningitis was negative CSF cultures.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", bacterial meningitis remained in the differential, but it was excluded because the CSF did not show neutrophil predominance and instead had only a modest lymphocyte increase; the microbiological result was negative CSF cultures."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/facts/probes_v14.csv,9,True,1,accepted,0.240000,0.125000,0.268085,0.207254,3,3,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of the patient with fever, headache, hyponatraemia, and mildly elevated soluble interleukin-2 receptor (sIL-2R) level, the diagnosis not supported by the sIL-2R elevation alone was","In the differential workup described in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the slight rise in soluble interleukin-2 receptor (sIL-2R) by itself did not justify a diagnosis of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of the patient with fever, headache, hyponatraemia, and mildly elevated soluble interleukin-2 receptor (sIL-2R) level, the diagnosis not supported by the sIL-2R elevation alone was CNS lymphoma.","In the differential workup described in the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the slight rise in soluble interleukin-2 receptor (sIL-2R) by itself did not justify a diagnosis of CNS lymphoma."
