row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,True,,,,,
1,True,,,,,
2,True,,,,,
3,True,,,,,
4,False,bad_target,"The target is probably correct, but the cloze probe remains phrased as a question and does not form a clean declarative completion.","According to the paper, the stabilization device used in actor-critic RLHF that becomes unnecessary under the DPO reparameterization is",baselines,
5,True,,,,,
6,True,,,,,
7,True,,,,,
8,False,recall_not_composition,"This asks for the extra GPT-4 criterion directly stated in the paper, so it is direct recall rather than a logic-only composition probe.",,,
9,True,,,,,
10,True,,,,,
11,True,,,,,
12,True,,,,,
13,True,,,,,
14,True,,,,,
