row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", hepatosplenomegaly., hepatosplenomegaly.,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with progressive fatigue and generalised weakness, and her examination showed several abnormalities, including","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with progressive fatigue and generalised weakness, and her examination showed several abnormalities, including","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with progressive fatigue and generalised weakness, and her examination showed several abnormalities, including hepatosplenomegaly.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented with progressive fatigue and generalised weakness, and her examination showed several abnormalities, including hepatosplenomegaly."
2,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", severe vitamin B12 deficiency., severe vitamin B12 deficiency.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of progressive fatigue and generalised weakness, along with signs of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, had investigations showing pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of progressive fatigue and generalised weakness, along with signs of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, had investigations showing pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of progressive fatigue and generalised weakness, along with signs of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, had investigations showing pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was severe vitamin B12 deficiency.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s with a 5-year history of progressive fatigue and generalised weakness, along with signs of premature ageing, anaemia, neuropathy, and hepatosplenomegaly, had investigations showing pancytopenia, dimorphic anaemia, hepatic fibrosis, and pulmonary fibrosis, and the vitamin deficiency identified on those investigations was severe vitamin B12 deficiency."
3,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", a genetic disorder., a genetic disorder.,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after the patient's nutritional deficiencies were corrected, she still had cytopenia, premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis, and this constellation of findings led clinicians to suspect","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after the patient's nutritional deficiencies were corrected, she still had cytopenia, premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis, and this constellation of findings led clinicians to suspect","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after the patient's nutritional deficiencies were corrected, she still had cytopenia, premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis, and this constellation of findings led clinicians to suspect a genetic disorder.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after the patient's nutritional deficiencies were corrected, she still had cytopenia, premature greying, osteoporosis, hepatic fibrosis, and pulmonary fibrosis, and this constellation of findings led clinicians to suspect a genetic disorder."
4,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", Variant of Uncertain Significance., Variant of Uncertain Significance.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), which was classified as","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), which was classified as","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), which was classified as Variant of Uncertain Significance.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg), which was classified as Variant of Uncertain Significance."
5,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", telomere-related pulmonary fibrosis and/or bone marrow failure 4., telomere-related pulmonary fibrosis and/or bone marrow failure 4.,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", germline pathogenic variants in PARN have been linked to dyskeratosis congenita, autosomal recessive 6 (DKCB6), and besides DKCB6, they have also been associated with","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", germline pathogenic variants in PARN have been linked to dyskeratosis congenita, autosomal recessive 6 (DKCB6), and besides DKCB6, they have also been associated with","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", germline pathogenic variants in PARN have been linked to dyskeratosis congenita, autosomal recessive 6 (DKCB6), and besides DKCB6, they have also been associated with telomere-related pulmonary fibrosis and/or bone marrow failure 4.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", germline pathogenic variants in PARN have been linked to dyskeratosis congenita, autosomal recessive 6 (DKCB6), and besides DKCB6, they have also been associated with telomere-related pulmonary fibrosis and/or bone marrow failure 4."
6,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", abnormally short or dysfunctional telomeres., abnormally short or dysfunctional telomeres.,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", Mendelian defects in telomere-related genes lead to telomere biology disorders (TBDs) characterized by","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", Mendelian defects in telomere-related genes lead to telomere biology disorders (TBDs) characterized by","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", Mendelian defects in telomere-related genes lead to telomere biology disorders (TBDs) characterized by abnormally short or dysfunctional telomeres.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", Mendelian defects in telomere-related genes lead to telomere biology disorders (TBDs) characterized by abnormally short or dysfunctional telomeres."
7,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", autosomal recessive dyskeratosis congenita (DKCB6), autosomal recessive dyskeratosis congenita (DKCB6),"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section explains that PARN variants have a distinct phenotype, and biallelic PARN variants cause","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section explains that PARN variants have a distinct phenotype, and biallelic PARN variants cause","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section explains that PARN variants have a distinct phenotype, and biallelic PARN variants cause autosomal recessive dyskeratosis congenita (DKCB6)","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section explains that PARN variants have a distinct phenotype, and biallelic PARN variants cause autosomal recessive dyskeratosis congenita (DKCB6)"
8,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4), telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4),"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section notes that monoallelic PARN variants more often underlie the disorder spectrum of","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section notes that monoallelic PARN variants more often underlie the disorder spectrum of","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section notes that monoallelic PARN variants more often underlie the disorder spectrum of telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4)","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the background section notes that monoallelic PARN variants more often underlie the disorder spectrum of telomere-related pulmonary fibrosis and/or bone marrow failure (PFBMFT4)"
9,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", early fatigability., early fatigability.,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented to a tertiary care centre after a 5-year history of progressively worsening generalised weakness accompanied by","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented to a tertiary care centre after a 5-year history of progressively worsening generalised weakness accompanied by","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented to a tertiary care centre after a 5-year history of progressively worsening generalised weakness accompanied by early fatigability.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s presented to a tertiary care centre after a 5-year history of progressively worsening generalised weakness accompanied by early fatigability."
10,keep,,"Retained: source-framed, answerable, meaningful, and source-backed under the v13 rubric.", her peers., her peers.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and her ability to perform daily activities was reduced compared with","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and her ability to perform daily activities was reduced compared with","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and her ability to perform daily activities was reduced compared with her peers.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", a woman in her late 20s had a 5-year history of progressively worsening generalised weakness and reduced functional capacity, and her ability to perform daily activities was reduced compared with her peers."
