source_file,row_index,accepted,attempts,note,old_token_jaccard,new_token_jaccard,old_char_ratio,new_char_ratio,old_longest_common_token_run,new_longest_common_token_run,original_probe,rewritten_probe,original_fact,rewritten_fact
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,0,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v14_low_overlap_strict.audit.csv,0.350000,0.244444,0.069136,0.156962,4,4,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the new byte-level architecture introduced in the abstract matches at scale for the first time","In the abstract of “Byte Latent Transformer: Patches Scale Better Than Tokens,” the newly proposed byte-level model is described as doing so at scale for the first time","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the new byte-level architecture introduced in the abstract matches at scale for the first time tokenization-based LLM performance","In the abstract of “Byte Latent Transformer: Patches Scale Better Than Tokens,” the newly proposed byte-level model is described as doing so at scale for the first time tokenization-based LLM performance"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,1,False,3,absolute lexical overlap still too high (new token Jaccard 0.304 > 0.250 or new LCS 4 > 6; jaccard drop -0.066),0.238095,0.304348,0.023697,0.025974,6,4,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer is presented as a byte-level LLM design that, at scale, reaches tokenization-based LLM performance while also delivering major gains in","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", besides matching tokenization-based LLM performance at scale, the Byte Latent Transformer significantly improves inference efficiency and robustness","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer is presented as a byte-level LLM design that, at scale, reaches tokenization-based LLM performance while also delivering major gains in inference efficiency and robustness"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,2,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v14_low_overlap_strict.audit.csv,0.423077,0.250000,0.510121,0.380952,5,2,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation,","In ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} represents bytes as the main computational units, namely","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} encodes bytes into the primary units of computation, dynamically sized patches","In ""Byte Latent Transformer: Patches Scale Better Than Tokens"", {\textsc BLT} represents bytes as the main computational units, namely dynamically sized patches"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,3,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v14_low_overlap_strict.audit.csv,0.344828,0.129032,0.472222,0.386831,4,1,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely","In ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" BLT represents bytes as computational primitives that vary in size, specifically","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the Byte Latent Transformer (BLT) encodes bytes into units that serve as the units in the model’s computation, namely dynamically sized patches.","In ""Byte Latent Transformer: Patches Scale Better Than Tokens,"" BLT represents bytes as computational primitives that vary in size, specifically dynamically sized patches."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,4,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v14_low_overlap_strict.audit.csv,0.200000,0.085714,0.211268,0.253968,4,1,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", BLT determines patch boundaries using","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the dynamically sized patches in BLT are segmented based on the entropy of the next byte","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", BLT determines patch boundaries using the entropy of the next byte"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,5,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v14_low_overlap_strict.audit.csv,0.405405,0.232558,0.553073,0.492754,11,6,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is","In ""Byte Latent Transformer: Patches Scale Better Than Tokens"", if patch boundaries are chosen using the entropy of the next byte, the thing said to call for extra computation and greater model capacity is","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when patches are segmented based on the entropy of the next byte, the factor described as demanding more compute and model capacity is increased data complexity.","In ""Byte Latent Transformer: Patches Scale Better Than Tokens"", if patch boundaries are chosen using the entropy of the next byte, the thing said to call for extra computation and greater model capacity is increased data complexity."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,6,True,1,accepted,0.129032,0.062500,0.102804,0.282927,1,1,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors describe a","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors present a flop controlled scaling study","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors describe a flop controlled scaling study"
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,7,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v14_low_overlap_strict.audit.csv,0.354839,0.242424,0.535316,0.444444,6,3,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the first flop controlled scaling study the byte-level models reach up to","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the initial FLOP-controlled scaling experiment on byte-level models extends to","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the first flop controlled scaling study the byte-level models reach up to 8B parameters.","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the initial FLOP-controlled scaling experiment on byte-level models extends to 8B parameters."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,8,True,0,reused accepted rewrite from /vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v14_low_overlap_strict.audit.csv,0.400000,0.105263,0.560606,0.386617,10,2,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the initial compute-matched scaling analysis for byte-level systems reached as much as","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the first flop-controlled scaling study of byte-level models used up to 4T training bytes.","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the initial compute-matched scaling analysis for byte-level systems reached as much as 4T training bytes."
/vast/projects/myatskar/design-documents/joseph/fine-tuning-or-retrieval/probes/arxiv/ByteLatent/facts/probes_v13.csv,9,True,1,accepted,0.464286,0.235294,0.640000,0.517986,10,3,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the results demonstrate, for scaling models trained on raw bytes without a fixed vocabulary,","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the findings show that expanding models trained directly on raw bytes, with no fixed vocabulary, supports","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the results demonstrate, for scaling models trained on raw bytes without a fixed vocabulary, the feasibility","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the findings show that expanding models trained directly on raw bytes, with no fixed vocabulary, supports the feasibility"
