review_id,distractor_index,option_label,judged_equivalent,judge_reason,regenerated,attempts,success,failure_reason,original,final,candidate_history
legal/Williams_v_GoAuto_Insurance/5,0,(A),False,,False,0,True,,GoAuto’s computer system automatically.,GoAuto’s computer system automatically.,[]
legal/Williams_v_GoAuto_Insurance/5,1,(C),False,,False,0,True,,a GoAuto employee.,a GoAuto employee.,[]
legal/Williams_v_GoAuto_Insurance/5,2,(D),False,,False,0,True,,the insured’s insurance agent.,the insured’s insurance agent.,[]
legal/Williams_v_GoAuto_Insurance/5,3,(E),False,,False,0,True,,a notary public.,a notary public.,[]
legal/Williams_v_GoAuto_Insurance/2,0,(A),False,,False,0,True,,the insurance policies’ good-faith requirements.,the insurance policies’ good-faith requirements.,[]
legal/Williams_v_GoAuto_Insurance/2,1,(B),False,,False,0,True,,federal law.,federal law.,[]
legal/Williams_v_GoAuto_Insurance/2,2,(D),False,,False,0,True,,the financing agreements’ power-of-attorney provisions.,the financing agreements’ power-of-attorney provisions.,[]
legal/Williams_v_GoAuto_Insurance/2,3,(E),False,,False,0,True,,the Federal Rules of Civil Procedure.,the Federal Rules of Civil Procedure.,[]
legal/Williams_v_GoAuto_Insurance/7,0,(B),False,,False,0,True,,the United States Court of Appeals for the Fifth Circuit.,the United States Court of Appeals for the Fifth Circuit.,[]
legal/Williams_v_GoAuto_Insurance/7,1,(C),False,,False,0,True,,the United States District Court for the Southern District of Texas.,the United States District Court for the Southern District of Texas.,[]
legal/Williams_v_GoAuto_Insurance/7,2,(D),False,,False,0,True,,the United States District Court for the Western District of Louisiana.,the United States District Court for the Western District of Louisiana.,[]
legal/Williams_v_GoAuto_Insurance/7,3,(E),False,,False,0,True,,the United States District Court for the Eastern District of Louisiana.,the United States District Court for the Eastern District of Louisiana.,[]
legal/Williams_v_GoAuto_Insurance/4,0,(A),False,,False,0,True,,the absence of proof that the notice was properly mailed,the absence of proof that the notice was properly mailed,[]
legal/Williams_v_GoAuto_Insurance/4,1,(B),False,,False,0,True,,the omission of the policy number from the notice of cancellation,the omission of the policy number from the notice of cancellation,[]
legal/Williams_v_GoAuto_Insurance/4,2,(C),False,,False,0,True,,the lack of any certification of the statements in the notice,the lack of any certification of the statements in the notice,[]
legal/Williams_v_GoAuto_Insurance/4,3,(E),False,,False,0,True,,the failure to identify the employee who prepared the notice,the failure to identify the employee who prepared the notice,[]
legal/Williams_v_GoAuto_Insurance/3,0,(A),False,,False,0,True,,GoAuto’s underwriting department for inclusion in the insured’s policy file.,GoAuto’s underwriting department for inclusion in the insured’s policy file.,[]
legal/Williams_v_GoAuto_Insurance/3,1,(B),False,,False,0,True,,"a GoAuto employee, who would stamp the documents as ""received"" and place them in a shared file.","a GoAuto employee, who would stamp the documents as ""received"" and place them in a shared file.",[]
legal/Williams_v_GoAuto_Insurance/3,2,(C),False,,False,0,True,,the clerk’s office to be entered into the official cancellation record.,the clerk’s office to be entered into the official cancellation record.,[]
legal/Williams_v_GoAuto_Insurance/3,3,(D),False,,False,0,True,,APAC’s affidavit proof-of-mailing file for retention with the cancellation records.,APAC’s affidavit proof-of-mailing file for retention with the cancellation records.,[]
legal/Williams_v_GoAuto_Insurance/0,0,(B),False,,False,0,True,,the insured.,the insured.,[]
legal/Williams_v_GoAuto_Insurance/0,1,(C),False,,False,0,True,,the insurance agent or broker.,the insurance agent or broker.,[]
legal/Williams_v_GoAuto_Insurance/0,2,(D),False,,False,0,True,,a named employee of the premium finance company.,a named employee of the premium finance company.,[]
legal/Williams_v_GoAuto_Insurance/0,3,(E),False,,False,0,True,,the lienholder or loss payee.,the lienholder or loss payee.,[]
legal/Williams_v_GoAuto_Insurance/6,0,(A),False,,False,0,True,,the insured policyholder.,the insured policyholder.,[]
legal/Williams_v_GoAuto_Insurance/6,1,(B),False,,False,0,True,,the insurance agent or broker.,the insurance agent or broker.,[]
legal/Williams_v_GoAuto_Insurance/6,2,(C),False,,False,0,True,,a named employee of the premium finance company.,a named employee of the premium finance company.,[]
legal/Williams_v_GoAuto_Insurance/6,3,(D),False,,False,0,True,,GoAuto Management Services.,GoAuto Management Services.,[]
legal/Williams_v_GoAuto_Insurance/9,0,(A),False,,False,0,True,,their request to certify the question to the Louisiana Supreme Court.,their request to certify the question to the Louisiana Supreme Court.,[]
legal/Williams_v_GoAuto_Insurance/9,1,(B),False,,False,0,True,,their motion for judgment as a matter of law.,their motion for judgment as a matter of law.,[]
legal/Williams_v_GoAuto_Insurance/9,2,(C),False,,False,0,True,,their motion for judgment on the pleadings.,their motion for judgment on the pleadings.,[]
legal/Williams_v_GoAuto_Insurance/9,3,(E),False,,False,0,True,,their motion to dismiss for failure to state a claim.,their motion to dismiss for failure to state a claim.,[]
legal/Williams_v_GoAuto_Insurance/10,0,(A),False,,False,0,True,,in the Louisiana First Circuit Court of Appeal,in the Louisiana First Circuit Court of Appeal,[]
legal/Williams_v_GoAuto_Insurance/10,1,(B),False,,False,0,True,,before the Louisiana Commissioner of Insurance,before the Louisiana Commissioner of Insurance,[]
legal/Williams_v_GoAuto_Insurance/10,2,(C),False,,False,0,True,,in a Texas state court,in a Texas state court,[]
legal/Williams_v_GoAuto_Insurance/10,3,(E),False,,False,0,True,,in the United States District Court for the Middle District of Louisiana,in the United States District Court for the Middle District of Louisiana,[]
legal/Williams_v_GoAuto_Insurance/8,0,(A),False,,False,0,True,,the Louisiana Department of Insurance,the Louisiana Department of Insurance,[]
legal/Williams_v_GoAuto_Insurance/8,1,(B),False,,False,0,True,,the local insurance agent who collected the installments,the local insurance agent who collected the installments,[]
legal/Williams_v_GoAuto_Insurance/8,2,(C),False,,False,0,True,,the lienholder that financed the vehicle purchase,the lienholder that financed the vehicle purchase,[]
legal/Williams_v_GoAuto_Insurance/8,3,(D),False,,False,0,True,,the insurance company that issued the policy,the insurance company that issued the policy,[]
legal/Williams_v_GoAuto_Insurance/13,0,(A),False,,False,0,True,,Kimberly Williams and Nicholas Jenkins,Kimberly Williams and Nicholas Jenkins,[]
legal/Williams_v_GoAuto_Insurance/13,1,(C),False,,False,0,True,,the insured motorist and the third-party claimant,the insured motorist and the third-party claimant,[]
legal/Williams_v_GoAuto_Insurance/13,2,(D),False,,False,0,True,,Felita Wright and the driver involved in Jenkins’s accident,Felita Wright and the driver involved in Jenkins’s accident,[]
legal/Williams_v_GoAuto_Insurance/13,3,(E),False,,False,0,True,,Nicholas Jenkins and the unnamed third GoAuto insured,Nicholas Jenkins and the unnamed third GoAuto insured,[]
legal/Williams_v_GoAuto_Insurance/11,0,(A),False,,False,0,True,,a down payment and quarterly premium reimbursements paid directly to GoAuto.,a down payment and quarterly premium reimbursements paid directly to GoAuto.,[]
