step,loss,chunked_perplexity
1,1.9974,7.369869506452099
2,2.1185,8.318650149301327
3,2.0624,7.864822752344231
4,2.1146,8.286270594891224
5,2.0324,7.632382112163145
6,2.0073,7.443193569806267
7,1.7901,5.990051441578013
8,1.6923,5.431959856275598
9,1.4652,4.328408835505469
10,1.5253,4.596522319179621
11,1.4143,4.113605933750978
12,1.3808,3.9780828211045245
13,1.3387,3.8140819745031695
14,1.2992,3.6663624041470313
15,1.2867,3.6208181189009845
16,1.3647,3.914548511267042
17,1.2847,3.613583719474076
18,1.2726,3.5701228251370134
19,1.2673,3.5512512280712545
20,1.2881,3.6258908143257034
21,1.2531,3.501179809071458
22,1.2969,3.6579394607155535
23,1.3015,3.674804742644178
24,1.2925,3.641879884066475
25,1.2533,3.5018801150615366
26,1.2871,3.6222667358526204
27,1.2483,3.484414415122935
28,1.3216,3.749415645600375
29,1.4156,4.1189570989686235
30,1.3089,3.702099162539936
31,1.243,3.465995870979486
32,1.3012,3.6737024665710623
33,1.2226,3.396005880351944
34,1.2934,3.6451590513660763
35,1.3406,3.8213356190348926
36,1.4887,4.431331042550484
37,1.3279,3.773111527822578
38,1.2971,3.658671121771363
39,1.253,3.5008297085958655
40,1.294,3.6473468030567706
41,1.3401,3.819425428812727
42,1.2996,3.667829242456795
43,1.2784,3.5908897032528952
44,1.313,3.7173089278188316
45,1.2806,3.598798356929272
46,1.2573,3.5159156879534743
47,1.2793,3.594122958732544
48,1.2903,3.6338765552112786
49,1.3189,3.7393058776856214
50,1.3539,3.8724988641615035
51,1.3469,3.8454860273435623
52,1.2633,3.5370745953266307
53,1.3256,3.764443343541733
54,1.195,3.3035577705016714
55,1.2428,3.4653027411205852
56,1.2674,3.5516063709509096
57,1.2919,3.6396954115433267
58,1.2548,3.5071368768198043
59,1.2871,3.6222667358526204
60,1.3018,3.6759073494497225
61,1.2989,3.6652626603955984
62,1.5068,4.512268407931892
63,1.2639,3.5391974768846075
64,1.3337,3.79505916129452
65,1.3284,3.774998555304047
66,1.3796,3.9733119847934852
67,1.3202,3.7441701364097337
68,1.3183,3.7370629670994733
69,1.3166,3.73071535705266
70,1.2941,3.647711555974418
71,1.3753,3.956263423933705
72,1.2636,3.5381358768895033
73,1.2854,3.616114113612332
74,1.241,3.4590708066102507
75,1.2534,3.5022303205830267
76,1.221,3.3905766155134955
77,1.27,3.5608525623555205
78,1.2204,3.3885428797259354
79,1.2328,3.430822402736972
80,1.3953,4.036185246596007
81,1.2878,3.6248032102301773
82,1.2783,3.59053063223642
83,1.3041,3.6843716665868116
84,1.2635,3.5377820809919043
85,1.2761,3.582640147561138
86,1.2678,3.5530272976656874
87,1.1508,3.160720474908804
88,1.3794,3.972517401857469
89,1.2986,3.664163246517807
90,1.2339,3.4345983837888165
91,1.2635,3.5377820809919043
92,0.6054,1.8319848562890397
93,1.2394,3.4535407185698586
94,1.2836,3.609610962799412
95,1.3092,3.703209958899821
96,1.3179,3.735568440837813
97,1.4017,4.062099669874207
98,1.2205,3.388881750957187
99,1.2243,3.4017840003589845
100,1.3038,3.683266520866982
