section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Abstract,No Subsection,"Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome.", excellent maternal and neonatal outcome.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", once the patient’s prenatal care continued on schedule after laparotomy and she later underwent a planned caesarean section, the outcome described after delivery was excellent maternal and neonatal outcome.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the pregnant patient was followed regularly after laparotomy and later underwent an elective caesarean delivery. What maternal and neonatal outcome was reported after the delivery?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", once the patient’s prenatal care continued on schedule after laparotomy and she later underwent a planned caesarean section, the outcome described after delivery was"
Abstract,No Subsection,"Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential.", non-contrast MRI.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", for pregnancy-related large symptomatic masses, the other safe imaging method cited with ultrasound for full assessment was non-contrast MRI.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when evaluating large symptomatic masses during pregnancy, which safe imaging modality is mentioned as being used alongside ultrasound for comprehensive assessment?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", for pregnancy-related large symptomatic masses, the other safe imaging method cited with ultrasound for full assessment was"
Abstract,No Subsection,"Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment.", overtreatment.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors indicate that an operation in pregnancy is justified solely if cancer is suspected or problems arise, and even then the objective is to keep the pregnancy going while avoiding overtreatment.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that surgical management during pregnancy should be considered only when there is oncological suspicion or clinical complications. In that context, what should always be avoided while aiming to preserve the pregnancy?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors indicate that an operation in pregnancy is justified solely if cancer is suspected or problems arise, and even then the objective is to keep the pregnancy going while avoiding"
Abstract,No Subsection,"Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","Summary: A nulliparous woman in her 40s presented with abdominal pain and dyspnoea during the second trimester of pregnancy. Ultrasonography revealed two large abdominal masses: the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, whereas the lower lesion filled the pouch of Douglas. The patient underwent laparotomy, with the caudal mass left in situ within the pelvis. She subsequently had a regular obstetric follow-up and an elective caesarean delivery, resulting in an excellent maternal and neonatal outcome. In cases of large symptomatic masses during pregnancy, comprehensive evaluation using bimanual examination and safe imaging modalities, such as ultrasound and non-contrast MRI, is essential. Surgical management should be considered only in the presence of oncological suspicion or clinical complications, always aiming to preserve pregnancy and avoid overtreatment. The mode of delivery should depend on the size, number and anatomical location of uterine masses.
","The mode of delivery should depend on the size, number and anatomical location of uterine masses."," the size, number and anatomical location of uterine masses.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the delivery approach for pregnant patients with uterine masses is determined by the size, number and anatomical location of uterine masses.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that delivery planning was based on the characteristics of the uterine masses. What should the mode of delivery depend on when uterine masses are present during pregnancy?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the delivery approach for pregnant patients with uterine masses is determined by"
Background,No Subsection,"The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
",The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges., significant clinical challenges.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", handling and identifying abdominal masses that are unusual or cause symptoms in pregnant patients are characterized as significant clinical challenges.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", how are the diagnosis and management of atypical or symptomatic abdominal masses during pregnancy described?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", handling and identifying abdominal masses that are unusual or cause symptoms in pregnant patients are characterized as"
Background,No Subsection,"The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI.", non-contrast MRI.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors state that when evaluating such masses in pregnancy, the available workup is essentially restricted to bedside assessment, ultrasound with colour Doppler, and non-contrast MRI.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that diagnostic options for atypical or symptomatic abdominal masses during pregnancy are limited to clinical examination, ultrasound with colour Doppler, and which type of MRI?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors state that when evaluating such masses in pregnancy, the available workup is essentially restricted to bedside assessment, ultrasound with colour Doppler, and"
Background,No Subsection,"The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.", MRI.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the modality noted for the highest diagnostic precision in evaluating multiple, sizable, intramural, or posterior leiomyomas and for accurately measuring how far the myoma lies from the uterine cavity was MRI.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", which imaging modality is described as offering superior diagnostic accuracy for multiple, large, intramural, or posterior leiomyomas? The report notes that this modality can precisely determine the distance between the myoma and the uterine cavity.",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the modality noted for the highest diagnostic precision in evaluating multiple, sizable, intramural, or posterior leiomyomas and for accurately measuring how far the myoma lies from the uterine cavity was"
Background,No Subsection,"The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.", the distance between the myoma and the uterine cavity.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was noted as particularly helpful for multiple, large, intramural or posterior leiomyomas since it can accurately assess the distance between the myoma and the uterine cavity.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas. In that setting, what specific measurement can MRI precisely determine?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was noted as particularly helpful for multiple, large, intramural or posterior leiomyomas since it can accurately assess"
Background,No Subsection,"The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise.", the first trimester.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors remark that serum CA-125 may increase as a normal pregnancy-related finding and then return to baseline, and this occurs during the first trimester.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors note that serum CA-125 levels can show a physiological change during pregnancy before returning to normal later. During which part of pregnancy do CA-125 levels physiologically rise?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors remark that serum CA-125 may increase as a normal pregnancy-related finding and then return to baseline, and this occurs during"
Background,No Subsection,"The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","The diagnosis and management of atypical or symptomatic abdominal masses during pregnancy present significant clinical challenges. Diagnostic options are limited to clinical examination, ultrasound (US) with colour Doppler and non-contrast MRI. Preoperative US is particularly valuable in identifying symptomatic uterine leiomyomas located along the anterior wall of the gravid uterus, whether submucosal or pedunculated. MRI offers superior diagnostic accuracy for multiple, large, intramural or posterior leiomyomas, as it can precisely determine the distance between the myoma and the uterine cavity.

The diagnostic role of serum tumour markers during pregnancy remains under debate. Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise. Therefore, isolated measurements are not diagnostic, while serial evaluations can provide useful trends for differential diagnosis and follow-up. Optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios.
","Notably, CA-125 levels physiologically rise during the first trimester and subsequently normalise.", subsequently normalise.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", CA-125 is described as increasing physiologically in the first trimester and subsequently normalise.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", CA-125 levels are noted to physiologically rise during the first trimester of pregnancy. What happens to CA-125 levels afterward?",True,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", CA-125 is described as increasing physiologically in the first trimester and"
