step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
0,0,1.0,2,C,2
0,1,0.0,0,A,4
0,2,0.0,3,D,0
0,3,0.0,1,B,3
0,4,0.0,2,C,3
4,0,1.0,2,C,2
4,1,0.0,0,A,4
4,2,1.0,0,A,0
4,3,0.0,1,B,3
4,4,0.0,4,E,3
8,0,1.0,2,C,2
8,1,0.0,0,A,4
8,2,0.0,3,D,0
8,3,0.0,1,B,3
8,4,0.0,2,C,3
12,0,1.0,2,C,2
12,1,0.0,0,A,4
12,2,0.0,3,D,0
12,3,0.0,1,B,3
12,4,0.0,2,C,3
16,0,1.0,2,C,2
16,1,0.0,0,A,4
16,2,1.0,0,A,0
16,3,0.0,1,B,3
16,4,0.0,2,C,3
20,0,1.0,2,C,2
20,1,0.0,3,D,4
20,2,1.0,0,A,0
20,3,0.0,1,B,3
20,4,0.0,2,C,3
24,0,1.0,2,C,2
24,1,0.0,3,D,4
24,2,1.0,0,A,0
24,3,0.0,1,B,3
24,4,0.0,2,C,3
28,0,1.0,2,C,2
28,1,0.0,3,D,4
28,2,1.0,0,A,0
28,3,0.0,1,B,3
28,4,0.0,2,C,3
32,0,1.0,2,C,2
32,1,0.0,3,D,4
32,2,1.0,0,A,0
32,3,0.0,1,B,3
32,4,0.0,2,C,3
36,0,1.0,2,C,2
36,1,0.0,3,D,4
36,2,1.0,0,A,0
36,3,0.0,1,B,3
36,4,0.0,2,C,3
40,0,1.0,2,C,2
40,1,0.0,3,D,4
40,2,1.0,0,A,0
40,3,0.0,1,B,3
40,4,0.0,2,C,3
44,0,1.0,2,C,2
44,1,0.0,3,D,4
44,2,1.0,0,A,0
44,3,0.0,1,B,3
44,4,0.0,2,C,3
48,0,1.0,2,C,2
48,1,0.0,3,D,4
48,2,1.0,0,A,0
48,3,0.0,1,B,3
48,4,0.0,2,C,3
52,0,1.0,2,C,2
52,1,0.0,3,D,4
52,2,1.0,0,A,0
52,3,0.0,1,B,3
52,4,0.0,2,C,3
56,0,1.0,2,C,2
56,1,0.0,3,D,4
56,2,1.0,0,A,0
56,3,0.0,1,B,3
56,4,0.0,2,C,3
60,0,1.0,2,C,2
60,1,0.0,3,D,4
60,2,1.0,0,A,0
60,3,0.0,1,B,3
60,4,0.0,2,C,3
64,0,1.0,2,C,2
64,1,0.0,3,D,4
64,2,1.0,0,A,0
64,3,0.0,1,B,3
64,4,0.0,2,C,3
68,0,1.0,2,C,2
68,1,0.0,3,D,4
68,2,1.0,0,A,0
68,3,0.0,1,B,3
68,4,0.0,2,C,3
72,0,1.0,2,C,2
72,1,0.0,3,D,4
72,2,1.0,0,A,0
72,3,0.0,1,B,3
72,4,0.0,2,C,3
76,0,1.0,2,C,2
76,1,0.0,3,D,4
76,2,1.0,0,A,0
76,3,0.0,1,B,3
76,4,0.0,2,C,3
80,0,1.0,2,C,2
80,1,0.0,3,D,4
80,2,1.0,0,A,0
80,3,0.0,1,B,3
80,4,0.0,2,C,3
84,0,1.0,2,C,2
84,1,0.0,3,D,4
84,2,1.0,0,A,0
84,3,0.0,1,B,3
84,4,0.0,2,C,3
88,0,1.0,2,C,2
88,1,0.0,3,D,4
88,2,1.0,0,A,0
88,3,0.0,1,B,3
88,4,0.0,2,C,3
92,0,1.0,2,C,2
92,1,0.0,3,D,4
92,2,1.0,0,A,0
92,3,0.0,1,B,3
92,4,0.0,2,C,3
96,0,1.0,2,C,2
96,1,0.0,3,D,4
96,2,1.0,0,A,0
96,3,0.0,1,B,3
96,4,0.0,2,C,3
100,0,1.0,2,C,2
100,1,0.0,3,D,4
100,2,1.0,0,A,0
100,3,0.0,1,B,3
100,4,0.0,2,C,3
