probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,inference_type,source_fact(s),source_facts,text_sentences,derivation,question,answer
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', the ensemble is trying to increase ____ by using both higher-temperature decoding and randomized demonstration order.",diversity in prediction,(E),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', the ensemble is trying to increase ____ by using both higher-temperature decoding and randomized demonstration order.
(A) randomness in rule generation
(B) accuracy of the query outcome
(C) coverage of selected features or instances
(D) robustness of predictions
(E) diversity in prediction",randomness in rule generation,accuracy of the query outcome,coverage of selected features or instances,robustness of predictions,diversity in prediction,"[""robustness of predictions"", ""randomness in rule generation"", ""accuracy of the query outcome"", ""coverage of selected features or instances""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', the ensemble is trying to increase ____ by using both higher-temperature decoding and randomized demonstration order. diversity in prediction",,,Multi-Fact Integration,"['To introduce randomness in rule generation for ensemble, a sufficiently high temperature is set for LLM inference.', 'We also randomize the order of few-shot demonstrations based on the observation that the order can impact the query outcome of LLM~\\cite{lu2022fantastically}', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","['To introduce randomness in rule generation for ensemble, a sufficiently high temperature is set for LLM inference.', 'We also randomize the order of few-shot demonstrations based on the observation that the order can impact the query outcome of LLM~\\cite{lu2022fantastically}', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","['To introduce randomness in rule generation for ensemble, a sufficiently high temperature is set for LLM inference.', 'We also randomize the order of few-shot demonstrations based on the observation that the order can impact the query outcome of LLM~\\cite{lu2022fantastically}', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","Higher temperature and varied demonstration order both increase variation across trials, which the ensemble then exploits for robustness.",What is the ensemble trying to increase by using both higher-temperature decoding and randomized demonstration order?,diversity in prediction
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', extracting substantially more than 10 rules per class may fail to improve low-shot performance even though it adds information, because it can lead to",more overfitting,(D),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', extracting substantially more than 10 rules per class may fail to improve low-shot performance even though it adds information, because it can lead to
(A) prompt-length bottlenecks
(B) more underfitting
(C) higher input dimensionality
(D) more overfitting
(E) greater feature redundancy",prompt-length bottlenecks,more underfitting,higher input dimensionality,more overfitting,greater feature redundancy,"[""higher input dimensionality"", ""prompt-length bottlenecks"", ""more underfitting"", ""greater feature redundancy""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', extracting substantially more than 10 rules per class may fail to improve low-shot performance even though it adds information, because it can lead to more overfitting",,,Reasoning Step,"[""As for the number of rules, while there wasn't a statistically significant difference, we determined that 10 is the most appropriate number considering the trade-off between prompt length and performance"", 'We speculate this result is due to more rules enlarging input dimensionality, leading to an increase in information, yet also resulting in overfitting within the low-shot regime.']","[""As for the number of rules, while there wasn't a statistically significant difference, we determined that 10 is the most appropriate number considering the trade-off between prompt length and performance"", 'We speculate this result is due to more rules enlarging input dimensionality, leading to an increase in information, yet also resulting in overfitting within the low-shot regime.']","[""As for the number of rules, while there wasn't a statistically significant difference, we determined that 10 is the most appropriate number considering the trade-off between prompt length and performance"", 'We speculate this result is due to more rules enlarging input dimensionality, leading to an increase in information, yet also resulting in overfitting within the low-shot regime.']","Adding many more rules increases information but also increases overfitting in low-shot learning, so performance need not improve.",Why might extracting substantially more than 10 rules per class fail to improve low-shot performance even though it adds information?,more overfitting
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if each bagged trial omits some columns or examples, what preserves FeatLLM's overall coverage of the task relationships is",the ensemble of weak learners,(B),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if each bagged trial omits some columns or examples, what preserves FeatLLM's overall coverage of the task relationships is
(A) the robustness of each individual weak learner
(B) the ensemble of weak learners
(C) the subset of features or instances selected per trial
(D) a single rule set that captures all features
(E) the diversity in prediction across trials",the robustness of each individual weak learner,the ensemble of weak learners,the subset of features or instances selected per trial,a single rule set that captures all features,the diversity in prediction across trials,"[""the diversity in prediction across trials"", ""the subset of features or instances selected per trial"", ""a single rule set that captures all features"", ""the robustness of each individual weak learner""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if each bagged trial omits some columns or examples, what preserves FeatLLM's overall coverage of the task relationships is the ensemble of weak learners",,,Synthesized Insight,"['While a single rule set might not capture the relationships of all features, the ensemble of various weak learners created across multiple trials can nullify the impact of incomplete feature/instance coverage in individual trials.', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","['While a single rule set might not capture the relationships of all features, the ensemble of various weak learners created across multiple trials can nullify the impact of incomplete feature/instance coverage in individual trials.', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","['While a single rule set might not capture the relationships of all features, the ensemble of various weak learners created across multiple trials can nullify the impact of incomplete feature/instance coverage in individual trials.', 'To utilize the diversity in prediction for more robust predictions, we adopt bagging to select a subset of features or instances for each trial']","If each trial only sees a subset of features or instances, the paper says combining many such weak learners offsets the missing coverage in any one trial.","If each bagged trial omits some columns or examples, what preserves FeatLLM's overall coverage of the task relationships?",the ensemble of weak learners
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM’s robustness to unrelated columns does not prevent it from learning spurious correlations when the added columns are",closely related columns,(B),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM’s robustness to unrelated columns does not prevent it from learning spurious correlations when the added columns are
(A) causally relevant columns
(B) closely related columns
(C) entirely synthetic columns
(D) unrelated columns
(E) randomly shuffled columns",causally relevant columns,closely related columns,entirely synthetic columns,unrelated columns,randomly shuffled columns,"[""unrelated columns"", ""randomly shuffled columns"", ""causally relevant columns"", ""entirely synthetic columns""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM’s robustness to unrelated columns does not prevent it from learning spurious correlations when the added columns are closely related columns",,,Reasoning Step,"['Compared to baselines, \\textsf{FeatLLM} showed the least performance degradation from spurious correlations.', 'Meanwhile, we also observe that \\textsf{FeatLLM} can also learn spurious correlations and misunderstand causal relationships between task and features if columns from closely related data are randomly attached']","['Compared to baselines, \\textsf{FeatLLM} showed the least performance degradation from spurious correlations.', 'Meanwhile, we also observe that \\textsf{FeatLLM} can also learn spurious correlations and misunderstand causal relationships between task and features if columns from closely related data are randomly attached']","['Compared to baselines, \\textsf{FeatLLM} showed the least performance degradation from spurious correlations.', 'Meanwhile, we also observe that \\textsf{FeatLLM} can also learn spurious correlations and misunderstand causal relationships between task and features if columns from closely related data are randomly attached']","The method is robust to unrelated added columns, but the paper explicitly says that this robustness breaks when the extra columns come from closely related data.",What kind of added columns can still cause FeatLLM to learn spurious correlations despite its robustness to unrelated columns?,closely related columns
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', in the -Tuning ablation, the simplifying assumption effectively made about all rules within a class is",equal importance,(D),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', in the -Tuning ablation, the simplifying assumption effectively made about all rules within a class is
(A) rule independence
(B) perfect rule accuracy
(C) equal numbers of rules
(D) equal importance
(E) uniform class priors",rule independence,perfect rule accuracy,equal numbers of rules,equal importance,uniform class priors,"[""uniform class priors"", ""rule independence"", ""perfect rule accuracy"", ""equal numbers of rules""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', in the -Tuning ablation, the simplifying assumption effectively made about all rules within a class is equal importance",,,Synthesized Insight,"['a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.', '(1) \\textsf{-Tuning}: omitting the weight tuning process in the linear model, summing up the binary feature to compute the logit instead;']","['a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.', '(1) \\textsf{-Tuning}: omitting the weight tuning process in the linear model, summing up the binary feature to compute the logit instead;']","['a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.', '(1) \\textsf{-Tuning}: omitting the weight tuning process in the linear model, summing up the binary feature to compute the logit instead;']","Replacing learned weights with a plain sum treats each satisfied rule as contributing equally, despite the paper stating that rule importance differs.","In the -Tuning ablation, what simplifying assumption is effectively made about all rules within a class?",equal importance
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', when a dataset has over 100 attributes and would strain the LLM context window, the FeatLLM design choice meant to keep the prompt manageable is",feature bagging,(B),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', when a dataset has over 100 attributes and would strain the LLM context window, the FeatLLM design choice meant to keep the prompt manageable is
(A) attribute selection
(B) feature bagging
(C) row bagging
(D) in-context learning
(E) ensemble techniques",attribute selection,feature bagging,row bagging,in-context learning,ensemble techniques,"[""ensemble techniques"", ""row bagging"", ""attribute selection"", ""in-context learning""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', when a dataset has over 100 attributes and would strain the LLM context window, the FeatLLM design choice meant to keep the prompt manageable is feature bagging",,,Multi-Fact Integration,"['Furthermore, by employing techniques from ensemble methods~\\cite{breiman2001random}, like feature bagging, we can mitigate the challenge of excessive prompt size.', ""Datasets like `Communities' and `Myocardial' include over 100 attributes, posing challenges due to limited context window size in LLM."", 'Moreover, models utilizing LLM, such as in-context learning, TABLET, or TabLLM, failed to infer on tabular datasets with a large number of features. Our framework, employing both bagging and ensemble techniques, proved to be effective even on datasets with numerous features, exhibiting satisfactory performance.']","['Furthermore, by employing techniques from ensemble methods~\\cite{breiman2001random}, like feature bagging, we can mitigate the challenge of excessive prompt size.', ""Datasets like `Communities' and `Myocardial' include over 100 attributes, posing challenges due to limited context window size in LLM."", 'Moreover, models utilizing LLM, such as in-context learning, TABLET, or TabLLM, failed to infer on tabular datasets with a large number of features. Our framework, employing both bagging and ensemble techniques, proved to be effective even on datasets with numerous features, exhibiting satisfactory performance.']","['Furthermore, by employing techniques from ensemble methods~\\cite{breiman2001random}, like feature bagging, we can mitigate the challenge of excessive prompt size.', ""Datasets like `Communities' and `Myocardial' include over 100 attributes, posing challenges due to limited context window size in LLM."", 'Moreover, models utilizing LLM, such as in-context learning, TABLET, or TabLLM, failed to infer on tabular datasets with a large number of features. Our framework, employing both bagging and ensemble techniques, proved to be effective even on datasets with numerous features, exhibiting satisfactory performance.']","The paper connects excessive prompt size from many attributes to limited LLM context, and says feature bagging is the mechanism used to shrink what each prompt must contain.","When a dataset has over 100 attributes and would strain the LLM context window, which FeatLLM design choice is meant to keep the prompt manageable?",feature bagging
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', projecting the trainable weights into a positive subspace ensures that the features generated by the LLM do not have the effect of",reducing class likelihood,(A),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', projecting the trainable weights into a positive subspace ensures that the features generated by the LLM do not have the effect of
(A) reducing class likelihood
(B) making the likelihood estimate independent of the learned dot-product weights
(C) increasing the likelihood of an incorrect class
(D) changing the binary feature activation pattern produced by the LLM
(E) contributing the same positive score to every class",reducing class likelihood,making the likelihood estimate independent of the learned dot-product weights,increasing the likelihood of an incorrect class,changing the binary feature activation pattern produced by the LLM,contributing the same positive score to every class,"[""increasing the likelihood of an incorrect class"", ""contributing the same positive score to every class"", ""changing the binary feature activation pattern produced by the LLM"", ""making the likelihood estimate independent of the learned dot-product weights""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', projecting the trainable weights into a positive subspace ensures that the features generated by the LLM do not have the effect of reducing class likelihood",,,Reasoning Step,"['The set of new binary features are input to a dot product operation with non-negative trainable weights, to estimate the likelihood of each class.', 'By projecting these weights into a positive subspace, we can ensure that the features generated by the LLM do not reduce the likelihood of a class during learning.']","['The set of new binary features are input to a dot product operation with non-negative trainable weights, to estimate the likelihood of each class.', 'By projecting these weights into a positive subspace, we can ensure that the features generated by the LLM do not reduce the likelihood of a class during learning.']","['The set of new binary features are input to a dot product operation with non-negative trainable weights, to estimate the likelihood of each class.', 'By projecting these weights into a positive subspace, we can ensure that the features generated by the LLM do not reduce the likelihood of a class during learning.']","Non-negative weights mean any satisfied rule can only add zero or positive contribution, so it cannot push that class probability downward through the logit.",What effect of a satisfied rule is explicitly ruled out by constraining the trainable weights to be non-negative?,reducing class likelihood
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', bagging and ensembling can be added to FeatLLM without causing the same inference-time blowup that would make such an adaptation impractical for existing LLM-based approaches because there are",no per-sample LLM queries,(B),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', bagging and ensembling can be added to FeatLLM without causing the same inference-time blowup that would make such an adaptation impractical for existing LLM-based approaches because there are
(A) parallelized per-sample LLM inferences
(B) no per-sample LLM queries
(C) fewer discovered features per predictor
(D) cached LLM outputs at inference time
(E) shared prompts across ensemble members",parallelized per-sample LLM inferences,no per-sample LLM queries,fewer discovered features per predictor,cached LLM outputs at inference time,shared prompts across ensemble members,"[""shared prompts across ensemble members"", ""cached LLM outputs at inference time"", ""fewer discovered features per predictor"", ""parallelized per-sample LLM inferences""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', bagging and ensembling can be added to FeatLLM without causing the same inference-time blowup that would make such an adaptation impractical for existing LLM-based approaches because there are no per-sample LLM queries",,,Synthesized Insight,"['The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.', 'It is important to note that our bagging and ensemble concept could be adapted to existing LLM-based approaches. However, such an adaptation would double the number of per-sample inference, leading to a substantial increase in computational complexity and thus becoming impractical.']","['The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.', 'It is important to note that our bagging and ensemble concept could be adapted to existing LLM-based approaches. However, such an adaptation would double the number of per-sample inference, leading to a substantial increase in computational complexity and thus becoming impractical.']","['The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.', 'It is important to note that our bagging and ensemble concept could be adapted to existing LLM-based approaches. However, such an adaptation would double the number of per-sample inference, leading to a substantial increase in computational complexity and thus becoming impractical.']","Because FeatLLM does not call the LLM for each test sample, adding bagged ensembles does not create the per-sample LLM-cost explosion that makes the same idea impractical for end-to-end LLM predictors.",Why can bagging and ensembling be added to FeatLLM without causing the same inference-time blowup that would make such an adaptation impractical for existing LLM-based approaches?,no per-sample LLM queries
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', matching conventional tabular baselines with just 4 shots while they require 32 shots suggests a strength in",data efficiency,(D),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', matching conventional tabular baselines with just 4 shots while they require 32 shots suggests a strength in
(A) overfitting resistance
(B) higher peak predictive accuracy
(C) stronger use of prior knowledge
(D) data efficiency
(E) better scalability to larger tabular datasets",overfitting resistance,higher peak predictive accuracy,stronger use of prior knowledge,data efficiency,better scalability to larger tabular datasets,"[""overfitting resistance"", ""stronger use of prior knowledge"", ""higher peak predictive accuracy"", ""better scalability to larger tabular datasets""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', matching conventional tabular baselines with just 4 shots while they require 32 shots suggests a strength in data efficiency",,,Synthesized Insight,"['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']","['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']","['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']",Matching conventional baselines with one-eighth as many labels indicates that the method gets more predictive value from each labeled example.,"If FeatLLM matches conventional baselines with one-eighth as many labeled examples, what advantage does that imply?",data efficiency
"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', after the rules have been discovered, FeatLLM avoids the per-sample inference-time component compared with existing LLM-based tabular methods:",LLM queries,(B),"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', after the rules have been discovered, FeatLLM avoids the per-sample inference-time component compared with existing LLM-based tabular methods:
(A) manual feature engineering
(B) LLM queries
(C) downstream model retraining
(D) few-shot prompt selection
(E) discovered feature recomputation",manual feature engineering,LLM queries,downstream model retraining,few-shot prompt selection,discovered feature recomputation,"[""few-shot prompt selection"", ""downstream model retraining"", ""discovered feature recomputation"", ""manual feature engineering""]","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', after the rules have been discovered, FeatLLM avoids the per-sample inference-time component compared with existing LLM-based tabular methods: LLM queries",,,Multi-Fact Integration,"['Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.', 'The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.']","['Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.', 'The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.']","['Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.', 'The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.']","Since inference uses only the simple downstream model after rule discovery, FeatLLM avoids making an LLM call for each test example.","After the rules have been discovered, what per-sample inference-time component does FeatLLM avoid compared with end-to-end LLM tabular methods?",LLM queries
