target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 coronary artery obstruction,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', the specific procedural risk that was judged manageable enough for the team to proceed without coronary protection was","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', the specific procedural risk that was judged manageable enough for the team to proceed without coronary protection was coronary artery obstruction",Multi-Fact Integration,"['Preprocedural MSCT was used to assess anatomical feasibility and the risk of coronary artery obstruction.', 'These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'Simultaneous aortography confirmed that coronary flow remained unobstructed (figure 3).']",CT risk assessment plus unobstructed coronary flow on aortography imply that coronary obstruction risk was considered manageable without protective hardware.,Which specific procedural risk was judged manageable enough that the team proceeded without coronary protection?,coronary artery obstruction,"['Preprocedural MSCT was used to assess anatomical feasibility and the risk of coronary artery obstruction.', 'These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'Simultaneous aortography confirmed that coronary flow remained unobstructed (figure 3).']","['Preprocedural MSCT was used to assess anatomical feasibility and the risk of coronary artery obstruction.', 'These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'Simultaneous aortography confirmed that coronary flow remained unobstructed (figure 3).']"
 aortic root and ascending aorta replacement,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', because the prior valves were deeply fixed and integrated into the aortic wall, surgical intervention would likely have necessitated","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', because the prior valves were deeply fixed and integrated into the aortic wall, surgical intervention would likely have necessitated aortic root and ascending aorta replacement",Reasoning Step,"['Furthermore, the patient had a European System for Cardiac Operative Risk Evaluation (EuroSCORE II) of 27.36%, significant comorbidities (COPD, diabetes, prior gastrointestinal bleeding) and two previously implanted transcatheter prostheses with extensive stent integration into the aortic wall—all of which rendered open surgery particularly high-risk and technically hazardous.', 'Given the deep fixation of prior valves, surgical intervention would likely have necessitated total aortic root and ascending aorta replacement.']","Since the prior valve frames were deeply fixed and integrated into the aortic wall, standard surgery would not have sufficed and a much larger replacement operation would likely have been needed.","Because the prior valves were deeply fixed and integrated into the aortic wall, what extent of surgery would likely have been required?",aortic root and ascending aorta replacement,"['Furthermore, the patient had a European System for Cardiac Operative Risk Evaluation (EuroSCORE II) of 27.36%, significant comorbidities (COPD, diabetes, prior gastrointestinal bleeding) and two previously implanted transcatheter prostheses with extensive stent integration into the aortic wall—all of which rendered open surgery particularly high-risk and technically hazardous.', 'Given the deep fixation of prior valves, surgical intervention would likely have necessitated total aortic root and ascending aorta replacement.']","['Furthermore, the patient had a European System for Cardiac Operative Risk Evaluation (EuroSCORE II) of 27.36%, significant comorbidities (COPD, diabetes, prior gastrointestinal bleeding) and two previously implanted transcatheter prostheses with extensive stent integration into the aortic wall—all of which rendered open surgery particularly high-risk and technically hazardous.', 'Given the deep fixation of prior valves, surgical intervention would likely have necessitated total aortic root and ascending aorta replacement.']"
 adequate coronary clearance,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', the preprocedural conclusion that allowed the team to perform the third TAVI without coronary protection was","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', the preprocedural conclusion that allowed the team to perform the third TAVI without coronary protection was adequate coronary clearance",Synthesized Insight,"['Preprocedural MSCT was used to assess anatomical feasibility and the risk of coronary artery obstruction.', 'These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'The structural degeneration observed in this patient involved leaflet fibrosis from prior degeneration and probable mechanical restriction following infection. The clinical team proceeded with implantation of a third valve—a self-expanding Acurate neo2 prosthesis—based on preprocedural CT and 3D modelling that demonstrated feasibility and adequate coronary clearance (figures 1, 5 and 7).']","Since CT planning specifically assessed obstruction risk and demonstrated adequate coronary clearance, the team could logically omit coronary protection.",What preprocedural conclusion let the team perform the third TAVI without coronary protection?,adequate coronary clearance,"['Preprocedural MSCT was used to assess anatomical feasibility and the risk of coronary artery obstruction.', 'These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'The structural degeneration observed in this patient involved leaflet fibrosis from prior degeneration and probable mechanical restriction following infection. The clinical team proceeded with implantation of a third valve—a self-expanding Acurate neo2 prosthesis—based on preprocedural CT and 3D modelling that demonstrated feasibility and adequate coronary clearance (figures 1, 5 and 7).']","['Preprocedural MSCT was used to assess anatomical feasibility and the risk of coronary artery obstruction.', 'These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'The structural degeneration observed in this patient involved leaflet fibrosis from prior degeneration and probable mechanical restriction following infection. The clinical team proceeded with implantation of a third valve—a self-expanding Acurate neo2 prosthesis—based on preprocedural CT and 3D modelling that demonstrated feasibility and adequate coronary clearance (figures 1, 5 and 7).']"
 effective orifice area and coronary access,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', implanting the third valve at the Evolut leaflet level simultaneously served the goals of","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', implanting the third valve at the Evolut leaflet level simultaneously served the goals of effective orifice area and coronary access",Reasoning Step,"['High implantation of the third transcatheter valve was a deliberate procedural strategy. Implanting the device at the level of the Evolut valve leaflets allowed fixation of the pre-existing leaflets against the stent frame, thereby preventing further reduction of the effective orifice area caused by inward leaflet folding. In addition, this approach minimised the formation of a neo-skirt below the coronary ostia and contributed to preservation of coronary flow and future coronary access.']","The same high-implantation strategy was described as preventing loss of effective orifice area and preserving coronary flow/access, so it served both aims at once.",What two goals were simultaneously served by implanting the third valve at the Evolut leaflet level?,effective orifice area and coronary access,"['High implantation of the third transcatheter valve was a deliberate procedural strategy. Implanting the device at the level of the Evolut valve leaflets allowed fixation of the pre-existing leaflets against the stent frame, thereby preventing further reduction of the effective orifice area caused by inward leaflet folding. In addition, this approach minimised the formation of a neo-skirt below the coronary ostia and contributed to preservation of coronary flow and future coronary access.']","['High implantation of the third transcatheter valve was a deliberate procedural strategy. Implanting the device at the level of the Evolut valve leaflets allowed fixation of the pre-existing leaflets against the stent frame, thereby preventing further reduction of the effective orifice area caused by inward leaflet folding. In addition, this approach minimised the formation of a neo-skirt below the coronary ostia and contributed to preservation of coronary flow and future coronary access.']"
 acceptable haemodynamic result,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', high implantation of the third transcatheter valve was essential to achieve an","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', high implantation of the third transcatheter valve was essential to achieve an acceptable haemodynamic result",Synthesized Insight,"['High implantation of the third transcatheter valve was a deliberate procedural strategy. Implanting the device at the level of the Evolut valve leaflets allowed fixation of the pre-existing leaflets against the stent frame, thereby preventing further reduction of the effective orifice area caused by inward leaflet folding.', 'In addition, this approach minimised the formation of a neo-skirt below the coronary ostia and contributed to preservation of coronary flow and future coronary access.', 'This strategy was guided by preprocedural CT assessment and was essential to achieving an acceptable haemodynamic result in a triple-stented anatomy.']","Because high implantation both protected effective orifice area and helped preserve coronary flow/access, the report concludes it was essential for the final haemodynamic result.","In the report's reasoning, what was high implantation essential to achieve in this triple-stented anatomy?",acceptable haemodynamic result,"['High implantation of the third transcatheter valve was a deliberate procedural strategy. Implanting the device at the level of the Evolut valve leaflets allowed fixation of the pre-existing leaflets against the stent frame, thereby preventing further reduction of the effective orifice area caused by inward leaflet folding.', 'In addition, this approach minimised the formation of a neo-skirt below the coronary ostia and contributed to preservation of coronary flow and future coronary access.', 'This strategy was guided by preprocedural CT assessment and was essential to achieving an acceptable haemodynamic result in a triple-stented anatomy.']","['High implantation of the third transcatheter valve was a deliberate procedural strategy. Implanting the device at the level of the Evolut valve leaflets allowed fixation of the pre-existing leaflets against the stent frame, thereby preventing further reduction of the effective orifice area caused by inward leaflet folding.', 'In addition, this approach minimised the formation of a neo-skirt below the coronary ostia and contributed to preservation of coronary flow and future coronary access.', 'This strategy was guided by preprocedural CT assessment and was essential to achieving an acceptable haemodynamic result in a triple-stented anatomy.']"
 coronary protection,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', with CT planning and intraprocedural aortography both showing preserved coronary flow, the protective adjunct that was omitted was","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', with CT planning and intraprocedural aortography both showing preserved coronary flow, the protective adjunct that was omitted was coronary protection",Multi-Fact Integration,"['These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'Simultaneous aortography confirmed that coronary flow remained unobstructed (figure 3).']","If preprocedural planning allowed the case to proceed without protection and intraprocedural aortography still showed unobstructed coronary flow, then coronary protection was not needed.","With CT planning and intraprocedural aortography both showing preserved coronary flow, what protective adjunct was omitted?",coronary protection,"['These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'Simultaneous aortography confirmed that coronary flow remained unobstructed (figure 3).']","['These findings guided valve selection, implantation depth and procedural strategy, allowing the intervention to be performed without coronary protection.', 'Simultaneous aortography confirmed that coronary flow remained unobstructed (figure 3).']"
 moderately stenotic range,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', by 1 month, the immediate severe PPM pattern had evolved into the","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', by 1 month, the immediate severe PPM pattern had evolved into the moderately stenotic range",Multi-Fact Integration,"['However, haemodynamic parameters indicated significant transvalvular gradients with mean gradient 67\u2009mm Hg. The calculated AVA was 0.9\u2009cm² (indexed AVA 0.4\u2009cm²/m²), and the Doppler velocity index (DVI) was 0.24—consistent with severe PPM.', '1 month after implantation, TTE showed marked improvement: mean gradient was 27\u2009mm Hg, and AVA had increased to 1.1\u2009cm². Left ventricular remodelling was observed, with a reduction in chamber volumes. There was no residual regurgitation, and valve function remained stable within the moderately stenotic range.']","The immediate postprocedure study met severe PPM criteria, but the 1-month study showed improved gradient and AVA with stable function in a less severe category.",How did the immediate severe PPM pattern evolve by 1 month?,moderately stenotic range,"['However, haemodynamic parameters indicated significant transvalvular gradients with mean gradient 67\u2009mm Hg. The calculated AVA was 0.9\u2009cm² (indexed AVA 0.4\u2009cm²/m²), and the Doppler velocity index (DVI) was 0.24—consistent with severe PPM.', '1 month after implantation, TTE showed marked improvement: mean gradient was 27\u2009mm Hg, and AVA had increased to 1.1\u2009cm². Left ventricular remodelling was observed, with a reduction in chamber volumes. There was no residual regurgitation, and valve function remained stable within the moderately stenotic range.']","['However, haemodynamic parameters indicated significant transvalvular gradients with mean gradient 67\u2009mm Hg. The calculated AVA was 0.9\u2009cm² (indexed AVA 0.4\u2009cm²/m²), and the Doppler velocity index (DVI) was 0.24—consistent with severe PPM.', '1 month after implantation, TTE showed marked improvement: mean gradient was 27\u2009mm Hg, and AVA had increased to 1.1\u2009cm². Left ventricular remodelling was observed, with a reduction in chamber volumes. There was no residual regurgitation, and valve function remained stable within the moderately stenotic range.']"
 severe PPM,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', the immediate postprocedural haemodynamic problem that had clearly lessened by 1 month was","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', the immediate postprocedural haemodynamic problem that had clearly lessened by 1 month was severe PPM",Multi-Fact Integration,"['TTE performed immediately after the procedure on 7 June 2024 confirmed successful deployment of the third transcatheter valve. The valve leaflets were mobile, with complete opening and no evidence of aortic regurgitation (grade 0). However, haemodynamic parameters indicated significant transvalvular gradients with mean gradient 67\u2009mm Hg. The calculated AVA was 0.9\u2009cm² (indexed AVA 0.4\u2009cm²/m²), and the Doppler velocity index (DVI) was 0.24—consistent with severe PPM.', '1 month after implantation, TTE showed marked improvement: mean gradient was 27\u2009mm Hg, and AVA had increased to 1.1\u2009cm².']","The report labels the immediate haemodynamic problem as severe PPM, and the lower gradient with larger AVA at 1 month shows that this problem had improved.",Which immediate postprocedural haemodynamic problem had clearly lessened by 1 month?,severe PPM,"['TTE performed immediately after the procedure on 7 June 2024 confirmed successful deployment of the third transcatheter valve. The valve leaflets were mobile, with complete opening and no evidence of aortic regurgitation (grade 0). However, haemodynamic parameters indicated significant transvalvular gradients with mean gradient 67\u2009mm Hg. The calculated AVA was 0.9\u2009cm² (indexed AVA 0.4\u2009cm²/m²), and the Doppler velocity index (DVI) was 0.24—consistent with severe PPM.', '1 month after implantation, TTE showed marked improvement: mean gradient was 27\u2009mm Hg, and AVA had increased to 1.1\u2009cm².']","['TTE performed immediately after the procedure on 7 June 2024 confirmed successful deployment of the third transcatheter valve. The valve leaflets were mobile, with complete opening and no evidence of aortic regurgitation (grade 0). However, haemodynamic parameters indicated significant transvalvular gradients with mean gradient 67\u2009mm Hg. The calculated AVA was 0.9\u2009cm² (indexed AVA 0.4\u2009cm²/m²), and the Doppler velocity index (DVI) was 0.24—consistent with severe PPM.', '1 month after implantation, TTE showed marked improvement: mean gradient was 27\u2009mm Hg, and AVA had increased to 1.1\u2009cm².']"
 prior history of infection alone,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', after infection resolution was documented before the 2024 procedure, procedural decision-making was guided primarily by anatomical feasibility, haemodynamic severity and surgical risk rather than by","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', after infection resolution was documented before the 2024 procedure, procedural decision-making was guided primarily by anatomical feasibility, haemodynamic severity and surgical risk rather than by prior history of infection alone",Synthesized Insight,"['Clinical assessment, repeated blood cultures, transoesophageal echocardiography and multislice CT (MSCT) confirmed resolution of infection with no evidence of active endocarditis.', 'Therefore, procedural decision-making was guided primarily by anatomical feasibility, haemodynamic severity and surgical risk rather than by the prior history of infection alone.']","Once infection was confirmed resolved, the report states that treatment choice was no longer driven mainly by the previous infection history.","After infection resolution was documented before the 2024 procedure, what factor was no longer the primary guide for procedural decision-making?",prior history of infection alone,"['Clinical assessment, repeated blood cultures, transoesophageal echocardiography and multislice CT (MSCT) confirmed resolution of infection with no evidence of active endocarditis.', 'Therefore, procedural decision-making was guided primarily by anatomical feasibility, haemodynamic severity and surgical risk rather than by the prior history of infection alone.']","['Clinical assessment, repeated blood cultures, transoesophageal echocardiography and multislice CT (MSCT) confirmed resolution of infection with no evidence of active endocarditis.', 'Therefore, procedural decision-making was guided primarily by anatomical feasibility, haemodynamic severity and surgical risk rather than by the prior history of infection alone.']"
 durability of the result,"According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', stable symptoms, preserved valve function, and no recurrent infection through 1 year indicate the","According to the case report 'TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome', stable symptoms, preserved valve function, and no recurrent infection through 1 year indicate the durability of the result",Synthesized Insight,"['At 3.5 months, the patient remained asymptomatic with good exercise tolerance. No signs of heart failure or recurrent infection were noted. The prosthesis maintained good function, with sustained improvement in haemodynamic parameters.', 'At 1-year post implantation (June 2025), the patient remained clinically stable and active, without dyspnoea or signs of decompensation. TTE showed a mean gradient of 26\u2009mm Hg, AVA 1.1\u2009cm² and EF 65%. No valve-related complications, regurgitation or evidence of recurrent endocarditis were observed.', 'These findings confirm the durability of the result and suggest a sustained functional benefit of the TAV-in-TAV-in-TAV intervention in this high-risk patient.']","Sustained symptom relief, stable haemodynamics, and no recurrent infection or valve complications through 1 year support the authors' conclusion about lasting success.","What overall conclusion is supported by stable symptoms, valve function, and lack of recurrent infection through 1 year?",durability of the result,"['At 3.5 months, the patient remained asymptomatic with good exercise tolerance. No signs of heart failure or recurrent infection were noted. The prosthesis maintained good function, with sustained improvement in haemodynamic parameters.', 'At 1-year post implantation (June 2025), the patient remained clinically stable and active, without dyspnoea or signs of decompensation. TTE showed a mean gradient of 26\u2009mm Hg, AVA 1.1\u2009cm² and EF 65%. No valve-related complications, regurgitation or evidence of recurrent endocarditis were observed.', 'These findings confirm the durability of the result and suggest a sustained functional benefit of the TAV-in-TAV-in-TAV intervention in this high-risk patient.']","['At 3.5 months, the patient remained asymptomatic with good exercise tolerance. No signs of heart failure or recurrent infection were noted. The prosthesis maintained good function, with sustained improvement in haemodynamic parameters.', 'At 1-year post implantation (June 2025), the patient remained clinically stable and active, without dyspnoea or signs of decompensation. TTE showed a mean gradient of 26\u2009mm Hg, AVA 1.1\u2009cm² and EF 65%. No valve-related complications, regurgitation or evidence of recurrent endocarditis were observed.', 'These findings confirm the durability of the result and suggest a sustained functional benefit of the TAV-in-TAV-in-TAV intervention in this high-risk patient.']"
