domain_group,domain,bucket,count,avg_target_chars,median_target_chars,avg_target_words,median_target_words,avg_source_target_occ_per_1k,median_source_target_occ_per_1k,avg_expl_target_occ_per_1k,median_expl_target_occ_per_1k,avg_para9_target_occ_per_1k,median_para9_target_occ_per_1k,avg_source_minus_expl_occ_per_1k,median_source_minus_expl_occ_per_1k,avg_source_minus_para9_occ_per_1k,median_source_minus_para9_occ_per_1k,avg_para9_minus_expl_occ_per_1k,median_para9_minus_expl_occ_per_1k
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,source > explanations,3,18.0,18.0,2.0,2.0,3.8955979742890534,1.168679392286716,0.3797804868785842,0.17090121909536288,3.1201947185366783,0.5486041468072773,3.515817487410469,0.9977781731913531,0.7754032557523752,0.8956413807079667,2.7404142316580935,0.10213679248338642
medical,Acute_neurological_Behets_disease_complicated_by_a_syndrome,explanations >= source,6,20.666666666666668,20.5,2.5,2.0,2.0127256200493444,0.38955979742890534,0.14241768257946907,0.11393414606357526,1.6058577702391845,0.19560785659226365,1.8703079374698748,0.33259272439711773,0.4068678498101596,0.03706534191561889,1.4634400876597156,0.0
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,source > explanations,1,4.0,4.0,1.0,1.0,22.952295229522953,22.952295229522953,20.405749098006744,20.405749098006744,20.56170603476864,20.56170603476864,2.546546131516209,2.546546131516209,2.3905891947543125,2.3905891947543125,0.15595693676189626,0.15595693676189626
medical,Autoimmune_heparininduced_thrombocytopenia_following_cardiac,explanations >= source,8,27.875,27.0,3.375,3.5,0.3937893789378938,0.45004500450045004,0.4066363044892648,0.08872064825220323,0.18085633946450155,0.04701127813192874,-0.012846925551371007,0.0,0.21293303947339223,0.04561514667305561,-0.22577996502476322,-0.03562654186801318
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,source > explanations,2,20.5,20.5,2.0,2.0,0.19327406262079627,0.19327406262079627,0.0,0.0,0.0,0.0,0.19327406262079627,0.19327406262079627,0.19327406262079627,0.19327406262079627,0.0,0.0
medical,Central_hypoventilation_and_choking_episodes_revealing_Chiar,explanations >= source,6,30.5,30.5,3.0,3.0,0.5153975003221234,0.5798221878623888,0.5557946069994263,0.40339931153184166,0.30512195655686747,0.25102477672313683,-0.040397106677302896,0.0050210505726034915,0.2102755437652559,0.20276803795292553,-0.25067265044255876,-0.13404251661143465
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,source > explanations,1,22.0,22.0,3.0,3.0,1.296456352636128,1.296456352636128,0.0,0.0,0.5204920469404861,0.5204920469404861,1.296456352636128,1.296456352636128,0.7759643056956418,0.7759643056956418,0.5204920469404861,0.5204920469404861
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,explanations >= source,5,20.0,21.0,2.8,3.0,0.9507346585998271,0.0,1.2595591542959963,0.0,0.8163076015314756,0.0,-0.3088244956961693,0.0,0.13442705706835137,0.0,-0.4432515527645207,0.0
medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,explanations >= source,6,20.5,23.0,2.3333333333333335,2.0,1.812382195157315,0.43497172683775553,0.5623907664088321,0.12978248455588434,1.0689283131543241,0.04103292913776784,1.2499914287484828,0.2792327453706943,0.7434538820029909,0.43497172683775553,0.5065375467454919,-0.05191299382235374
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,source > explanations,2,23.0,23.0,2.5,2.5,0.4001600640256103,0.4001600640256103,0.2674941151294672,0.2674941151294672,0.04158448400728756,0.04158448400728756,0.13266594889614308,0.13266594889614308,0.3585755800183227,0.3585755800183227,-0.22590963112217963,-0.22590963112217963
