domain_group,domain,bucket,count,avg_target_chars,median_target_chars,avg_target_words,median_target_words,avg_source_target_occ_per_1k,median_source_target_occ_per_1k,avg_expl_target_occ_per_1k,median_expl_target_occ_per_1k,avg_para9_target_occ_per_1k,median_para9_target_occ_per_1k,avg_source_minus_expl_occ_per_1k,median_source_minus_expl_occ_per_1k,avg_source_minus_para9_occ_per_1k,median_source_minus_para9_occ_per_1k,avg_para9_minus_expl_occ_per_1k,median_para9_minus_expl_occ_per_1k
arxiv,1_58,source > explanations,5,19.0,17.0,2.6,3.0,2.1873514027579644,0.47551117451260105,1.6653111808218117,0.07745633399171217,1.8211134437968273,0.10633119327815915,0.5220402219361528,0.47551117451260105,0.3662379589611374,0.3691799812344419,0.15580226297501548,0.02887485928644698
arxiv,1_58,explanations >= source,3,24.666666666666668,18.0,3.0,2.0,0.3170074496750674,0.47551117451260105,0.3808269754592515,0.42600983695441696,0.2607816540411449,0.3113498496196001,-0.06381952578418415,0.0,0.05622579563392247,0.004516062008766475,-0.12004532141810663,-0.11465998733481686
arxiv,BOFT,source > explanations,2,20.5,20.5,3.5,3.5,0.2232142857142857,0.2232142857142857,0.08374683332286499,0.08374683332286499,0.036776051346423824,0.036776051346423824,0.13946745239142072,0.13946745239142072,0.1864382343678619,0.1864382343678619,-0.04697078197644117,-0.04697078197644117
arxiv,BOFT,explanations >= source,15,19.266666666666666,20.0,2.533333333333333,2.0,1.398809523809524,0.0,1.0859172720864827,0.020936708330716248,1.2015381728832895,0.0,0.31289225172304125,0.0,0.1972713509262343,0.0,0.11562090079680695,0.0
arxiv,ByteLatent,source > explanations,3,23.333333333333332,26.0,2.6666666666666665,3.0,0.07680491551459294,0.1152073732718894,0.0,0.0,0.003912225312880219,0.0,0.07680491551459294,0.1152073732718894,0.07289269020171273,0.10347069733324875,0.003912225312880219,0.0
arxiv,ByteLatent,explanations >= source,21,21.761904761904763,20.0,2.9523809523809526,3.0,0.1316655694535879,0.1152073732718894,0.23892494530078423,0.048399586990191014,0.08649670217179527,0.011736675938640658,-0.10725937584719634,0.0,0.04516886728179261,0.010404605763854657,-0.15242824312898895,-0.0043965197247563485
arxiv,DPO,source > explanations,2,12.5,12.5,2.0,2.0,0.5093378607809846,0.5093378607809846,0.3707601779648854,0.3707601779648854,0.5171915263823356,0.5171915263823356,0.13857768281609922,0.13857768281609922,-0.007853665601350923,-0.007853665601350923,0.14643134841745015,0.14643134841745015
arxiv,DPO,explanations >= source,12,22.25,23.5,2.75,3.0,1.2026032823995472,0.08488964346349746,1.3275606372291058,0.011960005740802755,1.0833539027135315,0.018114435777481314,-0.1249573548295587,0.0,0.11924937968601564,0.0,-0.24420673451557431,0.0
arxiv,FeatLLM,source > explanations,2,17.5,17.5,2.0,2.0,3.1426775612822127,3.1426775612822127,1.5865493581686687,1.5865493581686687,3.447394486103116,3.447394486103116,1.556128203113544,1.556128203113544,-0.3047169248209034,-0.3047169248209034,1.8608451279344473,1.8608451279344473
arxiv,FeatLLM,explanations >= source,14,21.857142857142858,23.0,2.7857142857142856,3.0,0.07482565622100505,0.0,0.05003959014632165,0.010302268559536809,0.014734746406838707,0.0,0.024786066074683404,0.0,0.06009090981416635,0.0,-0.03530484373948294,0.0
arxiv,GRPO,source > explanations,1,20.0,20.0,2.0,2.0,0.13829345871940257,0.13829345871940257,0.01576739932515531,0.01576739932515531,0.014254151521630676,0.014254151521630676,0.12252605939424727,0.12252605939424727,0.1240393071977719,0.1240393071977719,-0.0015132478035246345,-0.0015132478035246345
arxiv,GRPO,explanations >= source,18,21.27777777777778,19.5,2.7777777777777777,3.0,0.25353800765223805,0.0,0.05956573078392006,0.0,0.13805876206434917,0.0,0.19397227686831797,0.0,0.1154792455878889,0.0,0.07849303128042912,0.0
arxiv,GSPO,source > explanations,3,11.666666666666666,14.0,2.0,2.0,65.84234930448223,0.3091190108191654,73.88337468982631,0.7444168734491315,71.13401195216126,1.0369256447185249,-8.04102538534408,-0.43529786262996617,-5.291662647679025,-0.7278066338993595,-2.7493627376650545,-0.062034739454094295
arxiv,GSPO,explanations >= source,12,26.5,26.0,2.75,3.0,0.48943843379701185,0.1545595054095827,0.24813895781637715,0.0413564929693962,0.32507594709348075,0.015711412770236303,0.2412994759806347,0.12354213568253554,0.16436248670353112,0.13879011694646728,0.07693698927710356,-0.015305956956810845
arxiv,LongRoPE,source > explanations,3,22.0,23.0,2.6666666666666665,3.0,0.1676727028839705,0.1676727028839705,0.08243513385404859,0.020608783463512147,0.010226328882108213,0.0,0.0852375690299219,0.14706391942045835,0.15744637400186226,0.1676727028839705,-0.07220880497194038,-0.020608783463512147
arxiv,LongRoPE,explanations >= source,15,23.8,24.0,3.1333333333333333,3.0,0.6483344511513526,0.0,0.3530971566748415,0.0,0.4930571771425972,0.0,0.2952372944765111,0.0,0.1552772740087553,0.0,0.1399600204677558,0.0
