domain_group,domain,count,avg_target_chars,avg_target_words,avg_source_target_freq_per_1k,median_source_target_freq_per_1k,avg_expl_target_freq_per_1k,median_expl_target_freq_per_1k,avg_para49_target_freq_per_1k_avg,median_para49_target_freq_per_1k_avg,avg_source_target_bigram_freq_per_1k,median_source_target_bigram_freq_per_1k,avg_expl_target_bigram_freq_per_1k,median_expl_target_bigram_freq_per_1k,avg_para49_target_bigram_freq_per_1k_avg,median_para49_target_bigram_freq_per_1k_avg,coverage_source_target_present,coverage_expl_target_present,coverage_para49_target_present,coverage_source_target_bigram_coverage,coverage_expl_target_bigram_coverage,coverage_para49_target_bigram_coverage
arxiv,1_58,8,21.125,2.75,1.4859724203518783,0.47551117451260105,1.1836296038108518,0.2323690019751365,1.229194199034692,0.13473003360910568,0.5380683346785041,0.4035512510088781,0.24953383788526928,0.1941428101349128,0.33425913359743775,0.16399072927045755,0.75,0.625,0.625,0.875,0.8645833333333333,0.875
arxiv,BOFT,17,19.41176470588235,2.6470588235294117,1.2605042016806725,0.0,0.968014867526057,0.020936708330716248,1.0567541580865871,0.018104746672996993,0.6927023375168898,0.22311468094600623,0.6843155624571299,0.10368335104590581,0.5983490115991792,0.10382447598220589,0.35294117647058826,0.5882352941176471,0.5882352941176471,0.5532212885154062,0.7955182072829131,0.7514005602240896
arxiv,ByteLatent,24,21.958333333333332,2.9166666666666665,0.12480798771121353,0.1152073732718894,0.2090593271381862,0.008066597831698503,0.07799082242729316,0.006425726624760745,0.5461188540456833,0.26132404181184665,0.5848396460010705,0.22158928657521243,0.4688480159607044,0.1970605873170019,0.5833333333333334,0.5,0.7083333333333334,0.7951388888888888,0.7847222222222222,0.8645833333333334
arxiv,DPO,14,20.857142857142858,2.642857142857143,1.1035653650254669,0.08488964346349746,1.1908748573342172,0.011960005740802755,0.9813596896333552,0.026688530395426048,0.7192252070373316,0.35136217431180805,0.8100887463327784,0.21372917660483953,0.6194872612919121,0.3019008978289539,0.5,0.5,0.6428571428571429,0.8095238095238095,0.717687074829932,0.7857142857142857
arxiv,FeatLLM,16,21.3125,2.6875,0.458307144353656,0.0,0.24210331114911504,0.010302268559536809,0.4396402844576317,0.0,0.1979499467518637,0.12779552715654952,0.24496595656116668,0.0891967829693609,0.15508770598087476,0.034867761880282094,0.375,0.5,0.25,0.5302083333333333,0.7135416666666666,0.6854166666666667
arxiv,GRPO,19,21.210526315789473,2.736842105263158,0.2474725050768257,0.0,0.05726055544398507,0.0,0.1388766834187652,0.005182271200222382,0.20251572327044026,0.12578616352201258,0.11659563961531683,0.07118628382683224,0.13185818479887196,0.07205984800698856,0.42105263157894735,0.47368421052631576,0.5789473684210527,0.5947368421052632,0.7350877192982456,0.7324561403508771
arxiv,GSPO,15,23.533333333333335,2.6,13.560020607934055,0.3091190108191654,14.975186104218361,0.062034739454094295,14.37079837053635,0.04741340971980574,0.5836879101011517,0.28054425585636134,0.8090814207302859,0.3218577150486363,0.5049364353573629,0.1469398783368933,0.6,0.8666666666666667,0.6666666666666666,0.6944444444444444,0.8833333333333333,0.7944444444444444
arxiv,LongRoPE,18,23.5,3.0555555555555554,0.5682241597734555,0.0,0.30798681953804263,0.0,0.40445109835314297,0.0,0.46608788050762523,0.1690474178006931,0.3104203274900096,0.17148396034616145,0.34622536369322515,0.11280129683909243,0.4444444444444444,0.3888888888888889,0.3333333333333333,0.75,0.7407407407407408,0.7731481481481481
arxiv,OFT,24,23.666666666666668,2.75,1.9824229932440167,0.17176228100309174,1.142347432785537,0.03979149257888663,1.6866789636236377,0.03534530893270388,0.8836948338052396,0.40482105069463614,0.6703447028695099,0.2745778892986436,0.7474144130770625,0.31751970532776896,0.7083333333333334,0.5833333333333334,0.7083333333333334,0.811787518037518,0.8099025974025974,0.8360930735930735
arxiv,QLoRA,26,18.807692307692307,2.6153846153846154,0.27505271843770057,0.11918951132300358,0.40860220606461206,0.02517454350161117,0.21741059414447947,0.028599644041506608,0.5045584243858305,0.13918853086505673,0.6162763954884132,0.1592905759947228,0.45637412054345405,0.09681451993854424,0.5769230769230769,0.6153846153846154,0.6923076923076923,0.780952380952381,0.7341575091575092,0.8063186813186813
arxiv,fa3,27,19.85185185185185,2.7777777777777777,0.5619029780857839,0.0,0.5067190143317694,0.0,0.4898354065542957,0.0,0.40405234266425033,0.13874757191749143,0.5082579734979825,0.22899801916713422,0.367252139309416,0.1542813185536333,0.48148148148148145,0.48148148148148145,0.4444444444444444,0.6286155202821869,0.7974867724867726,0.7007495590828924
arxiv,xLSTM,27,19.296296296296298,2.5185185185185186,0.8916323731138546,0.18518518518518517,0.6120054505678801,0.04564681537384742,0.7340485645067865,0.09450019101715175,0.669559868318766,0.3650301149844862,0.6514910761189041,0.23443910444262103,0.5848770014029434,0.2724225443115405,0.5925925925925926,0.5925925925925926,0.7037037037037037,0.7271604938271605,0.7888888888888889,0.8024691358024691
legal,America_First_Legal_Foundation_v_Jamieson_Greer,11,26.818181818181817,3.3636363636363638,0.6194827319188477,0.5678591709256104,0.7244588869581651,0.23098689149390772,0.49713009727929797,0.20236442797807802,0.7173863118700987,0.7454342154304883,1.1239991146955872,1.1629409484429512,0.6229935332443937,0.5735459710179134,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.742929292929293,0.9227272727272727,0.7833333333333333
legal,Apex_Bank_v_Cc_Serve_Corp,4,32.0,4.25,0.89058524173028,0.7633587786259541,0.24457053414204655,0.19565642731363725,0.9889984751189833,0.5837070310141126,1.143336806761607,1.1288641889544981,0.7550173850338776,0.749662651806687,1.2458232437049244,1.2687203692988862,0.75,0.75,0.75,0.8928571428571428,0.9285714285714286,0.9285714285714286
legal,Bruce_Cohen_v_Consilio_LLC,6,16.666666666666668,2.1666666666666665,0.9377664109121909,0.5115089514066495,1.5603717305470786,0.5948378420317593,0.8980863400289131,0.4729083022394737,0.8856945805655377,0.16334531198954588,0.9615936747719692,0.6519578612601868,0.7786986447158012,0.15453569978341114,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5
legal,Finesse_Wireless_LLC_v_Att_Mobility_LLC,7,27.571428571428573,4.142857142857143,0.044462229336178924,0.0,0.0340927493245374,0.0,0.06421695335893303,0.0073755559325284145,1.046358597935087,1.0704554301284546,0.7105626587071769,0.6415111150710563,1.0465750277672274,0.9637025177559374,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.569047619047619,0.8095238095238094,0.9
legal,Foad_Farahi_v_FBI,6,28.833333333333332,3.3333333333333335,0.22007042253521128,0.22007042253521128,0.059926889195181875,0.0,0.054735827748383974,0.004283829400777943,0.560334882494479,0.2966478789676654,0.39024020610744864,0.40160642570281124,0.29967970871184824,0.14750070659682185,0.5,0.3333333333333333,0.5,0.8194444444444445,0.8333333333333334,0.7916666666666666
legal,Jimenez_v_Bondi,11,23.545454545454547,3.1818181818181817,0.17647355417738114,0.0,0.09913750371765638,0.0,0.17152020756782552,0.0,0.4200899390923144,0.06598046978094484,0.3018392836108049,0.11322036456957392,0.39476513433846333,0.06926376345269045,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.5248917748917749,0.8257575757575758,0.712121212121212
legal,Pacito_v_Trump,10,30.2,3.9,0.4011231448054553,0.20056157240272762,0.15203509838842794,0.0,0.3030239007015547,0.09414526132767596,0.9185036740146961,0.47714476572192,0.5297324795682514,0.40365836125764465,0.8633900483871294,0.42145939652201503,0.5,0.2,0.6,0.7333333333333333,0.725,0.8666666666666666
legal,Santos_v_Kimmel,7,26.0,3.7142857142857144,0.1693623507494284,0.0,0.08545109633756601,0.059815767436296206,0.14816246622850762,0.0,0.54858934169279,0.522466039707419,0.41360905815838683,0.336036902961707,0.48597022330571227,0.36853629363634377,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.55,0.8238095238095238,0.7166666666666667
