row_index,keep,drop_reason,review_notes,replacement_probe,replacement_target,duplicate_of
0,False,recall_not_composition,The source directly states the 4k to 32k no-fine-tuning extension; no real derivation is needed.,,,
1,False,recall_not_composition,The source directly says optimal rescale solutions depend on the target extended length.,,,
2,False,recall_not_composition,The source directly states the progressive method uses 1k fine-tuning steps within 256k training length.,,,
3,True,keep,"Correct arithmetic composition of the two fine-tuning stages, 400 plus 600 steps.",,,
4,True,keep,Correctly identifies the direct 4k-to-2048k jump as the 512x extension ratio the paper says makes fine-tuning difficult.,,,
5,True,keep,Correctly applies the monotonic lambda constraint and NTK rationale to infer smaller rescale factors for lower dimensions.,,,
6,True,keep,Correct consequence of the monotonicity constraint: candidates violating it are excluded before perplexity evaluation.,,,
7,True,keep,Correctly links preserving key RoPE dimensions to maintaining the ability to distinguish close token positions.,,,
8,False,recall_not_composition,The source directly states LongRoPE preserves key dimensions/positions to minimize interpolation-induced information loss.,,,
9,True,keep,Correctly combines the weak 2048k effect of token-position non-uniformity with the stated non-usefulness of preserving only initial tokens.,,,
10,True,keep,"Correctly explains the 256k-over-128k benefit by the smaller secondary extension ratio, 8x rather than 16x.",,,
11,False,recall_not_composition,The source directly states that retaining starting tokens without position interpolation improves performance.,,,
12,True,keep,Correct arithmetic inference: an 8x no-fine-tuning final jump to 2048k requires a 256k intermediate model.,,,
13,True,keep,"Valid inference that the staged 128k-to-256k schedule lowers the initial fine-tuning jump, matching the paper difficulty with large extension ratios.",,,
14,False,recall_not_composition,The source directly states that sub-8k inference updates RoPE with the searched rescale factors.,,,
15,False,duplicate,Duplicates row 12 on using LongRoPE's 8x no-fine-tuning extension from a 256k model to reach 2048k.,,,12.0
16,False,recall_not_composition,The source directly says the maximum searched lambda is reduced because shorter lengths require less positional interpolation.,,,
17,True,keep,Correctly synthesizes long-context and original-benchmark results to infer preserved shorter-length performance.,,,
18,True,keep,Correctly explains the Mistral exception by its YaRN-style 16k sequence-length fine-tuning setup.,,,
19,False,too_minor,This only restates the non-decreasing lambda constraint as ruling out decreasing values.,,,
20,True,keep,Correctly links LongRoPE's better initialization to reducing out-of-distribution issues from untrained new positions.,,,
21,True,keep,Correctly interprets the search interval around PI as exploring both direct extrapolation and larger-than-PI interpolation.,,,
22,False,duplicate,Duplicates row 7 on preserving the ability to distinguish close token positions under high extension ratios.,,,7.0
23,True,keep,Correctly identifies dimension-wise non-uniformity as the component that still clearly helps at 2048k.,,,
24,True,keep,"Correct ratio comparison: LongRoPE reaches 8x without fine-tuning while baselines spike after 2x, a fourfold farther ratio. Cloze shape repaired so the probe is declarative and completes by appending the target.","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', compared with methods that spike after 2x from the same 4k base, LongRoPE reaches", four times farther,
25,False,recall_not_composition,The source directly states that the optimal starting-token count depends on target extension length.,,,
26,True,keep,Correctly links scarcity of million-token texts to replacing direct 2048k fine-tuning with a second search.,,,
27,False,duplicate,"Duplicates row 5 on the monotonic dimension-wise interpolation pattern, just phrased as interpolation amount instead of smaller lower-dimensional factors.",,,5.0
28,True,keep,Correctly links the benefit of leaving first tokens un-interpolated to their large attention scores.,,,
29,False,duplicate,Duplicates row 26 on avoiding scarce texts exceeding 1000k through the progressive second-search strategy.,,,26.0
30,True,keep,Correctly attributes stable perplexity when extending the 256k model to the second non-uniform interpolation search.,,,
