question,answer,fewshot_question,original_question,contextualized_question
"According to the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the Bradley–Terry model defines the preference distribution as $p^*(y_1 \succ y_2 \mid x) = \frac{\exp(r^*(x, y_1))}{\exp(r^*(x, y_1)) + \exp(r^*(x, y_2))}$, which can be written as a logistic function of the difference in latent rewards. In this two-item comparison formulation, to which standard binary classification model in statistics is this setup mathematically analogous, without naming it explicitly in the paper?
(A) probit regression
(B) multinomial logistic (softmax) regression
(C) logistic regression
(D) linear discriminant analysis
(E) None of the above",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: According to the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the Bradley–Terry model defines the preference distribution as $p^*(y_1 \succ y_2 \mid x) = \frac{\exp(r^*(x, y_1))}{\exp(r^*(x, y_1)) + \exp(r^*(x, y_2))}$, which can be written as a logistic function of the difference in latent rewards. In this two-item comparison formulation, to which standard binary classification model in statistics is this setup mathematically analogous, without naming it explicitly in the paper?
(A) probit regression
(B) multinomial logistic (softmax) regression
(C) logistic regression
(D) linear discriminant analysis
(E) None of the above
Answer:",Which common binary statistical model is the Bradley–Terry two-item comparison mathematically analogous to?,"According to the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the Bradley–Terry model defines the preference distribution as $p^*(y_1 \succ y_2 \mid x) = \frac{\exp(r^*(x, y_1))}{\exp(r^*(x, y_1)) + \exp(r^*(x, y_2))}$, which can be written as a logistic function of the difference in latent rewards. In this two-item comparison formulation, to which standard binary classification model in statistics is this setup mathematically analogous, without naming it explicitly in the paper?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors remark that the DPO update includes a dynamic, per-example importance weight on training examples in order to avoid failures they observe with a naive probability-ratio objective. According to their ablation-style reasoning, if this dynamic per-example importance weighting were removed from DPO, what negative effect would they expect on the resulting language model's behavior?
(A) catastrophic forgetting of pre-training knowledge
(B) gradient vanishing
(C) model degeneration
(D) uncontrolled increase in KL-divergence without reward improvement
(E) None of the above",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors remark that the DPO update includes a dynamic, per-example importance weight on training examples in order to avoid failures they observe with a naive probability-ratio objective. According to their ablation-style reasoning, if this dynamic per-example importance weighting were removed from DPO, what negative effect would they expect on the resulting language model's behavior?
(A) catastrophic forgetting of pre-training knowledge
(B) gradient vanishing
(C) model degeneration
(D) uncontrolled increase in KL-divergence without reward improvement
(E) None of the above
Answer:","According to the authors' ablation-style reasoning, what is the likely consequence of removing the dynamic per-example importance weighting from DPO?","In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors remark that the DPO update includes a dynamic, per-example importance weight on training examples in order to avoid failures they observe with a naive probability-ratio objective. According to their ablation-style reasoning, if this dynamic per-example importance weighting were removed from DPO, what negative effect would they expect on the resulting language model's behavior?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors define an implicit reward term $\hat{r}_\theta(x, y) = \beta \log \frac{\pi_\theta(y \mid x)}{\pi_\text{ref}(y \mid x)}$, where $\pi_\theta$ is the current policy and $\pi_\text{ref}$ is the reference policy. According to the authors, conceptually, what role does the term $\beta \log \tfrac{\pi_\theta(y \mid x)}{\pi_\text{ref}(y \mid x)}$ play within the DPO formulation?
(A) baseline value term
(B) advantage function
(C) implicit reward
(D) explicit KL-penalty term
(E) None of the above",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors define an implicit reward term $\hat{r}_\theta(x, y) = \beta \log \frac{\pi_\theta(y \mid x)}{\pi_\text{ref}(y \mid x)}$, where $\pi_\theta$ is the current policy and $\pi_\text{ref}$ is the reference policy. According to the authors, conceptually, what role does the term $\beta \log \tfrac{\pi_\theta(y \mid x)}{\pi_\text{ref}(y \mid x)}$ play within the DPO formulation?
(A) baseline value term
(B) advantage function
(C) implicit reward
(D) explicit KL-penalty term
(E) None of the above
Answer:","Conceptually, what role does the term beta log(pi_theta/ pi_ref) play in DPO's formulation?","In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors define an implicit reward term $\hat{r}_\theta(x, y) = \beta \log \frac{\pi_\theta(y \mid x)}{\pi_\text{ref}(y \mid x)}$, where $\pi_\theta$ is the current policy and $\pi_\text{ref}$ is the reference policy. According to the authors, conceptually, what role does the term $\beta \log \tfrac{\pi_\theta(y \mid x)}{\pi_\text{ref}(y \mid x)}$ play within the DPO formulation?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors note that Direct Preference Optimization (DPO) need not be limited to training language models from human preferences, and remark that it could also be used to train generative models in domains outside of language. According to the paper, by what concise phrase do they refer to these non-language application domains?
(A) different generative settings
(B) alternative modalities
(C) other modalities
(D) other domains
(E) None of the above",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors note that Direct Preference Optimization (DPO) need not be limited to training language models from human preferences, and remark that it could also be used to train generative models in domains outside of language. According to the paper, by what concise phrase do they refer to these non-language application domains?
(A) different generative settings
(B) alternative modalities
(C) other modalities
(D) other domains
(E) None of the above
Answer:",The authors suggest DPO could be applied beyond language models. What concise phrase do they use to describe these other potential application areas?,"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors note that Direct Preference Optimization (DPO) need not be limited to training language models from human preferences, and remark that it could also be used to train generative models in domains outside of language. According to the paper, by what concise phrase do they refer to these non-language application domains?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors introduce DPO as an alternative to standard RLHF, avoiding explicit reward model training and reinforcement learning by reparameterizing the reward model so that the RLHF objective can be optimized in closed form as a supervised learning problem on preference-labeled pairs. According to this approach, what simple supervised loss function is used to train the policy directly from human preference data, as opposed to using a reinforcement learning objective?
(A) binary cross-entropy
(B) Kullback–Leibler divergence regularized maximum likelihood loss
(C) pairwise hinge ranking loss
(D) negative log-likelihood loss over preferred completions only
(E) None of the above",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors introduce DPO as an alternative to standard RLHF, avoiding explicit reward model training and reinforcement learning by reparameterizing the reward model so that the RLHF objective can be optimized in closed form as a supervised learning problem on preference-labeled pairs. According to this approach, what simple supervised loss function is used to train the policy directly from human preference data, as opposed to using a reinforcement learning objective?
(A) binary cross-entropy
(B) Kullback–Leibler divergence regularized maximum likelihood loss
(C) pairwise hinge ranking loss
(D) negative log-likelihood loss over preferred completions only
(E) None of the above
Answer:",What simple supervised loss does DPO use to optimize a policy directly from preference data instead of doing reward estimation followed by RL?,"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors introduce DPO as an alternative to standard RLHF, avoiding explicit reward model training and reinforcement learning by reparameterizing the reward model so that the RLHF objective can be optimized in closed form as a supervised learning problem on preference-labeled pairs. According to this approach, what simple supervised loss function is used to train the policy directly from human preference data, as opposed to using a reinforcement learning objective?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors note that a naive objective that simply increases the probability ratio between preferred and dispreferred responses can cause language model degeneration. According to their description of the DPO gradient update, what specific modification is introduced into the update rule for each training example to avoid this degeneration when training on preference pairs?
(A) a temperature-scaling factor applied to all logits
(B) per-example importance weight
(C) a global KL-divergence regularization term
(D) an entropy bonus on the output distribution
(E) None of the above",(B),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors note that a naive objective that simply increases the probability ratio between preferred and dispreferred responses can cause language model degeneration. According to their description of the DPO gradient update, what specific modification is introduced into the update rule for each training example to avoid this degeneration when training on preference pairs?
(A) a temperature-scaling factor applied to all logits
(B) per-example importance weight
(C) a global KL-divergence regularization term
(D) an entropy bonus on the output distribution
(E) None of the above
Answer:",Which specific mechanism in the DPO update prevents the model degeneration that occurs with a naive probability ratio objective?,"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors note that a naive objective that simply increases the probability ratio between preferred and dispreferred responses can cause language model degeneration. According to their description of the DPO gradient update, what specific modification is introduced into the update rule for each training example to avoid this degeneration when training on preference pairs?"
"According to the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', prior RLHF work often normalizes the learned reward function so that the expected reward over the data satisfies $\mathbb{E}_{x,y \sim \mathcal{D}}[r_\phi(x, y)] = 0$ for all prompts $x$. In the context of their discussion of reward modeling and policy optimization, what is the main motivation for applying this zero-mean normalization of reward values?
(A) reduce variance
(B) avoid reward hacking
(C) ensure identifiability of the reward scale
(D) stabilize the KL-divergence constraint
(E) None of the above",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: According to the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', prior RLHF work often normalizes the learned reward function so that the expected reward over the data satisfies $\mathbb{E}_{x,y \sim \mathcal{D}}[r_\phi(x, y)] = 0$ for all prompts $x$. In the context of their discussion of reward modeling and policy optimization, what is the main motivation for applying this zero-mean normalization of reward values?
(A) reduce variance
(B) avoid reward hacking
(C) ensure identifiability of the reward scale
(D) stabilize the KL-divergence constraint
(E) None of the above
Answer:","Why do prior works normalize the learned reward values so that E_{x,y}[r_phi(x,y)]=0 for all x, according to the text?","According to the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', prior RLHF work often normalizes the learned reward function so that the expected reward over the data satisfies $\mathbb{E}_{x,y \sim \mathcal{D}}[r_\phi(x, y)] = 0$ for all prompts $x$. In the context of their discussion of reward modeling and policy optimization, what is the main motivation for applying this zero-mean normalization of reward values?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors argue that their DPO method is computationally lightweight compared to conventional RLHF approaches. According to the abstract, which specific computationally expensive operation performed during RL-based fine-tuning does DPO avoid during training?
(A) running an on-policy reinforcement learning loop with PPO updates
(B) training a separate neural reward model before policy optimization
(C) sampling from LM
(D) repeatedly estimating the KL-divergence constraint using large batches of rollouts
(E) None of the above",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors argue that their DPO method is computationally lightweight compared to conventional RLHF approaches. According to the abstract, which specific computationally expensive operation performed during RL-based fine-tuning does DPO avoid during training?
(A) running an on-policy reinforcement learning loop with PPO updates
(B) training a separate neural reward model before policy optimization
(C) sampling from LM
(D) repeatedly estimating the KL-divergence constraint using large batches of rollouts
(E) None of the above
Answer:","Which computationally expensive operation used by RL-based fine-tuning does DPO remove, as stated in the abstract?","In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors argue that their DPO method is computationally lightweight compared to conventional RLHF approaches. According to the abstract, which specific computationally expensive operation performed during RL-based fine-tuning does DPO avoid during training?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors explain that instead of first training an explicit reward model under a Bradley–Terry preference framework and then using reinforcement learning to optimize a policy against that reward, they directly express the preference loss in terms of the policy itself. According to the paper, what is the central technical trick they use to reparameterize the reward $r^*(x, y)$ in terms of the policy $\pi_\theta(y \mid x)$ and a reference policy $\pi_\text{ref}(y \mid x)$ so that they can optimize the RLHF objective without fitting a standalone reward model?
(A) change of variables
(B) applying a Gumbel–Softmax reparameterization of the discrete action distribution $\pi_\theta(y \mid x)$
(C) using an importance-weighted policy gradient estimator based on $\pi_\text{ref}(y \mid x)$
(D) introducing a Lagrangian dual formulation of the KL-constrained RL objective
(E) None of the above",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors explain that instead of first training an explicit reward model under a Bradley–Terry preference framework and then using reinforcement learning to optimize a policy against that reward, they directly express the preference loss in terms of the policy itself. According to the paper, what is the central technical trick they use to reparameterize the reward $r^*(x, y)$ in terms of the policy $\pi_\theta(y \mid x)$ and a reference policy $\pi_\text{ref}(y \mid x)$ so that they can optimize the RLHF objective without fitting a standalone reward model?
(A) change of variables
(B) applying a Gumbel–Softmax reparameterization of the discrete action distribution $\pi_\theta(y \mid x)$
(C) using an importance-weighted policy gradient estimator based on $\pi_\text{ref}(y \mid x)$
(D) introducing a Lagrangian dual formulation of the KL-constrained RL objective
(E) None of the above
Answer:",What is the central technical trick that allows DPO to avoid fitting an explicit reward model?,"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors explain that instead of first training an explicit reward model under a Bradley–Terry preference framework and then using reinforcement learning to optimize a policy against that reward, they directly express the preference loss in terms of the policy itself. According to the paper, what is the central technical trick they use to reparameterize the reward $r^*(x, y)$ in terms of the policy $\pi_\theta(y \mid x)$ and a reference policy $\pi_\text{ref}(y \mid x)$ so that they can optimize the RLHF objective without fitting a standalone reward model?"
"In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors introduce a new parameterization of the reward model in RLHF that allows the corresponding optimal policy to be extracted in closed form and optimized using only a simple classification (binary cross-entropy) loss. According to the paper, which standard training component used in typical RLHF pipelines becomes unnecessary under this DPO formulation?
(A) the explicit reward model training phase
(B) the initial supervised fine-tuning stage on human demonstrations
(C) reinforcement learning
(D) online policy optimization with KL-regularized sampling during training
(E) None of the above",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
(E) None of the above
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
(E) None of the above
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
(E) None of the above
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
(E) None of the above
Answer: (B)

Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors introduce a new parameterization of the reward model in RLHF that allows the corresponding optimal policy to be extracted in closed form and optimized using only a simple classification (binary cross-entropy) loss. According to the paper, which standard training component used in typical RLHF pipelines becomes unnecessary under this DPO formulation?
(A) the explicit reward model training phase
(B) the initial supervised fine-tuning stage on human demonstrations
(C) reinforcement learning
(D) online policy optimization with KL-regularized sampling during training
(E) None of the above
Answer:","According to the paper, what training component becomes unnecessary when DPO extracts the optimal policy in closed form and uses a classification loss instead?","In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', the authors introduce a new parameterization of the reward model in RLHF that allows the corresponding optimal policy to be extracted in closed form and optimized using only a simple classification (binary cross-entropy) loss. According to the paper, which standard training component used in typical RLHF pipelines becomes unnecessary under this DPO formulation?"
