section,subsection,section_text,subsection_text,raw_knowledge_statement,paragraph,is_knowledge
Abstract,No Subsection,"Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration.","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
",True
Abstract,No Subsection,"Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas.","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
",True
Abstract,No Subsection,"Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
",Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas.,"Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
",True
Abstract,No Subsection,"Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","The patient was treated with nil per oral status, total parenteral nutrition and Octreotide.","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
",True
Abstract,No Subsection,"Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
","Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.","Summary: A boy in late childhood presented with recurrent right-sided pleural effusions, chest pain and respiratory distress, which temporarily improved after aspiration. The pleural fluid was consistently dark red. Due to repeated effusions, a right intercostal drain was placed. History revealed recent abdominal trauma from a bicycle handle. A CT scan of the chest showed right patchy consolidation, hydropneumothorax and a multiloculated hypodense collection tracking from the right paraesophageal region to the tail of the pancreas. Both serum and pleural fluid amylase and lipase were elevated. Magnetic resonance cholangiopancreatography confirmed bilateral (right greater than left) pancreatopleural fistulas. The patient was treated with nil per oral status, total parenteral nutrition and Octreotide. Over a period of 10 days, drainage decreased, the chest tube was removed, and the child was discharged.
",True
Background,No Subsection,"Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion.","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
",True
Background,No Subsection,"Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma.","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
",True
Background,No Subsection,"Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology.","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
",True
Background,No Subsection,"Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
","Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.","Pancreatopleural fistula (PPF) is an extremely rare entity, which presents with recurrent, massive, blood-stained pleural effusion. It is observed in cases of acute pancreatitis, chronic pancreatitis and pancreatic trauma. It can be a confusing entity to deal with as it presents with signs of respiratory distress due to recurrent pleural effusions; however, the pathology lies in the pancreas, thereby delaying its diagnosis as all efforts go into finding a thoracic pathology. Only 47 cases of PPF have been reported in the paediatric age group, whereas more than 300 cases of PPF have been reported among adults.
",True
Case presentation,No Subsection,"A child came to me in the outpatient department accompanied by his mother with complaints of difficulty in breathing and right-sided chest pain for 1 week. As per the mother, the distress had increased progressively over 7 days. There was no history of any consanguinity. Mother gave a history of Koch’s contact with his grandfather having pulmonary Koch's for which he was treated appropriately. The child had a dietary history notable for frequent consumption of processed and high-calorie foods, with limited intake of fresh fruits, vegetables and balanced home-cooked meals. His weight was 44 kg, with a height of 112 cm and body mass index of 35. On examination, the child had a respiratory rate of 20 /min with mild tachypnoea. The child had reduced chest movements on the right. Stony dull percussion was present on the right subscapular, right infra-axillary and axillary regions. Vocal fremitus was significantly weaker on the right side than on the left. Breath sounds were decreased on the right subscapular, right infra-axillary and axillary regions. There was no pallor, cyanosis, icterus, clubbing or lymphadenopathy. The abdomen was soft with no hepatosplenomegaly. The child was conscious and oriented to time, place and person. The abdomen was soft with no hepatosplenomegaly, Cardiovascular system examination revealed tachycardia with no murmurs. The child had oxygen saturation of 88%–89% on room air with a heart rate of 110 /min. In view of tachypnoea and respiratory distress, the child was shifted to the Pediatric Intensive Care Unit and was started on oxygen by mask @5 l/min. A chest X-ray was ordered and was started on empirical antibiotic (piperacillin-tazobactam) after sending blood cultures. Chest X-ray revealed right-sided pleural effusion with blunting of right-sided costophrenic angle (figure 1) (Table 2). Bedside lung ultrasound was done which revealed pleural effusion of around one litre (figure 2) (Table 2). Right-sided pleural effusion was aspirated under all aseptic precautions. Around one litre of dark red pleural fluid was aspirated. Tachypnoea settled after thoracocentesis & his oxygen saturation on room air improved to 95%–98%. Child’s chest pain improved and was off oxygen support within 24 hours. Subsequently, he was shifted to the ward the next day and discharged. Pleural fluid that was aspirated was sent for examination. The child, however, was again admitted after 6 days with similar complaints of right-sided chest pain, tachypnoea and difficulty in breathing. The child was shifted to the PICU again, where the CXR again revealed a right-sided pleural effusion. Thoracocentesis was done again and around one litre of dark red coloured pleural fluid was again aspirated. Pleural fluid (Adenosine Deaminase) ADA was slightly elevated (Table 1) and the child had a positive history of Koch’s contact, thus he was started on antitubercular drugs empirically. This child, however, again got admitted for the third time after 5 days, with similar complaints of right-sided chest pain and difficulty in breathing. We again reviewed the history from the child and he told us that he had suffered blunt abdominal trauma from the bicycle handle 1 month back. A contrast-enhanced CT of the chest was ordered before inserting an intercostal drainage (ICD). CT was suggestive of patchy areas of air space consolidation in the right lung with right-sided hydropneumothorax and elongated lobulated multiloculated hypodense collection extending from the right pleural space, tracking from the right paraoesophageal level to the upper left-sided retroperitoneum till the tail of pancreas (Table 2). An ICD was inserted, and we drained around one litre of dark red pleural fluid via the ICD (figure 3). CT findings, along with a dark red coloured pleural aspirate and history of abdominal trauma, pointed us towards the diagnosis of a PPF. MRCP was thus planned the same day, which revealed pancreatitis with tubular cystic collection seen in the distal body and tail of pancreas extending posteriorly in the retroperitoneum and then tracking superiorly through the oesophageal hiatus into the right pleural cavity. A narrow communication with the left pleural cavity was also seen. The collection is seen communicating with the distal pancreatic duct with narrowing of the pancreatic duct proximal to the communication. MRCP pointed towards the diagnosis of PPF (figures 4-6) (table 1). Serum and pleural fluid amylase and lipase levels were also sent. Pleural fluid analysis revealed significantly elevated amylase (6118 U/L) and lipase (7211 U/L) concentrations (table 2), supporting the diagnosis of PPF. Antitubercular drugs were stopped, and the child was put on nil per oral and total parenteral nutrition. Octreotide infusion was started in the dose of 30 µg/kg/day (10–40 µg/kg/day). Pancreatic enzyme replacement therapy (PERT) was also started. Over ten days, fluid drainage from the ICD gradually decreased and stopped. Subsequently, the ICD was removed, and the child was discharged.
","A child came to me in the outpatient department accompanied by his mother with complaints of difficulty in breathing and right-sided chest pain for 1 week. As per the mother, the distress had increased progressively over 7 days. There was no history of any consanguinity. Mother gave a history of Koch’s contact with his grandfather having pulmonary Koch's for which he was treated appropriately. The child had a dietary history notable for frequent consumption of processed and high-calorie foods, with limited intake of fresh fruits, vegetables and balanced home-cooked meals. His weight was 44 kg, with a height of 112 cm and body mass index of 35. On examination, the child had a respiratory rate of 20 /min with mild tachypnoea. The child had reduced chest movements on the right. Stony dull percussion was present on the right subscapular, right infra-axillary and axillary regions. Vocal fremitus was significantly weaker on the right side than on the left. Breath sounds were decreased on the right subscapular, right infra-axillary and axillary regions. There was no pallor, cyanosis, icterus, clubbing or lymphadenopathy. The abdomen was soft with no hepatosplenomegaly. The child was conscious and oriented to time, place and person. The abdomen was soft with no hepatosplenomegaly, Cardiovascular system examination revealed tachycardia with no murmurs. The child had oxygen saturation of 88%–89% on room air with a heart rate of 110 /min. In view of tachypnoea and respiratory distress, the child was shifted to the Pediatric Intensive Care Unit and was started on oxygen by mask @5 l/min. A chest X-ray was ordered and was started on empirical antibiotic (piperacillin-tazobactam) after sending blood cultures. Chest X-ray revealed right-sided pleural effusion with blunting of right-sided costophrenic angle (figure 1) (Table 2). Bedside lung ultrasound was done which revealed pleural effusion of around one litre (figure 2) (Table 2). Right-sided pleural effusion was aspirated under all aseptic precautions. Around one litre of dark red pleural fluid was aspirated. Tachypnoea settled after thoracocentesis & his oxygen saturation on room air improved to 95%–98%. Child’s chest pain improved and was off oxygen support within 24 hours. Subsequently, he was shifted to the ward the next day and discharged. Pleural fluid that was aspirated was sent for examination. The child, however, was again admitted after 6 days with similar complaints of right-sided chest pain, tachypnoea and difficulty in breathing. The child was shifted to the PICU again, where the CXR again revealed a right-sided pleural effusion. Thoracocentesis was done again and around one litre of dark red coloured pleural fluid was again aspirated. Pleural fluid (Adenosine Deaminase) ADA was slightly elevated (Table 1) and the child had a positive history of Koch’s contact, thus he was started on antitubercular drugs empirically. This child, however, again got admitted for the third time after 5 days, with similar complaints of right-sided chest pain and difficulty in breathing. We again reviewed the history from the child and he told us that he had suffered blunt abdominal trauma from the bicycle handle 1 month back. A contrast-enhanced CT of the chest was ordered before inserting an intercostal drainage (ICD). CT was suggestive of patchy areas of air space consolidation in the right lung with right-sided hydropneumothorax and elongated lobulated multiloculated hypodense collection extending from the right pleural space, tracking from the right paraoesophageal level to the upper left-sided retroperitoneum till the tail of pancreas (Table 2). An ICD was inserted, and we drained around one litre of dark red pleural fluid via the ICD (figure 3). CT findings, along with a dark red coloured pleural aspirate and history of abdominal trauma, pointed us towards the diagnosis of a PPF. MRCP was thus planned the same day, which revealed pancreatitis with tubular cystic collection seen in the distal body and tail of pancreas extending posteriorly in the retroperitoneum and then tracking superiorly through the oesophageal hiatus into the right pleural cavity. A narrow communication with the left pleural cavity was also seen. The collection is seen communicating with the distal pancreatic duct with narrowing of the pancreatic duct proximal to the communication. MRCP pointed towards the diagnosis of PPF (figures 4-6) (table 1). Serum and pleural fluid amylase and lipase levels were also sent. Pleural fluid analysis revealed significantly elevated amylase (6118 U/L) and lipase (7211 U/L) concentrations (table 2), supporting the diagnosis of PPF. Antitubercular drugs were stopped, and the child was put on nil per oral and total parenteral nutrition. Octreotide infusion was started in the dose of 30 µg/kg/day (10–40 µg/kg/day). Pancreatic enzyme replacement therapy (PERT) was also started. Over ten days, fluid drainage from the ICD gradually decreased and stopped. Subsequently, the ICD was removed, and the child was discharged.
",A child came to me in the outpatient department accompanied by his mother with complaints of difficulty in breathing and right-sided chest pain for 1 week.,"A child came to me in the outpatient department accompanied by his mother with complaints of difficulty in breathing and right-sided chest pain for 1 week. As per the mother, the distress had increased progressively over 7 days. There was no history of any consanguinity. Mother gave a history of Koch’s contact with his grandfather having pulmonary Koch's for which he was treated appropriately. The child had a dietary history notable for frequent consumption of processed and high-calorie foods, with limited intake of fresh fruits, vegetables and balanced home-cooked meals. His weight was 44 kg, with a height of 112 cm and body mass index of 35. On examination, the child had a respiratory rate of 20 /min with mild tachypnoea. The child had reduced chest movements on the right. Stony dull percussion was present on the right subscapular, right infra-axillary and axillary regions. Vocal fremitus was significantly weaker on the right side than on the left. Breath sounds were decreased on the right subscapular, right infra-axillary and axillary regions. There was no pallor, cyanosis, icterus, clubbing or lymphadenopathy. The abdomen was soft with no hepatosplenomegaly. The child was conscious and oriented to time, place and person. The abdomen was soft with no hepatosplenomegaly, Cardiovascular system examination revealed tachycardia with no murmurs. The child had oxygen saturation of 88%–89% on room air with a heart rate of 110 /min. In view of tachypnoea and respiratory distress, the child was shifted to the Pediatric Intensive Care Unit and was started on oxygen by mask @5 l/min. A chest X-ray was ordered and was started on empirical antibiotic (piperacillin-tazobactam) after sending blood cultures. Chest X-ray revealed right-sided pleural effusion with blunting of right-sided costophrenic angle (figure 1) (Table 2). Bedside lung ultrasound was done which revealed pleural effusion of around one litre (figure 2) (Table 2). Right-sided pleural effusion was aspirated under all aseptic precautions. Around one litre of dark red pleural fluid was aspirated. Tachypnoea settled after thoracocentesis & his oxygen saturation on room air improved to 95%–98%. Child’s chest pain improved and was off oxygen support within 24 hours. Subsequently, he was shifted to the ward the next day and discharged. Pleural fluid that was aspirated was sent for examination. The child, however, was again admitted after 6 days with similar complaints of right-sided chest pain, tachypnoea and difficulty in breathing. The child was shifted to the PICU again, where the CXR again revealed a right-sided pleural effusion. Thoracocentesis was done again and around one litre of dark red coloured pleural fluid was again aspirated. Pleural fluid (Adenosine Deaminase) ADA was slightly elevated (Table 1) and the child had a positive history of Koch’s contact, thus he was started on antitubercular drugs empirically. This child, however, again got admitted for the third time after 5 days, with similar complaints of right-sided chest pain and difficulty in breathing. We again reviewed the history from the child and he told us that he had suffered blunt abdominal trauma from the bicycle handle 1 month back. A contrast-enhanced CT of the chest was ordered before inserting an intercostal drainage (ICD). CT was suggestive of patchy areas of air space consolidation in the right lung with right-sided hydropneumothorax and elongated lobulated multiloculated hypodense collection extending from the right pleural space, tracking from the right paraoesophageal level to the upper left-sided retroperitoneum till the tail of pancreas (Table 2). An ICD was inserted, and we drained around one litre of dark red pleural fluid via the ICD (figure 3). CT findings, along with a dark red coloured pleural aspirate and history of abdominal trauma, pointed us towards the diagnosis of a PPF. MRCP was thus planned the same day, which revealed pancreatitis with tubular cystic collection seen in the distal body and tail of pancreas extending posteriorly in the retroperitoneum and then tracking superiorly through the oesophageal hiatus into the right pleural cavity. A narrow communication with the left pleural cavity was also seen. The collection is seen communicating with the distal pancreatic duct with narrowing of the pancreatic duct proximal to the communication. MRCP pointed towards the diagnosis of PPF (figures 4-6) (table 1). Serum and pleural fluid amylase and lipase levels were also sent. Pleural fluid analysis revealed significantly elevated amylase (6118 U/L) and lipase (7211 U/L) concentrations (table 2), supporting the diagnosis of PPF. Antitubercular drugs were stopped, and the child was put on nil per oral and total parenteral nutrition. Octreotide infusion was started in the dose of 30 µg/kg/day (10–40 µg/kg/day). Pancreatic enzyme replacement therapy (PERT) was also started. Over ten days, fluid drainage from the ICD gradually decreased and stopped. Subsequently, the ICD was removed, and the child was discharged.
",True
