row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
1,keep,,Retained after first-pass review and second-pass target-source validation., 14 years.,,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s presented with recurrent choking episodes affecting solids and liquids, nocturnal choking episodes 3–4 times weekly, and chronic occipital headaches that had been present for",,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s presented with recurrent choking episodes affecting solids and liquids, nocturnal choking episodes 3–4 times weekly, and chronic occipital headaches that had been present for 14 years.",
2,keep,,Retained after first-pass review and second-pass target-source validation., respiratory distress.,,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", home monitoring during the COVID-19 pandemic incidentally showed severe oxygen desaturation episodes (70%–80%) in a woman in her early 40s, and these episodes were notable for the absence of",,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", home monitoring during the COVID-19 pandemic incidentally showed severe oxygen desaturation episodes (70%–80%) in a woman in her early 40s, and these episodes were notable for the absence of respiratory distress.",
3,keep,,Retained after first-pass review and second-pass target-source validation., normal.,,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s with a 7-year history of recurrent choking episodes affecting solids and liquids underwent multiple laryngoscopies and endoscopies to investigate these episodes, which were",,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s with a 7-year history of recurrent choking episodes affecting solids and liquids underwent multiple laryngoscopies and endoscopies to investigate these episodes, which were normal.",
4,keep,,Retained after first-pass review and second-pass target-source validation., 0.1% of the general population.,,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", contemporary imaging studies show that Chiari malformation type I is present in 1% of the adult population, and symptomatic presentations occur in",,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", contemporary imaging studies show that Chiari malformation type I is present in 1% of the adult population, and symptomatic presentations occur in 0.1% of the general population.",
5,keep,,Retained after first-pass review and second-pass target-source validation., a spectrum from normal anatomical variants to clinically significant malformations.,,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the background discussion notes that contemporary evidence challenges the idea that Chiari malformation type I is always pathological and proposes that CMI may represent",,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the background discussion notes that contemporary evidence challenges the idea that Chiari malformation type I is always pathological and proposes that CMI may represent a spectrum from normal anatomical variants to clinically significant malformations.",
6,keep,,Retained after first-pass review and second-pass target-source validation., clinically significant malformations.,,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", contemporary evidence challenges the idea that Chiari malformation type I is always pathological, and it is described as a spectrum from normal anatomical variants to",,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", contemporary evidence challenges the idea that Chiari malformation type I is always pathological, and it is described as a spectrum from normal anatomical variants to clinically significant malformations.",
7,keep,,Retained after first-pass review and second-pass target-source validation., Valsalva manoeuvres.,,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the cardinal symptom of Chiari syndrome, described as a paroxysmal occipital headache present in over 80% of cases, is triggered by",,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the cardinal symptom of Chiari syndrome, described as a paroxysmal occipital headache present in over 80% of cases, is triggered by Valsalva manoeuvres.",
8,keep,,Retained after first-pass review and second-pass target-source validation., intermittent respiratory symptoms.,,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors explain that respiratory dysfunction in Chiari malformation type I can result from brainstem compression, CSF outflow obstruction, and disruption of respiratory control centres, leading to",,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors explain that respiratory dysfunction in Chiari malformation type I can result from brainstem compression, CSF outflow obstruction, and disruption of respiratory control centres, leading to intermittent respiratory symptoms.",
9,repair,target_source_repair,Second pass: original target paraphrased the guideline condition rather than matching a source span; repaired to the exact source-supported phrase., sleep-disordered breathing is suspected., suspected sleep-disordered breathing.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines recommend routine polysomnography for Chiari malformation type I patients with","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when sleep-disordered breathing is suspected.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines recommend routine polysomnography for Chiari malformation type I patients with suspected sleep-disordered breathing."
10,repair,near_drop_review,Original probe contradicted the source by saying choking episodes could cause complete airway obstruction; repaired to preserve the source negation., complete airway obstruction., never resulted in complete airway obstruction.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s had a 7-year history of recurrent choking episodes that could interrupt meals or wake her from sleep with coughing and gasping, and these episodes could result in","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s had a 7-year history of recurrent choking episodes that could interrupt meals or wake her from sleep with coughing and gasping, but they","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s had a 7-year history of recurrent choking episodes that could interrupt meals or wake her from sleep with coughing and gasping, and these episodes could result in complete airway obstruction.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s had a 7-year history of recurrent choking episodes that could interrupt meals or wake her from sleep with coughing and gasping, but they never resulted in complete airway obstruction."
