section,subsection,section_text,subsection_text,raw_knowledge_statement,target,fact,contextualized_question,valid_fact,probe
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive.", Large foundation models,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", which models are described as having become widespread but remaining too costly to train from scratch are Large foundation models","1. **Question:** According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", what kind of models are described as becoming ubiquitous?  
   **Answer:** Large foundation models",True,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", which models are described as having become widespread but remaining too costly to train from scratch are"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation.", downstream task adaptation.,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) is presented as a principled approach to downstream task adaptation.","1. **Question:** According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, Orthogonal Finetuning (OFT) is studied as a principled finetuning paradigm for what purpose?  
   **Answer:** downstream task adaptation",True,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization"", Orthogonal Finetuning (OFT) is presented as a principled approach to"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices.", the high dimensionality of orthogonal matrices.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", why does Orthogonal Finetuning (OFT) still require many trainable parameters despite its strong generalization? the high dimensionality of orthogonal matrices.","1. **Question:** According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", why does Orthogonal Finetuning (OFT) still use a fairly large number of trainable parameters even though it demonstrates good generalizability?  
   **Answer:** the high dimensionality of orthogonal matrices",True,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", why does Orthogonal Finetuning (OFT) still require many trainable parameters despite its strong generalization?"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices.", orthogonal matrices.,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT nevertheless requires many trainable weights owing to the large dimensionality of orthogonal matrices.","1. According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", what kind of matrices are responsible for OFT still using a fairly large number of trainable parameters?

   **Answer:** orthogonal matrices",True,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT nevertheless requires many trainable weights owing to the large dimensionality of"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency.", an information transmission perspective.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors first analyze Orthogonal Finetuning (OFT) in terms of how information is conveyed, with the aim of reducing the large number of trainable parameters from an information transmission perspective.","1. **Question:** According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, from what perspective do the authors start by examining Orthogonal Finetuning (OFT) in order to address its large number of trainable parameters?  
   **Answer:** an information transmission perspective",True,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors first analyze Orthogonal Finetuning (OFT) in terms of how information is conveyed, with the aim of reducing the large number of trainable parameters from"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures.", Cooley-Tukey fast Fourier transform algorithm,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the orthogonal parameterization built from butterfly structures takes inspiration from the Cooley-Tukey fast Fourier transform algorithm","1. **Question:** According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, which algorithm inspired the efficient orthogonal parameterization that uses butterfly structures?  
   **Answer:** Cooley-Tukey fast Fourier transform algorithm",True,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the orthogonal parameterization built from butterfly structures takes inspiration from the"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures.", butterfly structures.,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the proposed efficient orthogonal parameterization, drawing on the Cooley-Tukey fast Fourier transform algorithm, is built with butterfly structures.","1. In the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, what structures are used in the efficient orthogonal parameterization inspired by the Cooley-Tukey fast Fourier transform algorithm?

   **Answer:** butterfly structures",True,"In ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the proposed efficient orthogonal parameterization, drawing on the Cooley-Tukey fast Fourier transform algorithm, is built with"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT).", Orthogonal Butterfly~(BOFT),"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors name the new parameter-efficient finetuning approach they obtain by adapting the butterfly-structure parameterization to OFT Orthogonal Butterfly~(BOFT)","1. According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", what novel parameter-efficient finetuning method do the authors create by applying the butterfly-structure parameterization to OFT?

   Orthogonal Butterfly~(BOFT)",True,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors name the new parameter-efficient finetuning approach they obtain by adapting the butterfly-structure parameterization to OFT"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework.", OFT.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT is presented as a broader orthogonal finetuning formulation that includes the earlier method as a special case, namely OFT.","1. In the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, what method is subsumed as a special case by BOFT, which introduces a generalized orthogonal finetuning framework?

   **Answer:** OFT",True,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT is presented as a broader orthogonal finetuning formulation that includes the earlier method as a special case, namely"
Title/Abstract,No Subsection,"\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","\title{Parameter-Efficient Orthogonal Finetuning via Factorization}

\begin{abstract}
Large foundation models are becoming ubiquitous, but training them from scratch is prohibitively expensive. Thus, efficiently adapting these powerful models to downstream tasks is increasingly important. In this paper, we study a principled finetuning paradigm -- Orthogonal Finetuning (OFT) -- for downstream task adaptation. Despite demonstrating good generalizability, OFT still uses a fairly large number of trainable parameters due to the high dimensionality of orthogonal matrices. To address this, we start by examining OFT from an information transmission perspective, and then identify a few key desiderata that enable better parameter-efficiency. Inspired by how the Cooley-Tukey fast Fourier transform algorithm enables efficient information transmission, we propose an efficient orthogonal parameterization using  butterfly structures. We apply this parameterization to OFT, creating  a novel parameter-efficient finetuning method, called Orthogonal Butterfly~(BOFT). By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework. Finally, we conduct an extensive empirical study of adapting large vision transformers, large language models, and text-to-image diffusion models to various downstream tasks in vision and language.
\end{abstract}

","By subsuming OFT as a special case, BOFT introduces a generalized orthogonal finetuning framework.", a generalized orthogonal finetuning framework.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT is presented as a generalized orthogonal finetuning framework.","1. **Question:** According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", by subsuming OFT as a special case, what does BOFT introduce?  
   **Answer:** a generalized orthogonal finetuning framework",True,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", BOFT is presented as"
