review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
arxiv/xLSTM/15,fix,formatting;grammar;stem_answer_mismatch,"Stem has an extraneous Q: prefix and asks what LSTMs prevailed over, but the options are application domains/tasks.","According to the paper ""xLSTM: Extended Long Short-Term Memory"", in what task had LSTMs prevailed until the dawn of Transformers in 2017?",speech recognition.,computer vision.,image caption generation.,handwriting generation.,text generation.,(E),text generation.
arxiv/xLSTM/17,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", which model for StarCraft II is cited as an example of an LSTM-based sequence model in reinforcement learning?",the AlphaStar model.,the OpenAI Five model.,the IMPALA model.,the MuZero model.,the AlphaZero model.,(A),the AlphaStar model.
arxiv/xLSTM/19,fix,formatting,Stem has an extraneous list-marker prompt prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the discussion of limited storage capacities, into what must information be compressed?",fixed-size hidden states.,low-dimensional latent representations.,scalar cell states.,attention-weighted key–value pairs.,vector-valued memory slots.,(C),scalar cell states.
arxiv/xLSTM/26,fix,formatting,Stem has an extraneous list-marker prompt prefix.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", what activation function is used for all gate activation functions?",hard sigmoid.,hyperbolic tangent (tanh).,sigmoid.,softmax.,ReLU.,(C),sigmoid.
arxiv/xLSTM/31,fix,grammar,Stem awkwardly asks what activation function the symbols are used as; it should ask what they are typically set to.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", what activation function are $\varphi$ and $\psi$ typically set to for the cell input and hidden state?",$\tanh$.,$\sigma$ (sigmoid),$\mathrm{SiLU}$,$\mathrm{ReLU}$,$\mathrm{GELU}$,(A),$\tanh$.
arxiv/xLSTM/33,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the multi-head sLSTM variant that allows multiple heads, memory mixing is absent across which components, while it is still allowed across cells within each head?",the heads.,the stacked layers.,the recurrent time steps.,the memory cells within each head.,the cells.,(A),the heads.
arxiv/xLSTM/40,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", what enables memory mixing in sLSTM via the recurrent connections $\mathbf{R}_{\mathbf{z}}$, $\mathbf{R}_{\mathbf{i}}$, $\mathbf{R}_{\mathbf{f}}$, and $\mathbf{R}_{\mathbf{o}}$ from the hidden state vector $\mathbf{h}$ to the memory cell input $\mathbf{z}$ and the gates $\mathbf{i}$, $\mathbf{f}$, and $\mathbf{o}$?",Exponential gating.,Stabilized input and forget gates.,Residual skip connections.,Multiple heads.,Multiple memory cells.,(E),Multiple memory cells.
arxiv/xLSTM/42,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", what additional state is introduced to stabilize the gates in the sLSTM stabilization equations?",$n_t$.,$c_t$.,$h_t$.,$m_t$.,$i'_t$.,(D),$m_t$.
arxiv/xLSTM/107,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the ablation studies on the step-by-step morphing from a vanilla LSTM architecture into an xLSTM architecture, the strong performance improvement is attributed to exponential gating and what other component?",the post up-projection block.,self-attention.,the pre-LayerNorm residual backbone.,the matrix memory.,state-space recurrence.,(D),the matrix memory.
arxiv/xLSTM/110,fix,formatting,Stem has an extraneous Q: prefix.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", how many tokens from SlimPajama are used to train xLSTM in the large-scale language modeling experiments?",250B tokens.,500B tokens.,1T tokens.,350B tokens.,300B tokens.,(E),300B tokens.
arxiv/xLSTM/119,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors evaluate xLSTM, RWKV-4, Llama, and Mamba models on the SlimPajama validation set for next token prediction and on downstream tasks across all model sizes, what do the downstream tasks measure?",scaling law behavior,common sense reasoning,sequence length extrapolation,factual knowledge recall,validation-set perplexity,(B),common sense reasoning
arxiv/xLSTM/120,fix,formatting,Stem has an extraneous list-marker prompt prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", what source do the authors use for the increased training data when they train on 300B tokens?",C4,RedPajama-Data-1T,Common Crawl,The Pile,SlimPajama.,(E),SlimPajama.
arxiv/xLSTM/123,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the sequence length extrapolation experiment for the 1.3B-sized xLSTM, RWKV-4, Llama, and Mamba models, all of which are trained on context length 2048, up to what context length are they tested?",32768,8192,16384.,2048,4096,(C),16384.
arxiv/xLSTM/126,reject,option_type_mismatch,"The stem asks for a number of text domains, but one option is not a count; replacing it would require inventing an arbitrary numeric distractor.",,,,,,,,
arxiv/xLSTM/157,fix,stem_answer_mismatch;grammar,"The stem asks for multiple closest models, but the correct option names only one model.","According to the paper ""xLSTM: Extended Long Short-Term Memory"", which model is described in the ""Most Related"" discussion as one of the models conceptually closest to xLSTM?",Transformer,Retention,Mamba,Linear Transformer,Gated Linear Attention,(B),Retention
